סעיף,חשבון,שם חשבון,מחלקה,סוג תקציב,משרות מעודכן,טור  1,טור  2,טור  3,טור  4
746100120,1746100120,תוספות,2,גמיש,0,"228,663",0,0,0
746100130,1746100130,ש.נ,3,גמיש,0,"122,698",0,0,0
746100140,1746100140,החזר הוצ.,2,גמיש,0,"501,945",0,0,0
746100181,1746100181,הפרשות,2,גמיש,0,"787,495",0,0,0
746100210,1746100210,משכורת-על תיקניים,0,קשיח,0,0,0,0,0
746100301,1746100301,תקציב עזר לשכר - העמסה,0,גמיש,0,"140,475",0,0,0
746100391,1746100391,פנסיה,2,גמיש,0,0,0,0,0
746100420,1746100420,תקונים,1,גמיש,0,"6,000",0,0,0
746100430,1746100430,חשמל ומים,1,גמיש,0,"20,000",0,0,0
746100440,1746100440,בטוח,1,גמיש,0,"235,124",0,0,0
746100450,1746100450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
746100470,1746100470,ציוד משרדי,3,גמיש,0,"20,000",0,0,0
746100510,1746100510,"נסיעות ואש""ל",1,גמיש,0,"8,000",0,0,0
746100520,1746100520,ספרים ועתונים,1,גמיש,0,"1,000",0,0,0
746100523,1746100523,דמי חבר,1,גמיש,0,"2,500",0,0,0
746100540,1746100540,דיוור ותקשורת,1,גמיש,0,"55,000",0,0,0
746100570,1746100570,גנים ונוף מיכון,0,גמיש,0,"2,500",0,0,0
746100593,1746100593,תקציב עזר מיכון,0,גמיש,0,"1,869",0,0,0
746100596,1746100596,ת.ע. מוסך,0,גמיש,0,"781,350",0,0,0
746100720,1746100720,חמרים,1,גמיש,0,"180,000",0,0,0
746100740,1746100740,כלים מכשירים וציוד,1,גמיש,0,"50,000",0,0,0
746100750,1746100750,עב קבלניות,1,גמיש,0,"9,962,000",0,0,0
746100751,1746100751,נקיון משרדים,0,גמיש,0,"20,000",0,0,0
746100752,1746100752,בדיקות מכון התקנים,0,גמיש,0,"100,000",0,0,0
746100753,1746100753,שאנן,1,גמיש,0,0,0,0,0
746100772,1746100772,מים להשקיה,1,גמיש,0,"4,400,000",0,0,0
746100794,1746100794,השתת. בת.ע. מחסן,1,גמיש,0,"11,327",0,0,0
746100795,1746100795,ת.ע. נגריה,0,גמיש,0,"2,299",0,0,0
746100798,1746100798,ת.ע. אחזקה,0,גמיש,0,"34,255",0,0,0
746200110,1746200110,שכר,2,גמיש,0,"546,561",0,0,0
746200120,1746200120,תוספות,2,גמיש,0,"31,232",0,0,0
746200130,1746200130,ש.נ,3,גמיש,0,"44,617",0,0,0
746200140,1746200140,החזר הוצ.,2,גמיש,0,"39,040",0,0,0
746200181,1746200181,הפרשות,2,גמיש,0,"200,778",0,0,0
746200210,1746200210,משכורת על תקני,0,גמיש,0,0,0,0,0
746200301,1746200301,תקציב עזר לשכר - העמסה,0,גמיש,0,"29,580",0,0,0
746200391,1746200391,פנסיה,2,גמיש,0,0,0,0,0
746200410,1746200410,שכר דירה דמי חכירה,1,גמיש,0,"50,000",0,0,0
746200420,1746200420,תקונים,1,גמיש,0,"4,400",0,0,0
746200430,1746200430,חשמל ומים,1,גמיש,0,"380,000",0,0,0
746200440,1746200440,בטוח,1,גמיש,0,"237,149",0,0,0
746200450,1746200450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
746200470,1746200470,ציוד משרדי,3,גמיש,0,"14,600",0,0,0
746200510,1746200510,"נסיעות ואש""ל",1,גמיש,0,"1,000",0,0,0
746200522,1746200522,ספרים ועתונים,1,גמיש,0,"1,700",0,0,0
746200540,1746200540,דיוור ותקשורת,1,גמיש,0,"85,000",0,0,0
746200570,1746200570,מיכון_ועיבוד נתונים,1,גמיש,0,"2,000",0,0,0
746200593,1746200593,השתת' בת.מיכון,3,גמיש,0,"1,122",0,0,0
746200596,1746200596,ת.ע. מוסך,0,גמיש,0,"1,562,701",0,0,0
746200720,1746200720,חמרים,1,גמיש,0,"4,500",0,0,0
746200740,1746200740,כלים מכשירים וציוד,1,גמיש,0,"23,000",0,0,0
746200751,1746200751,נקוי ואודי כופר,1,גמיש,0,"11,000",0,0,0
746200753,1746200753,תחזוקת גנים,1,גמיש,0,"5,760,000",0,0,0
746200760,1746200760,שמירה ופקוח,1,גמיש,0,"145,000",0,0,0
746200761,1746200761,תורנות לילה מ ד א,1,גמיש,0,"26,000",0,0,0
746200772,1746200772,מים להשקיה,1,גמיש,0,"3,400,000",0,0,0
746200780,1746200780,החזקת היאנטר החי,1,גמיש,0,0,0,0,0
746200794,1746200794,השתת. בת.ע. מחסן,1,גמיש,0,"11,165",0,0,0
746200795,1746200795,ת.ע. נגריה,0,גמיש,0,"2,299",0,0,0
746200798,1746200798,ת.ע. אחזקה,0,גמיש,0,"34,578",0,0,0
746200930,1746200930,הוצ חד פעמיות,1,גמיש,0,"11,000",0,0,0
746300810,1746300810,השתת בפארק הזאולוגי,1,גמיש,0,"295,000",0,0,0
748000780,1748000780,מחסן 1,0,קשיח,0,0,0,0,0
751000780,1751000780,יום העצמאות,1,גמיש,0,"2,000,000",0,0,0
751000781,1751000781,חגיגות שנת ה-50,0,גמיש,0,0,0,0,0
752000750,1752000750,אבטחת ארועים ושונות,0,גמיש,0,"600,000",0,0,0
752000780,1752000780,טכסים,1,גמיש,0,"930,000",0,0,0
752000783,1752000783,"חגיגות ה - 90 לר""ג",0,גמיש,0,0,0,0,0
752000784,1752000784,ארועי 60 שנה למדינה,0,גמיש,0,0,0,0,0
753000781,1753000781,אימוץ הצנחנים,1,גמיש,0,"600,000",0,0,0
753000782,1753000782,יובל לצניחה במיתלה,0,גמיש,0,0,0,0,0
753000783,1753000783,סיוע ליחידת מגלן,0,קשיח,0,0,0,0,0
754000513,1754000513,ערים תאומות וקשרי חוץ,1,גמיש,0,"200,000",0,0,0
754000514,1754000514,שי לאורחי העיריה,1,גמיש,0,"45,000",0,0,0
762000110,1762000110,שירות לציבור-משכורת,3,קשיח,0,"152,814",0,0,0
762000120,1762000120,שירות לציבור,2,גמיש,0,"16,731",0,0,0
762000130,1762000130,ש.נ,3,גמיש,0,0,0,0,0
762000140,1762000140,שירות לציבור,2,גמיש,0,"53,541",0,0,0
762000181,1762000181,שירות לציבור,2,גמיש,0,"52,425",0,0,0
762000210,1762000210,משכורת-על תיקניים,0,קשיח,0,0,0,0,0
762000391,1762000391,פנסיה,0,גמיש,0,0,0,0,0
762000430,1762000430,"חשמל, מים וחומרי נקיון",0,גמיש,0,"25,047",0,0,0
762000570,1762000570,מיחשוב ועיבוד נתונים,0,גמיש,0,"8,000",0,0,0
762000593,1762000593,השתת. בתקציב עזר מיכון,0,גמיש,0,"5,982",0,0,0
762000780,1762000780,שרות לציבור,1,גמיש,0,"63,000",0,0,0
762000781,1762000781,שרות לציבור,0,גמיש,0,"7,000",0,0,0
764000110,1764000110,שכר משולב,0,גמיש,0,"206,355",0,0,0
764000120,1764000120,תוספות,0,גמיש,0,"23,424",0,0,0
764000130,1764000130,שעות נוספות,0,גמיש,0,0,0,0,0
764000140,1764000140,החזר הוצאות,0,גמיש,0,"55,771",0,0,0
764000181,1764000181,סוציאליות ונלוות,0,גמיש,0,"56,887",0,0,0
764000391,1764000391,ת.ע. פנסיה,0,קשיח,0,0,0,0,0
764000440,1764000440,ביטוח,0,גמיש,0,0,0,0,0
764000570,1764000570,מיחשוב ועיבוד נתונים,0,גמיש,0,"2,000",0,0,0
764000593,1764000593,השתת. בתקציב עזר מיכון,0,גמיש,0,"1,496",0,0,0
764000750,1764000750,"תרבות הדיור ""שאנן""",0,גמיש,0,0,0,0,0
764000780,1764000780,הוצאות תרבות הדיור,7,גמיש,0,"60,000",0,0,0
764000794,1764000794,ת.ע. מחסן,0,גמיש,0,0,0,0,0
764000795,1764000795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
764000798,1764000798,ת.ע. אחזקה,0,גמיש,0,0,0,0,0
765000110,1765000110,עבודה קהילתית השכר הקובע,6,גמיש,0,"103,735",0,0,0
765000120,1765000120,עבודה קהילתית תוספת שאינן,6,גמיש,0,"13,385",0,0,0
765000130,1765000130,ש.נ,3,גמיש,0,0,0,0,0
765000140,1765000140,עבודה קהילתית החזר הוצאות,6,גמיש,0,"17,847",0,0,0
765000181,1765000181,עבודה קהילתית הפרשות סוצי,6,גמיש,0,"27,886",0,0,0
765000391,1765000391,פנסיה,6,גמיש,0,0,0,0,0
765000410,1765000410,"שכ""ד מרכז עירוני לאשה",0,גמיש,0,0,0,0,0
765000420,1765000420,תיקונים ואחזקה,0,גמיש,0,0,0,0,0
765000430,1765000430,"חשמל, מים וחומרי נקיון",0,גמיש,0,0,0,0,0
765000440,1765000440,ביטוח,0,גמיש,0,0,0,0,0
765000470,1765000470,ציוד משרדי ואחזקה,0,גמיש,0,0,0,0,0
765000510,1765000510,"אש""ל ונסיעות",0,גמיש,0,0,0,0,0
765000520,1765000520,העשרה לעובדות עיריה,0,גמיש,0,0,0,0,0
765000521,1765000521,קורסים/יעוץ,0,גמיש,0,0,0,0,0
765000540,1765000540,טלפונים ובולים,0,גמיש,0,0,0,0,0
765000550,1765000550,פרסומים-מ.ע.לאשה,0,גמיש,0,0,0,0,0
765000570,1765000570,מיחשוב - מרכז עירוני,0,גמיש,0,0,0,0,0
765000593,1765000593,הששת. בתקציב עזר מיכון,0,גמיש,0,0,0,0,0
765000740,1765000740,רכישות שוטפות-מ.ע.לאשה,0,גמיש,0,0,0,0,0
765000750,1765000750,ייעוץ-מ.ע. לאשה,0,גמיש,0,0,0,0,0
765000780,1765000780,פעילות בשכונות-מ.ע.לאשה,7,גמיש,0,0,0,0,0
765000794,1765000794,ת.ע. מחסן,0,גמיש,0,0,0,0,0
765000795,1765000795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
765000798,1765000798,ת.ע. אחזקה,0,גמיש,0,0,0,0,0
765000810,1765000810,מרכז השלטון המקומי,1,גמיש,0,"475,000",0,0,0
765100821,1765100821,הקצבות חד פעמיות,1,גמיש,0,0,0,0,0
765100822,1765100822,הועד למען החייל,1,גמיש,0,0,0,0,0
765100825,1765100825,"חיילי אצ""ל",1,גמיש,0,0,0,0,0
765100826,1765100826,"העמותה להנצחת מורשת לח""י",0,גמיש,0,0,0,0,0
765100827,1765100827,יוצאי ההגנה,1,גמיש,0,0,0,0,0
765100828,1765100828,מועצה למניעת תאונות,1,גמיש,0,0,0,0,0
765100829,1765100829,עם יפה עם אחד,1,גמיש,0,0,0,0,0
765200819,1765200819,הסת' הלאומית-מרכז לחינוך,0,גמיש,0,0,0,0,0
765200820,1765200820,הסת' הלאומית-מצעד החיים,0,גמיש,0,0,0,0,0
765200821,1765200821,בית הצנחן,1,גמיש,0,"25,000",0,0,0
765200822,1765200822,"מועצת פועלי ר""ג",1,גמיש,0,0,0,0,0
765200824,1765200824,אגודה לנפגעות תקיפה,1,גמיש,0,0,0,0,0
765200825,1765200825,קרן תרבות ורווחה,1,גמיש,0,0,0,0,0
765200827,1765200827,רזרבה להקצבות,1,גמיש,0,0,0,0,0
765200829,1765200829,מרכז יהדות בבל,1,גמיש,0,0,0,0,0
765300820,1765300820,"לה""ב",0,גמיש,0,0,0,0,0
765300821,1765300821,יד טבנקין,0,גמיש,0,0,0,0,0
765300822,1765300822,מכללת בן אליעזר,1,גמיש,0,0,0,0,0
765300823,1765300823,מועדון הגורן,0,גמיש,0,0,0,0,0
765300824,1765300824,"במה רעיונית ע""ש מלמדוביץ",0,גמיש,0,0,0,0,0
765300827,1765300827,ניצן,1,גמיש,0,0,0,0,0
765300828,1765300828,יהדות מתקדמת,1,גמיש,0,0,0,0,0
766000110,1766000110,ארגון העובדים-שכר קובע,0,גמיש,0,"345,784",0,0,0
766000120,1766000120,ארגון העובדים-תוספות,0,גמיש,0,"39,040",0,0,0
766000130,1766000130,ועדים -ש . נ,0,גמיש,0,0,0,0,0
766000140,1766000140,ארגון העובדים-החזר הוצאות,0,גמיש,0,"55,771",0,0,0
766000181,1766000181,ארגון העובדים-הפרשות סוציאליות,0,גמיש,0,"95,927",0,0,0
766000391,1766000391,פנסיה,0,גמיש,0,0,0,0,0
766000440,1766000440,בטוח,0,גמיש,0,0,0,0,0
766000780,1766000780,הנהלת שאנן,1,גמיש,0,0,0,0,0
766000781,1766000781,ועד מקומי אפעל,0,גמיש,0,"65,000",0,0,0
766000782,1766000782,ועד מקומי כ.אזר,0,גמיש,0,"42,000",0,0,0
766000870,1766000870,השתת בועדי עובדים,1,גמיש,0,"1,690,000",0,0,0
769000120,1769000120,ביגוד,3,גמיש,0,"1,450,062",0,0,0
769000140,1769000140,החזר הוצאות,2,גמיש,0,0,0,0,0
769000160,1769000160,תשלום למס הכנסה,0,גמיש,0,"189,624",0,0,0
769000161,1769000161,תשלום חובות לבטוח לאומי,0,גמיש,0,0,0,0,0
769000210,1769000210,שכר תלמידים בחופשה,2,גמיש,0,"145,006",0,0,0
769000211,1769000211,"העסקת מ""מ ושונות",0,גמיש,0,"557,716",0,0,0
769000442,1769000442,קרן עצמית לפיצוי,1,גמיש,0,"300,000",0,0,0
769000443,1769000443,השתתפות עצמית לבטוח,1,גמיש,0,"2,200,000",0,0,0
769000444,1769000444,הוצאות גביית נזקי רכוש,0,גמיש,0,"25,000",0,0,0
769000510,1769000510,"נסיעות ואש""ל",0,גמיש,0,"250,000",0,0,0
769000523,1769000523,תשלום לאגודות מקצועיות,0,גמיש,0,"1,750,000",0,0,0
769000540,1769000540,דיוור ותקשורת כלל עירונית,0,גמיש,0,"1,900,000",0,0,0
769000550,1769000550,מודעות ופרסומים,0,גמיש,0,"400,000",0,0,0
769000570,1769000570,מיכון ועיבוד נתונים,1,גמיש,0,0,0,0,0
769000580,1769000580,הכשרה ופתוח העובד,0,גמיש,0,"500,000",0,0,0
769000593,1769000593,השתת' בת.מיכון,3,גמיש,0,0,0,0,0
769000596,1769000596,ת. עזר מוסך,0,גמיש,0,"88,790",0,0,0
769000750,1769000750,ארכיון,1,גמיש,0,"440,000",0,0,0
769000751,1769000751,הסמכה לתקן 9002 ISO,0,גמיש,0,"125,000",0,0,0
769000780,1769000780,הוצאות שונות,1,גמיש,0,"650,000",0,0,0
769000781,1769000781,שלטים,3,גמיש,0,"10,000",0,0,0
769000782,1769000782,"""תבצלת פיגועים""",0,גמיש,0,"30,000",0,0,0
769000783,1769000783,חובות עבר של אפעל,0,גמיש,0,"100,000",0,0,0
769000840,1769000840,סיוע למשפחות אבלות,0,גמיש,0,"30,000",0,0,0
769100523,1769100523,"קרן רווחה - מועדון ""שלך""",0,גמיש,0,0,0,0,0
782000110,1782000110,שכר,2,גמיש,0,"317,898",0,0,0
782000120,1782000120,תוספות,2,גמיש,0,"34,578",0,0,0
782000130,1782000130,ש.נ,0,שכר,0,0,0,0,0
782000140,1782000140,בית המשפט עירוני החזר הוצ,2,גמיש,0,"40,155",0,0,0
782000181,1782000181,בית המשפט עירוני הפרשות ס,2,גמיש,0,"80,311",0,0,0
782000210,1782000210,על תיקני,0,גמיש,0,0,0,0,0
782000391,1782000391,פנסיה,2,גמיש,0,0,0,0,0
782000750,1782000750,"גביית חובות בימ""ש",0,גמיש,0,"525,000",0,0,0
782000760,1782000760,השתת בשכר שופט,3,גמיש,0,"160,000",0,0,0
782000761,1782000761,"שכירות והו' ביהמ""ש העירני",0,גמיש,0,"110,000",0,0,0
811000110,1811000110,שכר,4,גמיש,0,"7,361,851",0,0,0
811000120,1811000120,תוספות,4,גמיש,0,"587,832",0,0,0
811000130,1811000130,ש.נ,3,גמיש,0,"334,630",0,0,0
811000140,1811000140,מינהל החינוך החזר הוצאות,4,גמיש,0,"1,450,062",0,0,0
811000181,1811000181,מינהל החינוך הפרשות סוציא,4,גמיש,0,"2,565,494",0,0,0
811000210,1811000210,משכורת-על תיקניים,0,קשיח,0,0,0,0,0
811000301,1811000301,תקציב עזר לשכר- העמסות,0,גמיש,0,"421,962",0,0,0
811000391,1811000391,פנסיה,4,גמיש,0,0,0,0,0
811000410,1811000410,השכרת משרדים,0,גמיש,0,"865,000",0,0,0
811000420,1811000420,תקונים,5,גמיש,0,"30,000",0,0,0
811000430,1811000430,חשמל ומים,5,גמיש,0,"520,982",0,0,0
811000440,1811000440,בטוח,5,גמיש,0,"44,332",0,0,0
811000450,1811000450,רהוט והחזקתו,5,גמיש,0,0,0,0,0
811000470,1811000470,ציוד משרדי,3,גמיש,0,"200,000",0,0,0
811000510,1811000510,"נסיעות ואש""ל",5,גמיש,0,"10,000",0,0,0
811000522,1811000522,ספרים ועתונים,5,גמיש,0,"3,000",0,0,0
811000523,1811000523,דמי חבר,5,גמיש,0,"5,000",0,0,0
811000540,1811000540,דיוור ותקשורת,5,גמיש,0,"300,000",0,0,0
811000550,1811000550,מינהל החינוך הוצאות פרסום,5,גמיש,0,"2,000",0,0,0
811000570,1811000570,מינהל החינוך מיכון ועיבוד,5,גמיש,0,"10,000",0,0,0
811000580,1811000580,שונות,3,גמיש,0,"68,000",0,0,0
811000593,1811000593,השתת' בת.מיכון,3,גמיש,0,"7,478",0,0,0
811000596,1811000596,ת.ע. מוסך,0,גמיש,0,"497,223",0,0,0
811000794,1811000794,מינהל החינוך השתתפות בתקצ,5,גמיש,0,0,0,0,0
811000795,1811000795,ת.ע. נגריה,5,גמיש,0,460,0,0,0
811000798,1811000798,ת.ע. אחזקה,5,גמיש,0,"6,463",0,0,0
812000211,1812000211,שכר ע' לגננות זמניות,0,גמיש,0,0,0,0,0
812200110,1812200110,שכר,4,גמיש,0,"19,009,042",0,0,0
812200120,1812200120,תוספות,4,גמיש,0,"1,458,156",0,0,0
812200121,1812200121,"תשלום לגננות שי""ח",0,גמיש,0,"97,614",0,0,0
812200122,1812200122,"תשלום לפסיכולוגים ר""ש",0,גמיש,0,0,0,0,0
812200130,1812200130,ש.נ,3,גמיש,0,"295,590",0,0,0
812200140,1812200140,גני ילדים גיל חובה החזר ה,4,גמיש,0,"819,842",0,0,0
812200181,1812200181,גני ילדים גיל חובה הפרשות,4,גמיש,0,"4,684,814",0,0,0
812200210,1812200210,על תיקני,0,גמיש,0,0,0,0,0
812200301,1812200301,ת.ע.לשכר העמסה,0,גמיש,0,"904,484",0,0,0
812200391,1812200391,פנסיה,4,גמיש,0,0,0,0,0
812200410,1812200410,שכר דירה דמי חכירה,5,גמיש,0,"1,555,400",0,0,0
812200421,1812200421,תקונים,5,גמיש,0,"367,000",0,0,0
812200430,1812200430,חשמל ומים,5,גמיש,0,"1,750,000",0,0,0
812200440,1812200440,בטוח,5,גמיש,0,"137,755",0,0,0
812200450,1812200450,רהוט והחזקתו,5,גמיש,0,"30,000",0,0,0
812200470,1812200470,ציוד משרדי,5,גמיש,0,"24,000",0,0,0
812200521,1812200521,בית היוזמה,5,גמיש,0,"607,000",0,0,0
812200522,1812200522,"פרוייקט ""מעברים""",0,גמיש,0,"410,000",0,0,0
812200523,1812200523,"תוכנית ""מעגן""",0,גמיש,0,"215,000",0,0,0
812200540,1812200540,דיוור ותקשורת,5,גמיש,0,"320,000",0,0,0
812200541,1812200541,אינטרנט,0,גמיש,0,"136,000",0,0,0
812200570,1812200570,גני ילדים גיל חובה מיכון,5,גמיש,0,"20,000",0,0,0
812200593,1812200593,השתת' בת.מיכון,3,גמיש,0,"5,982",0,0,0
812200710,1812200710,הובלות והסעות,5,גמיש,0,"2,000",0,0,0
812200720,1812200720,"חמרים למלאכה גנ""י",5,גמיש,0,"76,000",0,0,0
812200721,1812200721,הקצבה לאשכול גנים,0,גמיש,0,"232,000",0,0,0
812200750,1812200750,ק. נקיון-ערמונים,0,גמיש,0,"64,000",0,0,0
812200753,1812200753,"גננות שי""ח",0,גמיש,0,0,0,0,0
812200760,1812200760,"גנ""י חוץ",5,גמיש,0,0,0,0,0
812200761,1812200761,פעילות טיפולית בגני מיוחד,0,גמיש,0,"144,000",0,0,0
812200762,1812200762,גננות עובדות מדינה,0,גמיש,0,"13,500,000",0,0,0
812200763,1812200763,גננות תיקניות,0,גמיש,0,"10,500,000",0,0,0
812200764,1812200764,"שרותי כ""א לעוזרות לגננות",0,גמיש,0,0,0,0,0
812200780,1812200780,שונות,5,גמיש,0,"576,000",0,0,0
812200781,1812200781,חידוש ספרי קריאה,0,גמיש,0,"39,000",0,0,0
812200782,1812200782,חגיגות יום העצמאות,0,גמיש,0,"35,000",0,0,0
812200783,1812200783,"פרייקטים לימודיים בגנ""י",0,גמיש,0,"1,083,000",0,0,0
812200784,1812200784,מכון חדד,0,גמיש,0,"40,000",0,0,0
812200785,1812200785,"בנות שרות לאומי בגנ""י",0,גמיש,0,"85,000",0,0,0
812200787,1812200787,לימוד כלי מיתר,0,גמיש,0,"120,000",0,0,0
812200788,1812200788,סיוע לע. גננות,0,גמיש,0,0,0,0,0
812200789,1812200789,פרוייקט רמת שיקמה,0,גמיש,0,"359,000",0,0,0
812200790,1812200790,פרוייקט ר.עמידר,0,גמיש,0,"187,000",0,0,0
812200794,1812200794,ת.ע. מחסן,5,קשיח,0,"6,588",0,0,0
812200795,1812200795,ת.ע. נגריה,5,גמיש,0,"1,379",0,0,0
812200798,1812200798,ת.ע. אחזקה,5,גמיש,0,"20,036",0,0,0
812300110,1812300110,שכר,4,גמיש,0,0,0,0,0
812300120,1812300120,תוספות,4,גמיש,0,0,0,0,0
812300140,1812300140,גני ילדים טרום חובה החזר,4,גמיש,0,0,0,0,0
812300181,1812300181,גני ילדים טרום חובה הפרשו,4,גמיש,0,0,0,0,0
812300210,1812300210,סייעות לילדים לא גמולים,0,שכר,0,"509,000",0,0,0
812300391,1812300391,ת.ע. פנסיה,0,קשיח,0,0,0,0,0
812300440,1812300440,ביטוח,0,גמיש,0,"6,579",0,0,0
812300470,1812300470,ציוד משרדי,0,גמיש,0,"6,000",0,0,0
812300570,1812300570,גני ילדים טרום חובה מיכון,5,גמיש,0,0,0,0,0
812300593,1812300593,השתת' בת.מיכון,3,גמיש,0,0,0,0,0
812300720,1812300720,חמרים,5,גמיש,0,"95,000",0,0,0
812300721,1812300721,חומרים למלאכה,0,גמיש,0,"175,000",0,0,0
812300794,1812300794,ת.ע. מחסן,0,גמיש,0,347,0,0,0
812300795,1812300795,ת.ע. נגריה,0,גמיש,0,115,0,0,0
812300798,1812300798,ת.ע. אחזקה,0,גמיש,0,969,0,0,0
812400820,1812400820,האשה הלאומית,0,גמיש,0,0,0,0,0
812400821,1812400821,"""נעמת""",5,גמיש,0,0,0,0,0
812400822,1812400822,"""ויצו""",5,גמיש,0,0,0,0,0
812400823,1812400823,"""אמונה""",5,גמיש,0,0,0,0,0
812400824,1812400824,מעון זבוטינסקי,5,גמיש,0,0,0,0,0
812400825,1812400825,גן אגודת ישראל,5,גמיש,0,0,0,0,0
812400826,1812400826,נשי חרות,0,גמיש,0,0,0,0,0
812500710,1812500710,צהרונים,5,גמיש,0,"534,000",0,0,0
812500711,1812500711,מעון התמרים,0,גמיש,0,0,0,0,0
813200110,1813200110,שכר,4,גמיש,0,"28,126,398",0,0,0
813200120,1813200120,תוספות,4,גמיש,0,"2,900,123",0,0,0
813200130,1813200130,ש.נ,3,גמיש,0,"1,115,432",0,0,0
813200140,1813200140,"בתי""ס יסודיים החזר הוצאות",4,גמיש,0,"2,844,352",0,0,0
813200181,1813200181,"בתי""ס יסודיים הפרשות סוצי",4,גמיש,0,"8,811,913",0,0,0
813200210,1813200210,משכורת על תיקני,0,קשיח,0,0,0,0,0
813200211,1813200211,שכר למלוות הסעות,0,גמיש,0,0,0,0,0
813200212,1813200212,העסקת סיעות,0,גמיש,0,0,0,0,0
813200301,1813200301,תקציב עזר לשכר - העמסות,0,גמיש,0,"1,502,550",0,0,0
813200391,1813200391,פנסיה,4,גמיש,0,0,0,0,0
813200421,1813200421,תקונים,0,גמיש,0,"763,300",0,0,0
813200430,1813200430,חשמל ומים,5,גמיש,0,"4,500,000",0,0,0
813200440,1813200440,בטוח,5,גמיש,0,"517,921",0,0,0
813200450,1813200450,רהוט,5,גמיש,0,"51,000",0,0,0
813200470,1813200470,ציוד משרדי,0,גמיש,0,"35,000",0,0,0
813200471,1813200471,דמי שיכפול,0,גמיש,0,"198,000",0,0,0
813200540,1813200540,דיוור ותקשורת,5,גמיש,0,"325,000",0,0,0
813200570,1813200570,"בתי""ס יסודיים מיכון ועיבו",5,גמיש,0,"450,000",0,0,0
813200593,1813200593,השתת' בת.מיכון,3,גמיש,0,"336,504",0,0,0
813200596,1813200596,ת.ע. מוסך,0,גמיש,0,0,0,0,0
813200720,1813200720,חומרים למלאכה,5,גמיש,0,"389,000",0,0,0
813200721,1813200721,הקצבות לחטיבות הצעירות,0,גמיש,0,0,0,0,0
813200722,1813200722,"מועדון גימלאי מורי ר""ג",0,גמיש,0,"40,000",0,0,0
813200740,1813200740,כלים מכשירים וציוד,0,גמיש,0,"316,000",0,0,0
813200741,1813200741,כלים וציוד,5,גמיש,0,0,0,0,0
813200742,1813200742,רכישת ציוד בריאות,0,גמיש,0,"27,000",0,0,0
813200744,1813200744,"ציוד מותנה בהשתת. משרה""ח",0,גמיש,0,"350,000",0,0,0
813200745,1813200745,ציוד אור קולי,0,גמיש,0,"73,000",0,0,0
813200750,1813200750,עבודות נקיון,0,גמיש,0,"865,000",0,0,0
813200751,1813200751,"עובדי ""שאנן""",0,גמיש,0,0,0,0,0
813200752,1813200752,זהירות בדרכים - מדריכה,0,גמיש,0,"60,000",0,0,0
813200753,1813200753,העסקת עובדים,5,גמיש,0,"2,564,000",0,0,0
813200754,1813200754,"שרת / מזכיר בי""ס ראם",0,גמיש,0,0,0,0,0
813200755,1813200755,"""עלה"" ופויירשטיין",0,גמיש,0,0,0,0,0
813200756,1813200756,יועצים אירגוניים,0,גמיש,0,0,0,0,0
813200757,1813200757,תיגבור לימודי חשבון ואנגלית,0,גמיש,0,"141,000",0,0,0
813200758,1813200758,שרותי ספרנות,0,גמיש,0,0,0,0,0
813200759,1813200759,"מתי""א",0,גמיש,0,"160,000",0,0,0
813200760,1813200760,אגרת חנוך למידי ר,5,גמיש,0,"4,109,000",0,0,0
813200761,1813200761,פעילות טיפולית בחינוך המיוחד,0,גמיש,0,"280,000",0,0,0
813200762,1813200762,חוגים לתלמידים נכים,0,גמיש,0,0,0,0,0
813200763,1813200763,"בתי""ס יחודיים",0,גמיש,0,"1,940,000",0,0,0
813200764,1813200764,"שרותי כ""א למזכירות ושרתים",0,גמיש,0,0,0,0,0
813200765,1813200765,"שרותי כ""א לסייעות",0,גמיש,0,0,0,0,0
813200766,1813200766,"שרותי כ""א למלוות",0,גמיש,0,0,0,0,0
813200780,1813200780,ספריות,5,גמיש,0,"119,000",0,0,0
813200781,1813200781,שונות,3,גמיש,0,"7,000",0,0,0
813200782,1813200782,אסיפת מנהלים,3,גמיש,0,"26,000",0,0,0
813200783,1813200783,חקלאות,5,גמיש,0,"17,000",0,0,0
813200784,1813200784,חנוך גופני,3,גמיש,0,"81,000",0,0,0
813200785,1813200785,יוזמות בבתי ספר,0,גמיש,0,"60,000",0,0,0
813200786,1813200786,"פרסים ותנ""כים",5,גמיש,0,"26,000",0,0,0
813200787,1813200787,"מקהלת ""גונים""",0,גמיש,0,"160,000",0,0,0
813200788,1813200788,תכניות לימודים מיוחדות,5,גמיש,0,"5,051,000",0,0,0
813200789,1813200789,"בתי""ס בניהול עצמי",0,גמיש,0,"2,000,000",0,0,0
813200790,1813200790,פעילות קיץ בבתי ספר,0,גמיש,0,0,0,0,0
813200794,1813200794,ת.ע. מחסן,5,קשיח,0,"24,850",0,0,0
813200795,1813200795,ת.ע. נגריה,5,קשיח,0,"5,051",0,0,0
813200798,1813200798,ת.ע. אחזקה,5,גמיש,0,"75,511",0,0,0
813200810,1813200810,יום המורה,5,גמיש,0,0,0,0,0
813200840,1813200840,ספרים לתלמידים נצרכים,5,גמיש,0,"78,000",0,0,0
