,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
 פרק  ,סעיף,סעיף תקציב   ,שם סעיף                         ,   תקציב חדש   2015 ,   תקציב ישן   2014 ,   הוצאה בפועל 2013 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
34551,932,  34551/932/3,סידור מפגרים במוסדות אחרים      ,"  59,350,000 ","  57,650,000 ","  53,809,509 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34551,סידור מפגרים במוסדות            ונ
34551,933,  34551/933/4,סידור אוטיסטים בפנימיות         ,"  12,240,000 ","  10,500,000 ","  10,374,221 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34551,סידור מפגרים במוסדות            ונ
34551,934,  34551/934/5,סידור מפגרים במעונות            ,"  5,290,000 ","  4,850,000 ","  4,968,498 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34551,סידור מפגרים במוסדות            ונ
34551,935,  34551/935/6,סידור מפגרים במע שים            ,"  2,350,000 ","  2,410,000 ","  2,044,364 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34551,סידור מפגרים במוסדות            ונ
34551,937,  34551/937/8,פרויקט סביבה תומכת למפגר        ,"  395,000 ","  440,000 ","  341,889 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34551,סידור מפגרים במוסדות            ונ
34551,938,  34551/938/9,סידור אוטיסטים במעונות          ,"  1,005,000 ","  850,000 ","  617,242 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34551,סידור מפגרים במוסדות            ונ
34552,931,  34552/931/7,טיפול במשפחות אמנה              ,"  275,000 ","  250,000 ","  283,488 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34552,טיפול באדם המפגר                ונ
34552,932,  34552/932/8,טיפול במפגר בקהילה              ,"  355,000 ","  330,000 ","  247,369 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34552,טיפול באדם המפגר                ונ
34552,933,  34552/933/9,שרות תומך למפגר                 ,"  500,000 ","  500,000 ","  600,897 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34552,טיפול באדם המפגר                ונ
34552,934,  34552/934/1,טיפול באוטיסטים בקהילה          ,"  1,570,000 ","  1,350,000 ","  1,254,505 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34552,טיפול באדם המפגר                ונ
34552,935,  34552/935/2,הסעות למעונות יום               ,"  2,200,000 ","  2,200,000 ","  2,119,732 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3455,טיפול וסידור למפגר              ונ,34552,טיפול באדם המפגר                ונ
34561,931,  34561/931/8,סידור ילדים עיוורים במוסדות     ,"  340,000 ","  305,000 ","  299,705 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34561,סידור נכים במוסדות              ונ
34561,932,  34561/932/9,אחזקת נכים בפנימיות             ,"  19,830,000 ","  20,230,000 ","  17,855,118 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34561,סידור נכים במוסדות              ונ
34561,933,  34561/933/1,תעסוקה מוגנת למוגבל             ,"  1,355,000 ","  955,000 ","  815,280 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34561,סידור נכים במוסדות              ונ
34561,934,  34561/934/2,מרכז יום שיקומי לנכים           ,"  1,900,000 ","  1,900,000 ","  1,470,906 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34561,סידור נכים במוסדות              ונ
34561,935,  34561/935/3,מוסדות יום לילד המוגבל          ,"  315,000 ","  300,000 ","  211,518 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34561,סידור נכים במוסדות              ונ
34561,936,  34561/936/4,מרכז יום לנכים קשים             ,"  835,000 ","  885,000 ","  678,277 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34561,סידור נכים במוסדות              ונ
34561,937,  34561/937/5,קהילה תומכת לנכים               ,"  280,000 ","  280,000 ","  225,164 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34561,סידור נכים במוסדות              ונ
34561,938,  34561/938/6,תעסוקה תומכת לנכים              ,"  355,000 ","  355,000 ","  173,004 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34561,סידור נכים במוסדות              ונ
34562,931,  34562/931/4,מפעלי שיקום ותעסוקה לעיוור      ,"  790,000 ","  790,000 ","  535,635 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34562,טיפול בנכה בקהילה               ונ
34562,932,  34562/932/5,מועדוניות לעיוורים ולחרשים      ,"  910,000 ","  695,000 ","  632,855 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34562,טיפול בנכה בקהילה               ונ
34562,933,  34562/933/6,עזרה אחרת לעיוור                ,"  390,000 ","  290,000 ","  226,226 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34562,טיפול בנכה בקהילה               ונ
34562,934,  34562/934/7,טיפול בנכים בקהילה              ,"  1,335,000 ","  1,330,000 ","  817,573 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34562,טיפול בנכה בקהילה               ונ
34562,936,  34562/936/9,שיקום נכים ביתי                 ,"  155,000 ","  150,000 ","  40,057 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3456,טיפול באנשים עם נכויות          ונ,34562,טיפול בנכה בקהילה               ונ
34570,591,  34570/591/9,הכנסה מקרנות                    ,"  100,000 ","  100,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3457,עבודה קהילתית                   ונ,34570,עבודה קהילתית                   ונ
34570,932,  34570/932/1,הוצאות למתנדבים                 ,"  75,000 ","  75,000 ","  115,594 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3457,עבודה קהילתית                   ונ,34570,עבודה קהילתית                   ונ
34570,933,  34570/933/2,גמילה מסמים                     ,"  1,470,000 ","  1,455,000 ","  1,221,057 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,345,השת' הממשלה לפעולות רווחה שונות ות,3457,עבודה קהילתית                   ונ,34570,עבודה קהילתית                   ונ
34800,931,  34800/931/6,שיקום שכונות - השתתפות ממשלה    ,"  20,000 ",  -   ,"  14,841 ",3,תקבולים משרותים ממלכתיים          ,34,רווחה                             ,348,השתת ממשלה-רווחה ושיקום שכונות  ונ,3480,השתת ממשלה-רווחה ושיקום שכונות  ונ,34800,השתת ממשלה-רווחה ושיקום שכונות  ונ
,,,,"  266,500,000 ","  258,830,000 ","  235,917,128 ",,,"34 סה""כ",,,,,,,
36000,421,  36000/421/3,הכנסות ממשתתפים                 ,"  20,000 ","  20,000 ","  42,590 ",3,תקבולים משרותים ממלכתיים          ,36,קליטת עליה                        ,360,קליטת עליה                        ,3600,קליטת עליה                        ,36000,קליטת עליה                        
36000,951,  36000/951/6,השת' מש' הקליטה ברשות קליטת עליה,"  1,540,000 ","  1,190,000 ","  1,167,477 ",3,תקבולים משרותים ממלכתיים          ,36,קליטת עליה                        ,360,קליטת עליה                        ,3600,קליטת עליה                        ,36000,קליטת עליה                        
36000,952,  36000/952/7,השתת מ. הקליטה בקליטת עולי אתיופ,"  270,000 ","  300,000 ","  271,000 ",3,תקבולים משרותים ממלכתיים          ,36,קליטת עליה                        ,360,קליטת עליה                        ,3600,קליטת עליה                        ,36000,קליטת עליה                        
,,,,"  1,830,000 ","  1,510,000 ","  1,481,067 ",,,"36 סה""כ",,,,,,,
37900,421,  37900/421/2,הכנסות שונות                    ,"  50,000 ","  50,000 ","  69,145 ",3,תקבולים משרותים ממלכתיים          ,37,איכות הסביבה                      ,379,איכות הסביבה                      ,3790,איכות הסביבה                      ,37900,איכות הסביבה                      
37900,991,  37900/991/4,השתת' המש' לאיכה ס ברשות העירוני,"  200,000 ","  230,000 ","  141,300 ",3,תקבולים משרותים ממלכתיים          ,37,איכות הסביבה                      ,379,איכות הסביבה                      ,3790,איכות הסביבה                      ,37900,איכות הסביבה                      
37900,993,  37900/993/6,השתתפות בפרויקטים מיוחדים       ,"  30,000 ","  30,000 ","  31,941 ",3,תקבולים משרותים ממלכתיים          ,37,איכות הסביבה                      ,379,איכות הסביבה                      ,3790,איכות הסביבה                      ,37900,איכות הסביבה                      
37900,996,  37900/996/9,השתתפות המשרד לאיכ ס בניידת מלר ,"  120,000 ","  120,000 ",  -   ,3,תקבולים משרותים ממלכתיים          ,37,איכות הסביבה                      ,379,איכות הסביבה                      ,3790,איכות הסביבה                      ,37900,איכות הסביבה                      
,,,,"  400,000 ","  430,000 ","  242,386 ",,,"37 סה""כ",,,,,,,
,,,,"  681,740,000 ","  649,420,000 ","  633,783,946 ","3 סה""כ",,,,,,,,,
41000,210,  41000/210/8,אגרת מים                        ,"  7,000,000 ","  2,000,000 ","  7,721,024 ",4,מפעלים                            ,41,מים                               ,410,מים                               ,4100,מים                               ,41000,מים                               
41000,237,  41000/237/1,הכנסות שונות                    ,  -   ,  -   ,"  60,415 ",4,מפעלים                            ,41,מים                               ,410,מים                               ,4100,מים                               ,41000,מים                               
41000,810,  41000/810/8,היטל הנחת צינורות מים           ,"  1,700,000 ","  1,800,000 ",  -   ,4,מפעלים                            ,41,מים                               ,410,מים                               ,4100,מים                               ,41000,מים                               
,,,,"  8,700,000 ","  3,800,000 ","  7,781,439 ",,,"41 סה""כ",,,,,,,
43100,610,  43100/610/7,דמי שימוש עבור שלטי רחוב        ,"  18,000,000 ","  18,000,000 ","  16,427,421 ",4,מפעלים                            ,43,נכסים                             ,431,דמי שמוש בשטחים עירוניים          ,4310,דמי שמוש בשטחים עירוניים          ,43100,דמי שמוש בשטחים עירוניים          
43100,621,  43100/621/1,דמי שימוש בשטח ציבורי-כללי      ,"  4,000,000 ","  4,000,000 ","  9,458,629 ",4,מפעלים                            ,43,נכסים                             ,431,דמי שמוש בשטחים עירוניים          ,4310,דמי שמוש בשטחים עירוניים          ,43100,דמי שמוש בשטחים עירוניים          
43100,622,  43100/622/2,דמי שימוש מפרויקט גגות סולריים  ,"  240,000 ","  160,000 ",  -   ,4,מפעלים                            ,43,נכסים                             ,431,דמי שמוש בשטחים עירוניים          ,4310,דמי שמוש בשטחים עירוניים          ,43100,דמי שמוש בשטחים עירוניים          
43100,630,  43100/630/2,דמי שימוש - סיבים אופטיים       ,"  50,000 ","  50,000 ","  61,977 ",4,מפעלים                            ,43,נכסים                             ,431,דמי שמוש בשטחים עירוניים          ,4310,דמי שמוש בשטחים עירוניים          ,43100,דמי שמוש בשטחים עירוניים          
43200,610,  43200/610/5,דמי חכירה מבתי מגורים           ,"  400,000 ","  500,000 ","  471,213 ",4,מפעלים                            ,43,נכסים                             ,432,דירות                             ,4320,דירות                             ,43200,דירות                             
43200,690,  43200/690/3,דמי מפתח והיתר העברה מבתי-מגורים,"  100,000 ","  100,000 ","  76,525 ",4,מפעלים                            ,43,נכסים                             ,432,דירות                             ,4320,דירות                             ,43200,דירות                             
43300,610,  43300/610/3,שכר דירה מעסקים מוסדות ודירות   ,"  15,000,000 ","  13,000,000 ","  13,504,979 ",4,מפעלים                            ,43,נכסים                             ,433,עסקים ומוסדות                     ,4330,עסקים ומוסדות                     ,43300,עסקים ומוסדות                     
43300,620,  43300/620/5,הכנסות משכ ד- העברה לאחרים      ,"  110,000 ",  -   ,"  67,845 ",4,מפעלים                            ,43,נכסים                             ,433,עסקים ומוסדות                     ,4330,עסקים ומוסדות                     ,43300,עסקים ומוסדות                     
43300,690,  43300/690/1,דמי מפתח ודמי היתר העברה מעסקים ,"  10,000 ","  50,000 ",  -   ,4,מפעלים                            ,43,נכסים                             ,433,עסקים ומוסדות                     ,4330,עסקים ומוסדות                     ,43300,עסקים ומוסדות                     
43500,610,  43500/610/8,דמי חכירה מקרקעות               ,"  6,000,000 ","  5,800,000 ","  10,578,823 ",4,מפעלים                            ,43,נכסים                             ,435,קרקעות בלתי קצובות                ,4350,קרקעות בלתי קצובות                ,43500,קרקעות בלתי קצובות                
43500,620,  43500/620/1,דמי הגדלת זכויות                ,"  300,000 ","  300,000 ","  346,898 ",4,מפעלים                            ,43,נכסים                             ,435,קרקעות בלתי קצובות                ,4350,קרקעות בלתי קצובות                ,43500,קרקעות בלתי קצובות                
43600,610,  43600/610/6,דמי טיפול עבור פעולות אגף הנכסים,"  100,000 ","  100,000 ","  131,313 ",4,מפעלים                            ,43,נכסים                             ,436,הכנסות שונות - נכסים              ,4360,הכנסות שונות - נכסים              ,43600,הכנסות שונות - נכסים              
43600,620,  43600/620/8,הכנסות שונות                    ,"  100,000 ","  100,000 ","  59,310 ",4,מפעלים                            ,43,נכסים                             ,436,הכנסות שונות - נכסים              ,4360,הכנסות שונות - נכסים              ,43600,הכנסות שונות - נכסים              
43700,610,  43700/610/4,שכר דירה-שווקים עירוניים        ,"  150,000 ","  100,000 ","  123,093 ",4,מפעלים                            ,43,נכסים                             ,437,שווקים                            ,4370,שווקים                            ,43700,שווקים                            
,,,,"  44,560,000 ","  42,260,000 ","  51,308,026 ",,,"43 סה""כ",,,,,,,
44300,111,  44300/111/6,קנסות חניה-חניה מוסדרת          ,"  28,000,000 ","  30,000,000 ","  30,725,258 ",4,מפעלים                            ,44,תחבורה-כללי                       ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,112,  44300/112/7,קנסות חניה-חניה על מדרכות       ,"  10,000,000 ","  10,000,000 ","  10,609,090 ",4,מפעלים                            ,44,תחבורה-כללי                       ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,113,  44300/113/8,קנסות חניה- חניה אחרת           ,"  44,500,000 ","  45,000,000 ","  50,570,134 ",4,מפעלים                            ,44,תחבורה-כללי                       ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,114,  44300/114/9,קנסות חניה-פעילות בית המשפט     ,"  1,500,000 ","  2,000,000 ","  1,693,151 ",4,מפעלים                            ,44,תחבורה-כללי                       ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,115,  44300/115/1,הכנסות מגרירת מכוניות           ,"  9,750,000 ","  11,970,000 ","  8,866,843 ",4,מפעלים                            ,44,תחבורה-כללי                       ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,116,  44300/116/2,קנסות חניה-אכיפת חובות עירוניים ,"  40,000,000 ","  40,000,000 ","  43,471,866 ",4,מפעלים                            ,44,תחבורה-כללי                       ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,121,  44300/121/8,עבירות חניה-אכיפת גזרי דין      ,"  300,000 ","  300,000 ","  333,000 ",4,מפעלים                            ,44,תחבורה-כללי                       ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,211,  44300/211/9,הכנסות מאגרת חניה               ,  -   ,  -   ,"  373,869 ",4,מפעלים                            ,44,תחבורה-כללי                       ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,216,  44300/216/5,הכנסות מכרטיס חניה אלקטרוני ארצי,"  8,500,000 ","  8,500,000 ","  9,284,916 ",4,מפעלים                            ,44,תחבורה-כללי                       ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44300,218,  44300/218/7,הכנסות מחניה סלולרית            ,"  65,000,000 ","  60,000,000 ","  58,048,598 ",4,מפעלים                            ,44,תחבורה-כללי                       ,443,חניית מכוניות                     ,4430,חניית מכוניות                     ,44300,חניית מכוניות                     
44400,210,  44400/210/6,אגרת היתר חניה למוניות          ,"  500,000 ","  500,000 ","  485,007 ",4,מפעלים                            ,44,תחבורה-כללי                       ,444,חניית מוניות                      ,4440,חניית מוניות                      ,44400,חניית מוניות                      
,,,,"  208,050,000 ","  208,270,000 ","  214,461,732 ",,,"44 סה""כ",,,,,,,
,,,,"  261,310,000 ","  254,330,000 ","  273,551,197 ","4 סה""כ",,,,,,,,,
51100,110,  51100/110/3,ריבית מהסדרי תשלום              ,"  2,000,000 ","  2,000,000 ","  2,139,934 ",5,תקבולים בלתי רגילים               ,51,ריבית והחזר הוצאות משנים קודמות   ,511,ריבית ודיבידנדים                  ,5110,ריבית ודיבידנדים                  ,51100,ריבית ודיבידנדים                  
51100,221,  51100/221/9,שערוך פקדונות לזמן ארוך         ,"  1,450,000 ","  1,500,000 ","  1,521,506 ",5,תקבולים בלתי רגילים               ,51,ריבית והחזר הוצאות משנים קודמות   ,511,ריבית ודיבידנדים                  ,5110,ריבית ודיבידנדים                  ,51100,ריבית ודיבידנדים                  
51100,222,  51100/222/1,ריבית ודיבידנדים                ,"  40,000,000 ","  40,000,000 ","  66,041,370 ",5,תקבולים בלתי רגילים               ,51,ריבית והחזר הוצאות משנים קודמות   ,511,ריבית ודיבידנדים                  ,5110,ריבית ודיבידנדים                  ,51100,ריבית ודיבידנדים                  
51100,662,  51100/662/3,דיבידנד עתידים                  ,"  10,000,000 ","  10,000,000 ","  15,000,000 ",5,תקבולים בלתי רגילים               ,51,ריבית והחזר הוצאות משנים קודמות   ,511,ריבית ודיבידנדים                  ,5110,ריבית ודיבידנדים                  ,51100,ריבית ודיבידנדים                  
51300,110,  51300/110/8,החזר הוצאות משנים קודמות        ,"  20,000,000 ","  10,000,000 ","  46,983,151 ",5,תקבולים בלתי רגילים               ,51,ריבית והחזר הוצאות משנים קודמות   ,513,החזר הוצאות משנים קודמות          ,5130,החזר הוצאות משנים קודמות          ,51300,החזר הוצאות משנים קודמות          
,,,,"  73,450,000 ","  63,500,000 ","  131,685,961 ",,,"51 סה""כ",,,,,,,
59100,581,  59100/581/4,החזרים מקרן מים                 ,"  6,000,000 ","  6,000,000 ",  -   ,5,תקבולים בלתי רגילים               ,59,החזר מקרנות והכנסות מיוחדות       ,591,החזרים שונים                      ,5910,החזרים שונים                      ,59100,החזרים שונים                      
59100,591,  59100/591/6,הכנסות מפרעון הלוואות לחברות עיר,  -   ,  -   ,"  5,997,260 ",5,תקבולים בלתי רגילים               ,59,החזר מקרנות והכנסות מיוחדות       ,591,החזרים שונים                      ,5910,החזרים שונים                      ,59100,החזרים שונים                      
59900,781,  59900/781/3,הלוואות בגין מענק למדינה        ,  -   ,"  89,000,000 ",  -   ,5,תקבולים בלתי רגילים               ,59,החזר מקרנות והכנסות מיוחדות       ,599,הכנסות מיוחדות                    ,5990,הכנסות מיוחדות                    ,59900,הכנסות מיוחדות                    
59900,782,  59900/782/4,הלוואות לפרעון  גחלת -ס' שאינו ח,  -   ,  -   ,"  73,384 ",5,תקבולים בלתי רגילים               ,59,החזר מקרנות והכנסות מיוחדות       ,599,הכנסות מיוחדות                    ,5990,הכנסות מיוחדות                    ,59900,הכנסות מיוחדות                    
,,,,"  6,000,000 ","  95,000,000 ","  6,070,644 ",,,"59 סה""כ",,,,,,,
,,,,"  79,450,000 ","  158,500,000 ","  137,756,605 ","5 סה""כ",,,,,,,,,
,,,,"  4,370,000,000 ","  4,350,000,000 ","  4,148,900,608 ",סכום כולל,,,,,,,,,
