 פרק  ,סעיף,סעיף תקציב   ,סעיף נקי,שם סעיף                         ,   תקציב חדש   2013 ,   תקציב ישן   2012 ,   הוצאה בפועל 2011 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
93121,124,  93121/124/6,1931211246,החזר הוצאות                     ,37000,37000,35565,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9312,דיור ושרותים                      ,93121,מחלקת דיור ושרותים                
93121,126,  93121/126/8,1931211268,הבראה                           ,28000,28000,27635,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9312,דיור ושרותים                      ,93121,מחלקת דיור ושרותים                
93121,127,  93121/127/9,1931211279,השתתפות באחזקת רכב-4            ,118000,112000,112240,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9312,דיור ושרותים                      ,93121,מחלקת דיור ושרותים                
93121,130,  93121/130/4,1931211304,תשלומים מיוחדים                 ,69000,54000,73075,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9312,דיור ושרותים                      ,93121,מחלקת דיור ושרותים                
93121,181,  93121/181/6,1931211816,מיסים וביטוח לאומי              ,112000,102000,101201,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9312,דיור ושרותים                      ,93121,מחלקת דיור ושרותים                
93121,182,  93121/182/7,1931211827,קופות גמל והשתלמות              ,134000,90000,98379,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9312,דיור ושרותים                      ,93121,מחלקת דיור ושרותים                
93121,411,  93121/411/1,1931214111,שכר דירה עבור מבנים מתפנים      ,1230000,1222000,288445,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9312,דיור ושרותים                      ,93121,מחלקת דיור ושרותים                
93121,435,  93121/435/9,1931214359,חשמל ואנרגיה                    ,83000,83000,121021,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9312,דיור ושרותים                      ,93121,מחלקת דיור ושרותים                
93121,751,  93121/751/9,1931217519,הריסה  איטום  תיקון  נקיון      ,252000,452000,477662,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9312,דיור ושרותים                      ,93121,מחלקת דיור ושרותים                
93121,782,  93121/782/7,1931217827,מדידות תוכניות ותיווך           ,5000,5000, -   ,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9312,דיור ושרותים                      ,93121,מחלקת דיור ושרותים                
93131,110,  93131/110/6,1931311106,משכורת כוללת                    ,844000,842000,801337,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,124,  93131/124/3,1931311243,החזר הוצאות                     ,37000,36000,34570,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,126,  93131/126/5,1931311265,הבראה                           ,38000,31000,29106,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,127,  93131/127/6,1931311276,השתתפות באחזקת רכב-5            ,147000,180000,160464,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,130,  93131/130/1,1931311301,תשלומים מיוחדים                 ,53000,59000,66273,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,181,  93131/181/3,1931311813,מיסים וביטוח לאומי              ,145000,144000,135799,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,182,  93131/182/4,1931311824,קופות גמל והשתלמות              ,189000,110000,126140,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,411,  93131/411/7,1931314117,דמי חכירה                       ,83000,83000,1586681,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,751,  93131/751/6,1931317516,ייעוץ משפטי לחוזים              ,192000,192000,29566,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,752,  93131/752/7,1931317527,סקר הפקעות                      ,402000,402000,234995,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,753,  93131/753/8,1931317538,מדידות                          ,149000,219000,164506,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,754,  93131/754/9,1931317549,אחזקת מתחם בית הנערה            ,50000,68000,84024,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,781,  93131/781/3,1931317813,מיסים ואגרות                    ,80000,80000,196828,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,782,  93131/782/3,1931317823,הוצאות שמאות מוחזרות            ,-5000,-5000, -   ,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,782,  93131/782/4,1931317824,הוצאות שמאות                    ,73000,153000,171712,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,783,  93131/783/5,1931317835,יעוץ מקצועי                     ,43000,43000,42918,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,784,  93131/784/6,1931317846,קידום תכניות במרחב הציבורי      ,40000,90000,18148,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93131,785,  93131/785/7,1931317857,אחזקת חניון השק ם               ,100000,100000,100000,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93131,מחלקת מקרקעין                     
93132,110,  93132/110/2,1931321102,משכורת כוללת                    ,1670000,984000,952327,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,124,  93132/124/8,1931321248,החזר הוצאות                     ,86000,64000,62740,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,126,  93132/126/1,1931321261,הבראה                           ,75000,50000,48909,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,127,  93132/127/2,1931321272,השתתפות באחזקת רכב - 5          ,335000,203000,194606,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,130,  93132/130/6,1931321306,תשלומים מיוחדים                 ,169000,177000,187799,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,181,  93132/181/8,1931321818,מיסים וביטוח לאומי              ,302000,185000,181066,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,182,  93132/182/9,1931321829,קופות גמל והשתלמות              ,375000,128000,147414,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,437,  93132/437/4,1931324374,שמירה                           ,50000,130000,1622219,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,670,  93132/670/2,1931326702,סעיף שאינו חוזר                 , -   ,590000,493472,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,752,  93132/752/3,1931327523,בדיקת חשבונות חשמל              ,180000,180000,116969,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,753,  93132/753/4,1931327534,בדיקת חשבונות מים               ,300000,300000, -   ,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,783,  93132/783/1,1931327831,נסחים ומסמכים לטאבו             ,60000,60000,30640,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93132,784,  93132/784/2,1931327842,רכישת ציוד צילום ומדידה         ,5000,5000, -   ,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93132,מחלקת פקוח ורישום                 
93133,110,  93133/110/7,1931331107,משכורת כוללת                    ,466000,282000,277738,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,124,  93133/124/4,1931331244,החזר הוצאות                     ,36000,20000,16472,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,126,  93133/126/6,1931331266,הבראה                           ,30000,17000,16801,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,127,  93133/127/7,1931331277,השתתפות באחזקת רכב - 3          ,146000,76000,72402,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,130,  93133/130/2,1931331302,תשלומים מיוחדים                 ,73000,42000,40967,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,181,  93133/181/4,1931331814,מיסים וביטוח לאומי              ,97000,55000,56462,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,182,  93133/182/5,1931331825,קופות גמל והשתלמות              ,110000,37000,41200,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,531,  93133/531/6,1931335316,אחזקת רכב                       ,7000,7000,1076,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,532,  93133/532/7,1931335327,ביטוח רכב                       ,3000, -   , -   ,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,533,  93133/533/8,1931335338,שכירת רכב עירוני                ,105000,105000,82561,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,534,  93133/534/9,1931335349,דלק ושמן                        ,23000,23000,24182,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,541,  93133/541/8,1931335418,אחזקת מכשירי קשר                ,33000,33000,18905,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,670,  93133/670/7,1931336707,סעיף שאינו חוזר                 , -   ,354000,813192,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
93133,781,  93133/781/4,1931337814,מפות מדידות והעתקות             ,17000,17000,4793,9,מפעלים ותקציבי עזר                ,93,נכסים                             ,931,אגף נכסי העירייה                  ,9313,טפול במקרקעין                     ,93133,יחידת פיקוח ופינויים              
,,,,,15820000,14610000,16160462,,,"93 סה""כ",,,,,,,
99120,111,  99120/111/8,1991201118,פנסיה                           ,300000000,298000000,285775968,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,111,  99120/111/8,1991201118,השתת' בפנסיה ושמירת זכויות      ,-7600000,-5600000,-5582194,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,111,  99120/111/9,1991201119,השתתפות תאגיד המים בפנסיה       ,-1800000,-1800000,-1772941,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,124,  99120/124/4,1991201244,ביגוד לפנסיונרים                ,5000000,4900000,4595518,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,126,  99120/126/6,1991201266,הבראה לפנסיונרים                ,15100000,15500000,14751322,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,131,  99120/131/3,1991201313,תשלומים מיוחדים לפנסיונרים      ,59000000,62000000,60281070,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,181,  99120/181/4,1991201814,מס ערך מוסף                     ,23330000,23000000,22363865,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,182,  99120/182/5,1991201825,קרן רווחה                       ,1500000,1500000,1522650,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,192,  99120/192/7,1991201927,פיצויי פיטורין                  ,11000000,10000000,9177611,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,193,  99120/193/8,1991201938,הוון                            ,50000,50000, -   ,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,194,  99120/194/9,1991201949,מענק בקשר לפרישה                ,50000,50000,21046,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99120,399,  99120/399/3,1991203993,החזר מקש ת בגין גבעת השלושה     ,-630000,-600000,-624668,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,991,זכויות סוציאליות                  ,9912,פנסיה ופצויים                     ,99120,פנסיה ופצויים                     
99211,110,  99211/110/4,1992111104,משכורת כוללת                    ,1239000,1477000,997965,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,124,  99211/124/1,1992111241,החזר הוצאות                     ,82000,59000,64755,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,126,  99211/126/3,1992111263,הבראה                           ,63000,62000,56603,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,127,  99211/127/4,1992111274,השתתפות באחזקת רכב-13           ,269000,216000,241221,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,130,  99211/130/8,1992111308,תשלומים מיוחדים                 ,240000,218000,266244,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,181,  99211/181/1,1992111811,מיסים וביטוח לאומי              ,309000,285000,225350,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,182,  99211/182/2,1992111822,קופות גמל והשתלמות              ,268000,273000,198714,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,250,  99211/250/6,1992112506,עובדים יומיים-1                 ,82000,97000,85532,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,310,  99211/310/1,1992113101,שעות  נוספות  רשומות            ,408000,400000,375585,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,340,  99211/340/7,1992113407,שעות נוספות מיוחדות             ,84000,82000,28681,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,399,  99211/399/1,1992113991,החזר בגין ש נ מיוחדות           ,-63000,-62000,-56846,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,412,  99211/412/6,1992114126,מיסים ואגרות                    ,3000,3000,379,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,431,  99211/431/9,1992114319,מים                             ,125000,125000,147164,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,433,  99211/433/2,1992114332,ביטוח                           ,115000,102000,79302,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,434,  99211/434/3,1992114343,תקוני מבנים מתקנים ואינונטר     ,258000,258000,234445,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,435,  99211/435/4,1992114354,חשמל ואנרגיה                    ,3117000,2945000,2658221,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,437,  99211/437/6,1992114376,שמירה                           ,2150000,1800000,1650000,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,461,  99211/461/6,1992114616,צרכי משרד                       ,25000,25000,21365,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,462,  99211/462/7,1992114627,ספרים ועתונים                   ,4000,4000,4807,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,463,  99211/463/8,1992114638,טלפונים                         ,20000,20000,20153,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,510,  99211/510/7,1992115107,נסיעות  ואש ל                   ,1000, -   , -   ,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,521,  99211/521/1,1992115211,הדרכה וכנסים                    ,10000,10000,8288,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,522,  99211/522/2,1992115222,גיבוש יחידתי                    ,5000,5000,4920,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,531,  99211/531/3,1992115313,אחזקת רכב                       ,14000,14000,3578,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,532,  99211/532/4,1992115324,ביטוח רכב                       ,40000,35000,23023,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,533,  99211/533/5,1992115335,שכירת רכב                       ,42000,42000,39959,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,534,  99211/534/6,1992115346,דלק ושמן                        ,28000,28000,30165,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,541,  99211/541/5,1992115415,אחזקת מכשירי קשר                ,72000,72000,54802,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,610,  99211/610/1,1992116101,כיבודים                         ,8000,8000,7826,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,671,  99211/671/1,1992116711,סעיף שאינו חוזר                 , -   , -   ,-18385,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,671,  99211/671/5,1992116715,סעיף שאינו חוזר                 , -   ,500000, -   ,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,681,  99211/681/7,1992116817,הוצאות מיוחדות                  ,10000,10000,7177,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,691,  99211/691/9,1992116919,מערכות מידע ומחשוב              ,900000,450000,409836,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,693,  99211/693/2,1992116932,מחשוב יחידתי                    ,17000,17000,32361,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,710,  99211/710/4,1992117104,הובלות וסבלות                   ,5000,5000,8097,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,721,  99211/721/7,1992117217,חמרים לעזרה ראשונה              ,5000,5000,4978,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,722,  99211/722/8,1992117228,חמרים למבנה                     ,142000,142000,127721,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,760,  99211/760/5,1992117605,בגדי עבודה                      ,10000,10000,9932,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,781,  99211/781/1,1992117811,תחזוקת מערכות במרכז השירות      ,273000,333000,101430,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,785,  99211/785/5,1992117855,תחזוקת אולם הארועים             ,8000,8000,2590,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,786,  99211/786/6,1992117866,תחזוקת כיכר רבין                ,20000,20000,26130,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
99211,932,  99211/932/7,1992119327,ציוד וריהוט משרדי               ,20000,20000,17019,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,משרדי הרשות והשרותים              ,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 
