,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
 פרק  ,פרק מתוקן,סעיף,סעיף מתוקן,סעיף נקי,סעיף תקציב   ,שם סעיף                         ,   תקציב חדש   2016 , תקן ח 2016 , כמות חדשה  ,   תקציב ישן   2015 , תקן י 2015 ,   הוצאה בפועל 2014 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק משנה מתוקן לקידוד המתאים,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   ,,,,
99211,99211,681,580,992116817,  99211/681/7,הוצאות מיוחדות                  ,10000,0,0,10000,0,10274,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 ,,,,
99211,99211,691,570,992116919,  99211/691/9,מערכות מידע ומחשוב              ,1080000,0,0,900000,0,869363,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 ,,,,
99211,99211,693,593,992116932,  99211/693/2,מיחשוב יחידתי                   ,17000,0,0,17000,0,41500,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 ,,,,
99211,99211,710,710,992117104,  99211/710/4,הובלות וסבלות                   ,2000,0,0,3000,0,0,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 ,,,,
99211,99211,721,721,992117217,  99211/721/7,חמרים לעזרה ראשונה              ,5000,0,0,5000,0,8610,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 ,,,,
99211,99211,722,722,992117228,  99211/722/8,חמרים למבנה                     ,142000,0,0,142000,0,239344,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 ,,,,
99211,99211,760,760,992117605,  99211/760/5,בגדי עבודה                      ,10000,0,0,10000,0,9029,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 ,,,,
99211,99211,781,781,992117811,  99211/781/1,תחזוקת מערכות במרכז השירות      ,310000,0,0,310000,0,252735,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 ,,,,
99211,99211,782,782,992117822,  99211/782/2,תחזוקת מערכת אל פסק             ,74000,0,0,0,0,0,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 ,,,,
99211,99211,932,932,992119327,  99211/932/7,ציוד וריהוט משרדי               ,20000,0,0,20000,0,33108,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99211,הנהלת בתי העירייה                 ,,,,
99212,99212,110,110,992121109,  99212/110/9,משכורת כוללת                    ,1293000,16,0,1277000,16,1194670,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,124,124,992121246,  99212/124/6,החזר הוצאות                     ,94000,0,0,94000,0,89965,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,126,126,992121268,  99212/126/8,הבראה                           ,93000,0,0,93000,0,91805,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,127,127,992121279,  99212/127/9,השתתפות באחזקת רכב-12           ,307000,0,12,321000,0,295313,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,130,130,992121304,  99212/130/4,תשלומים מיוחדים                 ,421000,0,0,439000,0,408017,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,181,181,992121816,  99212/181/6,מיסים וביטוח לאומי              ,289000,0,0,291000,0,281322,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,182,182,992121827,  99212/182/7,קופות גמל והשתלמות              ,268000,0,0,265000,0,244758,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,721,721,992127213,  99212/721/3,חמרי ניקוי                      ,95000,0,0,100000,0,48461,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,723,723,992127235,  99212/723/5,חומרים מתכלים                   ,239000,0,0,243000,0,244614,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,752,752,992127521,  99212/752/1,העסקת קבלן נקיון                ,3553000,0,0,3495000,0,3436351,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,753,753,992127532,  99212/753/2,ריסוס והדברה                    ,14000,0,0,14000,0,13053,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,755,755,992127554,  99212/755/4,ניקוי חלונות                    ,42000,0,0,42000,0,40000,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,9212,781,781,992127815,  99212/781/5,השתתפות המחלקות במשלוח דואר     ,-12500000,0,0,-12500000,0,-10041516,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,92,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,781,781,992127816,  99212/781/6,משלוח דואר מרכזי                ,12500000,0,0,12500000,0,10048303,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,782,782,992127827,  99212/782/7,תחזוקת אולם הארועים             ,6000,0,0,6000,0,7730,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99212,99212,783,783,992127838,  99212/783/8,תחזוקת כיכר רבין                ,20000,0,0,20000,0,0,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99212,מחלקת תפעול                       ,,,,
99213,99213,110,110,992131105,  99213/110/5,משכורת כוללת                    ,797000,8,0,776000,8,751273,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,124,124,992131242,  99213/124/2,החזר הוצאות                     ,50000,0,0,47000,0,47605,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,126,126,992131264,  99213/126/4,הבראה                           ,47000,0,0,47000,0,46116,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,127,127,992131275,  99213/127/5,השתתפות באחזקת רכב - 7          ,220000,0,7,218000,0,217743,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,130,130,992131309,  99213/130/9,תשלומים מיוחדים                 ,274000,0,0,246000,0,250121,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,181,181,992131812,  99213/181/2,מיסים וביטוח לאומי              ,182000,0,0,174000,0,182168,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,182,182,992131823,  99213/182/3,קופות גמל והשתלמות              ,140000,0,0,132000,0,127236,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,751,751,992137515,  99213/751/5,שיפור בטיחות בסביבת העבודה      ,16000,0,0,0,0,0,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,754,754,992137548,  99213/754/8,תחזוקת מעליות                   ,362000,0,0,362000,0,55211,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,758,758,992137583,  99213/758/3,תחזוקת מחסומים                  ,49000,0,0,54000,0,8356,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,759,759,992137594,  99213/759/4,תחזוקת מצלמות                   ,42000,0,0,42000,0,34367,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99213,99213,934,934,992139341,  99213/934/1,ציוד תפעולי                     ,31000,0,0,31000,0,28256,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99213,מחלקת שירות ותחזוקת מבנים         ,,,,
99214,99214,110,110,992141101,  99214/110/1,משכורת כוללת                    ,1215000,14,0,1129000,14,1144256,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,124,124,992141247,  99214/124/7,החזר הוצאות                     ,95000,0,0,94000,0,93709,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,126,126,992141269,  99214/126/9,הבראה                           ,75000,0,0,70000,0,68653,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,127,127,992141271,  99214/127/1,השתתפות באחזקת רכב- 13          ,393000,0,13,387000,0,370851,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,130,130,992141305,  99214/130/5,תשלומים מיוחדים                 ,308000,0,0,293000,0,285246,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,181,181,992141817,  99214/181/7,מיסים וביטוח לאומי              ,273000,0,0,258000,0,288037,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,182,182,992141828,  99214/182/8,קופות גמל והשתלמויות            ,316000,0,0,289000,0,280251,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,751,751,992147511,  99214/751/1,טיהור אוויר                     ,40000,0,0,40000,0,46487,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,781,781,992147817,  99214/781/7,דלק ושמן להפעלת מתקני מיזוג     ,7000,0,0,12000,0,0,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,782,782,992147828,  99214/782/8,תחזוקת ציוד כיבוי אש            ,30000,0,0,40000,0,22436,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,783,783,992147839,  99214/783/9,תחזוקת מערכות אוורור ומזוג אויר ,356000,0,0,175000,0,175350,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,784,784,992147841,  99214/784/1,תחזוקת מתחם האנדרטה             ,8000,0,0,8000,0,8735,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,785,785,992147852,  99214/785/2,תחזוקת גנרטורים                 ,33000,0,0,38000,0,26037,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99214,99214,934,934,992149346,  99214/934/6,ציוד תפעולי                     ,35000,0,0,35000,0,31506,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9921,אחזקת בנין העירייה הראשי          ,99214,מחלקת טכנולוגיה ותחזוקת מערכות  סה,,,,
99221,99221,431,431,992214316,  99221/431/6,מים                             ,42000,0,0,53000,0,53000,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99221,הנהלה ושירותים מינהליים           ,,,,
99221,99221,435,435,992214351,  99221/435/1,חשמל ואנרגיה                    ,751000,0,0,516000,0,803660,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99221,הנהלה ושירותים מינהליים           ,,,,
99221,99221,437,437,992214373,  99221/437/3,שמירה                           ,910000,0,0,729000,0,804964,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99221,הנהלה ושירותים מינהליים           ,,,,
99222,99222,721,721,992227219,  99222/721/9,חומרי ניקיון                    ,11000,0,0,13000,0,2620,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99222,תפעול                             ,,,,
99222,99222,723,723,992227232,  99222/723/2,חומרים מתכלים                   ,60000,0,0,48000,0,51297,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99222,תפעול                             ,,,,
99222,99222,752,752,992227527,  99222/752/7,נקיון מינהל הנדסה ובת ש         ,1522000,0,0,1257000,0,1498330,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99222,תפעול                             ,,,,
99222,99222,753,753,992227538,  99222/753/8,ריסוס והדברה                    ,5000,0,0,4000,0,2915,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99222,תפעול                             ,,,,
99223,99223,434,434,992234341,  99223/434/1,תקוני מבנים מתקנים ואינונטר     ,63000,0,0,43000,0,40467,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99223,שירות ותחזוקת מבנים               ,,,,
99223,99223,722,722,992237226,  99223/722/6,חומרים למבנה                    ,23000,0,0,15000,0,22465,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99223,שירות ותחזוקת מבנים               ,,,,
99223,99223,754,754,992237545,  99223/754/5,תחזוקת מעליות                   ,70000,0,0,70000,0,69997,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99223,שירות ותחזוקת מבנים               ,,,,
99223,99223,782,782,992237829,  99223/782/9,תחזוקת ציוד כיבוי אש            ,18000,0,0,18000,0,16730,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99223,שירות ותחזוקת מבנים               ,,,,
99224,99224,755,755,992247552,  99224/755/2,תחזוקת גנרטורים                 ,14000,0,0,20000,0,5035,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9922,אחזקת בניני מינהל הנדסה ובת ש   סה,99224,מחלקת טכנולוגיה ותחזוקת מערכות    ,,,,
99231,99231,435,435,992314357,  99231/435/7,חשמל ואנרגיה                    ,97000,0,0,127000,0,73924,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99231,הנהלה ושירותים מינהליים         ת ,,,,
99232,99232,721,721,992327216,  99232/721/6,חמרי ניקוי                      ,2000,0,0,2000,0,566,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99232,תפעול                           ת ,,,,
99232,99232,723,723,992327238,  99232/723/8,חומרים מתכלים                   ,10000,0,0,10000,0,10769,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99232,תפעול                           ת ,,,,
99232,99232,752,752,992327524,  99232/752/4,העסקת קבלן נקיון                ,151000,0,0,149000,0,145701,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99232,תפעול                           ת ,,,,
99232,99232,753,753,992327535,  99232/753/5,ריסוס והדברה                    ,1000,0,0,1000,0,543,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99232,תפעול                           ת ,,,,
99232,99232,755,755,992327557,  99232/755/7,ניקוי חלונות                    ,10000,0,0,10000,0,5000,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99232,תפעול                           ת ,,,,
99233,99233,434,434,992334347,  99233/434/7,תקוני מבנים  מתקנים ואינוונטר   ,83000,0,0,60000,0,101666,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99233,שירות ותחזוקת מבנים             ת ,,,,
99233,99233,722,722,992337223,  99233/722/3,חמרים למבנה                     ,8000,0,0,8000,0,6203,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99233,שירות ותחזוקת מבנים             ת ,,,,
99233,99233,754,754,992337542,  99233/754/2,תחזוקת מעליות                   ,8000,0,0,8000,0,12091,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99233,שירות ותחזוקת מבנים             ת ,,,,
99233,99233,755,755,992337553,  99233/755/3,תחזוקת מערכות הדראוליות         ,2000,0,0,2000,0,1433,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99233,שירות ותחזוקת מבנים             ת ,,,,
99233,99233,782,782,992337826,  99233/782/6,תחזוקת ציוד כיבוי אש            ,11000,0,0,11000,0,5935,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99233,שירות ותחזוקת מבנים             ת ,,,,
99234,99234,756,756,992347569,  99234/756/9,תחזוקת מערכות אוורור ומיזוג אווי,59000,0,0,59000,0,57754,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9923,מרכז עינב                         ,99234,מחלקת טכנולוגיה ותחזוקת מערכות  ת ,,,,
99241,99241,411,411,992414115,  99241/411/5,שכר דירה                        ,1776000,0,0,1447000,0,1416362,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9924,אבן גבירול 68                   ,99241,הנהלה ושירותים מינהליים         ת ,,,,
99241,99241,435,435,992414354,  99241/435/4,חשמל ואנרגיה                    ,112000,0,0,83000,0,48849,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9924,אבן גבירול 68                   ,99241,הנהלה ושירותים מינהליים         ת ,,,,
99242,99242,723,723,992427235,  99242/723/5,חומרים מתכלים                   ,15000,0,0,11000,0,12771,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9924,אבן גבירול 68                   ,99242,תפעול                           ת ,,,,
99242,99242,752,752,992427521,  99242/752/1,העסקת קבלן ניקיון               ,127000,0,0,86000,0,77662,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9924,אבן גבירול 68                   ,99242,תפעול                           ת ,,,,
99242,99242,753,753,992427532,  99242/753/2,ריסוס והדברה                    ,1000,0,0,0,0,0,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9924,אבן גבירול 68                   ,99242,תפעול                           ת ,,,,
99243,99243,434,434,992434344,  99243/434/4,תקוני מבנים  מתקנים ואינוונטר   ,7000,0,0,5000,0,802,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9924,אבן גבירול 68                   ,99243,שירות ותחזוקת מבנים             ת ,,,,
99243,99243,782,782,992437823,  99243/782/3,תחזוקת ציוד כיבוי אש            ,2000,0,0,1000,0,852,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9924,אבן גבירול 68                   ,99243,שירות ותחזוקת מבנים             ת ,,,,
99251,99251,435,435,992514351,  99251/435/1,חשמל ואנרגיה                    ,312000,0,0,342000,0,247474,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9925,הנרייטה סולד                    ,99251,מנהלה ושירותים מינהליים         ת ,,,,
99252,99252,721,721,992527219,  99252/721/9,חומרי ניקוי                     ,3000,0,0,5000,0,0,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9925,הנרייטה סולד                    ,99252,תפעול                           ת ,,,,
99252,99252,723,723,992527232,  99252/723/2,חומרים מתכלים                   ,35000,0,0,35000,0,33413,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9925,הנרייטה סולד                    ,99252,תפעול                           ת ,,,,
99252,99252,752,752,992527527,  99252/752/7,העסקת קבלן ניקיון               ,198000,0,0,196000,0,191723,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9925,הנרייטה סולד                    ,99252,תפעול                           ת ,,,,
99252,99252,753,753,992527538,  99252/753/8,ריסוס והדברה                    ,2000,0,0,2000,0,578,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9925,הנרייטה סולד                    ,99252,תפעול                           ת ,,,,
99253,99253,434,434,992534341,  99253/434/1,תקוני מבנים  מתקנים ואינוונטר   ,22000,0,0,22000,0,27964,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9925,הנרייטה סולד                    ,99253,שירות ותחזוקת מבנים             ת ,,,,
99253,99253,722,722,992537226,  99253/722/6,חומרים למבנה                    ,5000,0,0,5000,0,5474,9,מפעלים ותקציבי עזר                ,99,תקציבי עזר                        ,992,אגף בתי העירייה                   ,992,9925,הנרייטה סולד                    ,99253,שירות ותחזוקת מבנים             ת ,,,,
