91303,מ.מ. חורה ,עסיבי חליל ,,, כולל קליטה ,חישוב תקציב יחסי :,מספר חודשים ,תמצית נתוני התקציב הרגיל מפורט -- דוח כספי לתקופה 0102 / 21 - 10 ,4/22/2013,15:18,,,
1.817300.182,מיסים ועלויות ,45,45,54,-9,20,,,,,,,
1.817300.320,פיצויים ,0,0,0,0,0,,,,,,,
1.817600.110,השכר הקובע ,15,15,30,-15,100,,,,,,,
1.817600.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.817600.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817600.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.817600.181,הפרשות סוציאליות ,1,1,1,0,0,,,,,,,
1.817600.182,מיסים ועלויות ,1,1,2,-1,100,,,,,,,
1.817700.110,השכר הקובע ,81,81,54,27,33,,,,,,,
1.817700.120,תוספות שאינן נכללות בש ,1,1,0,1,100,,,,,,,
1.817700.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817700.140,החזר הוצאות ,15,15,13,2,13,,,,,,,
1.817700.181,הפרשות סוציאליות ,19,19,11,8,42,,,,,,,
1.817700.182,מיסים ועלויות ,7,7,5,2,28,,,,,,,
1.817700.320,פיצויים ,0,0,0,0,0,,,,,,,
1.817800.110,השכר הקובע ,29,29,33,-4,13,,,,,,,
1.817800.120,תוספות שאינן נכללות בשכר ,1,1,2,-1,100,,,,,,,
1.817800.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817800.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.817800.181,הפרשות סוציאליות ,2,2,4,-2,100,,,,,,,
1.817800.182,מיסים ועלויות ,2,2,3,-1,50,,,,,,,
1.817800.320,פיצויים ,0,0,0,0,0,,,,,,,
1.817900.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.817900.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.817900.181,הוצאות סוציאליות ,0,0,0,0,0,,,,,,,
1.817900.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.817900.320,פיצויים ,0,0,0,0,0,,,,,,,
1.817910.110,השכר הקובע-תפנית ,0,0,0,0,0,,,,,,,
1.817910.120,תוספות שאינן נכללות בפנית ,0,0,0,0,0,,,,,,,
1.817910.130,שעות נוספות-תפנית ,0,0,0,0,0,,,,,,,
1.817910.140,החזר הוצאות-תפנית ,0,0,0,0,0,,,,,,,
1.817910.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.817910.182,מיסים ועלויות-תפנית ,0,0,0,0,0,,,,,,,
1.817910.320,פיצויים-תפנית ,0,0,0,0,0,,,,,,,
1.818000.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.818000.120,תוספות שאינן נכללות בשכר ,0,0,0,0,0,,,,,,,
1.818000.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.818000.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.818000.181,הפרשות סוציאליןת ,0,0,0,0,0,,,,,,,
1.818000.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
. ," סה""כ שכר עובדי חינוך ",7516,7516,8529,-1013,13,,,,,,,
1.811000.510,כיבוד ללא עודפות-חינוך ,0,0,0,0,0,,,,,,,
1.811000.511,אירוח וכיבוד ,1,1,0,1,100,,,,,,,
1.811000.514,רכישת מתנות ,0,0,0,0,0,,,,,,,
1.811000.521,השתלמויות ,7,7,21,-14,200,,,,,,,
1.811000.523,דמי חבר באירגונים ,1,1,1,0,0,,,,,,,
1.811000.540,הוצאות תקשורת ,2,2,1,1,50,,,,,,,
1.811000.550,הוצאות פרסום ,0,0,0,0,0,,,,,,,
1.811000.560,הוצאות משרדיות ,14,14,0,14,100,,,,,,,
1.811000.580,הוצאות ארגוניות שונות ,10,10,27,-17,170,,,,,,,
1.811000.730,רכב אסקודה ,0,0,0,0,0,,,,,,,
1.811000.731,דלק ושמנים-חינוך ,30,30,34,-4,13,,,,,,,
1.811000.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.811000.750,עבודות קבלניות ,57,57,79,-22,38,,,,,,,
1.811000.751,שיפוצי בתי ספר ,0,0,0,0,0,,,,,,,
1.811000.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.811000.930,רכישת ציוד יסודי ,4,4,3,1,25,,,,,,,
1.811000.931,רכישות כיתות לחינוך ,0,0,0,0,0,,,,,,,
1.812020.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.812200.410,דמי חכירה ,250,250,251,-1,0,,,,,,,
1.812200.431,חשמל ,82,82,74,8,9,,,,,,,
1.812200.432,מים ,128,128,86,42,32,,,,,,,
1.812200.433,חומרי נקיון ,2,2,0,2,100,,,,,,,
1.812200.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.812200.540,הוצאות תקשורת ,7,7,8,-1,14,,,,,,,
1.812200.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.812200.580,הוצאות ארגוניות/אחרות ,1,1,2,-1,100,,,,,,,
1.812200.720,חומרים ,27,27,24,3,11,,,,,,,
1.812200.721,תש' הורים חומרים-חובה ,0,0,0,0,0,,,,,,,
1.812200.743,רכישת כלים ומכשור ,0,0,41,-41,0,,,,,,,
1.812200.750,עבודות קבלניות ,26,26,40,-14,53,,,,,,,
1.812200.753,הזנה ,180,180,161,19,10,,,,,,,
1.812200.930,רכישת ציוד יסודי ,10,10,68,-58,580,,,,,,,
1.812300.410,"שכ""ד ",200,200,163,37,18,,,,,,,
1.812300.420,"ששכ""ד ודמי חכירה ",0,0,0,0,0,,,,,,,
1.812300.431,חשמל ,0,0,3,-3,0,,,,,,,
1.812300.432,מים ,50,50,73,-23,46,,,,,,,
1.812300.433,חומרי נקיון ,37,37,34,3,8,,,,,,,
1.812300.540,הוצאות תקשורת ,6,6,7,-1,16,,,,,,,
1.812300.560,הוצאות משרדיות ,10,10,14,-4,40,,,,,,,
1.812300.580,הוצאות ארגוניות שונות ,4,4,4,0,0,,,,,,,
1.812300.720,חומרים ,30,30,30,0,0,,,,,,,
1.812300.721,"תש' הורים חומרים-ט""ח ",0,0,0,0,0,,,,,,,
1.812300.743,רכישת כלים וציוד ,17,17,62,-45,264,,,,,,,
1.812300.750,עבודות קבלניות ,86,86,78,8,9,,,,,,,
1.812300.760,גננות עובדות מדינה ,3400,3400,3252,148,4,,,,,,,
1.812300.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.812300.930,רכישת ציוד יסודי ,104,104,145,-41,39,,,,,,,
1.812302.750,"עבודות קבלניות-גנ""י ט.חובה ",0,0,2,-2,0,,,,,,,
1.813200.422,תחזוקת מבנים-חומרים ,0,0,0,0,0,,,,,,,
1.813200.431,חשמל ,33,33,26,7,21,,,,,,,
1.813200.432,מים ,67,67,13,54,80,,,,,,,
1.813200.433,חומרי נקיון ,0,0,3,-3,0,,,,,,,
1.813200.434,שרותי נקיון ,85,85,84,1,1,,,,,,,
1.813200.441,ביטוח ,0,0,0,0,0,,,,,,,
1.813200.450,ע ,0,0,0,0,0,,,,,,,
1.813200.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.813200.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.813200.522,ספרות מקצועית ,0,0,0,0,0,,,,,,,
1.813200.540,הוצאות תקשורת ,8,8,9,-1,12,,,,,,,
1.813200.560,הוצאות משרדיות ,1,1,0,1,100,,,,,,,
1.813200.580,הוצאות ארגוניות/אחרות ,16,16,16,0,0,,,,,,,
1.813200.720,חומרים ,5,5,0,5,100,,,,,,,
1.813200.721,תש' הורים חומרים-יסודי א' ,40,40,40,0,0,,,,,,,
1.813200.722,אגרת שיכפול-יסודי א' ,12,12,14,-2,16,,,,,,,
1.813200.743,רכישת כלים ומכשור ,1,1,3,-2,200,,,,,,,
1.813200.750,עבודות קבלניות-יסודי א' ,10,10,4,6,60,,,,,,,
1.813200.751,"שמירה בי""ס חורה א' ",90,90,96,-6,6,,,,,,,
1.813200.752,דוברת קזוז שעות חורה א' ,0,0,0,0,0,,,,,,,
1.813200.753,הזנת תלמידים יסודי א' ,90,90,89,1,1,,,,,,,
1.813200.780,הוצאות שונות-יסודי א' ,0,0,0,0,0,,,,,,,
1.813200.781,"שח""פ-יסודי א' ",0,0,0,0,0,,,,,,,
1.813200.930,רכישת ציוד יסודי ,6,6,13,-7,116,,,,,,,
1.813201.422,תחזוקת מבנים-חומרים ,0,0,0,0,0,,,,,,,
1.813201.431,חשמל ,45,45,31,14,31,,,,,,,
1.813201.432,מים ,10,10,24,-14,140,,,,,,,
1.813201.433,חומרי נקיון ,4,4,0,4,100,,,,,,,
1.813201.434,שרותי נקיון ,47,47,63,-16,34,,,,,,,
1.813201.441,ביטוח ,0,0,0,0,0,,,,,,,
1.813201.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.813201.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.813201.522,ספרות מקצועית ,0,0,0,0,0,,,,,,,
1.813201.540,הוצאות תקשורת ,5,5,5,0,0,,,,,,,
1.813201.560,הוצאות משרדיות ,3,3,0,3,100,,,,,,,
1.813201.580,הוצאות ארגוניות/אחרות ,6,6,2,4,66,,,,,,,
1.813201.720,חומרים ,10,10,0,10,100,,,,,,,
1.813201.721,תש' הורים חומרים_אלעטו ,50,50,24,26,52,,,,,,,
1.813201.722,אגרת שיכפול ,12,12,25,-13,108,,,,,,,
1.813201.743,רכישת כלים ומכשור ,0,0,2,-2,0,,,,,,,
1.813201.750,עבודות קבלניות-אלעטאונה ,24,24,23,1,4,,,,,,,
1.813201.751,"שמירה בי""ס אלעטאונה ",80,80,96,-16,20,,,,,,,
1.813201.752,דוברת קזוז שעות עטאונה ,0,0,0,0,0,,,,,,,
1.813201.753,הזנת תלמידים אלעטאונה ,120,120,149,-29,24,,,,,,,
1.813201.760,"בי""ס אלעטאונה ",0,0,0,0,0,,,,,,,
1.813201.780,הוצאות שונות-אלעטאונה ,0,0,0,0,0,,,,,,,
1.813201.781,"שח""פ-אלעטאונה ",0,0,0,0,0,,,,,,,
1.813201.810,השתת' בתקציב עטאונה אגרת ,0,0,0,0,0,,,,,,,
1.813201.930,רכישת ציוד יסודי ,20,20,26,-6,30,,,,,,,
1.813202.431,חשמל ,65,65,51,14,21,,,,,,,
1.813202.432,מים ,30,30,53,-23,76,,,,,,,
1.813202.433,חומרי נקיון ,3,3,6,-3,100,,,,,,,
1.813202.434,שרותי נקיון ,115,115,97,18,15,,,,,,,
1.813202.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.813202.540,הוצאות תקשורת ,3,3,4,-1,33,,,,,,,
1.813202.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.813202.580,הוצאות ארגוניות/אחרות ,2,2,3,-1,50,,,,,,,
1.813202.720,חומרים ,6,6,0,6,100,,,,,,,
1.813202.721,תש' הורים חומרים-אלמג'ד ,35,35,33,2,5,,,,,,,
1.813202.722,אגרת שיכפול ,15,15,20,-5,33,,,,,,,
1.813202.743,רכישת כלים ומכשור ,0,0,2,-2,0,,,,,,,
1.813202.750,עבודות קבלניות-אלמג'יד ,10,10,20,-10,100,,,,,,,
1.813202.751,"שמירה בי""ס אלמג'ד ",90,90,96,-6,6,,,,,,,
1.813202.752,דוברת קזוז שעות אלמג'ד ,0,0,0,0,0,,,,,,,
1.813202.753,הזנת תלמידים אלמג'ד ,115,115,127,-12,10,,,,,,,
1.813202.780,הוצאות שונות-אלמג'יד ,0,0,0,0,0,,,,,,,
1.813202.781,"שח""פ-אלמג'יד ",0,0,0,0,0,,,,,,,
1.813202.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.813203.431,חשמל ,70,70,51,19,27,,,,,,,
1.813203.432,מים ,15,15,10,5,33,,,,,,,
1.813203.433,חומרי נקיון-אלביאדר ,5,5,13,-8,160,,,,,,,
1.813203.434,שרותי נקיון ,85,85,99,-14,16,,,,,,,
1.813203.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.813203.540,הוצאות תקשורת ,7,7,8,-1,14,,,,,,,
1.813203.560,הוצאות משרדיות ,1,1,0,1,100,,,,,,,
1.813203.570,מיכון ועיבוד נתונים ,0,0,0,0,0,,,,,,,
1.813203.580,הוצאות ארגוניות שונות ,3,3,6,-3,100,,,,,,,
1.813203.720,חומרים ,20,20,6,14,70,,,,,,,
1.813203.721,תש' הורים חומרים-אלביאדר ,37,37,24,13,35,,,,,,,
1.813203.722,אגרת שכפול ,6,6,8,-2,33,,,,,,,
1.813203.743,"רכישת כלים,מכשירים וציוד ",1,1,2,-1,100,,,,,,,
1.813203.750,עבודות קבניות-אלביאדר ,60,60,17,43,71,,,,,,,
1.813203.751,"שמירה בי""ס אלביאדר ",90,90,96,-6,6,,,,,,,
1.813203.752,דוברת קזוז שעות ביאדר ,0,0,0,0,0,,,,,,,
1.813203.753,הזנת תלמידים אלביאדר ,155,155,177,-22,14,,,,,,,
1.813203.780,הוצאות שונות ,35,35,0,35,100,,,,,,,
1.813203.781,"שח""פ-אלביאדר ",0,0,0,0,0,,,,,,,
1.813203.930,רכישת ציוד יסודי ,6,6,6,1,16,,,,,,,
1.813204.431,חשמל-אנדלוס ,45,45,41,4,8,,,,,,,
1.813204.432,מים-אנדלוס ,10,10,16,-6,60,,,,,,,
1.813204.433,חומרי ניקוי-אנדלוס ,6,6,12,-6,100,,,,,,,
1.813204.434,שרותי ניקיון-אלאנדלוס ,67,67,62,5,7,,,,,,,
1.813204.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.813204.540,תקשורת-אנדלוס ,6,6,4,2,33,,,,,,,
1.813204.580,הוצאות ארגוניות שונות ,7,7,6,1,14,,,,,,,
1.813204.720,חומרים-אלאנדלוס ,8,8,0,8,100,,,,,,,
1.813204.721,תש' הורים חומרים-אלאנדלוס ,47,47,46,1,2,,,,,,,
1.813204.722,אגרת שיכפול-אלאנדלוס ,16,16,18,-2,12,,,,,,,
1.813204.743,כלים מכשירים וציוד ,0,0,2,-2,0,,,,,,,
1.813204.750,עבודות קבלניות-אלאנדלוס ,55,55,55,0,0,,,,,,,
1.813204.751,שמירה-אלאנדלוס ,95,95,96,-1,1,,,,,,,
1.813204.753,הזנת תלמידים אלאנדלס ,90,90,126,-36,40,,,,,,,
1.813204.780,הוצאות שונות-אנדלוס ,0,0,0,0,0,,,,,,,
1.813204.930,ציוד יסודי-אלאנדלוס ,6,6,6,0,0,,,,,,,
1.813205.431,חשמל - אלזהרא ,20,20,27,-7,35,,,,,,,
1.813205.432,מים - אלזהרא ,5,5,12,-7,140,,,,,,,
1.813205.433,חומרי ניקיון-אנדלוס ,2,2,7,-5,250,,,,,,,
1.813205.434,שרותי נקיון אלזהרא ,75,75,87,-12,16,,,,,,,
1.813205.540,תקשורת - אלזהרא ,2,2,3,-1,50,,,,,,,
1.813205.580,הוצאות אירגוניות ,24,24,26,-2,8,,,,,,,
1.813205.721,תש' הורים חומרים-אלזהרא ,32,32,32,0,0,,,,,,,
1.813205.722,אגרת שיכפול ,12,12,16,-4,33,,,,,,,
1.813205.750,עבודות קבלניות אלזהרא ,80,80,65,15,18,,,,,,,
1.813205.751,שמירה-אלזהרא ,90,90,88,2,2,,,,,,,
1.813205.753,הזנת תלמידים אלזהרא ,90,90,90,0,0,,,,,,,
1.813205.930,ציוד יסודי-אלזהרא ,15,15,16,-1,6,,,,,,,
1.813300.410,"שכ""ד ",300,300,213,87,29,,,,,,,
1.813300.431,חשמל-ח.מיוחד ,45,45,33,12,26,,,,,,,
1.813300.432,מים-ח.מיוחד ,5,5,17,-12,240,,,,,,,
1.813300.433,חומרי ניקיון-ח.מיוחד ,14,14,20,-6,42,,,,,,,
1.813300.434,נקיון-ח.מיוחד ,12,12,0,12,100,,,,,,,
1.813300.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.813300.540,תקשורת-ח.מיוחד ,1,1,1,0,0,,,,,,,
1.813300.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.813300.580,הוצאות ארגוניות שונות ,7,7,12,-5,71,,,,,,,
1.813300.720,חומרים-ח.מיוחד ,11,11,11,0,0,,,,,,,
1.813300.721,תש' הורים חומרים-ח.מיוחד ,52,52,77,-25,48,,,,,,,
1.813300.722,אגרת שכפול ,5,5,6,-1,20,,,,,,,
1.813300.743,"רכישת כלים,מכשירים וציוד ",0,0,19,-19,0,,,,,,,
1.813300.750,עבודות קבלניות ,21,21,77,-56,266,,,,,,,
1.813300.751,שמירה - ח.מיוחד ,0,0,24,-24,0,,,,,,,
1.813300.753,הזנה ,20,20,412,-392,960,,,,,,,
1.813300.780,הוצ' שונות ,0,0,0,0,0,,,,,,,
1.813300.930,רכישת ציוד יסודי ,85,85,92,-7,8,,,,,,,
1.813302.410,"שכ""ד - אלופאא ",0,0,60,-60,0,,,,,,,
1.813302.431,חשמל - אלופאא ,0,0,11,-11,0,,,,,,,
1.813302.432,מים - אלופאא ,0,0,0,0,0,,,,,,,
1.813302.433,חומרי ניקיון - אלופאא ,0,0,7,-7,0,,,,,,,
1.813302.434,נקיון - אלופאא ,0,0,0,0,0,,,,,,,
1.813302.470,ציוד משרדי - אוטיסטים ,0,0,7,-7,0,,,,,,,
1.813302.540,תקשורת - אלופאא ,0,0,0,0,0,,,,,,,
1.813302.721,תשלום הורים חומרים -אלופפא ,10,10,17,-7,70,,,,,,,
1.813302.722,אגרת שכפול אלופאא ,1,1,1,0,0,,,,,,,
1.813302.743,רכישת כלים חומרים וציוד ,0,0,22,-22,0,,,,,,,
1.813302.750,עבודות קבלניות - אלופאא ,0,0,77,-77,0,,,,,,,
1.813302.753,הזנה - אלופאא ,0,0,72,-72,0,,,,,,,
1.813302.930,ציוד יסודי - אוטיסטים ,0,0,95,-95,0,,,,,,,
1.813400.410,"שכ""ד-מחוננים ",48,48,40,8,16,,,,,,,
1.813400.431,חשמל-מחוננים ,5,5,0,5,100,,,,,,,
1.813400.432,מים-מחוננים ,2,2,0,2,100,,,,,,,
1.813400.434,שרותי ניקיון-מחוננים ,15,15,4,11,73,,,,,,,
1.813400.540,הוצאות תקשורת-מחוננים ,5,5,3,2,40,,,,,,,
1.813400.580,הוצאות ארגוניות-מחוננים ,5,5,3,2,40,,,,,,,
1.813400.720,חומרים-מחוננים ,0,0,1,-1,0,,,,,,,
1.813400.722,אגרת שכפול - מחוננים ,2,2,2,0,0,,,,,,,
1.813400.760,חוגים לתלמידים מחוננים ,0,0,0,0,0,,,,,,,
1.813400.930,ציוד יסודי-מחוננים ,40,40,41,-1,2,,,,,,,
1.813600.410,"שכ""ד - מתי""א ",24,24,24,0,0,,,,,,,
1.813600.434,"נקיון מתי""א ",14,14,8,6,42,,,,,,,
1.813600.470,"ציוד משרדי - מתי""א ",34,34,34,0,0,,,,,,,
1.813600.540,הוצאות תקשורת ,4,4,5,-1,25,,,,,,,
1.813600.580,"הוצאות אירגוניות מתי""א ",5,5,9,-4,80,,,,,,,
1.813600.721,תשלום הורים חומרים ,1,1,0,1,100,,,,,,,
1.813600.722,השתתפות מועצה ,15,15,22,-7,46,,,,,,,
1.813600.750,"עבודות קבלניות-מתי""א ",1,1,0,1,100,,,,,,,
1.813600.810,"השתת' ותרומות למוסדות עפ""י ח",0,0,0,0,0,,,,,,,
1.813600.930,"ציוד יסודי-מתי""א ",55,55,57,-2,3,,,,,,,
1.814000.422,תחזוקת מבנים-חומרים ,0,0,0,0,0,,,,,,,
1.814000.431,חשמל ,0,0,0,0,0,,,,,,,
1.814000.432,מים ,30,30,0,30,100,,,,,,,
1.814000.433,חומרי נקיון ,0,0,0,0,0,,,,,,,
1.814000.434,שרותי נקיון ,0,0,0,0,0,,,,,,,
1.814000.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.814000.470,ציוד משרדי מתכלה ,0,0,0,0,0,,,,,,,
1.814000.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.814000.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.814000.522,ספרות מקצועית ,0,0,0,0,0,,,,,,,
1.814000.710,הובלות והסעות קבלניות ,0,0,0,0,0,,,,,,,
1.814000.720,חומרים ,0,0,0,0,0,,,,,,,
1.814000.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.814000.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.814000.760,"רשת עמל - חט""ב אלנור ",615,615,615,0,0,,,,,,,
1.814000.930,רכישת ציוד יסודי ,0,0,7,-7,0,,,,,,,
1.815000.431,חשמל ,0,0,0,0,0,,,,,,,
1.815200.431,חשמל ,0,0,0,0,0,,,,,,,
1.815200.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.815200.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.815200.522,ספרות מקצועית ,0,0,0,0,0,,,,,,,
1.815200.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.815200.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.815200.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.815200.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.815200.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.815200.760,"שכר מועבר - רשת עמל -בי""ס רב",2075,2075,2075,0,0,,,,,,,
1.815200.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.815201.431,חשמל ,0,0,0,0,0,,,,,,,
1.815201.433,חומרי נקיון ,0,0,0,0,0,,,,,,,
1.815201.434,שרותי נקיון ,0,0,0,0,0,,,,,,,
1.815201.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.815201.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.815201.540,הוצאות תקשורת ,2,2,2,0,0,,,,,,,
1.815201.560,ציוד משרדי ,0,0,0,0,0,,,,,,,
1.815201.720,חומרים ,0,0,0,0,0,,,,,,,
1.815201.721,תשלום הורים חומרים ,0,0,0,0,0,,,,,,,
1.815201.722,דמי שיכפול ,0,0,0,0,0,,,,,,,
1.815201.743,רכישת כלים ומכשרים ,0,0,0,0,0,,,,,,,
1.815201.750,עבודות קבלניות ,57,57,62,-5,8,,,,,,,
1.815201.751,"שמירה בי""ס אלנור ",0,0,0,0,0,,,,,,,
1.815201.760,"שכר מועבר - בי""ס עתיד ",3925,3925,3925,0,0,,,,,,,
1.815201.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.815202.580,הוצ' ארגוניות/אחרות-סכנין ,5,5,5,0,0,,,,,,,
1.815202.750,עבודות קבלניות סכנין ,33,33,33,0,0,,,,,,,
1.815202.760,"שכר מועבר - בי""ס סכנין ",1800,1800,1800,0,0,,,,,,,
1.815203.750,עבודות קבלניות-עהד ,1,1,25,-24,400,,,,,,,
1.815203.930,ציוד יסודי - עהד ,0,0,0,0,0,,,,,,,
1.815204.750,עב' קבלניות - אלסלאם עמל ,0,0,0,0,0,,,,,,,
1.815204.760,אלסלאם-שכר מועבר ,2000,2000,2507,-507,25,,,,,,,
1.815900.810,השתתפות למוסדות ,0,0,0,0,0,,,,,,,
1.816800.850,מילגות לתלמידים ,180,180,95,85,47,,,,,,,
1.817100.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.817202.580,הוצאות אירגוניות-סכנין ,0,0,0,0,0,,,,,,,
1.817300.470,ציוד משרדי מתכלה ,0,0,0,0,0,,,,,,,
1.817300.521,השתלמויות ,7,7,5,2,28,,,,,,,
1.817300.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.817300.523,דמי חבר באירגונים-פסיכולוגים,1,1,0,1,100,,,,,,,
1.817300.540,הוצאות תקשורת-פסיכולוגים ,6,6,8,-2,33,,,,,,,
1.817300.580,הוצאות ארגוניות שונות ,1,1,0,1,100,,,,,,,
1.817300.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.817300.930,רכישת ציוד יסודי ,7,7,7,0,0,,,,,,,
1.817400.750,עבודות קבלניות ,100,100,131,-31,31,,,,,,,
1.817400.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.817500.441,ביטוח ,145,145,147,-2,1,,,,,,,
1.817600.780,רווחה חינוכית ,100,100,9,91,91,,,,,,,
1.817600.781,"שח""ר-רווחה חינוכית ",140,140,0,140,100,,,,,,,
1.817600.840,השתתפויות-תמיכות רווחה ,0,0,0,0,0,,,,,,,
1.817600.850,"השתתפות פרויקט פר""ח ",0,0,0,0,0,,,,,,,
1.817601.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.817601.781,"שח""ר-רווחה חינוכית ",0,0,0,0,0,,,,,,,
1.817602.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.817602.781,"רווחה חינוכית-חט""ב+מקיף ",0,0,0,0,0,,,,,,,
1.817603.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.817603.781,רווחה חינוכית-גני ילדים ,0,0,0,0,0,,,,,,,
1.817700.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.817700.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.817800.750,עבודות קבלניות ,2100,2100,2205,-105,5,,,,,,,
1.817801.750,"הסעות-גנ""י ט.חובה ",120,120,0,120,100,,,,,,,
1.817802.750,הסעות-חינוך מיוחד)מוכר( ,900,900,887,13,1,,,,,,,
1.817803.750,הסעות ח.מיוחד מלוות ,0,0,26,-26,0,,,,,,,
1.817804.750,"הסעות בי""ס סכנין ",15,15,36,-21,140,,,,,,,
1.817805.750,הסעות ח.מיוחד-לא מוכר ,80,80,111,-31,38,,,,,,,
1.817809.750,שכר מלוות ,350,350,141,209,59,,,,,,,
1.817900.441,ביטוח מוסדות חינוך ,138,138,142,-4,2,,,,,,,
1.817900.540,"תקשורת ואיטרנט לבי""ס ",0,0,0,0,0,,,,,,,
1.817900.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.817900.760,אגרות תלמידי חוץ ,205,205,197,8,3,,,,,,,
1.817900.770,"קניית שרות שכ""ל מרשות ",0,0,0,0,0,,,,,,,
1.817900.780,הוצאות שונות ,20,20,0,20,100,,,,,,,
1.817900.781,"שרותי הזנת יוח""א ",0,0,0,0,0,,,,,,,
1.817900.810,הש במוסדות)מ.חנוך סמים( ,0,0,0,0,0,,,,,,,
1.817900.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.817901.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.817905.750,עבודות קבלניות-מיוחדות ,0,0,0,0,0,,,,,,,
1.817910.980,תפנית ,220,220,0,220,100,,,,,,,
1.817920.980,מצוינות ,0,0,0,0,0,,,,,,,
1.817930.980,"אס""א-אלימות,סמים ואלכוהול ",0,0,0,0,0,,,,,,,
1.817940.980,נוער במרכז העניינים ,25,25,2,23,92,,,,,,,
1.817950.980,פרויקטים שונים ,0,0,0,0,0,,,,,,,
1.818000.810,השתת' ותרומות למוסדות ,0,0,0,0,0,,,,,,,
1.818200.820,תמיכות ליחידים ,0,0,0,0,0,,,,,,,
. ," סה""כ פעולות חינוך ",23940,23940,24507,-567,2,,,,,,,
. ," סה""כ חינוך ",31456,31456,33036,-1580,5,,,,,,,
1.841000.110,השכר הקובע ,322,322,403,-81,25,,,,,,,
1.841000.120,תוספות שאינן נכללות בשכר ,7,7,7,0,0,,,,,,,
1.841000.130,שעות נוספות ,36,36,38,-2,5,,,,,,,
1.841000.140,החזר הוצאות ,104,104,127,-23,22,,,,,,,
1.841000.181,הפרשות סוציאליות ,97,97,118,-21,21,,,,,,,
1.841000.182,מיסים ועלויות ,36,36,43,-7,19,,,,,,,
1.841000.320,פיצויים ,0,0,0,0,0,,,,,,,
