91303,מ.מ. חורה ,עסיבי חליל ,,, כולל קליטה ,חישוב תקציב יחסי :,מספר חודשים ,תמצית נתוני התקציב הרגיל מפורט -- דוח כספי לתקופה 2102 / 21 - 10 ,4/22/2013,11:24,,,
1.814001.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.814001.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.814001.320,פיצויים ,0,0,0,0,0,,,,,,,
1.815200.110,השכר הקובע-עמל ,142,142,165,-23,16,,,,,,,
1.815200.120,תוספות שאינן נכללות בשכר ,4,4,8,-4,100,,,,,,,
1.815200.130,שעות נוספות-עמל ,0,0,0,0,0,,,,,,,
1.815200.140,החזר הוצאות-עמל ,4,4,4,0,0,,,,,,,
1.815200.181,הפרשות סוציאליות ,33,33,38,-5,15,,,,,,,
1.815200.182,מיסים ועלויות ,12,12,13,-1,8,,,,,,,
1.815201.110,השכר הקבוע-אלנור ,12,12,14,-2,16,,,,,,,
1.815201.120,תוספות שאינן נכללות בשכר ,0,0,0,0,0,,,,,,,
1.815201.130,שעות נוספות-אלנור ,0,0,0,0,0,,,,,,,
1.815201.140,החזר הוצאות-אלנור ,0,0,0,0,0,,,,,,,
1.815201.181,הפרשות סוציאליות ,0,0,3,-3,0,,,,,,,
1.815201.182,מיסים ועלויות ,0,0,1,-1,0,,,,,,,
1.816600.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.816600.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.816600.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.816600.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.816600.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.816600.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.817100.110,השכר הקובע ,36,36,42,-6,16,,,,,,,
1.817100.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.817100.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817100.140,החזר הוצאות ,0,0,1,-1,0,,,,,,,
1.817100.181,הפרשות סוציאליות ,8,8,10,-2,25,,,,,,,
1.817100.182,מיסים ועלויות ,2,2,3,-1,50,,,,,,,
1.817200.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.817200.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.817200.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817200.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.817200.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.817200.182,מסיים ועלויות ,0,0,0,0,0,,,,,,,
1.817300.110,השכר הקובע ,581,581,648,-67,11,,,,,,,
1.817300.120,תוספות שאינן נכללות בשכר ,10,10,14,-4,40,,,,,,,
1.817300.130,שעות נוספות ,14,14,11,3,21,,,,,,,
1.817300.140,החזר הוצאות ,157,157,172,-15,9,,,,,,,
1.817300.181,הפרשות סוציאליות ,134,134,153,-19,14,,,,,,,
1.817300.182,מיסים ועלויות ,58,58,65,-7,12,,,,,,,
1.817300.320,פיצויים ,0,0,85,-85,0,,,,,,,
1.817600.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.817600.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.817600.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817600.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.817600.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.817600.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.817700.110,השכר הקובע ,41,41,103,-62,151,,,,,,,
1.817700.120,תוספות שאינן נכללות בש ,1,1,0,1,100,,,,,,,
1.817700.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817700.140,החזר הוצאות ,12,12,18,-6,50,,,,,,,
1.817700.181,הפרשות סוציאליות ,10,10,24,-14,140,,,,,,,
1.817700.182,מיסים ועלויות ,4,4,9,-5,125,,,,,,,
1.817700.320,פיצויים ,0,0,4,-4,0,,,,,,,
1.817701.110,"השכר הקובע-תוכנית מנ""ע קבסי""",46,46,0,46,100,,,,,,,
1.817701.120,תוספות שאינן נכללות בשכר ,0,0,0,0,0,,,,,,,
1.817701.130,שעות נוספות ,1,1,0,1,100,,,,,,,
1.817701.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.817701.181,הפרשות סוציאליות ,1,1,0,1,100,,,,,,,
1.817701.182,מסים ועלויות ,4,4,0,4,100,,,,,,,
1.817800.110,השכר הקובע ,34,34,35,-1,2,,,,,,,
1.817800.120,תוספות שאינן נכללות בשכר ,1,1,1,0,0,,,,,,,
1.817800.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.817800.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.817800.181,הפרשות סוציאליות ,4,4,4,0,0,,,,,,,
1.817800.182,מיסים ועלויות ,2,2,3,-1,50,,,,,,,
1.817800.320,פיצויים ,0,0,0,0,0,,,,,,,
1.817900.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.817900.120,תוספות שאינן נכללות בש ,0,0,0,0,0,,,,,,,
1.817900.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.817900.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
1.817900.320,פיצויים ,0,0,0,0,0,,,,,,,
1.817901.110,"השכר הקובע - גנ""י סייעת תלמי",124,124,48,76,61,,,,,,,
1.817901.120,תוספות שאינן נכללות ב ,0,0,0,0,0,,,,,,,
1.817901.130,שעות נוספות ,1,1,0,1,100,,,,,,,
1.817901.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.817901.181,הפרשות סוציאליות ,5,5,9,-4,80,,,,,,,
1.817901.182,מיסים ועלויות ,9,9,4,5,55,,,,,,,
1.817902.110,השכר הקובע-פרוייקט הישגים ,0,0,0,0,0,,,,,,,
1.817903.110,השכר הקובע-עיר פעילה ובריאה ,0,0,0,0,0,,,,,,,
1.817904.110,השכר הקובע-פרוייקט זוזו ,0,0,0,0,0,,,,,,,
1.817910.110,השכר הקובע-תפנית ,0,0,11,-11,0,,,,,,,
1.817910.120,תוספות שאינן נכללות בפנית ,0,0,0,0,0,,,,,,,
1.817910.130,שעות נוספות-תפנית ,0,0,1,-1,0,,,,,,,
1.817910.140,החזר הוצאות-תפנית ,0,0,0,0,0,,,,,,,
1.817910.181,הפרשות סוציאליות ,0,0,2,-2,0,,,,,,,
1.817910.182,מיסים ועלויות-תפנית ,0,0,1,-1,0,,,,,,,
1.817910.320,פיצויים-תפנית ,0,0,0,0,0,,,,,,,
1.818000.110,השכר הקובע ,0,0,0,0,0,,,,,,,
1.818000.120,תוספות שאינן נכללות בשכר ,0,0,0,0,0,,,,,,,
1.818000.130,שעות נוספות ,0,0,0,0,0,,,,,,,
1.818000.140,החזר הוצאות ,0,0,0,0,0,,,,,,,
1.818000.181,הפרשות סוציאליות ,0,0,0,0,0,,,,,,,
1.818000.182,מיסים ועלויות ,0,0,0,0,0,,,,,,,
. ," סה""כ שכר עובדי חינוך ",9096,9096,10299,-1203,13,,,,,,,
1.811000.510,כיבוד ללא עודפות-חינוך ,0,0,0,0,0,,,,,,,
1.811000.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.811000.514,רכישת מתנות ,0,0,0,0,0,,,,,,,
1.811000.521,השתלמויות ,8,8,9,-1,12,,,,,,,
1.811000.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.811000.534,השכרת רכב ,0,0,5,-5,0,,,,,,,
1.811000.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.811000.550,הוצאות פרסום ,0,0,0,0,0,,,,,,,
1.811000.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.811000.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.811000.731,דלק ושמנים-חינוך ,40,40,35,5,12,,,,,,,
1.811000.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.811000.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.811000.751,שיפוצי בתי ספר ,0,0,0,0,0,,,,,,,
1.811000.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.811000.930,רכישת ציוד יסודי ,30,30,60,-30,100,,,,,,,
1.811000.931,רכישות כיתות לחינוך ,11,11,11,0,0,,,,,,,
1.812020.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.812200.410,דמי חכירה ,0,0,0,0,0,,,,,,,
1.812200.431,חשמל ,120,120,113,7,5,,,,,,,
1.812200.432,מים ,20,20,137,-117,585,,,,,,,
1.812200.433,חומרי נקיון ,2,2,2,0,0,,,,,,,
1.812200.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.812200.540,הוצאות תקשורת ,3,3,3,0,0,,,,,,,
1.812200.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.812200.580,הוצאות ארגוניות/אחרות ,0,0,2,-2,0,,,,,,,
1.812200.720,חומרים ,100,100,110,-10,10,,,,,,,
1.812200.721,תש' הורים חומרים-חובה ,0,0,0,0,0,,,,,,,
1.812200.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.812200.750,עבודות קבלניות ,138,138,203,-65,47,,,,,,,
1.812200.753,הזנה ,132,132,180,-48,36,,,,,,,
1.812200.930,רכישת ציוד יסודי ,60,60,68,-8,13,,,,,,,
1.812300.410,"שכ""ד ",260,260,274,-14,5,,,,,,,
1.812300.420,"ששכ""ד ודמי חכירה ",0,0,0,0,0,,,,,,,
1.812300.431,חשמל ,0,0,0,0,0,,,,,,,
1.812300.432,מים ,30,30,137,-107,356,,,,,,,
1.812300.433,חומרי נקיון ,0,0,24,-24,0,,,,,,,
1.812300.540,הוצאות תקשורת ,0,0,1,-1,0,,,,,,,
1.812300.560,הוצאות משרדיות ,8,8,8,0,0,,,,,,,
1.812300.580,הוצאות ארגוניות/אחרות ,2,2,9,-8,400,,,,,,,
1.812300.720,חומרים ,42,42,52,-10,23,,,,,,,
1.812300.721,"תש' הורים חומרים-ט""ח ",0,0,0,0,0,,,,,,,
1.812300.743,רכישת כלים וציוד ,0,0,0,0,0,,,,,,,
1.812300.750,עבודות קבלניות ,75,75,170,-95,126,,,,,,,
1.812300.760,גננות עובדות מדינה ,3500,3500,3612,-112,3,,,,,,,
1.812300.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.812300.930,רכישת ציוד יסודי ,30,30,125,-95,316,,,,,,,
1.812302.750,"עבודות קבלניות-מעגן גנ""י ",50,50,36,14,28,,,,,,,
1.813200.422,תחזוקת מבנים-חומרים ,0,0,0,0,0,,,,,,,
1.813200.431,חשמל ,0,0,16,-16,0,,,,,,,
1.813200.432,מים חורה א ,0,0,1,-1,0,,,,,,,
1.813200.433,חומרי נקיון ,0,0,0,0,0,,,,,,,
1.813200.434,שרותי נקיון ,50,50,82,-32,64,,,,,,,
1.813200.441,ביטוח ,0,0,0,0,0,,,,,,,
1.813200.450,ע ,0,0,0,0,0,,,,,,,
1.813200.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.813200.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.813200.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.813200.540,הוצאות תקשורת ,8,8,10,-2,25,,,,,,,
1.813200.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.813200.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.813200.720,חומרים ,0,0,0,0,0,,,,,,,
1.813200.721,תש' הורים חומרים-יסודי א' ,0,0,0,0,0,,,,,,,
1.813200.722,אגרת שיכפול-יסודי א' ,5,5,5,0,0,,,,,,,
1.813200.743,רכישת כלים ומכשור ,16,16,16,0,0,,,,,,,
1.813200.750,עבודות קבלניות-יסודי א' ,34,34,103,-69,202,,,,,,,
1.813200.751,"שמירה בי""ס חורה א' ",0,0,17,-17,0,,,,,,,
1.813200.752,דוברת קזוז שעות חורה א' ,0,0,0,0,0,,,,,,,
1.813200.753,הזנת תלמידים יסודי א' ,92,92,73,19,20,,,,,,,
1.813200.780,הוצאות שונות-יסודי א' ,0,0,0,0,0,,,,,,,
1.813200.781,"שח""פ-יסודי א' ",0,0,0,0,0,,,,,,,
1.813200.810,השתת' בתקציב חרה א' ,99,99,143,-44,44,,,,,,,
1.813200.811,השתת' מיוחדת חורה א ,10,10,21,-11,110,,,,,,,
1.813200.812,השתת' בשיפוצים חורה א ,15,15,0,15,100,,,,,,,
1.813200.930,רכישת ציוד יסודי ,18,18,82,-64,355,,,,,,,
1.813201.422,תחזוקת מבנים-חומרים ,0,0,0,0,0,,,,,,,
1.813201.431,חשמל ,0,0,0,0,0,,,,,,,
1.813201.432,"מים ביה""ס אלעטאונה ",0,0,5,-5,0,,,,,,,
1.813201.433,חומרי נקיון ,0,0,0,0,0,,,,,,,
1.813201.434,שרותי נקיון ,66,66,108,-42,63,,,,,,,
1.813201.441,ביטוח ,0,0,0,0,0,,,,,,,
1.813201.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.813201.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.813201.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.813201.540,הוצאות תקשורת ,8,8,11,-3,37,,,,,,,
1.813201.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.813201.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.813201.720,חומרים ,0,0,0,0,0,,,,,,,
1.813201.721,תש' הורים חומרים_אלעטו ,0,0,0,0,0,,,,,,,
1.813201.722,אגרת שיכפול ,0,0,0,0,0,,,,,,,
1.813201.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.813201.750,עבודות קבלניות-אלעטאונה ,60,60,84,-24,40,,,,,,,
1.813201.751,"שמירה בי""ס אלעטאונה ",96,96,109,-13,13,,,,,,,
1.813201.752,דוברת קזוז שעות עטאונה ,0,0,0,0,0,,,,,,,
1.813201.753,הזנת תלמידים אלעטאונה ,168,168,124,44,26,,,,,,,
1.813201.760,"בי""ס אלעטאונה ",0,0,0,0,0,,,,,,,
1.813201.780,הוצאות שונות-אלעטאונה ,0,0,0,0,0,,,,,,,
1.813201.781,"שח""פ-אלעטאונה ",0,0,0,0,0,,,,,,,
1.813201.810,השתת' בתקציב אלעטאונה ,198,198,204,-6,3,,,,,,,
1.813201.811,השתת' מיוחדת אלעטאונה ,10,10,32,-22,220,,,,,,,
1.813201.812,השתת' בשיפוצים אלעטאונה ,15,15,0,15,100,,,,,,,
1.813201.930,רכישת ציוד יסודי ,43,43,72,-29,67,,,,,,,
1.813202.431,חשמל ,0,0,0,0,0,,,,,,,
1.813202.432,"מים ביה""ס אלמג'ד ",0,0,8,-8,0,,,,,,,
1.813202.433,חומרי נקיון ,0,0,0,0,0,,,,,,,
1.813202.434,שרותי נקיון ,65,65,107,-42,64,,,,,,,
1.813202.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.813202.540,הוצאות תקשורת ,10,10,13,-3,30,,,,,,,
1.813202.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.813202.580,הוצאות ארגוניות/אחרות ,2,2,7,-5,250,,,,,,,
1.813202.720,חומרים ,0,0,0,0,0,,,,,,,
1.813202.721,תש' הורים חומרים-אלמג'ד ,0,0,0,0,0,,,,,,,
1.813202.722,אגרת שיכפול ,0,0,0,0,0,,,,,,,
1.813202.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.813202.750,עבודות קבלניות-אלמג'יד ,69,69,93,-24,34,,,,,,,
1.813202.751,"שמירה בי""ס אלמג'ד ",96,96,109,-13,13,,,,,,,
1.813202.752,דוברת קזוז שעות אלמג'ד ,0,0,0,0,0,,,,,,,
1.813202.753,הזנת תלמידים אלמג'ד ,140,140,94,46,32,,,,,,,
1.813202.780,הוצאות שונות-אלמג'יד ,0,0,0,0,0,,,,,,,
1.813202.781,"שח""פ-אלמג'יד ",0,0,0,0,0,,,,,,,
1.813202.810,השתת' בתקציב אלמג'ד ,150,150,198,-48,32,,,,,,,
1.813202.811,השתת' מיוחדת אלמג'ד ,20,20,19,1,5,,,,,,,
1.813202.812,השתת' בשיפוצים אלמג'ד ,15,15,0,15,100,,,,,,,
1.813202.930,רכישת ציוד יסודי ,2,2,10,-8,400,,,,,,,
1.813203.431,חשמל ,0,0,0,0,0,,,,,,,
1.813203.432,מים אלביאדר ,0,0,90,-90,0,,,,,,,
1.813203.433,חומרי נקיון-אלביאדר ,0,0,0,0,0,,,,,,,
1.813203.434,שרותי נקיון ,66,66,108,-42,63,,,,,,,
1.813203.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.813203.540,הוצאות תקשורת ,15,15,21,-6,40,,,,,,,
1.813203.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.813203.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.813203.720,חומרים ,0,0,0,0,0,,,,,,,
1.813203.721,תש' הורים חומרים-אלביאדר ,0,0,0,0,0,,,,,,,
1.813203.722,אגרת שיכפול ,8,8,8,0,0,,,,,,,
1.813203.743,"רכישת כלים,מכשירים וציוד ",0,0,0,0,0,,,,,,,
1.813203.750,עבודות קבניות-אלביאדר ,89,89,108,-19,21,,,,,,,
1.813203.751,"שמירה בי""ס אלביאדר ",96,96,109,-13,13,,,,,,,
1.813203.752,דוברת קזוז שעות ביאדר ,0,0,0,0,0,,,,,,,
1.813203.753,הזנת תלמידים אלביאדר ,210,210,151,59,28,,,,,,,
1.813203.780,הוצאות שונות ,0,0,0,0,0,,,,,,,
1.813203.781,"שח""פ-אלביאדר ",0,0,0,0,0,,,,,,,
1.813203.810,השתת' בתקציב אלביאדר ,225,225,209,16,7,,,,,,,
1.813203.811,השתת' מיוחדת אלביאדר ,10,10,42,-32,320,,,,,,,
1.813203.812,השתת' בשיפוצים אלביאדר ,10,10,0,10,100,,,,,,,
1.813203.930,רכישת ציוד יסודי ,2,2,21,-19,950,,,,,,,
1.813204.431,חשמל-אנדלוס ,0,0,0,0,0,,,,,,,
1.813204.432,מים-אנדלוס ,0,0,96,-96,0,,,,,,,
1.813204.433,חומרי נקוין-אנדלוס ,6,6,6,0,0,,,,,,,
1.813204.434,שרותי ניקיון-אלאנדלוס ,38,38,56,-18,47,,,,,,,
1.813204.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.813204.540,הוצאות תקשורת ,8,8,10,-2,25,,,,,,,
1.813204.580,הוצאות ארגוניות/אחרות ,1,1,0,0,0,,,,,,,
1.813204.720,חומרים-אלאנדלוס ,0,0,0,0,0,,,,,,,
1.813204.721,תש' הורים חומרים-אלאנדלוס ,0,0,0,0,0,,,,,,,
1.813204.722,אגרת שיכפול-אלאנדלוס ,11,11,11,0,0,,,,,,,
1.813204.743,כלים מכשירים וציוד ,0,0,0,0,0,,,,,,,
1.813204.750,עבודות קבלניות-אלאנדלוס ,154,154,158,-4,2,,,,,,,
1.813204.751,שמירה-אלאנדלוס ,96,96,109,-13,13,,,,,,,
1.813204.753,הזנת תלמידים אלאנדלס ,126,126,97,29,23,,,,,,,
1.813204.780,הוצאות שונות-אנדלוס ,0,0,0,0,0,,,,,,,
1.813204.810,השתת' תקציב אלאנדלוס ,135,135,119,16,11,,,,,,,
1.813204.811,השתת' מיוחדת אלאנדלס ,10,10,63,-53,530,,,,,,,
1.813204.812,השתת' בשיפוצים אלאנדלס ,10,10,0,10,100,,,,,,,
1.813204.930,רכישת ציוד יסודי ,3,3,10,-7,233,,,,,,,
1.813205.431,חשמל - אלזהרא ,0,0,0,0,0,,,,,,,
1.813205.432,מים - אלזהרא ,0,0,5,-5,0,,,,,,,
1.813205.433,חומרי ניקיון-אנדלוס ,0,0,0,0,0,,,,,,,
1.813205.434,שרותי נקיון אלזהרא ,42,42,74,-32,76,,,,,,,
1.813205.540,הוצאות תקשורת ,5,5,8,-3,60,,,,,,,
1.813205.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.813205.721,תש' הורים חומרים-אלזהרא ,0,0,0,0,0,,,,,,,
1.813205.722,אגרת שיכפול ,0,0,0,0,0,,,,,,,
1.813205.750,עבודות קבלניות אלזהרא ,54,54,60,-6,11,,,,,,,
1.813205.751,שמירה-אלזהרא ,96,96,109,-13,13,,,,,,,
1.813205.753,הזנת תלמידים אלזהרא ,92,92,73,19,20,,,,,,,
1.813205.810,השתת' בתקציב אלזהרא ,99,99,138,-39,39,,,,,,,
1.813205.811,השתת' מיוחדת אלזהרא ,10,10,5,5,50,,,,,,,
1.813205.812,השתת' בשיפוצים אלזהרא ,10,10,0,10,100,,,,,,,
1.813205.930,רכישת ציוד יסודי ,352,352,360,-8,2,,,,,,,
1.813300.410,"שכ""ד ",0,0,0,0,0,,,,,,,
1.813300.431,חשמל-ח.מיוחד ,0,0,0,0,0,,,,,,,
1.813300.432,מים-ח.מיוחד ,0,0,0,0,0,,,,,,,
1.813300.433,חומרי ניקיון-ח.מיוחד ,6,6,6,0,0,,,,,,,
1.813300.434,שרותי נקיון-ח.מיוחד ,35,35,54,-19,54,,,,,,,
1.813300.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.813300.540,הוצאות תקשורת ,5,5,8,-3,60,,,,,,,
1.813300.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.813300.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.813300.720,חומרים-ח.מיוחד ,0,0,0,0,0,,,,,,,
1.813300.721,תש' הורים חומרים-ח.מיוחד ,0,0,0,0,0,,,,,,,
1.813300.722,אגרת שיכפול ,1,1,1,0,0,,,,,,,
1.813300.743,"רכישת כלים,מכשירים וציוד ",0,0,15,-15,0,,,,,,,
1.813300.750,עבודות קבלניות ,54,54,46,8,14,,,,,,,
1.813300.751,שמירה - ח.מיוחד ,50,50,43,7,14,,,,,,,
1.813300.753,הזנה ,500,500,487,13,2,,,,,,,
1.813300.780,הוצ' שונות ,0,0,0,0,0,,,,,,,
1.813300.810,השתת' בתקציב ח.מיוחד ,143,143,172,-29,20,,,,,,,
1.813300.811,השתת' מיוחדת ח.מיוחד רגיל ,5,5,17,-12,240,,,,,,,
1.813300.812,השתת' בשיפוצים מ.מיוחד רגיל ,10,10,0,10,100,,,,,,,
1.813300.930,רכישת ציוד יסודי ,238,238,238,0,0,,,,,,,
1.813300.931,הצטיידות ב.לאומי ח.מיוחד ,344,344,294,50,14,,,,,,,
1.813302.410,"שכ""ד - אלופאא ",320,320,321,-1,0,,,,,,,
1.813302.431,חשמל - אלופאא ,0,0,0,0,0,,,,,,,
1.813302.432,מים - אלופאא ,0,0,1,-1,0,,,,,,,
1.813302.433,חומרי ניקיון - אלופאא ,14,14,14,0,0,,,,,,,
1.813302.434,שרותי נקיון - אלופאא ,0,0,27,-27,0,,,,,,,
1.813302.470,ציוד משרדי - אוטיסטים ,0,0,0,0,0,,,,,,,
1.813302.540,הוצאות תקשורת ,5,5,6,-1,20,,,,,,,
1.813302.560,הוצאות משרדיות-אלופפא ,0,0,0,0,0,,,,,,,
1.813302.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
1.813302.721,תש' הורים חומרים -א ,0,0,0,0,0,,,,,,,
1.813302.722,אגרת שיכפול אלופאא ,3,3,2,0,0,,,,,,,
1.813302.743,רכישת כלים חומרים וציוד ,0,0,0,0,0,,,,,,,
1.813302.750,עבודות קבלניות - אלופאא ,30,30,70,-40,133,,,,,,,
1.813302.753,הזנה - אלופאא ,170,170,170,0,0,,,,,,,
1.813302.810,השתת' בתקציב אלוופא ,150,150,214,-64,42,,,,,,,
1.813302.811,השתת' מיוחדת וופא ,30,30,12,18,60,,,,,,,
1.813302.812,השתת' בשיפוצים וופא ,25,25,0,25,100,,,,,,,
1.813302.930,רכישת ציוד יסודי ,350,350,346,4,1,,,,,,,
1.813302.931,הצטיידות ב.לאומי אוטיסטים ,210,210,240,-30,14,,,,,,,
1.813400.410,"שכ""ד-מחוננים ",52,52,48,4,7,,,,,,,
1.813400.431,חשמל-מחוננים ,0,0,0,0,0,,,,,,,
1.813400.432,מים-מחוננים ,0,0,0,0,0,,,,,,,
1.813400.434,שרותי ניקיון-מחוננים ,0,0,0,0,0,,,,,,,
1.813400.540,הוצאות תקשורת-מחוננים ,2,2,3,-1,50,,,,,,,
1.813400.580,הוצאות ארגוניות/אחרות ,0,0,1,-1,0,,,,,,,
1.813400.720,חומרים-מחוננים ,0,0,0,0,0,,,,,,,
1.813400.721,תש' הורים חומרים-מח ,0,0,0,0,0,,,,,,,
1.813400.722,אגרת שיכפול - מחוננים ,2,2,3,-1,50,,,,,,,
1.813400.750,עבודות קבלניות - מחוננים ,48,48,48,0,0,,,,,,,
1.813400.760,חוגים לתלמידים מחוננים ,0,0,0,0,0,,,,,,,
1.813400.930,רכישת ציוד יסודי ,35,35,18,17,48,,,,,,,
1.813600.410,"שכ""ד - מתי""א ",24,24,24,0,0,,,,,,,
1.813600.434,"שרותי נקיון מתי""א ",20,20,0,20,100,,,,,,,
1.813600.470,"ציוד משרדי - מתי""א ",0,0,0,0,0,,,,,,,
1.813600.521,"השתלמויות - מתי""א ",1,1,1,0,0,,,,,,,
1.813600.540,הוצאות תקשורת ,14,14,10,4,28,,,,,,,
1.813600.580,הוצאות ארגוניות/אחרות ,0,0,3,-3,0,,,,,,,
1.813600.721,תש' הורים חומרים ,0,0,0,0,0,,,,,,,
1.813600.722,אגרת שיכפול ,0,0,0,0,0,,,,,,,
1.813600.743,רכישת כלים מכשירים וציוד ,1,1,14,-13,300,,,,,,,
1.813600.750,"עבודות קבלניות-מתי""א ",0,0,0,0,0,,,,,,,
1.813600.810,"השתת' ותרומות למוסדות עפ""י ח",0,0,0,0,0,,,,,,,
1.813600.930,רכישת ציוד יסודי ,0,0,54,-54,0,,,,,,,
1.814000.422,תחזוקת מבנים-חומרים ,0,0,0,0,0,,,,,,,
1.814000.431,חשמל ,0,0,0,0,0,,,,,,,
1.814000.432,מים ,0,0,0,0,0,,,,,,,
1.814000.433,חומרי ניקיון ,0,0,0,0,0,,,,,,,
1.814000.434,שרותי נקיון ,0,0,0,0,0,,,,,,,
1.814000.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.814000.470,ציוד משרדי מתכלה ,0,0,0,0,0,,,,,,,
1.814000.511,אירוח וכיבוד ,0,0,0,0,0,,,,,,,
1.814000.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.814000.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.814000.710,הובלות והסעות קבלניות ,0,0,0,0,0,,,,,,,
1.814000.720,חומרים ,0,0,0,0,0,,,,,,,
1.814000.743,רכישת כלים ומכשור ,0,0,0,0,0,,,,,,,
1.814000.750,עבודות קבלניות ,0,0,0,0,0,,,,,,,
1.814000.760,"רשת עמל - חט""ב אלנור ",615,615,615,0,0,,,,,,,
1.814000.930,רכישת ציוד יסודי ,0,0,0,0,0,,,,,,,
1.815000.431,חשמל ,0,0,0,0,0,,,,,,,
1.815200.431,חשמל ,0,0,0,0,0,,,,,,,
1.815200.450,רהוט ואחזקתו ,0,0,0,0,0,,,,,,,
1.815200.521,השתלמויות ,0,0,0,0,0,,,,,,,
1.815200.522,ספרות מקצועית ועתונות ,0,0,0,0,0,,,,,,,
1.815200.523,דמי חבר באירגונים ,0,0,0,0,0,,,,,,,
1.815200.540,הוצאות תקשורת ,0,0,0,0,0,,,,,,,
1.815200.560,הוצאות משרדיות ,0,0,0,0,0,,,,,,,
1.815200.580,הוצאות ארגוניות/אחרות ,0,0,0,0,0,,,,,,,
