,,,,,,הוצאות,,,,,,,
,119000911,911,190,1,מענקים מיוחדים ,0,"-500,000",0,,,,,
,119000950,950,190,1,רשת המים שיפוי מים לנכים ,"-400,000",0,0,,,,,
,,,"190 סה""כ",,,"-500,000","-500,000",0,,,,,
,1212300220,300220,212,1,אסוף בעבור אשפה ,"-450,000","-899,100","-903,200",,,,,
,1212300970,300970,212,1,משרד הגנת הסביבה ,0,0,0,,,,,
,,,"212 סה""כ",,,"-450,000","-899,100","-903,200",,,,,
,1213200200,200200,213,1,אגרת רשיונות לעסקים ,"-200,000","-119,500","-121,300",,,,,
,,,"213 סה""כ",,,"-200,000","-119,500","-121,300",,,,,
,1214200220,200220,214,1,דמי בדיקה דגים ,"-300,000","35,400",0,,,,,
,1214200490,200490,214,1,דמי בדיקה ממפעלי בש ,"-140,000","-226,100","-200,400",,,,,
,1214300210,300210,214,1,אגרת רשיונות לכלבים ,"-310,000","-131,900","-141,900",,,,,
,1214300410,300410,214,1,דמי חיסון והסגר כלב ,"-370,000","-544,300","-540,000",,,,,
,1214300960,300960,214,1,הכנסות משרד החקלאות ,"-80,000","-100,000","-133,000",,,,,
,,,"214 סה""כ",,,"-1,200,000","-966,900","-1,015,300",,,,,
,122100221,221,221,1,זכיינים ,0,"-1,940,500","-2,000,000",,,,,
,122100490,490,221,1,הכנסות ממטוח ,"-30,000","-3,000","-4,000",,,,,
,,,"221 סה""כ",,,"-30,000","-1,943,500","-2,004,000",,,,,
,1222100910,100910,222,1,השת' מ.הפנים במשמר ,0,"-12,900",0,,,,,
,,,"222 סה""כ",,,0,"-12,900",0,,,,,
,122300640,640,223,1,שכד' ממקלטים ,"-120,000","-77,100","-75,900",,,,,
,122300910,910,223,1,שכר דירה מקלטים ,0,0,0,,,,,
,,,"223 סה""כ",,,"-120,000","-77,100","-75,900",,,,,
,123100210,210,231,1,השתתפות בשכר ,"-500,000",0,0,,,,,
,123100220,220,231,1,הכנסות בעד שרותים ה ,"-120,000","-239,000","-288,600",,,,,
,123100910,910,231,1,השתתפות בשכר מ הפנים ,"-500,000","-500,000",0,,,,,
,,,"231 סה""כ",,,"-1,120,000","-739,000","-288,600",,,,,
,1233100220,100220,233,1,אגרת רשיונות בניה ,"-10,000,000","-7,887,900","-8,886,700",,,,,
,,,"233 סה""כ",,,"-10,000,000","-7,887,900","-8,886,700",,,,,
,124300690,690,243,1,הכנסות מכירת חשמל ,"-1,700,000","-1,585,700","-1,680,000",,,,,
,,,"243 סה""כ",,,"-1,700,000","-1,585,700","-1,680,000",,,,,
,1244500990,500990,244,1,מטה בטיחות בדרכים ,"-100,000","-139,500","-140,000",,,,,
,,,"244 סה""כ",,,"-100,000","-139,500","-140,000",,,,,
,1245200210,200210,245,1,אגרת ביוב ,0,"-1,615,500",0,,,,,
,1245200410,200410,245,1,הכנ ביוב ,0,0,0,,,,,
,,,"245 סה""כ",,,0,"-1,615,500",0,,,,,
,124600490,490,246,1,גנים ועיצוב הסביבה ,"-22,000","-15,300",0,,,,,
,124600540,540,246,1,פקיד היערות ,"-870,000","-1,104,100","-1,100,000",,,,,
,,,"246 סה""כ",,,"-892,000","-1,119,400","-1,100,000",,,,,
,124900540,540,249,1,החזר מחברת ביטוח ,"-100,000","-23,100","-25,000",,,,,
,124900580,580,249,1,הכנסות ממכרז ,0,"-4,000","-5,300",,,,,
,,,"249 סה""כ",,,"-100,000","-27,100","-30,300",,,,,
,126900420,420,269,1,הכנסות מרכז הדרכה ,"-1,300,000","-1,116,700","-1,300,000",,,,,
,126900490,490,269,1,הכנסות שונות ,"-1,700,000","-1,020,500","-1,100,000",,,,,
,126900491,491,269,1,הכנסות ממכירת רכב ,0,0,0,,,,,
,126900691,691,269,1,הכנסות ריבית והצמדה-אורנה,0,"-18,900","-25,100",,,,,
,126900910,910,269,1,מענק-מ.הפנים -למרכז ,"-1,400,000","-1,375,000","-1,400,000",,,,,
,126900911,911,269,1, מעבר המפעם ,"-800,000","-350,000",0,,,,,
,,,"269 סה""כ",,,"-5,200,000","-3,881,100","-3,825,100",,,,,
,128100410,410,281,1,פיקוח ,"-150,000",0,0,,,,,
,128100490,490,281,1,קנסות בתי משפט ,"-600,000","-440,500","-524,700",,,,,
,128100491,491,281,1,פיקוח עירוני ,0,"-124,600","-165,700",,,,,
,,,"281 סה""כ",,,"-750,000","-565,100","-690,400",,,,,
,131100490,490,311,1,הכנסות מפעולות ,"-180,000","-282,100","-370,900",,,,,
,131100491,491,311,1,מסגרות קייץ חינוך יסודי ,0,0,0,,,,,
,131100926,926,311,1,השאלת ספרים משרד החינוך ,"-422,000","-822,400","-820,000",,,,,
,131100928,928,311,1,מסגרות קיץ חינוך יסודי ,"-1,800,000","-2,117,100","-2,776,200",,,,,
,,,"311 סה""כ",,,"-2,402,000","-3,221,600","-3,967,100",,,,,
,131200220,220,312,1,תלמידי חוץ ,0,"-65,600","-87,300",,,,,
,131200421,421,312,1,קרן קרב גני ,"-3,200,000","-3,487,900","-3,500,000",,,,,
,131200721,721,312,1,מרכז גיל רך ,"-196,000","-221,600","-252,200",,,,,
,131200722,722,312,1,הורים מילת ,"-180,000","-211,400","-127,600",,,,,
,131200920,920,312,1,"מ.החינוך-גנ""י ","-36,000,000","-40,283,600","-46,000,000",,,,,
,131200921,921,312,1,"גנ""י -יוח""א ","-300,000","-113,800","-151,300",,,,,
,131200922,922,312,1,גנים יוחאי ,"-200,000","-1,526,400","-1,700,000",,,,,
,131200927,927,312,1,תשלום הורים חומרים ,"-50,000","-94,000","-125,000",,,,,
,131200929,929,312,1,הכנסות משרד החינוך ,"-14,000,000","-9,596,800","-16,000,000",,,,,
,1312300410,300410,312,1,שכל'גני ילדים טרום ,"-25,000",0,0,,,,,
,1312600220,600220,312,1,תלמדי חוץ ,0,0,0,,,,,
,1312610220,610220,312,1,רננים גן ,"-6,000",0,0,,,,,
,1312610920,610920,312,1,רננים ,"-460,000","-410,100","-465,100",,,,,
,1312620220,620220,312,1,לימן ,"-100,000","-218,000","-289,900",,,,,
,1312620920,620920,312,1,לימן ,"-44,000","-37,200","-41,300",,,,,
,1312620921,620921,312,1,גן לימן-65 ,"-55,000","-67,700","-65,000",,,,,
,1312630920,630920,312,1,הוצ נלוות חינוך מיוחד ,"-5,500","-5,500","-7,300",,,,,
,1312640220,640220,312,1,גן רעות ,"-24,000","-25,000","-33,300",,,,,
,1312640920,640920,312,1,גן רעות - 48 ,"-53,000","-51,600","-63,400",,,,,
,1312640921,640921,312,1,גן 48 רעות ,"-18,000","-22,800","-23,900",,,,,
,1312650220,650220,312,1,אג תלמיד חוץ ,"-28,000","-5,500","-7,300",,,,,
,1312650920,650920,312,1,הוצ נלוות חינוך מיוחד ,"-150,000",0,0,,,,,
,1312660220,660220,312,1,גן טורמוס ,0,0,0,,,,,
,1312660920,660920,312,1,גן 20 טורמוס ,"-6,000","-5,200","-6,900",,,,,
,1312670220,670220,312,1,גו עמית- חוץ ,"-25,000",0,0,,,,,
,1312670920,670920,312,1,גן79 ,"-45,000","-46,800","-60,500",,,,,
,1312670921,670921,312,1,גן 79 ,"-17,000","-13,000","-17,200",,,,,
,1312680220,680220,312,1,גן נועם ,0,0,0,,,,,
,1312680920,680920,312,1,גן נועם ,"-8,000","-14,200","-16,000",,,,,
,1312680921,680921,312,1,גן נועם הזנה ,"-13,800","-40,700","-40,600",,,,,
,1312681220,681220,312,1,גן שילו ,0,0,0,,,,,
,1312681920,681920,312,1,גן שלו ,"-10,000","-28,400","-32,000",,,,,
,1312681921,681921,312,1,הזנת יוחא שלו ידיד ,"-20,000","-15,700","-21,200",,,,,
,1312682220,682220,312,1,גן ידידות הילל ,"-9,000","-8,900","-11,800",,,,,
,1312682920,682920,312,1,גן הילל ,"-10,000",0,0,,,,,
,1312682921,682921,312,1,הזנת יוחא הלל ידידות ,0,"-15,000","-19,900",,,,,
,1312683920,683920,312,1,גן מרוה ,"-5,500","-5,200","-6,900",,,,,
,1312684920,684920,312,1,הכנסות משרד החינוך גן נוה,"-46,000","-269,600","-333,500",,,,,
,1312684921,684921,312,1,הכנסות גן נוה הזנה ,"-17,000","-42,700","-42,900",,,,,
,1312685920,685920,312,1,ה.נלוות ח.מיוחד גן זהר ,"-44,000","-49,400","-61,100",,,,,
,1312685921,685921,312,1,"הזנת יוח""א בה""ס זוהר חדש ","-20,000","-19,200","-25,600",,,,,
,1312688920,688920,312,1,הכנסות גן 536524 ,0,0,0,,,,,
,1312689920,689920,312,1,הכנסות גן535005 ,0,0,0,,,,,
,1312710220,710220,312,1,רמון תלמידי חוץ ,"-38,000","-9,300","-12,300",,,,,
,,,"312 סה""כ",,,"-55,428,800","-57,027,800","-69,648,300",,,,,
,1313200220,200220,313,1,"שכ""ל תלמידי חוץ ","-53,100","-303,900","-88,000",,,,,
,1313200410,200410,313,1,"שכ""ל תלמידי חוץ ",0,0,0,,,,,
,1313200421,200421,313,1,מחשב לכל ילד ,"-21,400","-54,100","-29,900",,,,,
,1313200422,200422,313,1,תוכנית חומש לבתי ספר ,"-500,000","-371,900","-390,000",,,,,
,1313200440,200440,313,1,"אגרת חנוך ביה""ס ","-187,800","-3,100","-4,200",,,,,
,1313200490,200490,313,1,הכנסות ממכרז ,0,"-7,500","-10,000",,,,,
,1313200640,200640,313,1,שכד+חשמל ,"-17,400","-13,800","-15,000",,,,,
,1313200710,200710,313,1,השתתפות מוסדות_עבור צהרונ,0,0,0,,,,,
,1313210220,210220,313,1,בכור לוי ,0,0,0,,,,,
,1313210421,210421,313,1,בכור לוי קרב ,-300,0,0,,,,,
,1313210920,210920,313,1,בכור לוי ,"-766,100","-670,200","-725,500",,,,,
,1313210922,210922,313,1,בכור לוי ,0,"-39,100","-45,800",,,,,
,1313210924,210924,313,1,בכור-שכפול ,"-5,300","-11,100","-14,700",,,,,
,1313210926,210926,313,1,בכור לוי ,0,0,0,,,,,
,1313210927,210927,313,1,בכור חומרים ,"-9,100","-19,500","-25,900",,,,,
,1313211421,211421,313,1,גוריון קרב ,0,0,0,,,,,
,1313211920,211920,313,1,בן גוריון ,"-663,700","-576,700","-660,000",,,,,
,1313211924,211924,313,1,בן גוריון שכפול ,"-4,600","-9,100","-12,100",,,,,
,1313211926,211926,313,1,בן גוריון ,0,0,0,,,,,
,1313211927,211927,313,1,בן גוריון ,"-7,900","-16,000","-21,300",,,,,
,1313212220,212220,313,1,בן צבי חוץ ,"-5,900","-4,900","-6,500",,,,,
,1313212920,212920,313,1,בן צבי ,"-421,800","-352,000","-376,200",,,,,
,1313212922,212922,313,1,בן צבי ,"-72,600","-45,500","-44,300",,,,,
,1313212924,212924,313,1,בןצבי-שכפול ,"-4,000","-5,600","-7,500",,,,,
,1313212926,212926,313,1,בן צבי ,0,0,0,,,,,
,1313212927,212927,313,1,בן צבי ,"-4,100","-9,300","-12,400",,,,,
,1313213920,213920,313,1,הדרים ,"-218,200","-198,500","-220,000",,,,,
,1313213924,213924,313,1,הדרים-שכפול ,"-1,200","-3,200","-4,300",,,,,
,1313213926,213926,313,1,עולים ,0,0,0,,,,,
,1313213927,213927,313,1,הדרים-חומרים ,"-2,000","-5,700","-7,500",,,,,
,1313214220,214220,313,1,השיטה -תל חוץ ,"-12,500","-18,500","-21,500",,,,,
,1313214640,214640,313,1,בית כנסת הספרדי שכ' חבצלת,0,0,0,,,,,
,1313214920,214920,313,1,השיטה ,"-345,400","-334,900","-370,800",,,,,
,1313214924,214924,313,1,השיטה ,"-2,700","-6,000","-8,000",,,,,
,1313214927,214927,313,1,השיטה ,"-5,400","-11,900","-15,800",,,,,
,1313215220,215220,313,1,ויצמן תל חוץ ,0,0,0,,,,,
,1313215640,215640,313,1,שכר דירה ,0,0,0,,,,,
,1313215920,215920,313,1,ויצמן ,"-661,800","-606,300","-667,600",,,,,
,1313215922,215922,313,1,ויצמן ,0,"-49,400","-50,000",,,,,
,1313215924,215924,313,1,ויצמן שכפול ,"-4,400","-9,900","-13,200",,,,,
,1313215926,215926,313,1,ויצמן עולים ,0,0,0,,,,,
,1313215927,215927,313,1,ויצמן חומרים ,"-7,600","-17,500","-23,200",,,,,
,1313216220,216220,313,1,אגרות תלמידי חוץ יבניאלי ,"-18,800",0,0,,,,,
,1313216421,216421,313,1,יבנאלי קרב ,"-4,300","-5,600","-7,500",,,,,
,1313216920,216920,313,1,יבנאלי ,"-470,000","-403,100","-450,000",,,,,
,1313216922,216922,313,1,מ חינוך סיעות צמודות ,"-104,000","-109,100","-120,800",,,,,
,1313216924,216924,313,1,יבנאלי שכפול ,"-2,600","-5,700","-7,600",,,,,
,1313216926,216926,313,1,יבנאלי ,0,0,0,,,,,
,1313216927,216927,313,1,יבנאלי ,"-4,000","-8,700","-11,600",,,,,
,1313217220,217220,313,1,"בה""ס סמילנסקי ","-21,600","-22,100","-29,400",,,,,
,1313217920,217920,313,1,סמילנסקי ,"-600,000","-467,400","-528,500",,,,,
,1313217922,217922,313,1,סמילנסקי סייעות ,"-168,000","-139,500","-163,000",,,,,
,1313217924,217924,313,1,סמילנסקי שכפול ,"-3,600","-8,000","-10,600",,,,,
,1313217926,217926,313,1,סמלנסקי עולים ,0,0,0,,,,,
,1313217927,217927,313,1,סמלנסקי חומרים ,"-5,500","-12,600","-16,800",,,,,
,1313218220,218220,313,1,שזר תלמידי חוץ ,"-5,800","-4,900","-6,500",,,,,
,1313218920,218920,313,1,שזר ,"-600,000","-585,300","-649,700",,,,,
,1313218924,218924,313,1,שזר ,"-4,700","-10,300","-13,700",,,,,
,1313218927,218927,313,1,שזר חומרים ,"-7,900","-18,100","-24,000",,,,,
,1313219220,219220,313,1,אג תלמיד ,"-10,600","-9,800","-13,100",,,,,
,1313219920,219920,313,1,שפרינצק ,"-738,100","-607,400","-700,000",,,,,
,1313219922,219922,313,1,שפרינצק ,"-120,300","-109,100","-120,800",,,,,
,1313219923,219923,313,1,מ חינוך שפרינצק ,0,0,0,,,,,
,1313219924,219924,313,1,שפינצק שכפול ,"-6,800","-10,700","-14,200",,,,,
,1313219926,219926,313,1,שפרינצק עולים ,0,0,0,,,,,
,1313219927,219927,313,1,שפרינצק חומרים ,"-7,600","-17,200","-22,900",,,,,
,1313220220,220220,313,1,שריד ת חוץ ,"-69,700","-59,900","-60,000",,,,,
,1313220920,220920,313,1,שריד ,"-724,900","-547,700","-600,000",,,,,
,1313220922,220922,313,1,שריד ,"-1,529,600","-1,441,000","-1,600,000",,,,,
,1313220924,220924,313,1,שריד ,"-4,000","-8,400","-11,200",,,,,
,1313220926,220926,313,1,שריד ,0,0,0,,,,,
,1313220927,220927,313,1,שריד חומרים ,"-6,500","-14,000","-18,600",,,,,
,1313222220,222220,313,1,"ביה""ס בגין ","-57,100","-27,800","-28,000",,,,,
,1313222920,222920,313,1,בגין ,"-437,100","-371,600","-421,100",,,,,
,1313222922,222922,313,1,בגין סייעות כיתה ,"-401,100","-363,700","-402,700",,,,,
,1313222924,222924,313,1,בגין שכפול ,"-2,100","-5,300","-7,000",,,,,
,1313222925,222925,313,1,"ח""מ בגין ","-160,900","-61,400","-70,000",,,,,
,1313222927,222927,313,1,בגין חומרים ,"-2,900","-6,700","-9,000",,,,,
,1313225920,225920,313,1,רמת אלון ,"-384,800","-362,800","-413,500",,,,,
,1313225924,225924,313,1,רמת אלון שכפול ,"-2,600",600,0,,,,,
,1313225926,225926,313,1,רמת אלון עולים ,0,0,0,,,,,
,1313225927,225927,313,1,רמת אלון ,"-4,500","-12,100","-16,200",,,,,
,1313250220,250220,313,1,מ משולם ,"-47,100","-40,100","-53,300",,,,,
,1313250421,250421,313,1,מ משולם קרב ,"-1,800","-11,000","-14,600",,,,,
,1313250920,250920,313,1,מעלות משולם ,"-725,400","-741,400","-797,800",,,,,
,1313250922,250922,313,1,מ. החינוך סיעות ,"-136,200","-123,500","-136,800",,,,,
,1313250924,250924,313,1,מעלות משולם שכפול ,"-4,800","-12,500","-16,600",,,,,
,1313250926,250926,313,1,מעלות משולם ,0,0,0,,,,,
,1313250927,250927,313,1,מעלות משולם-חומרים ,"-7,600","-19,600","-26,000",,,,,
,1313251220,251220,313,1,תחכמוני חוץ ,"-30,300","-42,600","-42,000",,,,,
,1313251920,251920,313,1,תחכמוני ,"-643,200","-580,100","-630,400",,,,,
,1313251922,251922,313,1,תחכמוני ,"-207,000","-183,800","-200,500",,,,,
,1313251923,251923,313,1,הרשאות תחכמוני ,0,0,0,,,,,
,1313251924,251924,313,1,תחכמוני ,"-4,300","-9,700","-12,900",,,,,
,1313251926,251926,313,1,תחכמוני ,0,0,0,,,,,
,1313251927,251927,313,1,תחכמוני-חומרים ,"-6,400","-14,900","-19,900",,,,,
,1313252920,252920,313,1,סיני ,"-374,300","-361,500","-387,300",,,,,
,1313252922,252922,313,1,סייעות כיתתיות-סיני ,"-49,000","-90,700","-96,600",,,,,
,1313252924,252924,313,1,סיני שכפול ,"-1,900","-6,000","-7,900",,,,,
,1313252926,252926,313,1,סיני ,0,0,0,,,,,
,1313252927,252927,313,1,סיני חומרים ,"-4,500","-10,000","-13,300",,,,,
,1313253220,253220,313,1,בית יעקב-חוץ ,"-29,000","-17,200","-18,300",,,,,
,1313253920,253920,313,1,בית יעקב ,"-550,000","-491,100","-530,900",,,,,
,1313256220,256220,313,1,תל חוץ נועם בנים ,"-4,900",0,0,,,,,
,1313256920,256920,313,1,נועם בנים ,"-430,000","-369,800","-402,500",,,,,
,1313256922,256922,313,1,סיעות רפואיות נועם בנים ,0,0,0,,,,,
,1313256924,256924,313,1,נועם בנים שכפול ,"-2,900","-6,400","-8,500",,,,,
,1313256926,256926,313,1,נועם בנים ,0,0,0,,,,,
,1313256927,256927,313,1,נועם בנים-חומר ,"-5,000","-11,300","-15,000",,,,,
,1313258220,258220,313,1,תלמוד תורה-חוץ ,"-26,200","-10,800","-14,300",,,,,
,1313258920,258920,313,1,תלמוד תורה ,"-221,700","-211,300","-220,000",,,,,
,1313258922,258922,313,1,סיעות כיתתיות תלמוד תורה ,"-32,500","-36,400","-36,200",,,,,
,1313259220,259220,313,1,תלמדי חוץ אור לציון ,"-70,700","-82,500","-82,000",,,,,
,1313259920,259920,313,1,אור לציון ,"-246,400","-309,400","-332,100",,,,,
,1313259922,259922,313,1,אור לציון-סיעות ,"-26,100",0,0,,,,,
,1313260220,260220,313,1,נועם בנות ,0,-800,0,,,,,
,1313260920,260920,313,1,נועם בנות ,"-458,900","-398,900","-437,000",,,,,
,1313260922,260922,313,1,סיעות רפואיות נועם בנות ,"-22,300","-16,400","-21,900",,,,,
,1313260924,260924,313,1,נועם בנות שכפול ,"-7,300","-7,100","-9,500",,,,,
,1313260926,260926,313,1,נועם בנות ,0,0,0,,,,,
,1313260927,260927,313,1,נועם בנות חומרים ,"-5,300","-12,500","-16,600",,,,,
,1313261920,261920,313,1,בנות אסתר ,"-201,400","-187,100","-205,400",,,,,
,1313263220,263220,313,1,חבד-א חוץ ,"-54,700","-68,500","-68,000",,,,,
,1313263920,263920,313,1,חבד ,"-213,500","-244,200","-309,900",,,,,
,1313263922,263922,313,1,חבד ,"-87,900","-118,200","-124,900",,,,,
,1313263924,263924,313,1,חבד ,"-8,900","-5,400","-7,100",,,,,
,1313263926,263926,313,1,חבד עולים ,0,0,0,,,,,
,1313263927,263927,313,1,חבד-חומרים ,"-3,800","-6,500","-8,600",,,,,
,1313263928,263928,313,1,יהדות-חבד ,0,0,0,,,,,
,1313264220,264220,313,1,נתיבות משה ,"-56,000","-47,600","-48,000",,,,,
,1313264421,264421,313,1,נתיבות קרב ,"-14,400","-4,600","-6,200",,,,,
,1313264920,264920,313,1,נתיבות משה ,"-330,500","-224,000","-297,900",,,,,
,1313265220,265220,313,1,שובו אגרה ,"-15,300","-3,300","-4,400",,,,,
,1313265922,265922,313,1,שובו ,"-17,800",0,0,,,,,
,1313266220,266220,313,1,בן איש חיל ,"-5,800",-700,-900,,,,,
,1313267920,267920,313,1,ביח קפלן ,"-142,100","-127,500","-149,000",,,,,
,1313267924,267924,313,1,קפלן שכפול ,-800,"-1,800","-2,400",,,,,
,1313267927,267927,313,1,ביח קפלן ,0,0,0,,,,,
,1313268220,268220,313,1,זיכוי בגין תלמידי חוץ-הרצ,"-36,000","-5,700","-7,600",,,,,
,1313268920,268920,313,1,הרצוג ביס ,"-810,900","-700,000","-820,000",,,,,
,1313268922,268922,313,1,מ חינוך סיעות ,"-157,300","-101,500","-160,000",,,,,
,1313268924,268924,313,1,הרצוג שכפול ,"-5,500","-12,100","-16,100",,,,,
,1313268926,268926,313,1,סל תלמיד לעולה-יסודי הרצו,0,0,0,,,,,
,1313268927,268927,313,1,הרצוג חומרים ,"-8,500","-20,300","-27,000",,,,,
,1313270920,270920,313,1,מחוננים ,"-105,600","-154,800","-163,000",,,,,
,1313271220,271220,313,1,"תלמידי חוץ בה""ס רמון ","-11,100","-13,600","-18,100",,,,,
,1313271920,271920,313,1,"בה""ס רמון ","-585,100","-761,000","-829,400",,,,,
,1313271922,271922,313,1,סייעות רפואיות ,"-301,700","-363,700","-402,700",,,,,
,1313271924,271924,313,1,"בה""ס רמון ","-9,000","-9,900","-13,200",,,,,
,1313271925,271925,313,1,רמון ח .מ ,"-85,200","-126,400","-133,500",,,,,
,1313271927,271927,313,1,"בה""ס רמון ","-5,500","-15,800","-21,100",,,,,
,1313272920,272920,313,1,הכנסות מ חינוך ,"-252,200","-197,700","-273,100",,,,,
,1313272922,272922,313,1,חבד בנות ,0,"-56,700","-40,300",,,,,
,1313272924,272924,313,1,חבד בנות ,"-10,500","-4,500","-5,900",,,,,
,1313272926,272926,313,1,סל תלמידלעולה-יסודי חבד ב,0,0,0,,,,,
,1313272927,272927,313,1,תשומי הורים חומרים חבד בנ,"-2,500","-6,900","-9,200",,,,,
,1313296220,296220,313,1,תלמידי חוץ פרחי המדע ,"-30,000",0,0,,,,,
,1313296920,296920,313,1,רחובות מדע ,"-413,100","-541,700","-571,800",,,,,
,1313296922,296922,313,1,סיעות כיתתיות מדע ,"-40,100","-36,400","-40,300",,,,,
,1313296924,296924,313,1,אגרת שכפול יסודי רח מדע ,"-2,500","-9,100","-12,100",,,,,
,1313296927,296927,313,1,תשלומי הורים חומרים פרחי ,"-4,200","-15,500","-20,600",,,,,
,1313297920,297920,313,1,"הכנסות משרד החינוך בה""ס י",0,"-320,600","-324,000",,,,,
,1313297924,297924,313,1,אגרות שכפול יצחק נבון ,"-51,600","-4,000","-5,400",,,,,
,1313297927,297927,313,1,"תשלומי הורים חומרים בה""ס ","-1,700","-7,100","-9,500",,,,,
,1313298920,298920,313,1,הכנסות מ חינוך ניצני מדע ,0,"-48,800","-50,000",,,,,
,1313300220,300220,313,1,תלמדי חוץ ,"-31,800",0,0,,,,,
,1313300920,300920,313,1,מ.חינוך-ביס-חינוך מ ,"-221,400","-249,600","-260,000",,,,,
,1313300924,300924,313,1,אג' שכפול ,"-61,900","-55,100","-60,000",,,,,
,1313310220,310220,313,1,רננים-שכל חוץ ,"-9,600","-10,000","-13,300",,,,,
,1313310920,310920,313,1,רננים ,0,0,0,,,,,
,1313320220,320220,313,1,עידוד-שכל חוץ ,"-339,000","-536,500","-540,000",,,,,
,1313320421,320421,313,1,עידוד קרב ,0,-300,-300,,,,,
,1313320920,320920,313,1,עידוד ,"-593,900","-656,900","-748,200",,,,,
,1313320921,320921,313,1,עידוד הזנה ,"-255,000","-272,600","-280,000",,,,,
,1313320922,320922,313,1,עידוד-סייעות ,0,0,0,,,,,
,1313320924,320924,313,1,עידוד ,"-2,400","-5,400","-7,100",,,,,
,1313320927,320927,313,1,עידוד חומרים ,"-1,100","-2,800","-3,700",,,,,
,1313340220,340220,313,1,לוטם-שכל חוץ ,"-500,000","-593,200","-600,000",,,,,
,1313340920,340920,313,1,לוטם-מ.חינוך ,"-734,200","-674,600","-784,700",,,,,
,1313340921,340921,313,1,לוטם הזנה ,"-283,300","-297,500","-300,000",,,,,
,1313340922,340922,313,1,לוטם-סייעות ,"-1,470,700","-1,333,500","-1,463,200",,,,,
,1313340924,340924,313,1,לוטם ,"-2,200","-4,900","-6,500",,,,,
,1313340927,340927,313,1,לוטם ,"-1,200","-2,800","-3,700",,,,,
,1313350920,350920,313,1,סייעות צמודות ,"-1,296,900","-1,236,600","-1,370,600",,,,,
,1313350921,350921,313,1,שילוב סייעות ,"-5,314,300","-5,821,800","-7,500,000",,,,,
,1313670920,670920,313,1,לבורנטים אשכול פייס ,"-207,800","-175,700","-193,200",,,,,
,1313700920,700920,313,1,מזכרים/ חוות ומרכזים ,"-158,800","-175,300","-187,300",,,,,
,,,"313 סה""כ",,,"-30,649,500","-30,519,100","-34,588,300",,,,,
,131400220,220,314,1,תלמידי חוץ ,"-120,000","-146,100","-150,000",,,,,
,131400920,920,314,1, .,0,0,0,,,,,
,1314400220,400220,314,1,"בי""ס המר ",0,0,0,,,,,
,,,"314 סה""כ",,,"-120,000","-146,100","-150,000",,,,,
,131500920,920,315,1,תיכון השיטה הכנסות מ חינו,0,"-165,000","-170,000",,,,,
,1315100920,100920,315,1,הכנסות מ חינוך הייטק ,"-200,000","-246,200","-260,000",,,,,
,1315200220,200220,315,1,תלמידי חוץ ,"-400,000","-385,600","-385,000",,,,,
,1315200640,200640,315,1,שכד -דה שליט ,"-16,800","-19,300",0,,,,,
,1315200920,200920,315,1,מ.החינוך דה-שליט-ש ,"-24,383,400","-21,978,100","-26,000,000",,,,,
,1315200922,200922,315,1,סייעות כיתתיות ,"-267,400","-242,500","-268,500",,,,,
,1315200924,200924,315,1,אגרת שכפול ,"-14,600","-32,500","-43,200",,,,,
,1315200925,200925,315,1,"ח""מ דה שליט ","-143,800","-210,500","-220,000",,,,,
,1315200926,200926,315,1,דה שליט עולים ,0,0,0,,,,,
,1315200927,200927,315,1,דה שליט חומרים הורים ,"-7,700","-68,700","-91,400",,,,,
,1315200929,200929,315,1,"דה שליט חט""ב ","-1,902,600","-1,869,200","-2,025,000",,,,,
,1315300220,300220,315,1,תלמידי חוץ שער אליעזר ,"-1,000","-18,200","-1,100",,,,,
,1315300920,300920,315,1,הכנסות מ חינוך שער אליעזר,"-1,131,600","-1,495,600","-1,641,400",,,,,
,1315300924,300924,315,1,"דמי שכפול על יסודי בי""ס א",-800,"-1,900","-2,600",,,,,
,1315300927,300927,315,1,חומרים הורים שער אליעזר ,"-1,700","-3,700","-5,000",,,,,
,1315400220,400220,315,1,תלמידי חוץ ,"-113,300","-87,000","-90,000",,,,,
,1315400640,400640,315,1,הכנסה מהשכרת מבנה-עמיחי ,"-2,900",0,0,,,,,
,1315400920,400920,315,1,חוגים תורניים ,"-4,300",-400,0,,,,,
,1315400924,400924,315,1,אגרת שכפול ,"-1,700","-3,800","-5,000",,,,,
,1315400926,400926,315,1,סל תלמיד אתיופי ,0,0,0,,,,,
,1315400927,400927,315,1,י.הדרום -חומרים הורים ,"-5,900","-9,100","-12,100",,,,,
,1315400928,400928,315,1,יהדות-י הדרום ,0,0,0,,,,,
,1315400929,400929,315,1,"י.הדרום-חט""ב ","-432,100","-389,500","-427,800",,,,,
,1315410220,410220,315,1,תלמידי חוץ ישיבת עמיחי ,"-134,800","-126,100","-130,000",,,,,
,1315410920,410920,315,1,עמיחי ישיבה ,0,0,0,,,,,
,1315500220,500220,315,1,אג' תלמידי חוץ ,"-261,100","-167,200","-170,000",,,,,
,1315500420,500420,315,1,"הכנסות בה""ס אורט ",0,"-500,000","-500,000",,,,,
,1315510220,510220,315,1,ויצו ת חוץ ,"-111,300","-59,500","-60,000",,,,,
,1315600220,600220,315,1,מדעים ,"-73,600","-110,300","-110,000",,,,,
,1315600920,600920,315,1,מדעים ,"-4,600,000","-5,591,400","-8,970,000",,,,,
