"הצעת   התקציב   הרגיל   לשנת   2014   בש""ח",,,,,,,,,
סעיף,פרק,ספר,,שם,סוג,אחוז השינוי מול 2013,הצעה,,
250,815770,1,,"שעות השאלה למשה""ח",שכר,0.72%,"445,000","441,800","375,287.19"
261,815770,1,,"שעות השאלה למשה""ח",שכר,0.00%,,,0
320,815770,1,,תשלומי פיצויים,שכר,0.00%,,,0
400,815770,1,,אחזקת בנינים וציוד, ,,,,0
413,815770,1,,דמי שימוש באולם   ,קשיח,0.00%,"210,000","210,000",0
420,815770,1,,כיבוי אש          ,גמיש,0.00%,"9,000","9,000","5,264.00"
423,815770,1,,תחזוקת מבנה       ,קשיח,-24.71%,"91,100","121,000",0
431,815770,1,,חשמל              ,קשיח,0.00%,"294,700","294,700","294,700.00"
432,815770,1,,מים               ,קשיח,0.00%,"80,500","80,500","80,500.00"
437,815770,1,,אחזקת אזעקה       ,קשיח,0.00%,"6,000","6,000","5,667.53"
450,815770,1,,ריהוט ואחזקתו     ,גמיש,0.00%,"16,000","16,000","15,998.00"
500,815770,1,,הוצאות מינהליות   , ,,,,0
511,815770,1,,אירוח וכיבוד      ,גמיש,0.00%,"13,000","13,000","9,547.35"
530,815770,1,,אופניים לעובדים   ,קשיח,0.00%,500,500,0
583,815770,1,,שרות רפואי        ,קשיח,0.00%,"9,600","9,600",0
585,815770,1,,שרות אחות         ,קשיח,-0.62%,"16,100","16,200",0
700,815770,1,,הוצאות לפעולות    , ,,,,0
742,815770,1,,כלים וציוד        ,גמיש,-20.02%,"99,500","124,400","123,693.40"
750,815770,1,,אחזקת מוסדות,קשיח,5.48%,"275,300","261,000","220,083.00"
752,815770,1,,נקיון בקבלנות     ,קשיח,12.91%,"588,800","521,500","464,237.00"
759,815770,1,,שרותי סייעות,שכר,200.33%,"180,200","60,000","18,506.00"
762,815770,1,,שאילת מורים       ,שכר,-31.14%,"721,000","1,047,000","900,446.96"
780,815770,1,,חינוך חברתי       ,קשיח,0.00%,"13,000","13,000","14,400.00"
781,815770,1,,הפעלת אשכולות פיס ,קשיח,0.00%,"150,000","150,000","150,000.00"
782,815770,1,,אחזקת אשכול פיס   ,קשיח,0.00%,"80,000","80,000","79,000.00"
794,815770,1,,השתתפות בעזר 094  ,קשיח,2.04%,"5,000","4,900","4,758.00"
800,815770,1,,השת' תמיכות תרומות, ,,,,0
810,815770,1,,הקצבה לניהול עצמי,גמיש,0.00%,"145,500","145,500","145,500.00"
838,815770,1,,טיולים כנגד הכ' מהמשרד,גמיש,0.00%,"230,000","223,000","33,445.00"
989,815770,1,,תקורה             ,קשיח,2.89%,"923,000","897,100","798,700.00"
815770  סך הכל ,,,,גמנסיה למדעים-קציר,,2.89%,"16,306,800","15,849,300","15,266,461.51"
0,815780,1,,תיכון כרם שלמה    , ,,                ,                ,
118,815780,1,,שכר הוראה,שכר,0.00%,0,0,"1,487,886.66"
119,815780,1,,השכר הקובע-צוברת  ,שכר,0.00%,0,0,"203,655.86"
122,815780,1,,ביגוד             ,שכר,0.00%,0,0,"39,264.85"
126,815780,1,,דמי הבראה         ,שכר,0.00%,0,0,"78,456.65"
130,815780,1,,שעות נוספות       ,שכר,0.00%,0,0,161.15
140,815780,1,,השתתפות באחזקת רכב,שכר,0.00%,0,0,"4,089.15"
212,815780,1,,שעורי עזר לעולים   ,שכר,0.00%,0,0,"37,647.78"
217,815780,1,,תגבור יהדות,שכר,0.00%,0,0,"14,315.11"
250,815780,1,,"שעות השאלה למשה""ח",שכר,0.00%,0,0,"23,250.40"
431,815780,1,,חשמל              ,קשיח,0.00%,0,0,"57,733.00"
432,815780,1,,מים               ,קשיח,0.00%,0,0,"29,400.00"
437,815780,1,,אחזקת אזעקה,קשיח,0.00%,0,0,"1,889.18"
450,815780,1,,ריהוט ואחזקתו     ,גמיש,0.00%,0,0,"12,980.00"
511,815780,1,,אירוח וכיבוד      ,גמיש,-100.00%,0,"4,000",0
721,815780,1,,חמרים-תחזוקת מבנים,גמיש,0.00%,0,0,"2,964.72"
742,815780,1,,כלים וציוד        ,גמיש,0.00%,0,0,"7,494.00"
751,815780,1,,עבודות קבלניות    ,גמיש,0.00%,0,0,"13,000.00"
752,815780,1,,נקיון בקבלנות     ,קשיח,0.00%,0,0,"90,173.00"
762,815780,1,,שאילת מורים       ,שכר,0.00%,0,0,"409,582.89"
780,815780,1,,חינוך חברתי       ,קשיח,0.00%,0,0,"2,867.00"
781,815780,1,,ישיבת בני עקיבא,גמיש,20.00%,"780,000","650,000","272,500.00"
783,815780,1,,תיגבור יהדות (מהכנסות),קשיח,0.00%,0,0,"42,447.00"
810,815780,1,,הקצבה לניהול עצמי,גמיש,0.00%,0,0,"36,667.00"
815780  סך הכל ,,,,תיכון כרם שלמה    ,,19.27%,"780,000","654,000","2,868,425.40"
0,815790,1,,תיכון דמוקרטי, ,,                ,                ,
110,815790,1,,השכר הקובע-תקציבית,שכר,0.00%,0,0,"4,471.02"
119,815790,1,,השכר הקובע-צוברת  ,שכר,1.07%,"94,300","93,300","68,727.72"
122,815790,1,,ביגוד             ,שכר,-9.52%,"1,900","2,100","1,702.35"
126,815790,1,,דמי הבראה         ,שכר,0.00%,"3,900",0,0
810,815790,1,,"השתת' בהפעלת ביה""ס",גמיש,0.00%,"7,000","7,000","7,000.00"
811,815790,1,,"הפעלת  ביה""ס",גמיש,-20.00%,"24,000","30,000",0
838,815790,1,,טיולים כנגד הכ' מהמשרד,גמיש,0.00%,"11,600","10,000",0
815790  סך הכל ,,,,תיכון דמוקרטי,,0.21%,"142,700","142,400","81,901.09"
0,815800,1,,"בי""ס תיכון עתידים", ,,                ,                ,
110,815800,1,,השכר הקובע-תקציבית,שכר,5.59%,"100,100","94,800","92,594.24"
118,815800,1,,שכר עובדי הוראה   ,שכר,-0.12%,"6,459,200","6,467,000","5,564,038.90"
119,815800,1,,השכר הקובע-צוברת  ,שכר,6.32%,"686,400","645,600","647,443.21"
122,815800,1,,ביגוד             ,שכר,1.63%,"99,500","97,900","79,423.85"
126,815800,1,,דמי הבראה         ,שכר,2.94%,"217,000","210,800","169,980.70"
140,815800,1,,השתתפות באחזקת רכב,שכר,5.98%,"26,600","25,100","29,083.65"
250,815800,1,,"שעות השאלה למשה""ח",שכר,-45.11%,"82,000","149,400","233,902.26"
420,815800,1,,כיבוי אש          ,גמיש,0.00%,"8,000","8,000","6,515.00"
431,815800,1,,חשמל              ,קשיח,0.00%,"175,900","175,900","175,900.00"
432,815800,1,,מים               ,קשיח,0.00%,"103,700","103,700","103,700.00"
437,815800,1,,אחזקת אזעקה,קשיח,0.00%,"4,000","4,000","3,778.19"
450,815800,1,,ריהוט ואחזקתו     ,גמיש,0.00%,"22,000","22,000","16,207.00"
511,815800,1,,אירוח וכיבוד      ,גמיש,0.00%,"9,000","9,000","5,795.53"
583,815800,1,,שרות רפואי,קשיח,0.00%,"6,700","6,700","6,600.00"
585,815800,1,,שרות אחות         ,קשיח,0.00%,"11,300","11,300","11,100.00"
721,815800,1,,חמרים-תחזוקת מבנים,גמיש,0.00%,"3,000","3,000",0
742,815800,1,,כלים וציוד        ,גמיש,-20.00%,"32,000","40,000","39,921.00"
750,815800,1,,אחזקת מוסדות,קשיח,5.47%,"291,100","276,000","354,152.00"
751,815800,1,,עבודות קבלניות    ,גמיש,-100.00%,0,"25,000",0
752,815800,1,,נקיון בקבלנות     ,קשיח,13.12%,"259,600","229,500","305,994.00"
759,815800,1,,שרותי סייעות,שכר,0.00%,"45,100",0,"40,246.75"
762,815800,1,,"שעות שאילה - משה""ח",שכר,-30.09%,"374,000","535,000","436,268.57"
780,815800,1,,חינוך חברתי       ,קשיח,0.00%,"9,100","9,100","8,900.00"
783,815800,1,,תיגבור לימודי יהדות,גמיש,-15.60%,"92,000","109,000","88,208.66"
794,815800,1,,השתתפות בעזר 094  ,קשיח,2.04%,"5,000","4,900","4,758.00"
810,815800,1,,הקצבה לניהול עצמי,גמיש,0.00%,"140,000","140,000","140,000.00"
838,815800,1,,טיולים כנגד הכ' מהמשרד,גמיש,0.00%,"170,000","167,200","25,068.00"
989,815800,1,,תקורה,קשיח,-1.43%,"566,000","574,200","446,800.00"
815800  סך הכל ,,,,"בי""ס תיכון עתידים",,-1.44%,"9,998,300","10,144,100","9,036,379.51"
0,815810,1,,תיכון הייטק - היי, ,,                ,                ,
118,815810,1,,שכר עובדי הוראה   ,שכר,0.00%,"26,200",0,0
119,815810,1,,השכר הקובע-צוברת  ,שכר,2.97%,"145,500","141,300","33,009.42"
126,815810,1,,דמי הבראה         ,שכר,0.00%,"3,600",0,0
140,815810,1,,השתתפות באחזקת רכב,שכר,0.00%,"20,000",0,0
263,815810,1,,עובדי מינהלה,שכר,0.00%,"111,000",0,0
431,815810,1,,חשמל              ,קשיח,0.00%,"84,900",0,
432,815810,1,,מים               ,קשיח,0.00%,"37,600",0,
437,815810,1,,אחזקת אזעקה,קשיח,0.00%,"2,000",0,
450,815810,1,,ריהוט ואחזקתו     ,גמיש,0.00%,"20,000","20,000",0
511,815810,1,,אירוח וכיבוד      ,גמיש,0.00%,"5,000",0,0
742,815810,1,,כלים וציוד        ,גמיש,2.40%,"51,200","50,000",0
750,815810,1,,אחזקת מוסדות,קשיח,158.17%,"281,400","109,000","86,852.00"
752,815810,1,,נקיון בקבלנות     ,קשיח,13.11%,"180,300","159,400","59,605.00"
810,815810,1,,הקצבה לניהול עצמי,גמיש,0.00%,"140,000","140,000",0
838,815810,1,,טיולים כנגד הכ' מהמשרד,גמיש,0.00%,"24,600",0,
989,815810,1,,תקורה,קשיח,83.29%,"68,000","37,100",0
815810  סך הכל ,,,,תיכון הייטק - היי,,82.90%,"1,201,300","656,800","179,466.42"
0,817200,1,,מכללת חנקין       , ,,                ,                ,
872,817200,1,,הפעלת חנקין,גמיש,0.00%,"710,000","710,000","710,000.00"
817200  סך הכל ,,,,מכללת חנקין       ,,0.00%,"710,000","710,000","710,000.00"
0,817210,1,,מרכזיה פדגוגית    , ,,                ,                ,
100,817210,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,817210,1,,השכר הקובע-תקציבית,שכר,3.85%,"148,500","143,000","152,506.66"
119,817210,1,,השכר הקובע-צוברת  ,שכר,1.15%,"176,300","174,300","156,504.31"
122,817210,1,,ביגוד             ,שכר,-10.84%,"7,400","8,300","6,627.80"
126,817210,1,,דמי הבראה         ,שכר,2.73%,"18,800","18,300","16,596.30"
263,817210,1,,עובדי חברת מוסדות ,שכר,0.00%,"11,400",0,"6,012.00"
264,817210,1,,מפעילת  מחשבים (הכנ'),שכר,0.00%,"17,000",0,0
400,817210,1,,אחזקת בנינים וציוד, ,,,,0
423,817210,1,,תחזוקת מבנה       ,קשיח,-25.00%,"1,200","1,600",0
500,817210,1,,הוצאות מינהליות   , ,,,,0
700,817210,1,,הוצאות לפעולות    , ,,,,0
721,817210,1,,חמרים-תחזוקת מבנים,גמיש,0.00%,"1,000","1,000",961.26
751,817210,1,,עבודות קבלניות    ,גמיש,-100.00%,0,"14,000","13,783.00"
752,817210,1,,נקיון בקבלנות     ,קשיח,2.03%,"70,400","69,000","50,000.00"
780,817210,1,,"הפעלת פסג""ה",גמיש,0.00%,"81,800","81,800","81,800.00"
782,817210,1,,מרכז מחשבים (הכנ'),קשיח,0.00%,"40,000","40,000","13,593.98"
783,817210,1,,"פסג""ה-הכנ' משרד",גמיש,0.00%,"35,000","35,000",0
817210  סך הכל ,,,,מרכזיה פדגוגית    ,,3.84%,"608,800","586,300","498,385.31"
0,817300,1,,שרותים פסיכולוגיים, ,,                ,                ,
100,817300,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,817300,1,,השכר הקובע-תקציבית,שכר,-14.97%,"694,700","817,000","830,872.41"
119,817300,1,,השכר הקובע-צוברת  ,שכר,-12.77%,"4,040,800","4,632,400","3,991,490.35"
122,817300,1,,ביגוד             ,שכר,12.31%,"82,100","73,100","66,953.25"
126,817300,1,,דמי הבראה         ,שכר,10.46%,"177,400","160,600","141,024.70"
130,817300,1,,שעות נוספות       ,שכר,250.00%,"280,000","80,000","80,276.00"
140,817300,1,,השתתפות באחזקת רכב,שכר,-3.72%,"398,800","414,200","405,957.45"
210,817300,1,,"שפ""מ",שכר,-38.06%,"99,100","160,000","37,549.98"
211,817300,1,,"איבחונים חט""ע",שכר,0.00%,"40,000","40,000",0
212,817300,1,,יוזמות כנגד הכנסות,שכר,0.00%,"48,000","48,000",0
400,817300,1,,אחזקת בנינים וציוד, ,,,,0
420,817300,1,,כיבוי אש          ,גמיש,0.00%,"6,000","6,000","2,690.00"
423,817300,1,,תחזוקת מבנה       ,קשיח,-24.69%,"6,100","8,100",700
431,817300,1,,חשמל              ,קשיח,0.00%,"6,000","6,000",0
432,817300,1,,מים               ,קשיח,0.00%,"3,600","3,600",0
433,817300,1,,חומרי נקיון       ,גמיש,0.00%,"4,000","4,000","2,723.05"
437,817300,1,,אחזקת אזעקה       ,קשיח,0.00%,"4,000","4,000","3,778.35"
450,817300,1,,ריהוט ואחזקתו     ,גמיש,0.00%,"6,000","6,000",0
470,817300,1,,אחזקת מכונות משרד ,גמיש,-20.00%,"6,400","8,000","2,424.58"
471,817300,1,,מכשירי כתיבה      ,גמיש,0.00%,"22,000","22,000","17,681.17"
500,817300,1,,הוצאות מינהליות   , ,,,,0
511,817300,1,,אירוח וכיבוד      ,גמיש,0.00%,"14,000","14,000","7,627.61"
522,817300,1,,ספרים ועיתונים    ,גמיש,-20.00%,"5,600","7,000",285
540,817300,1,,הוצאות טלפון      ,קשיח,0.00%,"30,000","30,000","3,538.32"
544,817300,1,,הוצאות דאר        ,קשיח,0.00%,"2,000","2,000",9.3
562,817300,1,,הדפסות            ,גמיש,-20.00%,"8,000","10,000",692.64
571,817300,1,,"מיכון וענ""א       ",קשיח,-10.75%,"40,700","45,600","45,600.00"
583,817300,1,,השתלמויות והדרכות ,קשיח,-39.14%,"243,000","399,300","261,771.33"
700,817300,1,,הוצאות לפעולות    , ,,,,0
721,817300,1,,חמרים-תחזוקת מבנים,גמיש,0.00%,"1,300","1,300","1,266.03"
742,817300,1,,כלים וציוד        ,גמיש,-20.00%,"4,000","5,000","2,423.42"
751,817300,1,,עבודות קבלניות    ,גמיש,-100.00%,0,"4,000","2,902.00"
752,817300,1,,נקיון בקבלנות     ,קשיח,11.99%,"77,500","69,200","65,287.00"
900,817300,1,,הוצאות חד פעמיות  , ,,,,0
931,817300,1,,רכישות חד-פעמיות  ,גמיש,-20.00%,"8,000","10,000","7,470.40"
961,817300,1,,רז' פעולות ורכישות,גמיש,-20.00%,"156,000","195,000",0
817300  סך הכל ,,,,שרותים פסיכולוגיים,,-10.57%,"6,515,100","7,285,400","5,982,994.34"
0,817600,1,,רווחה חינוכית     , ,,                ,                ,
119,817600,1,,השכר הקובע-צוברת  ,שכר,-1.03%,"220,600","222,900","233,743.20"
122,817600,1,,ביגוד             ,שכר,52.17%,"3,500","2,300","1,868.40"
126,817600,1,,דמי הבראה         ,שכר,62.79%,"7,000","4,300","3,402.00"
140,817600,1,,השתתפות באחזקת רכב,שכר,44.05%,"36,300","25,200","27,233.05"
216,817600,1,,רווחה חינוכית     ,שכר,0.00%,"148,000",0,"109,572.01"
219,817600,1,,שכר קייטנת קיץ    ,שכר,0.00%,"42,000",0,0
571,817600,1,,"מיכון וענ""א       ",קשיח,-10.62%,"10,100","11,300","11,300.00"
700,817600,1,,הוצאות לפעולות    , ,,,,0
781,817600,1,,ארועים ופע' תיגבור,גמיש,0.00%,"200,000","200,000","15,250.00"
782,817600,1,,חוגי הורים,קשיח,0.00%,"25,000","25,000","25,000.00"
783,817600,1,,אם לאם בקהילה,גמיש,0.00%,"70,000","70,000",0
817600  סך הכל ,,,,רווחה חינוכית     ,,35.92%,"762,500","561,000","427,368.66"
0,817800,1,,הסעת ילדים        , ,,                ,                ,
210,817800,1,,שעות ישורון ונ' שושנים,שכר,0.00%,"40,000","40,000",0
500,817800,1,,הוצאות מינהליות   , ,,                ,                ,0
700,817800,1,,הוצאות לפעולות    , ,,,,0
710,817800,1,,הסעת תלמידים      ,קשיח,24.15%,"16,140,000","13,000,000","15,117,712.72"
711,817800,1,,השתתפות בכרטיסיות ,קשיח,0.00%,"500,000","500,000","417,630.73"
759,817800,1,,מלווים בהסעים     ,שכר,18.29%,"10,377,300","8,772,800","7,334,243.76"
817800  סך הכל ,,,,הסעת ילדים        ,,21.26%,"27,057,300","22,312,800","22,869,587.21"
0,817910,1,,אספקת ספרים וציוד , ,,                ,                ,
119,817910,1,,השכר הקובע-צוברת  ,שכר,0.00%,"110,000","110,000","11,498.36"
400,817910,1,,אחזקת בנינים וציוד, ,,                ,                ,0
441,817910,1,,ביטוח תאונות לתלמ',קשיח,35.24%,"1,149,500","850,000","574,256.00"
700,817910,1,,הוצאות לפעולות    , ,,,,0
723,817910,1,,אספקת חומרי מלאכה ,קשיח,1.08%,"441,000","436,300","453,002.00"
725,817910,1,,ח' מלאכה על-יסודי ,קשיח,0.00%,"410,000","410,000","411,431.30"
741,817910,1,,כריכת ספרים       ,קשיח,-50.00%,"20,000","40,000","12,615.40"
742,817910,1,,אספקת ספרים       ,קשיח,8.38%,"3,774,900","3,483,000","3,685,673.75"
756,817910,1,,אבטחת מוסדות חינוך,קשיח,20.73%,"8,431,900","6,984,000","6,027,997.86"
780,817910,1,,תשל' שרותי בריאות ,קשיח,0.00%,"70,000","70,000","36,132.00"
781,817910,1,,בריאות השן        ,קשיח,-100.00%,0,"145,000",0
782,817910,1,,סל לעולים         ,קשיח,-3.45%,"140,000","145,000","153,235.30"
783,817910,1,,הקצבת שיכפול      ,קשיח,0.37%,"547,000","545,000","541,890.60"
784,817910,1,,בט' ושיפוץ קיץ,קשיח,0.00%,"54,500","54,500","54,553.00"
785,817910,1,,תשלום ועד הורים,קשיח,14.29%,"40,000","35,000","26,800.00"
794,817910,1,,השתתפות בעזר 094  ,קשיח,3.57%,"5,800","5,600","5,449.00"
817910  סך הכל ,,,,אספקת ספרים וציוד ,,14.13%,"15,194,600","13,313,400","11,994,534.57"
0,817920,1,,תחנה לטיפול בדיבור, ,,                ,                ,
110,817920,1,,השכר הקובע-תקציבית,שכר,-31.68%,"44,200","64,700","63,320.27"
122,817920,1,,ביגוד             ,שכר,0.00%,"1,600","1,600","1,301.65"
126,817920,1,,דמי הבראה         ,שכר,0.00%,"4,300","4,300","3,423.40"
431,817920,1,,חשמל              ,קשיח,0.00%,500,500,0
781,817920,1,,תפעול המרכז,גמיש,-20.00%,"8,000","10,000",0
817920  סך הכל ,,,,תחנה לטיפול בדיבור,,-27.74%,"58,600","81,100","68,045.32"
0,817930,1,,תיאטרון סל-תרבות  , ,,                ,                ,
110,817930,1,,השכר הקובע-תקציבית,שכר,-1.61%,"219,500","223,100","211,707.59"
119,817930,1,,השכר הקובע-צוברת  ,שכר,43.40%,"167,200","116,600","123,977.45"
122,817930,1,,ביגוד             ,שכר,50.00%,"6,600","4,400","4,359.70"
126,817930,1,,דמי הבראה         ,שכר,20.95%,"12,700","10,500","10,542.00"
140,817930,1,,השתתפות באחזקת רכב,שכר,19.63%,"32,300","27,000","26,673.05"
471,817930,1,,מכשירי כתיבה      ,גמיש,0.00%,"5,000","5,000","2,285.84"
511,817930,1,,אירוח וכיבוד      ,גמיש,0.00%,"1,300","1,300",0
562,817930,1,,הדפסות            ,גמיש,0.00%,"1,000","1,000",302.2
571,817930,1,,"מיכון וענ""א       ",קשיח,-10.62%,"10,100","11,300","11,300.00"
782,817930,1,,השת' כרט' למוזיאון,גמיש,13.33%,"85,000","75,000","63,010.00"
783,817930,1,,תיאטרון ילדים  ,קשיח,0.00%,"1,700,000","1,700,000","1,712,248.64"
817930  סך הכל ,,,,תיאטרון סל-תרבות  ,,3.01%,"2,240,700","2,175,200","2,166,406.47"
0,818200,1,,"מרכז למידה תהיל""ה ", ,,                ,                ,
781,818200,1,,הפעלת המרכז,גמיש,0.00%,"20,000","20,000","20,000.00"
932,818200,1,,פעולות ( מהכנסות ),קשיח,0.00%,"180,800","180,800","111,923.75"
818200  סך הכל ,,,,"מרכז למידה תהיל""ה ",,0.00%,"200,800","200,800","131,923.75"
989,819999,1,,קיזוז תקורות חינוך,קשיח,4.38%,"-7,562,700","-7,245,600","-5,973,600.00"
819999  סך הכל ,,,,קיזוז תקורות חינוך,,4.38%,"-7,562,700","-7,245,600","-5,973,600.00"
0,820000,1,,תרבות             , ,,                ,                ,
0,822200,1,,פעולות תרבותיות   , ,,                ,                ,
100,822200,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,822200,1,,השכר הקובע-תקציבית,שכר,-0.08%,"129,700","129,800","119,293.65"
119,822200,1,,השכר הקובע-צוברת  ,שכר,25.67%,"70,000","55,700","55,691.74"
122,822200,1,,ביגוד             ,שכר,0.00%,"5,500","5,500","4,388.75"
126,822200,1,,דמי הבראה         ,שכר,0.00%,"6,900","6,900","5,460.00"
130,822200,1,,שעות נוספות       ,שכר,1.45%,"14,000","13,800","13,217.85"
140,822200,1,,השתתפות באחזקת רכב,שכר,-3.76%,"33,300","34,600","32,537.20"
210,822200,1,,השכר הקובע        ,שכר,0.00%,"3,000",0,0
263,822200,1,,"עובדי חברה כ""א",שכר,0.00%,"34,300",0,0
423,822200,1,,תחזוקת מבנה       ,קשיח,-25.00%,"1,200","1,600",0
431,822200,1,,חשמל              ,קשיח,0.00%,"6,300","6,300","9,140.74"
540,822200,1,,הוצאות טלפון      ,קשיח,0.00%,"4,300","4,300","2,489.83"
544,822200,1,,הוצאות דאר        ,קשיח,0.00%,"4,200","4,200",0
571,822200,1,,"מיכון וענ""א       ",קשיח,-10.92%,"20,400","22,900","22,900.00"
721,822200,1,,חמרים-תחזוקת מבנים,גמיש,0.00%,"6,000","6,000","5,983.15"
751,822200,1,,עבודות קבלניות    ,גמיש,-100.00%,0,"10,000","9,848.00"
780,822200,1,,תרבות תורנית      ,גמיש,0.00%,"1,020,000","1,020,000","1,227,142.25"
781,822200,1,,ארועים            ,גמיש,0.00%,"36,000","36,000","48,720.00"
794,822200,1,,השתתפות בעזר 094  ,קשיח,3.17%,"13,000","12,600","12,295.00"
875,822200,1,,הוצ' החב' לפיתוח,גמיש,0.00%,"50,000","50,000","38,831.00"
822200  סך הכל ,,,,פעולות תרבותיות   ,,2.67%,"1,458,100","1,420,200","1,607,939.16"
0,822700,1,,חוגי העשרה        , ,,                ,                ,
119,822700,1,,השכר הקובע-צוברת  ,שכר,-2.18%,"214,900","219,700","210,839.38"
122,822700,1,,ביגוד             ,שכר,-100.00%,0,"1,700","1,388.30"
126,822700,1,,דמי הבראה         ,שכר,51.67%,"9,100","6,000","4,814.00"
140,822700,1,,השתתפות באחזקת רכב,שכר,-0.62%,"16,000","16,100","15,676.50"
540,822700,1,,הוצאות טלפון      ,קשיח,0.00%,"3,500","3,500",700.36
571,822700,1,,"מיכון וענ""א       ",קשיח,-10.62%,"10,100","11,300","11,300.00"
781,822700,1,,פעולות שונות,קשיח,0.00%,"150,000","150,000","7,098.00"
794,822700,1,,השתתפות בעזר 094  ,קשיח,0.00%,"1,500","1,500","1,483.00"
822700  סך הכל ,,,,חוגי העשרה        ,,-1.15%,"405,100","409,800","253,299.54"
0,823000,1,,ספריות            , ,,                ,                ,
110,823000,1,,השכר הקובע-תקציבית,שכר,4.53%,"2,632,500","2,518,500","2,716,174.85"
119,823000,1,,השכר הקובע-צוברת  ,שכר,0.00%,0,0,75.74
122,823000,1,,ביגוד             ,שכר,-5.84%,"56,400","59,900","50,285.55"
126,823000,1,,דמי הבראה         ,שכר,-2.56%,"144,800","148,600","124,419.50"
130,823000,1,,שעות נוספות       ,שכר,5.66%,"203,500","192,600","209,466.50"
140,823000,1,,השתתפות באחזקת רכב,שכר,-29.52%,"76,400","108,400","98,303.10"
441,823000,1,,ביטוח             ,קשיח,0.00%,"20,600","20,600","18,540.00"
871,823000,1,,פסטיבל ישראל-מדיטק,גמיש,-50.00%,"450,000","900,000","900,000.00"
872,823000,1,,שבוע העיצוב,גמיש,-14.29%,"300,000","350,000","280,000.00"
873,823000,1,,כנס אופנה,גמיש,0.00%,"350,000","350,000","350,000.00"
874,823000,1,,"שכ""ד - מדיטק",קשיח,0.00%,"120,000","120,000","120,000.00"
875,823000,1,,הפעלת רשת הספריות,גמיש,-2.10%,"6,070,000","6,200,000","6,002,004.46"
876,823000,1,,הפעלת המדיטק,גמיש,-9.17%,"4,360,000","4,800,000","4,800,000.00"
877,823000,1,,השתתפות בסינימטק,גמיש,-5.00%,"475,000","500,000","600,000.00"
878,823000,1,,כנס עיצוב-מ' פיתוח אזורי,גמיש,0.00%,"270,000","270,000","250,000.00"
879,823000,1,,ביטוח כנגד הכנסות,קשיח,0.00%,"20,600","20,600","18,540.00"
880,823000,1,,הפקת מחול,קשיח,0.00%,"190,000","190,000","130,000.00"
881,823000,1,,נשים בעסקים,גמיש,-100.00%,0,"200,000",0
823000  סך הכל ,,,,ספריות            ,,-7.14%,"15,739,800","16,949,200","16,667,809.70"
0,825500,1,,להקות  עירוניות   , ,,                ,                ,
782,825500,1,,פע' דרך רשת קהילה ,גמיש,0.00%,"232,800","232,800","232,800.00"
783,825500,1,,שכר מנהלת להקות,גמיש,0.00%,"100,000","100,000","100,000.00"
784,825500,1,,"בי""ס למחול",גמיש,-100.00%,0,"50,000","50,000.00"
786,825500,1,,פעולות להקות      ,גמיש,0.00%,"96,000","96,000","96,000.00"
825500  סך הכל ,,,,להקות  עירוניות   ,,-10.44%,"428,800","478,800","478,800.00"
0,826100,1,,תיאטרון חולון     , ,,                ,                ,
431,826100,1,,חשמל              ,קשיח,0.00%,400,400,"7,217.13"
441,826100,1,,ביטוח             ,קשיח,0.00%,"29,400","29,400","2,800.00"
870,826100,1,,השתתפויות         ,גמיש,-5.00%,"3,192,000","3,360,000","3,365,829.55"
871,826100,1,,הש'-פעולות מיוחדות,גמיש,-14.29%,"1,500,000","1,750,000","1,547,000.00"
874,826100,1,,דמי שכירות,קשיח,0.00%,"33,800","33,800","33,800.00"
875,826100,1,,פסטיבל צלילי ילדות,גמיש,0.00%,"600,000","600,000","600,000.00"
876,826100,1,,מרכז לתינוקות,קשיח,0.00%,"500,000","500,000",0
879,826100,1,,ביטוח-כנגד הכנסות,קשיח,0.00%,"29,400","29,400","2,800.00"
931,826100,1,,הוצאות חד פעמיות  ,גמיש,0.00%,"110,000","110,000","110,000.00"
826100  סך הכל ,,,,תיאטרון חולון     ,,-6.52%,"5,995,000","6,413,000","5,669,446.68"
0,826110,1,,הסטודיו למשחק,,,,,
872,826110,1,,השת' בסטודיו למשחק,גמיש,0.00%,"273,600","273,600","273,600.00"
826110  סך הכל ,,,,הסטודיו למשחק,,0.00%,"273,600","273,600","273,600.00"
0,826120,1,,מוזיאון הקריקטורות,,,,,
872,826120,1,,השתתפות בהפעלה,גמיש,-10.00%,"900,000","1,000,000","999,997.00"
826120  סך הכל ,,,,מוזיאון הקריקטורות,,-10.00%,"900,000","1,000,000","999,997.00"
0,826200,1,,אומנויות ותערוכות  , ,,                ,                ,
119,826200,1,,השכר הקובע צוברת,שכר,-17.94%,"108,900","132,700","102,518.22"
140,826200,1,,השתתפות באחזקת רכב,שכר,15.60%,"16,300","14,100","13,724.70"
420,826200,1,,כיבוי אש          ,גמיש,-100.00%,0,"1,000",0
437,826200,1,,אחזקת אזעקה       ,קשיח,0.00%,"2,000","2,000",939.6
441,826200,1,,ביטוח,קשיח,0.00%,"2,800","2,800","2,800.00"
550,826200,1,,פירסומים          ,גמיש,0.00%,"200,000","200,000","198,841.69"
710,826200,1,,הובלות והסעות     ,גמיש,0.00%,"15,000","15,000","11,396.00"
