חשבון,שם חשבון,תקציב יחסי,ביצוע יחסי,שריון יחסי,ביצוע + שריון יחסי,יתרת תקציב יחסי,אחוז ביצוע יחסי, תקציב שנתי , ביצוע  שנתי 
1819101110,שכר מתיא,"406,300","491,740.26",0,"491,740.26","-85,440.26",121.02," 406,300 "," 491,740 "
1819101210,זמניים מתיא,"47,600",0,0,0,"47,600.00",0," 47,600 ", -   
1819101789,"שיכפול מת""י","32,000","30,123.96",0,"30,123.96","1,876.04",94.13," 32,000 "," 30,124 "
1820000300,הפרשות לשכר,0,0,0,0,0,0, -   , -   
1821000110,משכורת ושכר משולבי,"1,597,100","1,608,593.46",0,"1,608,593.46","-11,493.46",100.71," 1,597,100 "," 1,608,593 "
1821000115,שכר תקציבי עזר,"154,300","154,683.00",0,"154,683.00",-383,100.24," 154,300 "," 154,683 "
1821000130,שעות נוספות,"61,900","31,158.97",0,"31,158.97","30,741.03",50.33," 61,900 "," 31,159 "
1821000140,אחזקת רכב עובדים,"168,300","104,169.17",0,"104,169.17","64,130.83",61.89," 168,300 "," 104,169 "
1821000492,עזר משרדי,"65,400","65,175.00",0,"65,175.00",225,99.65," 65,400 "," 65,175 "
1821000511,כבוד,"1,000",962.7,0,962.7,37.3,96.27," 1,000 ", 963 
1821000520,ספרים ועיתונים,0,0,0,0,0,0, -   , -   
1821000550,פירסום,"85,000","84,976.00",0,"84,976.00",24,99.97," 85,000 "," 84,976 "
1821000593,עזר מחשב,"242,000","230,963.57",0,"230,963.57","11,036.43",95.43," 242,000 "," 230,964 "
1821000750,תמלוגים,"175,000","171,931.00",0,"171,931.00","3,069.00",98.24," 175,000 "," 171,931 "
1821000751,תרבות לקהילה,"150,000","123,956.00","2,343.00","126,299.00","23,701.00",84.19," 150,000 "," 123,956 "
1821000780,הוצאות שונות,"20,000","19,026.08",100,"19,126.08",873.92,95.63," 20,000 "," 19,026 "
1821000781,פסטיבלים,0,0,0,0,0,0, -   , -   
1821000782,ארועי קייץ,"319,000","297,646.06",832,"298,478.06","20,521.94",93.56," 319,000 "," 297,646 "
1821000799,אחזקה יד לבנים,"29,000","26,268.00",0,"26,268.00","2,732.00",90.57," 29,000 "," 26,268 "
1823000000,ספריות,0,0,0,0,0,0, -   , -   
1823000110,משכורת,"1,411,400","1,409,716.45",0,"1,409,716.45","1,683.55",99.88," 1,411,400 "," 1,409,716 "
1823000115,שכר תקציבי עזר,"244,200","244,805.00",0,"244,805.00",-605,100.24," 244,200 "," 244,805 "
1823000130,שעות נוספות,"30,000","24,213.74",0,"24,213.74","5,786.26",80.71," 30,000 "," 24,214 "
1823000140,אחזקת רכב עובדים,"23,800","15,314.28",0,"15,314.28","8,485.72",64.34," 23,800 "," 15,314 "
1823000210,זמניים,"122,200","77,966.92",0,"77,966.92","44,233.08",63.8," 122,200 "," 77,967 "
1823000310,פנסיה,0,0,0,0,0,0, -   , -   
1823000492,עזר משרדי,"43,800","43,650.00",0,"43,650.00",150,99.65," 43,800 "," 43,650 "
1823000550,מיתוג ספריה,0,0,0,0,0,0, -   , -   
1823000570,מחשב,"15,000","11,612.00",0,"11,612.00","3,388.00",77.41," 15,000 "," 11,612 "
1823000720,כריכת ספרים,"7,500","7,512.00",0,"7,512.00",-12,100.16," 7,500 "," 7,512 "
1823000740,כלים מכשירים וציוד,"6,000","6,000.00",0,"6,000.00",0,100," 6,000 "," 6,000 "
1823000780,הוצאות אחרות,"30,000","29,569.70",0,"29,569.70",430.3,98.56," 30,000 "," 29,570 "
1823000781,שבוע הספר העברי,"74,000","73,144.00",0,"73,144.00",856,98.84," 74,000 "," 73,144 "
1823000799,אחזקת בית ספיר,"80,400","72,825.00",0,"72,825.00","7,575.00",90.57," 80,400 "," 72,825 "
1823000930,רכישת ספרים,"52,500","52,222.70",0,"52,222.70",277.3,99.47," 52,500 "," 52,223 "
1824000110,משכורת ושכר משולבי,"876,400","883,245.92",0,"883,245.92","-6,845.92",100.78," 876,400 "," 883,246 "
1824000115,שכר תקציבי עזר,"35,100","33,184.00",0,"33,184.00","1,916.00",94.54," 35,100 "," 33,184 "
1824000130,שעות נוספות,"82,200","101,571.16",0,"101,571.16","-19,371.16",123.56," 82,200 "," 101,571 "
1824000140,אחזקת רכב עובדים,"53,500","45,169.44",0,"45,169.44","8,330.56",84.42," 53,500 "," 45,169 "
1824000210,זמניים,"55,000","65,746.96",0,"65,746.96","-10,746.96",119.53," 55,000 "," 65,747 "
1824000430,חשמל,"150,000","118,929.73",0,"118,929.73","31,070.27",79.28," 150,000 "," 118,930 "
1824000440,בטוח,"72,700","78,644.00",0,"78,644.00","-5,944.00",108.17," 72,700 "," 78,644 "
1824000492,עזר משרדי,"70,100","69,859.00",0,"69,859.00",241,99.65," 70,100 "," 69,859 "
1824000511,כיבוד,"2,000","1,948.90",0,"1,948.90",51.1,97.44," 2,000 "," 1,949 "
1824000780,הוצאות אחרות,"25,000","23,557.36","1,120.00","24,677.36",322.64,98.7," 25,000 "," 23,557 "
1824000798,אחזקה תקציבי עזר,"81,900","80,920.00",0,"80,920.00",980,98.8," 81,900 "," 80,920 "
1824000930,הוצאות חד פעמיות,"4,000",0,0,0,"4,000.00",0," 4,000 ", -   
1824001210,זמניים,"70,200","59,841.18",0,"59,841.18","10,358.82",85.24," 70,200 "," 59,841 "
1824001492,עזר משרדי קתדרה,"70,100","69,859.00",0,"69,859.00",241,99.65," 70,100 "," 69,859 "
1824001550,מכללות הוצאות פרסום,"15,000","14,951.80",0,"14,951.80",48.2,99.67," 15,000 "," 14,952 "
1824001750,מכללות עבודות קבלניות,"120,000","117,496.00",0,"117,496.00","2,504.00",97.91," 120,000 "," 117,496 "
1824001751,אירועים,"15,000","14,978.00",0,"14,978.00",22,99.85," 15,000 "," 14,978 "
1824001780,הוצאות חוגים,"45,000","25,928.00",0,"25,928.00","19,072.00",57.61," 45,000 "," 25,928 "
1824001930,ציוד מיחוד,"10,000","8,051.84",0,"8,051.84","1,948.16",80.51," 10,000 "," 8,052 "
1824002210,זמניים,"51,200","44,867.41",0,"44,867.41","6,332.59",87.63," 51,200 "," 44,867 "
1824002550,פירסום,"25,000","24,876.00",0,"24,876.00",124,99.5," 25,000 "," 24,876 "
1824002750,אוצרת גלריה,"35,000","34,998.00",0,"34,998.00",2,99.99," 35,000 "," 34,998 "
1824002780,אחרות גלריה,"75,000","72,761.40",0,"72,761.40","2,238.60",97.01," 75,000 "," 72,761 "
1824002781,בית היוצר,"75,000","74,916.20",0,"74,916.20",83.8,99.88," 75,000 "," 74,916 "
1824003110,משכורת ושכר משולבי,"545,400","540,999.60",0,"540,999.60","4,400.40",99.19," 545,400 "," 541,000 "
1824003115,שכר תקציבי עזר,"45,000","42,543.00",0,"42,543.00","2,457.00",94.54," 45,000 "," 42,543 "
1824003130,שעות נוספות,"33,700","43,621.46",0,"43,621.46","-9,921.46",129.44," 33,700 "," 43,621 "
1824003140,אחזקת רכב עובדים,"34,700","47,039.65",0,"47,039.65","-12,339.65",135.56," 34,700 "," 47,040 "
1824003210,זמניים,"198,000","209,383.71",0,"209,383.71","-11,383.71",105.74," 198,000 "," 209,384 "
1824003430,מאור כח חימום מים,"35,200","40,900.20",0,"40,900.20","-5,700.20",116.19," 35,200 "," 40,900 "
1824003440,בטוח,"79,400","79,397.00",0,"79,397.00",3,99.99," 79,400 "," 79,397 "
1824003492,עזר משרד,"71,200","70,957.00",0,"70,957.00",243,99.65," 71,200 "," 70,957 "
1824003550,פירסום גלר,"25,000","20,455.00","3,000.00","23,455.00","1,545.00",93.82," 25,000 "," 20,455 "
1824003750,חוגים מותנה הכנסה,"428,200","359,618.66",190,"359,808.66","68,391.34",84.02," 428,200 "," 359,619 "
1824003751,חוית תאטרון,"30,000","27,517.00","2,044.00","29,561.00",439,98.53," 30,000 "," 27,517 "
1824003780,הוצאות אחרות,"15,000","11,213.40","3,429.00","14,642.40",357.6,97.61," 15,000 "," 11,213 "
1824003798,אחזקה תקציבי עזר,"49,300","48,710.00",0,"48,710.00",590,98.8," 49,300 "," 48,710 "
1824003930,רכישת ספרים מתנ'ס גלר,"12,000","11,956.01",0,"11,956.01",43.99,99.63," 12,000 "," 11,956 "
1824004210,זמניים,"99,000","48,839.75",0,"48,839.75","50,160.25",49.33," 99,000 "," 48,840 "
1824004780,הוצ חוגים,"35,000","30,334.06","1,326.00","31,660.06","3,339.94",90.45," 35,000 "," 30,334 "
1824004930,ציוד מיוחד,"5,000","4,305.60",260.84,"4,566.44",433.56,91.32," 5,000 "," 4,306 "
1824005110,שכר חוגים א.כהן,"621,800","525,124.92",0,"525,124.92","96,675.08",84.45," 621,800 "," 525,125 "
1824005130,שעות נוספות,"55,800","52,175.27",0,"52,175.27","3,624.73",93.5," 55,800 "," 52,175 "
1824005210,זמניים   חוגים אלי כהן,"117,500","70,909.90",0,"70,909.90","46,590.10",60.34," 117,500 "," 70,910 "
1824005430,חשמל,"18,000","37,959.86",0,"37,959.86","-19,959.86",210.88," 18,000 "," 37,960 "
1824005492,עזר משרדי,"19,000","18,934.00",0,"18,934.00",66,99.65," 19,000 "," 18,934 "
1824005550,פירסום אלי כהן,"10,000","9,822.00",177,"9,999.00",1,99.99," 10,000 "," 9,822 "
1824005750,עבודות קבלניות,"101,800","78,882.59",0,"78,882.59","22,917.41",77.48," 101,800 "," 78,883 "
1824005780,הוצאות חוגים,"35,000","31,850.25","1,058.77","32,909.02","2,090.98",94.02," 35,000 "," 31,850 "
1824005930,ציוד יסודי ורכישת ספרים,"4,000","2,990.80",0,"2,990.80","1,009.20",74.77," 4,000 "," 2,991 "
1824006110,מדריכים אלי כהן,"280,000","347,473.56",0,"347,473.56","-67,473.56",124.09," 280,000 "," 347,474 "
1825200750,תזמורת קאמירת,0,0,0,0,0,0, -   , -   
1825200780,תחרויות מוזיקה,0,0,0,0,0,0, -   , -   
1825200782,כנס נושפים,0,0,0,0,0,0, -   , -   
1825200820,תמיכה במוזיקה,0,0,0,0,0,0, -   , -   
1825200870,השתתפות בתאגיד תרבות,"3,745,000","3,585,000.00","150,000.00","3,735,000.00","10,000.00",99.73," 3,745,000 "," 3,585,000 "
1825400210,זמניים,"229,000","219,118.61",0,"219,118.61","9,881.39",95.68," 229,000 "," 219,119 "
1825400750,מנצח תזמורת,"177,200","171,518.50",0,"171,518.50","5,681.50",96.79," 177,200 "," 171,519 "
1825400751,להקות יצוגיות,"274,800","269,994.26",0,"269,994.26","4,805.74",98.25," 274,800 "," 269,994 "
1825400780,הוצאות שונות,"40,000","33,115.00",0,"33,115.00","6,885.00",82.78," 40,000 "," 33,115 "
1826000781,סל תרבות,"845,000","766,986.62","3,000.00","769,986.62","75,013.38",91.12," 845,000 "," 766,987 "
1826100110,שכר עובדים במינויים,"633,400","715,355.00",0,"715,355.00","-81,955.00",112.93," 633,400 "," 715,355 "
1826100115,שכר תקציבי עזר,"1,226,200","1,229,237.00",0,"1,229,237.00","-3,037.00",100.24," 1,226,200 "," 1,229,237 "
1826100130,שעות נוספות,"45,000","63,521.11",0,"63,521.11","-18,521.11",141.15," 45,000 "," 63,521 "
1826100140,אחזקת רכב עובדים,"69,300","71,054.39",0,"71,054.39","-1,754.39",102.53," 69,300 "," 71,054 "
1826100210,זמניים,"294,600","364,525.24",0,"364,525.24","-69,925.24",123.73," 294,600 "," 364,525 "
1826100440,תיאטרונים ביטוח,"72,700","72,707.00",0,"72,707.00",-7,100," 72,700 "," 72,707 "
1826100492,מעטפות משלוח דאר וטלפון,"380,600","379,367.10",0,"379,367.10","1,232.90",99.67," 380,600 "," 379,367 "
1826100511,תיאטרונים אירוח וכיבוד,"3,000","2,983.40",0,"2,983.40",16.6,99.44," 3,000 "," 2,983 "
1826100550,פירסום,"300,000","285,897.00","7,264.00","293,161.00","6,839.00",97.72," 300,000 "," 285,897 "
1826100750,רכישות מופעים,"1,850,000","1,840,642.00",0,"1,840,642.00","9,358.00",99.49," 1,850,000 "," 1,840,642 "
1826100751,שבתרבות,"75,000","67,818.00","5,015.00","72,833.00","2,167.00",97.11," 75,000 "," 67,818 "
1826100781,הוצאות אחרות,"143,000","137,400.40",0,"137,400.40","5,599.60",96.08," 143,000 "," 137,400 "
1826100799,אחזקת בית ספיר,"306,100","277,259.00",0,"277,259.00","28,841.00",90.57," 306,100 "," 277,259 "
1826100810,עמותות בגין שמוש באולמות,0,0,0,0,0,0, -   , -   
1826100930,רכישות מיוחדות,"3,000",0,0,0,"3,000.00",0," 3,000 ", -   
1826110750,רכישת הצגות בהיכל,"623,000","615,191.20",0,"615,191.20","7,808.80",98.74," 623,000 "," 615,191 "
1826200110,משכורת,"205,400","196,846.70",0,"196,846.70","8,553.30",95.83," 205,400 "," 196,847 "
1826200115,שכר תקציבי עזר,"827,500","829,548.25",0,"829,548.25","-2,048.25",100.24," 827,500 "," 829,548 "
1826200130,שעות נוספות,0,0,0,0,0,0, -   , -   
1826200140,אחזקת רכב עובדים,"39,600","35,220.50",0,"35,220.50","4,379.50",88.94," 39,600 "," 35,221 "
1826200210,זמנים,"24,800","2,075.20",0,"2,075.20","22,724.80",8.36," 24,800 "," 2,075 "
1826200780,העברת דמי שכירות,"180,000","180,000.00",0,"180,000.00",0,100," 180,000 "," 180,000 "
1826200820,גרעון בית ספיר,0,0,0,0,0,0, -   , -   
1826200821,אחזקת בית ספיר,"356,200","322,637.62",0,"322,637.62","33,562.38",90.57," 356,200 "," 322,638 "
1827000110,משכורת ושכר משולבי,"145,400","175,974.43",0,"175,974.43","-30,574.43",121.02," 145,400 "," 175,974 "
1827000130,שעות נוספות,"7,600","11,211.71",0,"11,211.71","-3,611.71",147.52," 7,600 "," 11,212 "
1827000140,אחזקת רכב,"12,600","23,576.09",0,"23,576.09","-10,976.09",187.11," 12,600 "," 23,576 "
1827000210,זמניים,"566,600","478,522.83",0,"478,522.83","88,077.17",84.45," 566,600 "," 478,523 "
1827000750,בתי כנסת,"100,000","98,881.30","1,110.00","99,991.30",8.7,99.99," 100,000 "," 98,881 "
1827000780,חוגים,"845,000","804,117.08","46,829.51","850,946.59","-5,946.59",100.7," 845,000 "," 804,117 "
1827000781,חוגים נוספים,"325,000","321,763.66",0,"321,763.66","3,236.34",99," 325,000 "," 321,764 "
1828100110,משכורת ושכר משולבי,"893,000","1,075,724.27",0,"1,075,724.27","-182,724.27",120.46," 893,000 "," 1,075,724 "
1828100130,שעות נוספות,"118,800","169,116.28",0,"169,116.28","-50,316.28",142.35," 118,800 "," 169,116 "
1828100140,אחזקת רכב עובדים,"133,700","128,815.81",0,"128,815.81","4,884.19",96.34," 133,700 "," 128,816 "
1828100492,תקציב עזר משרדי,"75,400","75,142.00",0,"75,142.00",258,99.65," 75,400 "," 75,142 "
1828100511,מינהל הנוער אירוח וכיבוד,"2,800","2,789.60",0,"2,789.60",10.4,99.62," 2,800 "," 2,790 "
1828100593,עזר משרדי,"183,000","174,653.00",0,"174,653.00","8,347.00",95.43," 183,000 "," 174,653 "
1828100780,הוצאות אחרות,"8,600","8,257.00",0,"8,257.00",343,96.01," 8,600 "," 8,257 "
1828100781,נטע,"30,000","27,856.82","2,138.12","29,994.94",5.06,99.98," 30,000 "," 27,857 "
1828200110,שכר מוקדי הפעלה,"1,842,300","1,870,970.87",0,"1,870,970.87","-28,670.87",101.55," 1,842,300 "," 1,870,971 "
1828200130,שעות נוספות,"148,500","107,693.60",0,"107,693.60","40,806.40",72.52," 148,500 "," 107,694 "
1828200140,אחזקת רכב_עובדים,"253,500","166,457.42",0,"166,457.42","87,042.58",65.66," 253,500 "," 166,457 "
1828200710,פעילות נוער בסיכון,"292,000","292,000.00",0,"292,000.00",0,100," 292,000 "," 292,000 "
1828200751,פלש בק,"114,300","84,343.66",106,"84,449.66","29,850.34",73.88," 114,300 "," 84,344 "
1828200752,"הורה כ""ס","285,500","193,971.89","4,800.00","198,771.89","86,728.11",69.62," 285,500 "," 193,972 "
1828200780,מרכז לצעירים,"43,000","40,479.34",65.56,"40,544.90","2,455.10",94.29," 43,000 "," 40,479 "
1828210110,שכר נופשונים קבוע,0,181.74,0,181.74,-181.74,0, -   , 182 
1828210130,שעות נוספות,0,723.38,0,723.38,-723.38,0, -   , 723 
1828210210,זמניים,0,0,0,0,0,0, -   , -   
1828210780,הוצאות נופשונים,"125,000","25,598.00","8,586.00","34,184.00","90,816.00",27.34," 125,000 "," 25,598 "
1828300110,חוגי נוער השכר הקובע,"1,047,300","857,071.39",0,"857,071.39","190,228.61",81.83," 1,047,300 "," 857,071 "
1828300115,שכר תקציבי עזר,"50,100","47,364.00",0,"47,364.00","2,736.00",94.53," 50,100 "," 47,364 "
1828300130,שעות נוספות,"18,900","11,033.58",0,"11,033.58","7,866.42",58.37," 18,900 "," 11,034 "
1828300140,אחזקת רכב עובדים,"34,700","32,026.61",0,"32,026.61","2,673.39",92.29," 34,700 "," 32,027 "
1828300210,זמניים,"1,523,300","1,466,507.72",0,"1,466,507.72","56,792.28",96.27," 1,523,300 "," 1,466,508 "
1828300430,מאור כח חימום מים,"150,000","117,639.22",0,"117,639.22","32,360.78",78.42," 150,000 "," 117,639 "
1828300431,חומרי ניקוי,"23,100","21,230.00",0,"21,230.00","1,870.00",91.9," 23,100 "," 21,230 "
1828300440,בטוח,"32,300","32,242.00",0,"32,242.00",58,99.82," 32,300 "," 32,242 "
1828300492,עזר משרדי,"43,600","43,450.00",0,"43,450.00",150,99.65," 43,600 "," 43,450 "
1828300511,אירוח וכיבוד,"1,200","1,199.80",0,"1,199.80",0.2,99.98," 1,200 "," 1,200 "
1828300550,פירסום,"26,000","21,041.00","4,885.00","25,926.00",74,99.71," 26,000 "," 21,041 "
1828300750,מותנה הכנסות,"68,400","50,489.24",200,"50,689.24","17,710.76",74.1," 68,400 "," 50,489 "
1828300751,נסא,"20,000","20,000.00",0,"20,000.00",0,100," 20,000 "," 20,000 "
1828300752,מותנה הכנסות ממשלה,"80,000","75,711.14","4,087.67","79,798.81",201.19,99.74," 80,000 "," 75,711 "
1828300753,גלריה 29 מותנה הכנסות,"75,000","47,937.60",840,"48,777.60","26,222.40",65.03," 75,000 "," 47,938 "
1828300754,מנהיגות נוער מותנה הנכסות,"45,000","23,744.00",0,"23,744.00","21,256.00",52.76," 45,000 "," 23,744 "
1828300780,הוצאות אחרות,"52,000","50,994.07",636.86,"51,630.93",369.07,99.29," 52,000 "," 50,994 "
1828300781,פעולות קייץ נוער,"210,000","193,354.78","9,252.00","202,606.78","7,393.22",96.47," 210,000 "," 193,355 "
1828300782,נוער מנותק,"66,400","66,314.69",0,"66,314.69",85.31,99.87," 66,400 "," 66,315 "
1828300783,הוצאות אחרות מוסיקה,"115,000","113,517.40",300,"113,817.40","1,182.60",98.97," 115,000 "," 113,517 "
1828300784,הוצאות אחרות בתי נוער,"215,100","205,054.25","8,167.79","213,222.04","1,877.96",99.12," 215,100 "," 205,054 "
1828300785,"הוצאות אחרות עמ""ן","20,000","20,000.00",0,"20,000.00",0,100," 20,000 "," 20,000 "
1828300798,אחזקה תקציבי עזר,"49,300","48,710.00",0,"48,710.00",590,98.8," 49,300 "," 48,710 "
1828300930,רכישות מיחודות,"14,200","14,187.59",0,"14,187.59",12.41,99.91," 14,200 "," 14,188 "
1828400110,משכורת ושכר משולב,0,0,0,0,0,0, -   , -   
1828900781,הנוער העובד,"79,400","77,544.90",296,"77,840.90","1,559.10",98.03," 79,400 "," 77,545 "
1828900782,השומר הצעיר,"50,500","40,590.10","1,641.30","42,231.40","8,268.60",83.62," 50,500 "," 40,590 "
1828900783,בני עקיבא,"102,400","106,391.82","1,200.00","107,591.82","-5,191.82",105.07," 102,400 "," 106,392 "
1828900784,הצופים,"160,700","129,955.18","30,077.00","160,032.18",667.82,99.58," 160,700 "," 129,955 "
1828900785,מועצת תנועת הנוער,"85,000","84,383.60",22,"84,405.60",594.4,99.3," 85,000 "," 84,384 "
1828900786,מועצת נוער עירונית,"26,000","22,340.76",800,"23,140.76","2,859.24",89," 26,000 "," 22,341 "
1828900787,ביתר תנועת נוער,0,0,0,0,0,0, -   , -   
1829100110,משכורת מנהלה,"788,700","725,358.17",0,"725,358.17","63,341.83",91.96," 788,700 "," 725,358 "
1829100130,שעות נוספות,"84,200","106,484.79",0,"106,484.79","-22,284.79",126.46," 84,200 "," 106,485 "
1829100140,אחזקת רכב עובדים,"53,500","63,910.42",0,"63,910.42","-10,410.42",119.45," 53,500 "," 63,910 "
1829100510,כיבודים,0,0,0,0,0,0, -   , -   
1829100780,הוצאות אחרות,"1,000",974.7,0,974.7,25.3,97.47," 1,000 ", 975 
1829100930,רכישות מיוחדות,"10,000","9,971.00",0,"9,971.00",29,99.71," 10,000 "," 9,971 "
1829200110,משכורת איצטדיון,"254,400","239,803.56",0,"239,803.56","14,596.44",94.26," 254,400 "," 239,804 "
1829200130,שעות נוספות,"55,000","49,518.71",0,"49,518.71","5,481.29",90.03," 55,000 "," 49,519 "
1829200140,אחזקת רכב עובדים,"41,600","48,571.12",0,"48,571.12","-6,971.12",116.75," 41,600 "," 48,571 "
1829200420,תקונים,"10,000","7,788.00",0,"7,788.00","2,212.00",77.88," 10,000 "," 7,788 "
1829200430,חב חשמל-איצטדיון,0,0,0,0,0,0, -   , -   
1829200440,ביטוח איצטדיון,"87,100","87,073.00",0,"87,073.00",27,99.96," 87,100 "," 87,073 "
1829200492,עזר משרדי,"28,800","28,701.00",0,"28,701.00",99,99.65," 28,800 "," 28,701 "
1829200720,חומרים,"77,000","73,835.56","2,394.34","76,229.90",770.1,98.99," 77,000 "," 73,836 "
1829200740,הוצאות שונות,"60,000","48,083.50",377.5,"48,461.00","11,539.00",80.76," 60,000 "," 48,084 "
1829200750,עבודות קבלניות,"490,000","441,674.27","3,330.78","445,005.05","44,994.95",90.81," 490,000 "," 441,674 "
1829200760,חשמל,"120,000","117,119.62",0,"117,119.62","2,880.38",97.59," 120,000 "," 117,120 "
1829200796,אחזקת רכב תקציבי עזר,"65,600","64,435.00",0,"64,435.00","1,165.00",98.22," 65,600 "," 64,435 "
1829200930,רכישת,"7,000","7,000.00",0,"7,000.00",0,100," 7,000 "," 7,000 "
1829300110,פעולות ספורט השכר הקובע,"785,600","775,500.80",0,"775,500.80","10,099.20",98.71," 785,600 "," 775,501 "
1829300115,שכר תקציבי עזר,"440,000","415,971.00",0,"415,971.00","24,029.00",94.53," 440,000 "," 415,971 "
1829300130,שעות נוספות,"21,800","36,663.11",0,"36,663.11","-14,863.11",168.17," 21,800 "," 36,663 "
1829300140,אחזקת רכב עובדים,"44,600","52,888.56",0,"52,888.56","-8,288.56",118.58," 44,600 "," 52,889 "
1829300210,שכר זמניים,"1,243,000","1,474,748.78",0,"1,474,748.78","-231,748.78",118.64," 1,243,000 "," 1,474,749 "
1829300430,חשמל,"48,200","72,142.25",0,"72,142.25","-23,942.25",149.67," 48,200 "," 72,142 "
1829300440,בטוח,"60,600","60,535.00",0,"60,535.00",65,99.89," 60,600 "," 60,535 "
1829300441,בטוח ספורטאים,"135,000","102,838.00",0,"102,838.00","32,162.00",76.17," 135,000 "," 102,838 "
1829300740,כלים מכשירים וציוד,"56,000","52,689.00","3,103.40","55,792.40",207.6,99.62," 56,000 "," 52,689 "
1829300750,התאחדות ספורט בית ספרית,"134,500","133,632.20",0,"133,632.20",867.8,99.35," 134,500 "," 133,632 "
1829300751,שמירה,"94,200","47,067.22","13,455.00","60,522.22","33,677.78",64.24," 94,200 "," 47,067 "
1829300780,הוצאות שונות ספורט,"532,500","531,334.73",350,"531,684.73",815.27,99.84," 532,500 "," 531,335 "
1829300782,פרויקט קפלן,"110,000","106,498.42","3,500.00","109,998.42",1.58,99.99," 110,000 "," 106,498 "
1829300795,אחזקת אולמות ספורט עזר,"87,000","82,666.00",0,"82,666.00","4,334.00",95.01," 87,000 "," 82,666 "
1829300798,אחזקה תקציבי עזר,"173,400","171,326.00",0,"171,326.00","2,074.00",98.8," 173,400 "," 171,326 "
1829300810,"הפע"" ספורט",0,0,0,0,0,0, -   , -   
1829310110,שכר,"4,000","97,639.06",0,"97,639.06","-93,639.06",2440.97," 4,000 "," 97,639 "
1829310130,שעות נוספות ארועי ספורט,"14,100","9,638.62",0,"9,638.62","4,461.38",68.35," 14,100 "," 9,639 "
1829310210,שכר ארועי ספורט זמניים,"135,000","144,423.04",0,"144,423.04","-9,423.04",106.98," 135,000 "," 144,423 "
1829310750,ארועי ספורט מותנה הכנסה,"200,000","199,999.70",0,"199,999.70",0.3,99.99," 200,000 "," 200,000 "
1829310751,פרויקטים נגד הכנסות ועמותות סל,"1,008,600","485,657.04","1,392.00","487,049.04","521,550.96",48.28," 1,008,600 "," 485,657 "
1829310780,ארועי ספורט,"288,000","286,773.52",250,"287,023.52",976.48,99.66," 288,000 "," 286,774 "
1829310781,פרויקט מאמאנט/כדורשת,"35,000","19,984.00",0,"19,984.00","15,016.00",57.09," 35,000 "," 19,984 "
1829320750,קבלן נקיון וגינון ספורטק,"97,000","97,000.00",0,"97,000.00",0,100," 97,000 "," 97,000 "
1829320760,חשמל,"73,800","76,543.28",0,"76,543.28","-2,743.28",103.71," 73,800 "," 76,543 "
1829320780,הוצאות שונות,"10,000","9,730.00",0,"9,730.00",270,97.3," 10,000 "," 9,730 "
1829900115,שכר תקציבי עזר,"439,000","415,024.13",0,"415,024.13","23,975.87",94.53," 439,000 "," 415,024 "
1829900760,כרטיסים לבני נוער,"12,000","12,000.00",0,"12,000.00",0,100," 12,000 "," 12,000 "
1829900780,נבחרות על בתיכוניים,"90,000","88,963.00",952,"89,915.00",85,99.9," 90,000 "," 88,963 "
1829900781,העברות ממשלה לסל ספורט,"191,500","191,326.00",0,"191,326.00",174,99.9," 191,500 "," 191,326 "
1829900795,אחזקת אולמות ספורט עזר,"87,000","82,667.19",0,"82,667.19","4,332.81",95.01," 87,000 "," 82,667 "
1829900820,תמיכות בספורט,"4,366,000","4,342,508.00","3,600.00","4,346,108.00","19,892.00",99.54," 4,366,000 "," 4,342,508 "
1836200760,נטן,"157,000","156,818.00",0,"156,818.00",182,99.88," 157,000 "," 156,818 "
1840000300,הפרשות לשכר,0,0,0,0,0,0, -   , -   
1841000110,שכר עובדים,"11,798,400","11,764,847.07",0,"11,764,847.07","33,552.93",99.71," 11,798,400 "," 11,764,847 "
1841000130,שעות נוספות,"570,600","670,781.85",0,"670,781.85","-100,181.85",117.55," 570,600 "," 670,782 "
1841000140,אחזקת רכב עובדים,"985,500","1,026,268.46",0,"1,026,268.46","-40,768.46",104.13," 985,500 "," 1,026,268 "
1841000210,זמניים,"163,000","219,891.99",0,"219,891.99","-56,891.99",134.9," 163,000 "," 219,892 "
1841000310,"משכ"" פנסיורים",0,0,0,0,0,0, -   , -   
1841000440,מינהל הרווחה ביטוח,"6,600","6,580.00",0,"6,580.00",20,99.69," 6,600 "," 6,580 "
1841300115,שכר תקציבי עזר,"55,500","52,472.32",0,"52,472.32","3,027.68",94.54," 55,500 "," 52,472 "
1841300430,חשמל,"295,700","218,144.14",0,"218,144.14","77,555.86",73.77," 295,700 "," 218,144 "
1841300440,מינהל הרווחה ביטוח,"6,300","6,252.00",0,"6,252.00",48,99.23," 6,300 "," 6,252 "
1841300450,רהוט ואחזקתו,"4,000","1,416.00",0,"1,416.00","2,584.00",35.4," 4,000 "," 1,416 "
1841300492,עזר משרדי,"400,500","406,555.00",0,"406,555.00","-6,055.00",101.51," 400,500 "," 406,555 "
1841300593,עזר מחשב,"340,400","324,871.57",0,"324,871.57","15,528.43",95.43," 340,400 "," 324,872 "
1841300750,יעוץ רווחה,"1,000",0,0,0,"1,000.00",0," 1,000 ", -   
1841300780,מיגון בלשכות,"462,000","461,735.46",0,"461,735.46",264.54,99.94," 462,000 "," 461,735 "
