חשבון ,פרק,שם חשבון ,מחלקה ,מקורי 2015 ,ביצוע עד ספטמ,תקציב 2016-כו,תקציב בסיס 2016
1826404760,82,מרכז בית האומנים ,1826400,"1,870,000","467,500","1,970,000","1,871,500"
1826404870,82,בית האומנים - מרכז מבקרים,1826000,0,0,0,0
1827010870,82,תרבות תורנית ,1827000,"2,737,000","2,051,900","2,800,000","2,660,000"
1827010871,82,תרבות תורנית ,1827000,"1,700,000","1,274,500","1,700,000","1,615,000"
1827020820,82,פיוט ושירה ,1827000,"665,000","751,800","665,000","665,000"
1828200760,82,ניידות מידע - נוער משוטט ,1828000,"240,000","116,500","240,000","240,000"
1828200761,82,מניעה וטיפול נוער בחופשה ,1828000,0,0,"300,000","200,000"
1828200870,82,נוער ,1828000,"3,086,000","2,313,600","3,156,000","2,998,200"
1828200871,82,קיץ ישראלי ,1828000,"78,200",0,"78,200","70,000"
1828200872,82,מניעה וטיפול בנוער בחופשה,1828000,0,0,0,0
1828900870,82,תנועות נוער ,1828000,"1,500,000","1,124,600","1,650,000","1,650,000"
1829100110,82,השכר הקובע ,1829200,"849,000","638,200","872,000","872,000"
1829100120,82,תוספות שלא נכללות בשכר ,1829200,"289,000","241,300","299,000","299,000"
1829100130,82,שעות נוספות ,1829200,"248,000","184,000","258,000","232,200"
1829100140,82,החזר הוצאות רכב ,1829200,"275,000","154,500","230,000","230,000"
1829100141,82,החזר הוצאות אחר ,1829200,"30,000","23,600","32,000","32,000"
1829100181,82,הפרשות סוציאליות ,1829200,"150,000","113,200","156,000","156,000"
1829100182,82,מיסים ועלויות ,1829200,"230,000","170,100","239,000","239,000"
1829200771,82,חשמל מגרשי ספורט ,1829200,"180,000","166,600","220,000","220,000"
1829201110,82,השכר הקובע ,1829200,"291,000","195,000","263,000","263,000"
1829201120,82,תוספות שלא נכללות בשכר ,1829200,"59,000","48,900","58,000","58,000"
1829201130,82,שעות נוספות ,1829200,"37,000","50,800","70,000","63,000"
1829201140,82,החזרהוצאות רכב ,1829200,"73,000","40,500","74,000","74,000"
1829201141,82,החזר הוצאות אחר ,1829200,"16,000","9,200","13,000","13,000"
1829201181,82,הפרשות סוציאליות ,1829200,"46,000","30,700","42,000","42,000"
1829201182,82,מיסים ועלויות ,1829200,"80,000","45,400","66,000","66,000"
1829201540,82,דואר וטלפון ,1829200,"3,000","1,600","3,000","3,000"
1829201720,82,חומרים ,1829200,"149,000","38,100","149,000","141,600"
1829201730,82,כלי איצ' עירוני-דלק012-15,1829200,"25,000","7,400","25,000","25,000"
1829201740,82,כלים מכשירים וציוד ,1829200,"23,000",0,"23,000","23,000"
1829201750,82,עבודות קבלניות ,1829200,"146,000","59,900","146,000","146,000"
1829201772,82,מים לפעולות ,1829200,"680,000",0,"680,000","680,000"
1829201779,82,בטיחות עובדים ,1829200,"3,000","1,800","3,000","3,000"
1829201781,82,מיגון האיצטדיון ,1829200,"2,000",0,"2,000","2,000"
1829201820,82,דמי שימוש - תמיכה עקיפה ,1829200,"4,200,000","3,861,600","4,200,000","4,200,000"
1829202110,82,השכר הקובע ,1829200,"148,000","119,200","163,000","163,000"
1829202120,82,תוספות שלא נכללות בשכר ,1829200,"40,000","36,800","44,000","44,000"
1829202130,82,שעות נוספות ,1829200,"31,000","14,200","22,000","19,800"
1829202140,82,החזר הוצאות רכב ,1829200,"33,000","16,500","59,000","59,000"
1829202141,82,החזר הוצאות אחר ,1829200,"11,000","7,800","11,000","11,000"
1829202181,82,הפרשות סוציאליות ,1829200,"23,000","17,000","25,000","25,000"
1829202182,82,מיסים ועלויות ,1829200,"34,000","25,500","42,000","42,000"
1829202420,82,אחזקת מבנים ,1829200,"3,836,700","3,196,000","4,250,000","4,050,000"
1829202772,82,מים לפעולות ,1829200,0,0,0,0
1829202920,82,אחזקת איצטדיונים ,1829200,"1,037,000","427,200","700,000","700,000"
1829202921,82,אחז' מתקנים ואולמות ספורט,1829200,"300,000","300,000","800,000","800,000"
1829300540,82,הוצ' טלפון ,1829300,0,400,0,0
1829300750,82,שעות הדרכה-ספורט ,1829300,"883,800","737,100","900,000","900,000"
1829300870,82,פעולות ספורט ,1829300,"1,251,200","1,042,300","1,300,000","1,300,000"
1829300871,82,אגודות ספורט-רשות הספורט ,1829300,"508,300","423,400","508,300","508,300"
1829300872,82,ספורטיאדה ,1829300,"58,700","58,700","83,700","83,700"
1829300873,82,ספורט עממי ,1829300,"586,000","488,100","586,000","586,000"
1829300981,82,הוצ' חד פעמיות - צוק איתן,1829300,0,0,0,0
1829900820,82,אגודות ספורט ,1829900,"13,000,000","12,000","13,000,000","13,000,000"
1829901820,82,מ.ס אשדוד קבוצה מאוחדת ,1829900,0,"3,087,000",0,0
1829902820,82,מועדון כדורסל -בנות אשדוד,1829900,0,"5,501,600",0,0
1829903820,82,כדורסלני מכבי אשדוד ,1829900,0,"5,893,200",0,0
1829904820,82,ספורטאי מכבי אשדוד ,1829900,0,"283,200",0,0
1829905820,82,אליצור אשדוד ,1829900,0,"40,900",0,0
1829906820,82,הפועל אשדוד ענפים ,1829900,0,"702,700",0,0
1829907820,82,הפועל אשדוד טניס שולחן ,1829900,0,"14,800",0,0
1829908820,82,ביתר אשדוד ,1829900,0,"155,300",0,0
1829909820,82,ביתר אשדוד -טניס שולחן ,1829900,0,"39,100",0,0
1829910820,82,עמותת שחייני אשדוד ,1829900,0,"25,800",0,0
1829911820,82,עמותת שח-מט אשדוד ,1829900,0,"268,500",0,0
1829912820,82,מועדון כדור הזהב ,1829900,0,"37,600",0,0
1829913820,82,מועדון כדורת אשדוד ,1829900,0,"7,500",0,0
1829914820,82,קידום ספורט הנכים ,1829900,0,"36,900",0,0
1829915820,82,פ.ספורט - מח' הספורט ,1829900,0,"350,900",0,0
1829916820,82,מיטב לקידום תרבות הספורט ,1829900,0,"10,300",0,0
1829918820,82,אלפא דנס ספורט ,1829900,0,"22,500",0,0
1829921820,82,הפועל ארזים אשדוד ,1829900,0,"92,200",0,0
1829924820,82,אשדוד A קריקט קלאב ,1829900,0,"50,400",0,0
1829925820,82,"ב""ס השגי להאבקות אשדוד ",1829900,0,0,0,0
1829926820,82,גל אולימפי ,1829900,0,"68,800",0,0
1829930820,82,מצויינות בספורט ,1829900,0,0,0,0
1829931820,82,גלישת גלים ,1829900,0,"22,100",0,0
1829932820,82,דרקון הזהב ,1829900,0,"14,800",0,0
1829933820,82,העמותה לעדוד הספורטאי החר,1829900,0,"11,300",0,0
1829934820,82,ספורט עממי ,1829900,0,"3,800",0,0
1832200760,83,סל שיקום -העברה למרפאת הש,5832200,0,0,0,0
1832300410,83,שכירות מרפאת השיניים בסיט,5832300,0,0,0,0
1832300540,83,דואר וטלפון ,5832300,0,0,0,0
1832300760,83,בריאות השן לתלמיד ,5832300,0,0,0,0
1832301760,83,בריאות השן - מניעתי 1 ,5832300,0,0,0,0
1832400110,83,השכר הקובע ,5832400,"410,000","307,800","413,000","413,000"
1832400120,83,תוספות שלא נכללות בשכר ,5832400,"44,000","43,400","45,000","45,000"
1832400130,83,שעות נוספות ,5832400,"36,000","19,000","20,000","18,000"
1832400141,83,החזר הוצאות אחר ,5832400,"28,000","20,800","28,000","28,000"
1832400181,83,הפרשות סוציאליות ,5832400,"62,000","45,900","59,000","59,000"
1832400182,83,מיסים ועלויות ,5832400,"62,000","42,200","62,000","62,000"
1832400211,83,נקיון טיפות חלב ,5832400,0,0,0,0
1832400750,83,"ממ""ק ניקיון בטיפות חלב ",5832400,"153,000",0,"180,000","130,000"
1832400771,83,חשמל טפות חלב ,5832400,"110,000","76,700","110,000","110,000"
1835000421,83,שיפוץ מבני רשות למלחמה בס,5835001,"26,000","26,000","26,000","26,000"
1835000530,83,צמוד אילנה - 86-315-71 ,5835000,"35,000","17,300","30,000","30,000"
1835000760,83,גיל הרך - שמיד ,5835000,"250,000","61,700","250,000","250,000"
1835001410,83,בריאות בקהילה - גבייה עצמ,5835000,"10,000",0,"10,000","10,000"
1835001750,83,ערים בריאות ,5835000,"250,000","215,600","500,000","400,000"
1835001760,83,אישפוזית ומעון יום פסיכיא,5835001,"1,100,000","866,600","1,100,000","1,050,000"
1835001771,83,חשמל הרשות לסמים ,5835001,"120,000","120,000","150,000","150,000"
1835001920,83,שיפוץ מבני הרשות למלחמה ב,5835001,"200,000",0,"200,000","200,000"
1835002750,83,עיר פעילה ובריאה ,5835000,0,0,0,0
1835002760,83,סיוע לארגוני בריאות ,5835000,0,0,0,0
1835003410,83,מרכז שיטור קהילתי רובע ב',5835001,"245,000","222,900","245,000","245,000"
1835003760,83,הרשות למלחמה בסמים והתמכר,5835001,"2,120,000","1,608,700","2,120,000","2,020,000"
1835003761,83,מניעה וטיפול בנוער בחופשו,5835001,"500,000","464,000","640,000","600,000"
1835003762,83,חושבים הורים ,5835001,"200,000","150,000","200,000","190,000"
1835003763,83,טיפול בנוער מסיכון לסיכוי,5835001,0,0,"897,000","597,000"
1835003772,83,הרשות לסמים - מים ,5835001,"48,000",0,"48,000","48,000"
1835003773,83,הרשות לסמים - השתתפות באר,5835001,"140,000","140,000","140,000","140,000"
1835003810,83,הרשות למלחמה בסמים ,5835001,"1,095,000","821,300","1,160,000","1,060,000"
1835003811,83,השתתפות משרדי ממשלה ,5835001,"1,564,000","1,227,700","1,564,000","1,564,000"
1835004760,83,פרויקטי הפחתת אלימות נוער,5835001,"369,000","317,100","369,000","369,000"
1835005750,83,תוכנית עידוד - שמיד ,5835000,"60,000",0,0,0
1835005760,83,עיר ללא אלימות ,5835001,"1,736,000","1,555,800","1,736,000","1,736,000"
1835006760,83,קיץ בטוח - ואנדליזם ,5835001,"115,000","65,600","115,000","115,000"
1835007760,83,הדרכת הורים - שמיד ,5835000,"24,000",0,0,0
1836200810,83,נט'ן/השתתפ'+תרומות ,5836000,"505,000","378,700","505,000","505,000"
1836201810,83,אט'ן/השתתפ'+תרומות ,5836000,"575,000","431,200","575,000","575,000"
1841000110,84,השכר הקובע ,5841000,"2,903,000","1,980,800","3,042,000","3,042,000"
1841000120,84,תוספות שלא נכללות ,5841000,"387,000","325,900","433,000","433,000"
1841000130,84,שעות נוספות ,5841000,"91,000","39,200","63,000","56,700"
1841000140,84,החזר הוצאות רכב ,5841000,"356,000","205,900","358,000","358,000"
1841000141,84,החזר הוצאות אחר ,5841000,"93,000","85,000","126,000","126,000"
1841000181,84,הפרשות סוציאליות ,5841000,"558,000","380,600","585,000","585,000"
1841000182,84,מיסים ועלויות ,5841000,"542,000","369,400","577,000","577,000"
1841000210,84,משכורת זמניים ,5841000,"100,000","36,200",0,0
1841000211,84,"_מילוי מקום מטפלות בי""ס נ",5845200,0,0,0,0
1841000410,84,שכירות ,5841000,"602,000","386,700","571,000","571,000"
1841000411,84,ועד בית ,5841000,0,0,"57,000","57,000"
1841000420,84,מעליות מבני רווחה ,5841000,"64,000","31,000","65,000","65,000"
1841000421,84,שיפוץ ותחזוקת מבנה רווחה ,5841000,"400,000","148,300","470,000","420,000"
1841000422,84,זיפות מבני רווחה ,5841000,0,0,0,0
1841000423,84,תחזוקת מבני רווחה ,5841000,0,0,0,0
1841000424,84,תחזוקת חשמל במבני רווחה ,5841000,0,0,0,0
1841000425,84,אחזקת מזגנים במבני רווחה ,5841000,0,0,0,0
1841000433,84,חמרי נקיון ,5841000,"20,000","16,900","20,000","20,000"
1841000434,84,שרותי נקיון/משכ'ל ,5841000,"530,000","509,700","706,000","706,000"
1841000450,84,רהוט והחזקתו/בלאי ,5841000,"43,000","10,300","43,000","43,000"
1841000470,84,ציוד משרדי מתכלה ,5841000,"65,000","46,800","65,000","65,000"
1841000471,84,מכונות צילום ופקסים - מינ,5841000,"36,000","36,000","39,600","39,600"
1841000510,84,אשל וכיבוד ,5841000,"5,000","2,700","5,000","5,000"
1841000511,84,כיבוד לישיבות לשכת ר' מינ,5841000,0,0,0,0
1841000521,84,השתלמויות מקצועיות ,5841000,"7,000","6,400","7,000","7,000"
1841000522,84,ספרות מקצועית ועתונות ,5841000,"5,000",600,"5,000","5,000"
1841000540,84,דואר וטלפון ,5841000,"125,000","80,800","125,000","125,000"
1841000542,84,"רט""ן - רשת טלפונים ניידים",5841000,"98,100","74,100","112,000","112,000"
1841000571,84,חומרה ,5841000,"100,000","83,100","100,000","100,000"
1841000572,84,תוכנה ,5840000,"105,000","41,400","100,000","100,000"
1841000575,84,שירותי מחשוב שונים ,5840000,"19,000","14,500","19,000","19,000"
1841000577,84,תקשורת מחשבים ,5840000,"20,000","15,700","20,000","20,000"
1841000580,84,כנס עובדי רווחה ,5841000,0,"2,000",0,0
1841000710,84,הובלות והסעות קבלניות ,5841000,"23,000","17,000","43,000","43,000"
1841000720,84,חומרים-חשמל ואינסטלציה ,5841000,0,0,0,0
1841000730,84,רכב תפעולי 18-623-74 ,5840000,"30,000","11,300","30,000","30,000"
1841000751,84,שרותי מוקד לחצני מצוקה ,5841000,"43,000","24,200","43,000","43,000"
1841000752,84,שרותי שמירה בלשכות ,5841000,"524,000","170,800","400,000","400,000"
1841000753,84,אח' גינון מבני רווחה ,5841000,"80,000","4,900","80,000","80,000"
1841000754,84,"ממ""ק נקיון ",5841000,"35,000",0,"35,000","35,000"
1841000760,84,גיל הרך ,5841000,"130,000",0,"130,000","100,000"
1841000761,84,בנות שרות לאומי ,5841000,"210,000","71,300","210,000","210,000"
1841000762,84,שיקום האסיר ,5841000,"12,000","10,200","12,000","12,000"
1841000771,84,חשמל רווחה ,5841000,"800,000","641,400","850,000","850,000"
1841000772,84,מים מוסדות רווחה ,5841000,"360,000","182,700","400,000","400,000"
1841000779,84,בטיחות עובדים ,5841000,"8,000","3,300","10,000","10,000"
1841000840,84,מחשוב מחלקות רווחה 112920,5841000,"227,000",0,"227,000","227,000"
1841000920,84,העברת תקציב פיתוח לרגיל ,5841000,"180,000","51,500","180,000","180,000"
1841001110,84,השכר הקובע ,5841000,"2,677,000","1,754,600","2,511,000","2,511,000"
1841001120,84,תוספות שלא נכללות בשכר ,5841000,"257,000","217,300","247,000","247,000"
1841001130,84,שעות נוספות ,5841000,"47,000","93,000","76,000","68,400"
1841001140,84,החזר הוצאות רכב ,5841000,"228,000","125,000","178,000","178,000"
1841001141,84,החזר הוצאות אחר ,5841000,"112,000","80,600","115,000","115,000"
1841001181,84,הפרשות סוציאליות ,5841000,"470,000","311,900","444,000","444,000"
1841001182,84,מיסים ועליות ,5841000,"434,000","292,900","439,000","439,000"
1841001471,84,מכונות צילום - יחידות ברו,5841000,"3,500","3,500","3,900","3,900"
1841001510,84,כיבוד מחלקות וועדת השמה ,5841000,"13,000","9,700","13,000","13,000"
1841001530,84, - 1888234מנהל אגף ע ,5841000,"35,000","5,300","35,000","35,000"
1841001580,84,יעוץ להתחשבנות משרד הרווח,5841000,"250,000","164,300","250,000","250,000"
1841001750,84,שיפוצים והצטיידות מ.רווחה,5841000,"200,000","3,500","200,000","150,000"
1841001760,84,אחזקת מבני רווחה ,5841000,"82,000","68,000","87,000","87,000"
1841001840,84,סל בטיחות בסיסי 1014423 ,5841000,"20,000","7,100","20,000","20,000"
1841002530,84, - 1888534מנהלת אגף ש ,5841000,"50,000","24,600","50,000","50,000"
1841002760,84,יוזמות רווחה ,5840000,"230,000","109,400","300,000","250,000"
1841003530,84,רכב 69-816-52 ר' מנהל ,5841000,"60,000","43,000","65,000","65,000"
1841003760,84,מעורבות קהילתית ,5841000,0,0,0,0
1841004530,84,רכב 37-749-74 מירן ,5840000,0,0,"30,000","30,000"
1841004760,84,הוצאות משפחתונים ,5843900,"206,000","118,300","207,000","207,000"
1841005760,84,תרומות-העברה ,5841000,"3,000",0,"3,000","3,000"
1841005840,84,פעולות ארגוניות 1014420 ,5841000,"33,000","5,200","33,000","33,000"
1841006110,84,השכר הקובע ,5841000,"3,977,000","3,038,800","4,239,000","4,239,000"
1841006120,84,תוספות שלא נכללות בשכר ,5841000,"538,000","438,300","499,000","499,000"
1841006130,84,שעות נוספות ,5841000,"225,000","190,800","258,000","232,200"
1841006140,84,החזר הוצאות רכב ,5841000,"612,000","445,600","726,000","726,000"
1841006141,84,החזר הוצאות אחר ,5841000,"256,000","216,000","299,000","299,000"
1841006181,84,הפרשות סוציאליות ,5841000,"805,000","607,900","842,000","842,000"
1841006182,84,מיסים ועלויות ,5841000,"740,000","556,600","815,000","815,000"
1841010110,84,השכר הקובע ,5841000,"2,577,000","1,959,900","2,656,000","2,656,000"
1841010120,84,תוספות שלא נכללות בשכר ,5841000,"405,000","347,000","426,000","426,000"
1841010130,84,שעות נוספות ,5841000,"220,000","158,700","220,000","198,000"
1841010140,84,החזר הוצאות רכב ,5841000,"547,000","366,700","536,000","536,000"
1841010141,84,החזר הוצאות אחר ,5841000,"147,000","120,500","162,000","162,000"
1841010181,84,הפרשות סוציאליןת ,5841000,"618,000","449,100","608,000","608,000"
1841010182,84,מיסים ועלויות ,5841000,"522,000","391,100","555,000","555,000"
1841010471,84,מ.צילום מחלקה א' ,5841000,"7,000","5,400","7,700","7,700"
1841010540,84,דואר וטלפון - א ,5841000,"60,000","34,700","85,000","85,000"
1841020110,84,השכר הקובע ,5841000,"2,331,000","1,589,600","2,256,000","2,256,000"
1841020120,84,תוספות שלא נכללות בשכר ,5841000,"302,000","274,800","335,000","335,000"
1841020130,84,שעות נוספות ,5841000,"106,000","84,000","119,000","107,100"
1841020140,84,החזר הוצאות רכב ,5841000,"367,000","211,300","317,000","317,000"
1841020141,84,החזר תוספות אחר ,5841000,"147,000","109,300","154,000","154,000"
1841020181,84,הפרשות סוציאליות ,5841000,"570,000","373,700","534,000","534,000"
1841020182,84,מיסים ועלויות ,5841000,"429,000","294,800","438,000","438,000"
1841020471,84,מ. צילום מחלקה ב' ,5841000,"5,800","5,000","6,400","6,400"
1841020540,84,דואר וטלפון - ב שיקום ע,5841000,"80,000","43,000","80,000","80,000"
1841021471,84,מ. צילום מחלקה ב' קומה 1 ,5841000,0,0,"1,500","1,500"
1841030110,84,השכר הקובע ,5841000,"2,479,000","1,964,400","2,836,000","2,836,000"
1841030120,84,תוספות שלא נכללות בשכר ,5841000,"361,000","304,500","359,000","359,000"
1841030130,84,שעות נוספות ,5841000,"87,000","74,000","108,000","97,200"
1841030140,84,החזר הוצאות רכב ,5841000,"355,000","302,900","433,000","433,000"
1841030141,84,החזר הוצאות אחר ,5841000,"173,000","147,400","217,000","217,000"
1841030181,84,הפרשות סוציאליות ,5841000,"491,000","431,300","617,000","617,000"
1841030182,84,מיסים ועלויות ,5841000,"457,000","364,900","541,000","541,000"
1841030471,84,מ. צילום מחלקה ו' ,5841000,"7,000",0,"7,700","7,700"
1841030540,84,דואר וטלפון - ו ,5841000,"55,000","31,300","55,000","55,000"
1841040110,84,השכר הקובע ,5841000,"2,082,000","1,656,900","2,239,000","2,239,000"
1841040120,84,תוספות שלא נכללות בשכר ,5841000,"266,000","239,600","272,000","272,000"
1841040130,84,שעות נוספות ,5841000,"68,000","67,400","88,000","79,200"
1841040140,84,החזר הוצאות רכב ,5841000,"349,000","299,000","364,000","364,000"
1841040141,84,החזר הוצאות אחר ,5841000,"138,000","118,400","158,000","158,000"
1841040181,84,הפרשות סוציאליות ,5841000,"472,000","366,100","489,000","489,000"
1841040182,84,מיסים ועלויות ,5841000,"383,000","309,600","423,000","423,000"
1841040471,84,מ.צילום מחלקה יג' ,5841000,"4,700",0,"5,200","5,200"
1841040540,84,דואר וטלפון - י ,5841000,"40,000","21,700","40,000","40,000"
1841050110,84,השכר הקובע ,5841000,"1,848,000","1,369,900","1,949,000","1,949,000"
1841050120,84,תוספות שלא נכללות בשכר ,5841000,"294,000","265,700","329,000","329,000"
1841050130,84,שעות נוספות ,5841000,"121,000","89,500","129,000","116,100"
1841050140,84,החזר הוצאות רכב ,5841000,"267,000","233,100","328,000","328,000"
1841050141,84,החזר הוצאות אחר ,5841000,"140,000","113,900","163,000","163,000"
1841050181,84,הפרשות סוציאליות ,5841000,"375,000","297,300","428,000","428,000"
1841050182,84,מיסים ועלויות ,5841000,"353,000","269,600","394,000","394,000"
1841050471,84,מ.צילום שיקום מוגבלויות ,5841000,"7,000",0,"7,700","7,700"
1841060110,84,השכר הקובע ,5841000,"906,000","693,800","963,000","963,000"
1841060120,84,תוספות שלא נכללות בשכר ,5841000,"115,000","125,600","151,000","151,000"
1841060130,84,שעות נוספות ,5841000,"38,000","29,000","40,000","36,000"
1841060140,84,החזר הוצאות רכב ,5841000,"172,000","107,800","163,000","163,000"
1841060141,84,החזר הוצאות אחר ,5841000,"41,000","43,600","60,000","60,000"
1841060181,84,הפרשות סוציאליות ,5841000,"165,000","135,300","184,000","184,000"
1841060182,84,מיסים ועלויות ,5841000,"169,000","126,500","184,000","184,000"
1841060471,84,מ.צילום מחלקה לעבודה קהיל,5841000,"4,700",0,"5,200","5,200"
1842200760,84,מיזם הזנחה - ילד ונוער ,5842200,"630,000","232,500","830,000","830,000"
1842201840,84,מקלטים לנשים מוכות 025100,5842200,"463,000","236,700","463,000","463,000"
1842202760,84,צרכים מיוחדים ,5842200,0,0,0,0
1842202841,84,עזרה ליולדות ,5842200,"72,000",0,"72,000","72,000"
1842203840,84,משפחות במצוקה בקהילה 5410,5842200,"698,000","670,500","698,000","698,000"
1842203841,84,תגבור למשפחות במצוקה בקהי,5842200,"196,000",0,"196,000","146,000"
1842205840,84,טיפול בדרי רחוב 1025510 ,5842200,"1,000,000","858,100","1,273,000","1,273,000"
1842206840,84,מס.ארציות לדרי רחוב 25511,5842200,"301,000","72,900","301,000","301,000"
1842207810,84,קמחא דפסחא ,5842200,"118,000","118,000","118,000","118,000"
1842207811,84,חלוקת סלי מזון לראש השנה ,5842200,"83,000","263,800","83,000","83,000"
1842207840,84,סיוע למשפחות עם ילדים 418,5842200,"581,300","532,200","587,600","587,600"
1842211840,84,צרכים מיוחדים שעת חרום 11,5842200,"651,000","-40,000","691,000","691,000"
1842212840,84,דרי רחוב רב בעייתי 025512,5842200,"20,000",0,"20,000","20,000"
1842213840,84,מרכזי תעסוקה עירוניים 613,5842200,"3,779,000","20,000","3,779,000","3,779,000"
1842401840,84,סדנאות למשפחה 1026040 ,5842400,"113,000","2,600","113,000","113,000"
1842402840,84,טיפול בפרט ובמשפחה 026041,5842400,0,0,0,0
1842403840,84,מרכזי טיפול באלימות 26090,5842400,"536,700","328,300","590,000","590,000"
1842404840,84,מס. טיפ.לגברים אלימים 093,5842400,"59,100","63,300","63,000","63,000"
1842407840,84,תכנית למניעת אלימות 39630,5842400,"38,700","23,600","38,700","38,700"
1842408840,84,תחנות לטיפול במשפחה 26042,5842400,"23,000","21,200","36,000","36,000"
1842409840,84,נושמים לרווחה ,5842400,"2,190,000","22,400","729,900","729,900"
1843240772,84,מים טיפות חלב ,5335000,"30,000","20,300","30,000","30,000"
1843500471,84,מכונת צילום מרכז הורים יל,5843500,"3,500",0,"3,700","3,700"
1843500760,84,צהרונים ,5843500,"390,000","285,200","390,000","390,000"
1843500810,84,ועדת הנחות למועדוניות ,5843500,"54,000",0,"54,000","54,000"
1843500840,84,ת. לאומית ילד ונוער 38400,5843500,"2,162,400","1,537,500","2,162,400","2,162,400"
1843501471,84,מכונת צילום הורים ילדים י,5843500,"3,500",0,"3,700","3,700"
1843501760,84,הוצאות מרכז הורים ילדים ,5843500,"14,000",0,"14,000","14,000"
1843501840,84,טיפול במשפחות אומנה 38413,5843500,"891,000","751,100","975,000","975,000"
1843502840,84,מרכזי הורים -וילדים 39442,5843500,"688,800","346,900","691,200","691,200"
1843503840,84,יצירת קשר הורים-ילדים 414,5843500,"153,300","129,800","157,700","157,700"
1843504840,84,טיפול בילד בקהילה 1039440,5843500,"3,537,000","3,026,600","3,537,000","3,537,000"
1843504930,84,ציוד בסיסי לתלמידים ,5843500,"59,000","25,100","59,000","59,000"
1843505840,84,מועדוניות משותפות 1039441,5843500,"426,700","106,000","426,700","426,700"
1843507760,84,קייטנות ובריכות ,5843500,"200,000","200,000","200,000","200,000"
1843507810,84,בית רשת ,5843500,"300,000","279,100","300,000","300,000"
1843507840,84,טיפול בפגיעות מיניות 9483,5843500,"97,000","132,600","120,000","120,000"
1843508760,84,גמל'א ,5843500,"69,000","55,600","69,000","69,000"
1843508840,84,בדיקות פסיכולוגיות 039482,5843500,"16,000","45,100","42,300","42,300"
1843509760,84,תוכנית אפיקים ,5843500,"36,000",0,"36,000","36,000"
1843510760,84,מיזם קיץ ,5843500,0,0,0,0
1843800840,84,אחזקת ילדים בפנימיות 8410,5843800,"26,491,000","20,986,700","28,418,500","28,418,500"
1843801840,84,תוכנית עם הפנים לקהילה 17,5843800,0,"8,500",0,0
1843900441,84,ביטוח ילדי משפחתונים ,5843900,"20,000",200,"18,000","18,000"
1843900810,84,מעונות יום-תמ'ת ,5843900,"4,800,000","4,310,700","4,800,000","4,800,000"
1843900840,84,ילדים במעונות יום 1039010,5843900,"13,145,100","9,372,800","13,846,300","13,846,300"
1844300840,84,אחזקת במעונות א. ותיק 410,5844300,"16,058,900","8,564,300","11,862,200","11,862,200"
1844301840,84,נופשון לאזרח ותיק 1042430,5844300,"26,700","55,500","53,300","53,300"
1844400750,84,תכנית למאבק באלימות כלפי ,5844400,"90,000","67,500","90,000","90,000"
1844400840,84,מועדונים לא. ותיק 1043430,5844400,"400,000","400,000","400,000","400,000"
1844400930,84,הצטיידות מועדוני קשישים ,5844400,"20,000","4,100","20,000","20,000"
1844401760,84,טיפולי שיניים לנזקקים ,5844400,"83,000","12,800","83,000","83,000"
1844401840,84,טיפול בקהילה א.ותיק 43440,5844400,"510,000","522,200","510,000","510,000"
1844402760,84,שיניים תותבות לקשישים ,5844400,"64,000",0,"64,000","64,000"
1844402840,84,מועדונים תכנית העשרה 3431,5844400,"40,000",0,"40,000","40,000"
1844404840,84,שירותים לניצולי שואה 3446,5844400,"135,000","140,000","140,000","140,000"
1844404841,84,טיפול בזקן ובקהילה ,5844400,"29,000",0,0,0
1844405760,84,מועדוני קשישים ,5844400,"1,325,000","1,083,300","1,525,000","1,375,000"
1844405840,84,מיגון וציוד ביתי ,5844400,"15,000",0,"15,000","15,000"
1844406760,84,שכונה תומכת ,5844400,"60,000","30,000","60,000","60,000"
1844406840,84,שכונה תומכת 1043510 ,5844400,"260,000","243,100","260,000","260,000"
1844407840,84,תעסוקת במועדון א.ותיק 432,5844400,"146,700","109,000","146,700","146,700"
1844408840,84,טיפול שיניים לקשיש 043441,5844400,"19,800",0,"19,800","19,800"
1844409840,84,סיוע לניצולי שואה 1043446,5844400,"100,000","-2,300","102,300","102,300"
1844500760,84,פרוייקט ניצולי שואה ,5844500,"50,000","44,500","50,000","50,000"
1844500840,84,מסגרות יומיות לא. ותיק 10,5844500,"1,333,000","1,133,600","1,333,000","1,333,000"
1844501840,84,מועדונים מועשרים 1043412 ,5844500,0,"361,300","464,000","464,000"
1844502810,84,מרכז יום לקשיש ,5844500,"43,000","12,300","43,000","43,000"
1844502840,84,מופת נצולי שואה 1043413 ,5844500,0,0,0,0
1844503840,84,ק. תומכת ניצולי שואה 3414,5844500,0,0,0,0
1844900840,84,מועדון לעולים העשרה 43448,5844400,"24,500","24,400","40,000","40,000"
1845100840,84,סדור מפגרים במוסדות 56410,5845100,"30,912,200","25,213,800","33,939,300","33,939,300"
1845101840,84,"מעון ממשלתי - מש""ה 871920",5845100,"4,680,000","2,536,000","4,680,000","4,680,000"
1845102840,84,החזקת אוטיסטים במסגרות 50,5845100,"3,118,000","2,891,400","3,944,700","3,944,700"
1845103840,84,טיפול בהורים ובילדיהם 040,5845100,"533,300","473,300","533,300","533,300"
1845104840,84,מ.יום שיקומי לאוטיסט 2112,5845100,"1,058,000","62,600","1,058,000","1,058,000"
1845105840,84,נופשונים וקייטנות 0881110,5845100,"173,300","115,000","173,300","173,300"
