חשבון ,שם חשבון ,מחלקה , ביצוע 2014 , תקציב 2015 מעודכן , הצעת תקציב 2016  
1829900822,תמיכה בדירוג כדורסל ,75800, -   ," 331,650 "," 940,500 "
1829900823,תמיכה בדירוג אתלטיקה ועוד,75800, -   ," 257,400 "," 257,400 "
1829900824,תמיכה בדירוג כדוריד ,75800, -   ," 99,000 "," 143,550 "
1829900825,תמיכה בדירוג טניס ועוד ,75800, -   ," 65,340 "," 65,340 "
1829900826,תמיכה בדירוג שחייה ועוד ,75800, -   ," 46,530 "," 46,530 "
1829900827,תמיכה בדירוג ספורט עממי ,75800, -   ," 38,610 "," 38,610 "
1829900828,תמיכה א.ספורט למעט כדוררג,75800, -   ," 197,520 "," 247,500 "
1829900829,תמיכה בדירוג כדורעף וסייף,75800, -   , -   ," 55,440 "
1829901821,תמיכה בדירוג כדורגל כללי ,75800, -   , -   ," 997,920 "
1829910821,"הפועל ב""ש-כדורגל ",75800," 2,007,761 ", -   , -   
1829910822,"מכבי ב""ש-כדורגל ",75800," 524,911 ", -   , -   
1829910823,תמיכה באליצור ,75800," 21,468 ", -   , -   
1829910825,אגודת נכים חוסן ,75800," 129,715 ", -   , -   
1829910826,תמיכה בא.ס.א. ,75800," 151,378 ", -   , -   
1829910827,הפועל חובטי אריה ,75800," 72,258 ", -   , -   
1829910828,"מ.ס.צעירים בית""ר ב""ש ",75800," 132,184 ", -   , -   
1829910829,עמותת ספורט למקומות עבודה,75800," 19,447 ", -   , -   
1829911821,הפועל אתלטיקה כבדה ,75800," 17,695 ", -   , -   
1829911822,עמותת הכדורת ,75800," 7,676 ", -   , -   
1829911823,אתגר בנגב-קידום ספורטאי ה,75800, -   , -   , -   
1829911824,עמותה לקידום כדורגל נוער ,75800, -   , -   , -   
1829911825,"הפועל ב""ש כדוריד ",75800, -   , -   , -   
1829911827,בראבו ,75800," 1,848 ", -   , -   
1829912822,מכבי ע.מ.י-מועדון האבקות ,75800, -   , -   , -   
1829912823,סקציית שחיה באר-שבע ,75800," 5,497 ", -   , -   
1829912826,עמותה לקידום כדורגל נשים ,75800," 121,175 ", -   , -   
1829912828,"מכבי גבירול ב""ש ט.שולחן ",75800," 8,206 ", -   , -   
1829912829,"עמותת מכבי ב""ש נשים ",75800," 259,105 ", -   , -   
1829913820,"בית""ר ב""ש טניס שולחן ",75800, -   , -   , -   
1829913821,"עמותה לקידום הסיוף ב""ש ",75800," 13,019 ", -   , -   
1829913822,מכבי דרום מועדון התעמלות ,75800," 30,521 ", -   , -   
1829913824,ניקה ,75800," 1,432 ", -   , -   
1829913825,אריות באר שבע ,75800, -   , -   , -   
1829913829,"בני בית""ר שבע ",75800, -   , -   , -   
1829914821,"מועדון כדוריד ב""ש ",75800," 17,170 ", -   , -   
1829914823,"הפועל ב""ש עתיד הנגב בכדור",75800," 381,638 ", -   , -   
1829914824,העמותה לקידום פרוייקטים-ס,75800," 49,271 ", -   , -   
1829914825,"הישגי ב""ש האבקות חופשית ",75800," 21,039 ", -   , -   
1829914826,אלמר ,75800," 3,500 ", -   , -   
1829914827,הפועל רוכבי הנגב ,75800, -   , -   , -   
1439000650,דמי שימוש חניונים ,76100," -30,000 "," -30,000 "," -30,000 "
1439000651,דמי שימוש בנכסים ,76100," -847,680 "," -588,000 "," -1,523,000 "
1439000652,דמי שימוש - חברה כלכלית ,76100," -889,290 "," -875,000 "," -788,138 "
1439000653,דמי שימוש אנטנות סלולריות,76100," -2,608,663 "," -2,336,000 "," -2,023,077 "
1439000654,דמי שימוש-מרכז מורים ,76100," -223,547 "," -230,000 "," -307,000 "
1439000655,דמי שימוש מועצה דתית ,76100," -321,921 "," -379,000 "," -309,000 "
1439000657,דמי שימוש במקלטים ,76100," -508,530 "," -540,000 "," -563,000 "
1439000659,"דמי שימוש-בי""ס למשחק ",76100," -900,000 "," -900,000 "," -900,000 "
1439000690,החזר צריכת חשמל ,76100, -100 , -100 , -100 
1439100651,השתתפות סינפונייטה באולם ,76100," -790,000 "," -790,000 "," -790,000 "
1439100652,השתתפות תאטרון באולם ,76100," -2,168,500 "," -2,168,500 "," -2,168,500 "
1439100653,דמי שימוש-מזנונים ,76100," -157,121 "," -131,220 "," -217,600 "
1439100654,דמי שימוש נכסי עמותות ,76100, -   ," -500,000 ", -100 
1439100690,החזר הוצאות-הפעלת עמותות ,76100, -   , -   ," -270,480 "
1439100691,החזר הוצאות אצטדיון טרנר ,76100, -   , -   ," -1,100,000 "
1931000110,שכר קובע ,76100," 953,037 "," 943,548 "," 1,222,063 "
1931000120,תוספות שאינן בשכר קובע ,76100," 60,579 "," 68,398 "," 74,899 "
1931000130,שעות נוספות ,76100, -   , -   , -   
1931000140,החזר הוצאות ,76100," 93,886 "," 102,583 "," 112,026 "
1931000181,הפרשות סוציאליות ,76100," 166,053 "," 187,058 "," 217,610 "
1931000182,מיסים ועלויות ,76100," 87,164 "," 97,565 "," 110,525 "
1931000288,השתתפות בשי לחגים ,76100," 5,482 ", -   , -   
1931000511,אירוח וכיבוד ,76100," 2,209 "," 2,970 "," 2,970 "
1931000512,"אש""ל ונסיעות ",76100, -   , 495 , 99 
1931000522,ספרות מקצועית ,76100, -   , -   , -   
1931000540,הוצאות תקשורת ,76100," 4,894 "," 5,742 "," 5,544 "
1931000550,פרסום והדפסות ,76100," 1,200 "," 2,475 "," 4,950 "
1931000561,צילום מיסמכים ,76100," 2,304 "," 3,564 "," 4,950 "
1931000580,הוצאות אירגוניות ,76100, 466 , 990 , 891 
1931000582,מיסי ממשלה ,76100, -   ," 4,950 "," 4,950 "
1931000583,כרטיסי איזי פארק ,76100, -   , 207 , 198 
1931000720,חומרים ,76100," 5,000 "," 4,950 "," 4,950 "
1931000731,דלק ,76100," 7,988 "," 12,978 "," 31,830 "
1931000735,השכרת רכב ,76100," 37,894 "," 39,446 "," 55,725 "
1931000743,רכישת כלים מכשירים וציוד ,76100," 5,182 "," 19,800 "," 19,800 "
1932000580,הוצאות - מיסי ועד ,76100, -   ," 9,900 ", 99 
1935000411,דמי חכירת קרקעות ,76100," 115,140 "," 168,300 "," 346,500 "
1935000751,הכנת תסריטים ומפות מדידה ,76100," 35,030 "," 34,650 "," 59,400 "
1939000420,תחזוקת מבנים ,76100," 176,271 "," 237,600 "," 247,500 "
1939000431,חשמל ,76100," 171,016 "," 317,790 "," 170,181 "
1939000432,מים ,76100," 468,584 "," 631,955 "," 396,000 "
1939000440,ביטוח נכסים ,76100," 297,926 "," 294,030 "," 295,416 "
1939000582,הוצאות רישום נכסים ,76100," 67,487 "," 39,600 "," 99,000 "
1939000750,עבודות קבלניות ,76100, -   , -   , -   
1939000751,תביעות פינוי נכסים ,76100," 14,610 "," 158,400 "," 158,400 "
1939000756,בקרת הוצאות מים ,76100, -   , 99 , 99 
1939000783,עמלת ניהול -חברה כלכלית ,76100," 44,465 "," 43,560 "," 39,012 "
1939000784,אחזקת נכסים- חברה כלכלית ,76100," 567,201 "," 71,280 "," 518,760 "
1939000785,דמי שימוש אנטנות סלולריות,76100," 69,000 "," 68,508 "," 67,822 "
1939100783,דמי שימוש מזנונים(75%( ,76100, -   , -   ," 160,875 "
1437000690,הכנסות משווקים ,76200," -4,137,957 "," -4,255,000 "," -4,225,000 "
1937000440,ביטוח שווקים ,76200," 42,619 "," 38,115 "," 38,313 "
1937000871,תפעול שווקים עירוניים ,76200," 4,437,957 "," 5,202,450 "," 5,150,425 "
1937000872,ארנונה יעדים נכס 972509 ,76200, -   ," 336,603 "," 337,590 "
1615000105,עובדים זמניים ,81100," 288,015 "," 300,200 "," 24,057 "
1615000110,שכר קובע ,81100," 650,102 "," 753,779 "," 1,007,309 "
1615000120,תוספות שאינן בשכר קובע ,81100," 10,893 "," 12,790 "," 29,981 "
1615000130,שעות נוספות ,81100," 19,372 "," 20,828 "," 20,788 "
1615000140,החזר הוצאות ,81100," 76,910 "," 118,446 "," 90,373 "
1615000181,הפרשות סוציאליות ,81100," 192,365 "," 277,936 "," 298,161 "
1615000182,מיסים ועלויות ,81100," 61,454 "," 88,697 "," 96,399 "
1615000288,השתתפות בשי לחגים ,81100," 17,817 "," 30,690 "," 28,116 "
1615000420,תחזוקה-עבודות וחומרים ,81100, -   , -   , -   
1615000440,ביטוח חבות מעבידים ,81100," 236,178 "," 211,167 "," 212,157 "
1615000470,ציוד משרדי ,81100, -   ," 29,850 "," 29,551 "
1615000511,אירוח וכיבוד ,81100," 4,617 "," 15,900 "," 15,741 "
1615000512,"אש""ל ונסיעות ",81100, -   , -   , -   
1615000521,השתלמויות ,81100," 18,680 "," 17,820 "," 17,820 "
1615000522,ספרות מקצועית ,81100," 8,971 "," 10,890 "," 10,890 "
1615000523,דמי חבר בארגונים ,81100, 750 ," 1,485 "," 1,485 "
1615000540,הוצאות תקשורת ,81100," 44,401 "," 46,134 "," 44,550 "
1615000550,פרסום והדפסות ,81100," 19,392 "," 19,800 "," 19,800 "
1615000561,צילום מסמכים ,81100," 18,005 "," 23,760 "," 19,800 "
1615000574,תקשורת מחשבים ,81100," 16,621 "," 15,828 ", -   
1615000576,תוכנת איושי משרה ,81100, -   ," 2,970 ", -   
1615000577,רישוי תוכנות יעודיות ,81100, -   , -   , -   
1615000580,הוצאות אירגוניות ,81100," 7,595 "," 11,930 "," 14,850 "
1615000582,כרטיסי איזי פארק ,81100, -   , 990 , 990 
1615000710,הובלות והסעות קבלניות ,81100, -   , -   , -   
1615000711,הסעות בקבלנות ,81100, -   ," 9,900 "," 9,900 "
1615000731,דלק ,81100," 19,206 "," 43,262 "," 55,156 "
1615000735,השכרת רכב ,81100," 46,283 "," 86,655 "," 77,552 "
1615000742,אחזקת כלים מכשירים וציוד ,81100," 1,699 "," 3,960 "," 3,960 "
1615000743,רכישת מכשירים כלים וציוד ,81100," 42,247 "," 86,902 "," 64,350 "
1615000750,"בדיקה והתאמת כ""א ",81100," 28,633 "," 52,820 "," 52,291 "
1615000751,יעוץ ,81100," 361,849 "," 436,761 "," 473,814 "
1615000752,עבודות קבלניות ,81100," 14,101 "," 31,680 "," 31,680 "
1615000753,ארכיון ממוחשב-תיק עובד ,81100," 202,733 ", -   ," 118,800 "
1615000754,שיפור איכות השירות ,81100, -   , -   , -   
1615000755,הטמעת תהליך ארגוני ונהלי ,81100, -   , -   , -   
1615000756,עידוד מצויינות ,81100, -   , -   , -   
1615000757,משלוחי דאר מסירות אישיות ,81100," 1,212 "," 9,900 "," 9,900 "
1615000759,אבטחה ,81100, -   ," 20,400 "," 24,750 "
1615000769,שירות לאומי ,81100," 1,641 "," 30,413 "," 18,810 "
1615000781,הוצאות רווחה לעובד ,81100, -   , -   , -   
1615000930,שיפור סביבת העבודה לעובד ,81100, -   , -   , -   
1615001440,ביטוח נאמנות ,81100," 165,887 "," 148,302 "," 148,995 "
1615002440,ביטוח אחריות נושאי משרה ,81100," 113,311 "," 101,277 "," 101,772 "
1615004986,ה.מ.-ליווי הטמעת תהליך אר,81100, -   , -   , -   
1615400110,שכר קובע ,81110," 517,374 "," 533,401 "," 564,035 "
1615400120,תוספות שאינן בשכר קובע ,81110," 136,685 "," 146,101 "," 143,066 "
1615400130,שעות נוספות ,81110," 8,349 "," 7,697 "," 7,681 "
1615400140,החזר הוצאות ,81110," 126,907 "," 127,953 "," 130,775 "
1615400181,הפרשות סוציאליות ,81110," 141,702 "," 140,314 "," 153,557 "
1615400182,מיסים ועלויות ,81110," 59,493 "," 61,366 "," 63,496 "
1615400511,אירוח וכיבוד ,81110, -   , 495 , 495 
1615400575,רישוי תוכנות ,81110, -   ," 2,970 "," 2,970 "
1615400576,מערכת ניהול ימי מחלה מורי,81110," 10,705 "," 31,680 "," 10,586 "
1615400580,הוצאות אירגוניות ,81110, -   , 990 , 990 
1615400750,שירותי תמיכה ,81110," 121,776 "," 121,776 "," 89,652 "
1615400751,יעוץ ,81110," 45,000 "," 45,000 "," 44,550 "
1121500290,העתקי תלושים ,81200," -1,791 ", -   , -100 
1621500105,עובדים זמניים ,81200, -   ," 37,000 ", -   
1621500110,שכר קובע ,81200," 676,392 "," 631,824 "," 686,723 "
1621500120,תוספות שאינן בשכר קובע ,81200," 167,195 "," 166,499 "," 159,684 "
1621500130,שעות נוספות ,81200, -   , -   , -   
1621500140,החזר הוצאות ,81200," 186,489 "," 183,396 "," 179,329 "
1621500181,הפרשות סוציאליות ,81200," 191,555 "," 191,954 "," 200,036 "
1621500182,מיסים ועלויות ,81200," 77,806 "," 76,932 "," 77,889 "
1621500511,אירוח וכיבוד ,81200, 31 , 495 , 495 
1621500522,ספרות מקצועית ,81200," 6,462 "," 8,415 "," 8,415 "
1621500523,דמי חבר ,81200," 1,000 "," 1,188 "," 1,188 "
1621500570,מיכון-משכורת ,81200," 816,107 "," 772,547 ", -   
1621500574,תקשורת מחשבים ,81200," 9,274 "," 8,793 ", -   
1621500575,אימות גמלאים ,81200," 14,174 "," 15,840 "," 16,830 "
1621500576,מיכון-תלושי שכר ,81200," 9,116 "," 21,780 "," 21,562 "
1621500577,ארכוב תלושי שכר-טמינו ,81200, -   ," 22,000 "," 21,780 "
1621500578,תיק עובד אינטרנטי ,81200, -   ," 9,150 "," 9,009 "
1621500580,הוצאות ארגוניות ,81200, 483 , 990 , 990 
1621500743,רכישת כלים מכשירים וציוד ,81200, -   ," 2,970 "," 4,950 "
1621500751,יעוץ ובקרה קופות גמל ,81200, -   ," 37,500 "," 24,750 "
1621500752,מסלקה פנסיונית ,81200, -   , -   ," 288,953 "
1621500769,שירות לאומי ,81200, -   , -   ," 18,810 "
1621501571,"מערכת שכר וכ""א ",81200, -   , -   ," 628,650 "
1621501575,רישוי תוכנות ,81200, -   ," 3,000 "," 2,970 "
1621501576,דמי תחזוקהHOT DOC FILE ,81200, -   ," 7,500 "," 8,118 "
1621501577,רציפות זכויות ,81200, -   , -   ," 69,300 "
1621510110,שכר קובע ,81210, -   , -   ," 142,002 "
1621510120,תוספות שאינן בשכר קובע ,81210, -   , -   ," 16,784 "
1621510130,שעות נוספות ,81210, -   , -   , -   
1621510140,החזר הוצאות ,81210, -   , -   ," 22,629 "
1621510181,הפרשות סוציאליות ,81210, -   , -   ," 47,335 "
1621510182,מיסים ועלויות ,81210, -   , -   ," 14,674 "
1621510522,ספרות מקצועית ,81210, -   , -   ," 4,950 "
1621510575,רישוי תוכנות ,81210, -   , -   ," 66,933 "
1621510743,רכישת כלים מכשירים וציוד ,81210, -   , -   ," 14,058 "
1621510750,יעוץ ,81210, -   , -   ," 510,720 "
1615100110,שכר קובע ,81300," 582,140 "," 562,102 "," 616,747 "
1615100120,תוספות שאינן בשכר קובע ,81300," 182,724 "," 178,959 "," 193,500 "
1615100130,שעות נוספות ,81300," 4,011 "," 3,786 "," 3,778 "
1615100140,החזר הוצאות ,81300," 143,620 "," 142,362 "," 175,293 "
1615100181,הפרשות סוציאליות ,81300," 148,500 "," 146,184 "," 164,426 "
1615100182,מיסים ועלויות ,81300," 68,842 "," 68,142 "," 74,523 "
1615100511,אירוח וכיבוד ,81300, -   , 495 , 495 
1615100522,ספרות מקצועית ,81300, -   ," 3,960 "," 3,960 "
1615100523,דמי חבר בארגונים ,81300," 1,318,359 "," 1,366,200 "," 1,352,538 "
1615100550,פרסום והדפסות ,81300," 2,164 "," 7,623 "," 7,623 "
1615100571,מיכון-מערכות פי.סי. ,81300," 7,897 "," 7,497 ", -   
1615100572,מיכון-ניהול נוכחות ,81300," 13,039 "," 12,310 ", -   
1615100574,תקשורת מחשבים ,81300," 6,978 "," 6,571 ", -   
1615100575,רישוי תוכנות ,81300," 28,572 "," 33,660 "," 33,637 "
1615100576,מערכת הרמוני ,81300, -   ," 30,000 "," 9,900 "
1615100577,מערכת דווח נוכחות ,81300, -   , -   ," 237,600 "
1615100580,הוצאות ארגוניות ,81300, 66 , 990 , 990 
1615100742,אחזקת שעוני נוכחות ,81300," 13,800 "," 39,600 "," 39,600 "
1615100743,רכישת כלים מכשירים וציוד ,81300," 1,690 "," 5,940 "," 5,940 "
1615100752,חוות דעת רפואית ,81300," 20,000 "," 19,800 "," 19,800 "
1615100753,הפעלת מודלים דווח ובקרה ,81300, -   , -   , -   
1615100930,רכישת שעוני נוכחות ,81300," 17,700 "," 31,680 "," 38,610 "
1615100986,ה.מ.-מודול שליטה שעוני נו,81300, -   , -   , -   
1615101571,תחזוקת מערכת נוכחות ,81300, -   , -   ," 14,355 "
1615101989,קרן רווחה לגימלאים ,81300," 1,136,200 "," 1,100,000 "," 1,099,791 "
1615102989,קרו רווחה לעובדי הרשויות ,81300," 167,568 "," 207,900 "," 351,832 "
1615500110,שכר קובע ,81310," 312,771 "," 380,280 "," 360,322 "
1615500120,תוספות שאינן בשכר קובע ,81310," 5,643 "," 6,897 "," 6,138 "
1615500130,שעות נוספות ,81310," 6,003 "," 8,992 "," 8,974 "
1615500140,החזר הוצאות ,81310," 49,972 "," 70,369 "," 59,766 "
1615500181,הפרשות סוציאליות ,81310," 85,911 "," 110,012 "," 99,224 "
1615500182,מיסים ועלויות ,81310," 28,290 "," 36,216 "," 32,340 "
1615500511,אירוח וכיבוד ,81310, -   , 990 , 990 
1615500550,פרסום והדפסות ,81310," 62,505 "," 63,360 "," 79,200 "
1615500750,"בדיקה והתאמת כ""א ",81310," 3,292 "," 33,680 "," 39,600 "
1615200110,שכר קובע ,81400," 583,663 "," 660,572 "," 657,829 "
1615200120,תוספות שאינן בשכר קובע ,81400," 68,047 "," 75,447 "," 74,356 "
1615200130,שעות נוספות ,81400," 9,387 "," 7,558 "," 7,543 "
1615200140,החזר הוצאות ,81400," 102,848 "," 131,673 "," 131,265 "
1615200181,הפרשות סוציאליות ,81400," 150,234 "," 170,329 "," 182,103 "
1615200182,מיסים ועלויות ,81400," 57,653 "," 64,566 "," 65,752 "
1615200511,אירוח וכיבוד ,81400, 314 , 495 , 495 
1615200512,"אש""ל ונסיעות ",81400, -   , -   , -   
1615200522,ספרות מקצועית ,81400," 2,637 "," 2,970 "," 2,970 "
1615200524,"השתתפות בהוצאות בי""הד למש",81400," 41,274 "," 54,450 "," 54,450 "
1615200550,פרסום והדפסות ,81400," 2,428 "," 4,950 "," 4,950 "
1615200574,תקשורת מחשבים ,81400," 2,479 "," 2,313 ", -   
1615200580,הוצאות ארגוניות ,81400, 424 , 990 , 990 
1615200751,יעוץ פנסיוני ,81400," 112,150 "," 128,700 "," 118,800 "
1615200752,תחזוק מאגר עובדים לחירום ,81400, -   , -   ," 5,643 "
1615300110,שכר קובע ,81500," 161,888 "," 153,873 "," 282,882 "
1615300120,תוספות שאינן בשכר קובע ,81500," 21,034 "," 20,153 "," 31,007 "
1615300130,שעות נוספות ,81500," 7,267 "," 3,959 "," 3,951 "
1615300140,החזר הוצאות ,81500," 49,737 "," 46,065 "," 66,796 "
1615300181,הפרשות סוציאליות ,81500," 40,761 "," 39,395 "," 70,161 "
1615300182,מיסים ועלויות ,81500," 18,119 "," 17,173 "," 28,762 "
1157100690,השתתפות עובדים ,82100, -   , -   , -   
1157100790,"השתתפות מפע""ם-אימון אישי ",82100, -   , -   , -   
1196000911,השתת.משרד הפנים-אימון איש,82100," -4,373 ", -   , -   
1616100105,עובדים זמניים ,82100, -   , -   , -   
1616100110,שכר קובע ,82100," 400,028 "," 430,591 "," 346,191 "
1616100120,תוספות שאינן בשכר קובע ,82100," 11,064 "," 13,674 "," 8,480 "
1616100130,שעות נוספות ,82100," 6,099 "," 6,573 "," 6,560 "
1616100140,החזר הוצאות ,82100," 151,760 "," 185,387 "," 186,276 "
1616100181,הפרשות סוציאליות ,82100," 112,872 "," 131,874 "," 121,350 "
1616100182,מיסים ועלויות ,82100," 43,177 "," 50,703 "," 42,098 "
1616100511,אירוח וכיבוד ,82100," 46,584 "," 114,300 "," 79,200 "
1616100512,"נסיעות ואש""ל ",82100, -   , -   , -   
1616100550,פרסום והדפסות ,82100," 17,998 "," 17,820 "," 17,820 "
1616100575,תוכנת השתלמויות ,82100, -   ," 70,000 "," 13,988 "
1616100576,מיכון-מחולל דוחות ,82100, -   ," 2,970 "," 2,940 "
1616100580,הוצאות ארגוניות ,82100, 252 , -   , -   
1616100743,רכישת כלים מכשירים וציוד ,82100, -   , -   , -   
1616100752,אימון אישי למנהלים ,82100, 754 , -   , -   
1616100753,סדנאות ניהול ,82100, -   , -   ," 49,500 "
1616100754,ת.פיילוט להשלמת 12 שנות ל,82100, -   , -   , -   
1616100756,הדרכה-בטיחות ,82100," 13,204 "," 19,800 "," 19,602 "
1616100757,תחזוקה ופיתוח פורטל ארגונ,82100, -   ," 40,000 "," 39,600 "
1616100780,הדרכות וטיפוח העובד ,82100," 54,000 "," 93,060 "," 92,129 "
1616100986,ה.מותנית סדנאות ניהול ,82100, -   , -   , -   
1616101750,הדרכה-מנהל כללי ,82100," 13,128 "," 19,986 "," 19,800 "
1616101986,ה.מותנית הדרכות וטיפוח עו,82100, -   , -   , -   
1616102750,הדרכה-רישוי עסקים ,82100," 1,320 "," 8,004 "," 7,920 "
1616103750,הדרכה-הנדסה ,82100," 12,238 "," 12,115 "," 11,880 "
1616104750,הדרכה-חינוך ,82100," 65,897 "," 89,100 "," 137,610 "
1616104986,ה.מותנית הדרכה-חינוך ,82100, -   , -   , -   
1616105750,"הדרכה-שפ""ע ",82100," 7,970 "," 25,297 "," 25,044 "
1616106750,הדרכה-רווחה ,82100," 12,813 "," 37,258 "," 36,885 "
1616107750,הדרכה-גזברות ,82100, -   ," 12,002 "," 11,881 "
1616108750,הדרכה-משאבי אנוש ,82100," 6,064 "," 6,003 "," 5,942 "
1616109750,הדרכה-פיקוח ,82100," 3,459 "," 14,355 "," 14,211 "
1616110750,הדרכה-אחזקה ,82100," 4,445 "," 12,115 "," 12,033 "
1616800110,שכר קובע ,82110," 146,247 "," 147,801 "," 171,638 "
1616800120,תוספות שאינן בשכר קובע ,82110," 4,381 "," 4,569 "," 4,604 "
1616800130,שעות נוספות ,82110," 2,361 "," 1,521 "," 1,517 "
1616800140,החזר הוצאות ,82110," 37,871 "," 28,957 "," 32,298 "
1616800181,הפרשות סוציאליות ,82110," 44,966 "," 44,991 "," 52,411 "
1616800182,מיסים ועלויות ,82110," 14,404 "," 13,894 "," 16,052 "
1616800511,אירוח וכיבוד ,82110, -   ," 19,800 "," 19,602 "
1616800522,ספרות מקצועית ,82110, -   ," 1,980 "," 1,960 "
1616800550,פרסום והדפסות ,82110, 325 ," 19,800 "," 19,602 "
1616800580,הוצאות אירגוניות ,82110, -   ," 1,980 "," 1,188 "
1616800747,ביגוד לצרכי עבודה ,82110, -   ," 59,400 "," 76,032 "
1616800751,שיפור איכות השירות ,82110," 181,964 "," 222,750 "," 198,000 "
1616800752,סקרים ,82110, -   ," 146,557 "," 145,091 "
1616200110,שכר קובע ,82150, -   , -   , -   
1616200120,תוספות שאינן בשכר קובע ,82150, -   , -   , -   
1616200130,שעות נוספות ,82150, -   , -   , -   
1616200140,החזר הוצאות ,82150, -   , -   , -   
1616200181,הפרשות סוציאליות ,82150, -   , -   , -   
1616200182,מיסים ועלויות ,82150, -   , -   , -   
1616300511,אירוח וכיבוד ,82200, -   ," 3,960 "," 3,960 "
1616300512,"נסיעות ואש""ל ",82200, -   , -   , -   
1616300521,השתלמויות ,82200," 3,650 "," 15,000 "," 14,850 "
1616300580,הוצאות ארגוניות ,82200, -   ," 1,980 "," 1,980 "
1616400751,הפקת טקס עובד מצטיין ,82300, -   , -   , -   
1616401986,ה.מותנית יום עובד מצטיין ,82300, -   , -   , -   
1157500690,השתתפות עובדים ,82400, -   , -   , -   
1616500751,הפקת יום ספורט ,82400, -   , -   , -   
1616500780,הוצאות פעולה ,82400, -   , -   , -   
1616500781,אירוע לסייעות ,82400, -   , -   , -   
1157600690,השתתפות עובדים ,82500, -100 , -   , -   
1616600710,הסעות לימי גיבוש ,82500, -   , -   , -   
1616600759,אבטחה ,82500, -   , -   , -   
1616600780,ימי גיבוש אגפיים ,82500," 113,342 ", -   ," 495,000 "
1616600781,ימי גיבוש-מנהל כללי ,82500, -   , -   , -   
1616600782,ימי גיבוש-רישוי עסקים ,82500, -   , -   , -   
1616600783,ימי גיבוש-הנדסה ,82500, -   , -   , -   
1616600784,ימי גיבוש-חינוך ,82500, -   , -   , -   
1616600785,"ימי גיבוש-שפ""ע ",82500, -   , -   , -   
1616600786,ימי גיבוש-רווחה ,82500, -   , -   , -   
1616600787,ימי גיבוש-גזברות ,82500, -   , -   , -   
1616600788,ימי גיבוש-משאבי אנוש ,82500, -   , -   , -   
1616600789,ימי גיבוש-פיקוח ,82500, -   , -   , -   
1616600986,ה.מותנית ימי גיבוש אגפיים,82500, -   , -   , -   
1616700110,שכר קובע ,82600," 110,150 "," 114,407 "," 132,077 "
1616700120,תוספות שאינן בשכר קובע ,82600," 8,573 "," 5,681 "," 15,611 "
1616700130,שעות נוספות ,82600," 10,353 "," 11,002 "," 10,980 "
1616700140,החזר הוצאות ,82600," 18,754 "," 20,837 "," 21,047 "
1616700181,הפרשות סוציאליות ,82600," 36,118 "," 37,571 "," 44,027 "
1616700182,מיסים ועלויות ,82600," 11,382 "," 11,801 "," 13,649 "
1616700511,אירוח וכיבוד ,82600," 5,115 "," 9,405 "," 14,850 "
1616700550,פרסומים והדפסות ,82600, -   , -   , -   
1616700710,הסעות ללויות ,82600," 39,822 "," 49,500 "," 49,500 "
1616700743,רכישת כלים מכשירים וציוד ,82600," 41,277 "," 67,500 "," 49,005 "
1616700751,סדנאות לפורשים ,82600," 1,250 "," 24,750 "," 24,502 "
1616700752,ליווי עובדים בניהול משק ב,82600," 5,000 "," 8,662 "," 8,662 "
1616700753,סל אבלים ,82600," 162,405 "," 148,500 "," 173,250 "
1616700780,אירועים לילדי עובדים ,82600, -   , -   , -   
1616700782,אירוע לפורשים ,82600, -   ," 7,920 "," 39,204 "
1616700783,אירוע הפגה לעובדים ,82600," 49,937 ", -   , -   
1766000110,שכר קובע ,83100," 85,985 "," 83,237 "," 77,963 "
1766000120,תוספות שאינן בשכר קובע ,83100," 8,143 "," 8,042 "," 7,460 "
1766000140,החזר הוצאות ,83100," 12,341 "," 11,228 "," 12,121 "
1766000181,הפרשות סוציאליות ,83100," 15,268 "," 15,101 "," 14,241 "
1766000182,מיסים ועלויות ,83100," 8,048 "," 7,749 "," 7,354 "
1766000288,השתתפות בשי לחגים ,83100," 2,398 ", -   , -   
1766000540,הוצאות תקשורת ,83100," 4,148 "," 4,752 "," 4,950 "
1766000561,צילום מסמכים ,83100," 2,149 "," 4,950 "," 3,960 "
1766000769,שירות לאומי ,83100, -   ," 19,008 "," 18,810 "
1766000780,הוצאות לפעולה-בחירות ,83100, -   , -   , -   
1766000781,ערב גיבוש לעובדי חינוך ,83100, -   ," 4,950 "," 4,900 "
1766100130,שעות נוספות ,83100, -   , -   , -   
1766100181,הפרשות סוציאליות ,83100, -   , -   , -   
1766100182,מיסים ועלויות ,83100, -   , -   , -   
1766200120,תוספות-עובדים מצטיינים ,83100, -   , -   , -   
1766200181,הפרשות סוציאליות ,83100, -   , -   , -   
1766200182,מיסים ועלויות ,83100, -   , -   , -   
1196100910,"השתתפות משה""פ בבחירות ",83400, -   , -   , -   
1619000105,עובדים זמניים ,83400, -   , -   , -   
1619000110,שכר קובע ,83400, -   , -   , -   
1619000120,תוספות שאינן בשכר קובע ,83400," 2,238 ", -   , -   
1619000181,הפרשות סוציאליות ,83400, 119 , -   , -   
1619000182,מיסים ועלויות ,83400, 168 , -   , -   
1157000970,"החזר דמי מחלה-משהב""ט ",84100," -30,929 ", -   , -   
1315799430,השתת.רשתות בימי מחלה ופיצ,84100," -322,022 "," -250,000 "," -200,000 "
1315799921,"השתתפות משה""ח-פיצויים ",84100," -305,919 "," -300,000 "," -300,000 "
