חשבון ,שם חשבון ,מחלקה , הצעת תקציב 2014 , תקציב 2013 מעודכן , ביצוע 2012  
1844301140,החזר הוצאות ,62300,"  238,011 ","  249,881 ","  232,168 "
1844301181,הפרשות סוציאליות ,62300,"  405,368 ","  374,705 ","  352,260 "
1844301182,מיסים ועלויות ,62300,"  177,448 ","  166,951 ","  159,603 "
1844400110,שכר קובע-מאבק באלימות בקש,62300,"  58,120 ","  55,229 ",  -   
1844400120,תוספות שאינן בשכר קובע ,62300,"  11,624 ","  10,530 ",  -   
1844400130,שעות נוספות ,62300,  -   ,  540 ,  -   
1844400140,החזר הוצאות ,62300,"  7,749 ","  8,786 ",  -   
1844400181,הפרשות סוציאליות ,62300,"  13,561 ","  13,175 ",  -   
1844400182,מיסים ועלויות ,62300,"  5,812 ","  5,870 ",  -   
1844400410,שכר דירה ,62300,  -   ,"  18,000 ","  23,778 "
1844400431,חשמל ,62300,"  20,900 ","  13,300 ","  18,755 "
1844400432,מים ,62300,"  90,000 ","  90,800 ","  121,733 "
1844400540,הוצאות תקשורת-מוסדות ,62300,"  7,000 ","  6,000 ","  4,727 "
1844400750,מועדונים לקשישים ,62300,"  380,000 ","  380,000 ","  423,562 "
1844400781,מניעת אלימות כלפי קשישים ,62300,"  51,000 ","  51,000 ","  36,421 "
1844400782,מאבק באלימות נגד קשישים ,62300,  -   ,"  515,000 ","  187,824 "
1844400840,שירותים לניצולי שואה ,62300,"  64,000 ","  40,000 ","  13,873 "
1844400841,מועדונים לזקנים ,62300,"  253,333 ","  240,000 ","  71,852 "
1844400842,טיפול בזקן בקהילה ,62300,"  672,700 ","  672,700 ","  697,101 "
1844400843,שכונה תומכת ,62300,"  450,667 ","  400,000 ","  505,869 "
1844400844,שיפוץ מועדוני קשישים ,62300,"  30,000 ","  30,000 ",  -   
1844400845,השתתפות בפעילות לקשישים ,62300,"  40,000 ","  40,000 ","  208,656 "
1844400846,מועדון לקשיש-העשרה ,62300,"  200,000 ","  200,000 ","  50,449 "
1844400847,תעסוקת זקנים במועדונים ,62300,"  66,667 ","  66,667 ","  37,504 "
1844400848,מועדונים-תוכניות העשרה ,62300,"  64,000 ","  64,000 ","  20,000 "
1844410110,שכר קובע-מרכזי ועדות חוק ,62300,"  1,167,968 ","  1,016,822 ","  1,033,977 "
1844410120,תוספות שאינן בשכר קובע ,62300,"  106,971 ","  94,819 ","  95,811 "
1844410130,שעות נוספות ,62300,"  5,792 ","  3,461 ","  3,518 "
1844410140,החזר הוצאות ,62300,"  175,912 ","  203,390 ","  180,067 "
1844410181,הפרשות סוציאליות ,62300,"  294,550 ","  281,390 ","  267,168 "
1844410182,מיסים ועלויות ,62300,"  112,153 ","  102,145 ","  101,451 "
1844410840,טיפולי שיניים לקשיש ,62300,"  69,900 ","  69,900 ","  49,988 "
1844500780,תוכנית בית חם ,62300,"  4,600 ","  4,600 ","  4,600 "
1844500840,מסגרות יומיות לזקן ,62300,"  1,762,000 ","  1,762,000 ","  1,541,023 "
1345100930,סידור מפגרים במוסדות ,62400,"  -24,708,217 ","  -22,377,282 ","  -23,345,004 "
1345100931,מפגרים במוסדות ממשלתי ,62400,"  -6,699,468 ","  -6,637,500 ","  -6,753,202 "
1345100932,החזקת אוטיסטים במסגרות ,62400,"  -3,156,456 ","  -1,348,528 ","  -2,393,735 "
1345100933,טיפול בהורים וילדיהם ,62400,"  -242,755 ","  -242,755 ","  -212,566 "
1345100934,נופשונים וקייטנות ,62400,"  -63,500 ","  -35,250 ","  -33,210 "
1345100935,מעונות יום שיקומיים ,62400,"  -676,620 ","  -1,270,000 ","  -684,853 "
1345100936,משפחות אומנה למפגר ,62400,"  -33,000 ","  -33,000 ","  -39,426 "
1345100937,משפחות אומנה לשיקום ,62400,"  -57,000 ","  -57,000 ","  -44,710 "
1345100938,מועדונים לילדים ,62400,"  -187,000 ","  -121,500 ","  -140,650 "
1345110930,מ.יום ותעסוקה למבוגרים ,62400,"  -191,250 ","  -258,000 ","  -201,054 "
1345110931,הסעות לאוטיסטים ,62400,"  -63,000 ","  -63,000 ","  -70,093 "
1345200490,הכנסות שונות מעון טיפולי ,62400,"  -140,000 ","  -150,000 ","  -153,050 "
1345200930,מפגרים במעון אימוני ,62400,"  -3,789 ",  -   ,"  -1,838 "
1345200931,מפגרים במעון טיפולי ,62400,"  -3,899,008 ","  -3,899,008 ","  -3,346,788 "
1345200932,"מעשי""ם ",62400,"  -2,542,710 ","  -2,542,710 ","  -2,303,116 "
1345200934,הסעות למסגרות יום למפגר ,62400,"  -436,600 ","  -436,600 ","  -1,873,731 "
1345300930,שרותים תומכים למפגר ,62400,"  -69,000 ","  -69,000 ","  -145,603 "
1345300934,תעסוקה מוגנת למוגבל ,62400,"  -1,259,000 ","  -1,259,000 ","  -1,228,565 "
1345300935,נופשון למפגרים ,62400,"  -120,565 ","  -120,565 ","  -104,261 "
1345300936,מועדונים חברתיים למפגר ,62400,"  -100,000 ","  -100,000 ","  -97,264 "
1345400490,"השתת. קרובים במע""ש ",62400,"  -368,000 ","  -350,000 ","  -363,359 "
1845100420,תחזוקת מבנים ,62400,  -   ,"  14,000 ","  12,477 "
1845100710,הסעות מפגרים ,62400,"  2,300,000 ","  2,160,000 ","  100,000 "
1845100743,רכישת כלים מכשירים וציוד ,62400,"  8,000 ","  8,000 ","  21,743 "
1845100780,הפעלת יום ארוך למפגרים ,62400,  -   ,  -   ,"  100,000 "
1845100840,סידור מפגרים במוסדות ,62400,"  33,044,289 ","  29,918,376 ","  31,219,919 "
1845100841,מפגרים במוסדות ממשלתי ,62400,"  8,932,624 ","  8,850,000 ","  9,004,268 "
1845100842,החזקת אוטיסטים במסגרות ,62400,"  4,208,608 ","  1,798,038 ","  2,393,735 "
1845100843,טיפול בהורים וילדיהם ,62400,"  323,673 ","  323,673 ","  375,789 "
1845100844,נופשונים וקייטנות ,62400,"  91,667 ","  50,000 ","  48,195 "
1845100845,מעונות יום שיקומיים ,62400,"  1,057,160 ","  1,844,528 ","  1,088,693 "
1845100846,משפחות אומנה למפגר ,62400,"  44,000 ","  44,000 ","  52,562 "
1845100847,משפחות אומנה לשיקום ,62400,"  76,000 ","  76,000 ","  59,612 "
1845100848,מועדונים לילדים ,62400,"  329,000 ","  187,000 ","  162,057 "
1845110840,מ.יום ותעסוקה למבוגרים ,62400,"  270,000 ","  360,000 ","  284,002 "
1845110841,הסעות לאוטיסטים ,62400,"  84,000 ","  84,000 ","  93,453 "
1845200840,מפגרים במעון אימוני ,62400,"  5,051 ",  -   ,"  2,450 "
1845200841,מפגרים במעון טיפולי ,62400,"  5,548,677 ","  5,548,677 ","  4,802,194 "
1845200842,"מעשי""ם ",62400,"  3,655,280 ","  3,655,280 ","  3,343,783 "
1845200844,הסעות למסגרות יום למפגר ,62400,"  582,133 ","  582,133 ","  2,498,299 "
1845300780,תאטרון טיפולי למפגרים ,62400,  -   ,  -   ,  -   
1845300840,שרותים תומכים למפגר ,62400,"  122,000 ","  122,000 ","  219,604 "
1845300844,תעסוקה מוגנת למוגבל ,62400,"  1,678,667 ","  1,678,667 ","  1,638,084 "
1845300845,נופשונים למפגר ,62400,"  184,753 ","  184,753 ","  162,077 "
1845300846,מועדונים חברתיים למפגר ,62400,"  133,333 ","  133,333 ","  129,684 "
1845400440,"ביטוח מבנה ותכולה-מע""ש ",62400,"  3,500 ","  3,400 ","  3,312 "
1342210490,הכנסות שונות ,62600,  -   ,  -   ,  -   
1342210930,טיפול באלכוהליסטים ,62600,  -   ,"  -722,161 ","  -1,074,329 "
1342210939,גמילה מאלכוהול ,62600,  -   ,"  -250,839 ",  -   
1842210110,שכר קובע-גמילה מאלכוהול ,62600,  -   ,"  270,230 ","  225,350 "
1842210120,תוספות שאינן בשכר קובע ,62600,  -   ,"  24,471 ","  22,449 "
1842210130,שעות נוספות ,62600,  -   ,"  14,944 ","  13,229 "
1842210140,החזר הוצאות ,62600,  -   ,"  70,516 ","  53,625 "
1842210181,תוספות סוציאליות ,62600,  -   ,"  74,836 ","  60,589 "
1842210182,מיסים ועלויות ,62600,  -   ,"  29,172 ","  24,170 "
1842210420,תחזוקת מבנים ,62600,  -   ,"  13,000 ",  -   
1842210431,חשמל ,62600,  -   ,"  6,500 ","  13,964 "
1842210432,מים ,62600,  -   ,"  16,600 ","  32,037 "
1842210434,שרותי נקיון ,62600,  -   ,"  36,750 ","  27,091 "
1842210440,ביטוח מבנה ותכולה-אלכוהול,62600,  -   ,"  3,400 ","  3,312 "
1842210540,הוצאות תקשורת ,62600,  -   ,"  8,000 ","  7,110 "
1842210743,רכישת כלים מכשירים וציוד ,62600,  -   ,"  4,000 ",  -   
1842210840,טיפול באלכוהוליסטים ,62600,  -   ,"  962,881 ","  731,101 "
1347300490,הכנסות ממטופלים ,62700,  -   ,  -100 ,  -   
1347300793,השתת.אגודה לשיקום האסיר ,62700,  -   ,"  -120,000 ",  -   
1347300930,בדיקות למשתמשים בסמים ,62700,  -   ,"  -64,000 ","  -26,593 "
1347300931,מרכזי יום-נפגעי סמים ,62700,  -   ,"  -218,000 ","  -637,192 "
1347300932,סמים - תוכנית לאומית ,62700,  -   ,  -   ,"  -20,496 "
1347300935,צרכים מיוחדים לנגמלי סמים,62700,  -   ,"  -190,000 ",  -   
1347300936,תוכניות תעסוקה ,62700,  -   ,"  -115,000 ",  -   
1347300937,טיפול בנפגעי סמים-פרוייקט,62700,  -   ,"  -161,204 ","  -139,642 "
1347300938,מרכז יום לנוער-סמים ,62700,  -   ,"  -640,000 ","  -1,033,597 "
1347300939,מרכזי יום ,62700,  -   ,"  -207,000 ",  -   
1347300942,העברה מיועדת-מ.הבריאות ,62700,  -   ,"  -28,500 ",  -   
1347330939,"תעסוקה לנגמלים-שכ""ע ",62700,  -   ,"  -90,000 ",  -   
1347340939,טיפול בנפגעי סמים ,62700,  -   ,"  -593,843 ","  -685,086 "
1847300110,שכר קובע-מרכזי יום ,62700,  -   ,"  240,154 ","  251,316 "
1847300120,תוספות שאינן בשכר קובע ,62700,  -   ,"  2,240 ","  2,222 "
1847300140,החזר הוצאות ,62700,  -   ,"  63,643 ","  64,999 "
1847300181,תוספות סוציאליות ,62700,  -   ,"  49,137 ","  49,817 "
1847300182,מיסים ועלויות ,62700,  -   ,"  23,504 ","  24,465 "
1847300420,תחזוקת מבנים ,62700,  -   ,"  9,000 ","  8,945 "
1847300431,חשמל ,62700,  -   ,"  37,000 ","  36,919 "
1847300440,ביטוח מבנה ותכולה ,62700,  -   ,"  3,400 ","  3,312 "
1847300540,הוצאות תקשורת ,62700,  -   ,"  11,000 ","  8,466 "
1847300722,העברה מיועדת-מ.הבריאות ,62700,  -   ,"  30,000 ",  -   
1847300743,רכישת כלים מכשירים וציוד ,62700,  -   ,"  4,000 ",  -   
1847300780,הוצאות פעולה סמים ,62700,  -   ,"  45,000 ","  50,000 "
1847300783,טיפול באסירים משוחררים ,62700,  -   ,"  120,000 ",  -   
1847300840,בדיקות למשתמשים בסמים ,62700,  -   ,"  85,333 ","  35,457 "
1847300841,מרכזי יום-נפגעי סמים ,62700,  -   ,"  290,667 ","  60,847 "
1847300845,צרכים מיוחדים לנגמלי סמים,62700,  -   ,"  253,333 ",  -   
1847300846,תוכניות תעסוקה ,62700,  -   ,"  153,333 ",  -   
1847300847,טיפול בנפגעי סמים-פרוייקט,62700,  -   ,"  214,939 ",  -   
1847300848,מרכז יום לנוער-סמים ,62700,  -   ,"  853,333 ","  878,129 "
1847320110,שכר קובע-שיקום האסיר ,62700,  -   ,"  90,079 ","  76,779 "
1847320120,תוספות שאינן בשכר קובע ,62700,  -   ,  429 ,  686 
1847320130,שעות נוספות ,62700,  -   ,  -   ,  -   
1847320140,החזר הוצאות ,62700,  -   ,"  3,142 ","  17,769 "
1847320181,הפרשות סוציאליות ,62700,  -   ,"  24,013 ","  22,023 "
1847320182,מיסים ועלויות ,62700,  -   ,"  7,181 ","  7,303 "
1847330110,שכר קובע-תעסוקת נגמלים ,62700,  -   ,"  106,890 ","  114,432 "
1847330120,תוספות שאינן בשכר קובע ,62700,  -   ,"  4,743 ","  4,925 "
1847330140,החזר הוצאות ,62700,  -   ,"  23,161 ","  18,724 "
1847330181,הפרשות סוציאליות ,62700,  -   ,"  22,013 ","  22,355 "
1847330182,מיסים ועלויות ,62700,  -   ,"  10,398 ","  10,651 "
1847340110,שכר קובע-טיפול בנגמלי סמי,62700,  -   ,"  779,155 ","  710,787 "
1847340120,תוספות שאינן בשכר קובע ,62700,  -   ,"  61,229 ","  56,859 "
1847340130,שעות נוספות ,62700,  -   ,  11 ,  6 
1847340140,החזר הוצאות ,62700,  -   ,"  146,742 ","  133,163 "
1847340181,הפרשות סוציאליות ,62700,  -   ,"  187,374 ","  165,881 "
1847340182,מיסיו ועלויות ,62700,  -   ,"  76,049 ","  69,250 "
1347350490,הכנסות ממטופלים ,62710,  -100 ,  -   ,  -   
1347350793,השתתפות הרשות לשיקום האסי,62710,"  -120,000 ",  -   ,  -   
1347350930,בדיקות סמים וסיוע ,62710,"  -64,000 ",  -   ,  -   
1347350931,התמכרויות מבוגרים ,62710,"  -838,168 ",  -   ,  -   
1347350932,תוכניות תעסוקה למתמכרים ,62710,"  -115,000 ",  -   ,  -   
1347350933,פרוייקטים לנגמלים ,62710,"  -190,000 ",  -   ,  -   
1347350934,טיפול בנוער מתמכר ,62710,"  -757,500 ",  -   ,  -   
1347350935,התמכרויות חוץ ביתי ,62710,"  -161,204 ",  -   ,  -   
1347350939,השתתפות בשכר-מרכזי יום ,62710,"  -457,839 ",  -   ,  -   
1347352939,השתתפות בשכר-תעסוקת נגמלי,62710,"  -90,000 ",  -   ,  -   
1347353939,השתתפות בשכר-טיפול בהתמכר,62710,"  -549,328 ",  -   ,  -   
1847350110,שכר קובע-מרכזי יום ,62710,"  507,345 ",  -   ,  -   
1847350120,תוספות שאינן בשכר קובע ,62710,"  59,811 ",  -   ,  -   
1847350130,שעות נוספות ,62710,"  33,072 ",  -   ,  -   
1847350140,החזר הוצאות ,62710,"  129,696 ",  -   ,  -   
1847350181,הפרשות סוציאליות ,62710,"  150,217 ",  -   ,  -   
1847350182,מיסים ועלויות ,62710,"  55,998 ",  -   ,  -   
1847350431,חשמל ,62710,"  53,600 ",  -   ,  -   
1847350432,מים ,62710,"  34,100 ",  -   ,  -   
1847350434,שירותי נקיון ,62710,"  40,563 ",  -   ,  -   
1847350440,ביטוח ,62710,"  7,000 ",  -   ,  -   
1847350540,הוצאות תקשורת ,62710,"  21,000 ",  -   ,  -   
1847350743,רכישת כלים מכשירים וציוד ,62710,"  8,000 ",  -   ,  -   
1847350780,הוצאות פעולה-התמכרויות ,62710,"  45,000 ",  -   ,  -   
1847350783,טיפול באסירים משוחררים ,62710,"  120,000 ",  -   ,  -   
1847350840,בדיקות סמים וסיוע ,62710,"  85,333 ",  -   ,  -   
1847350841,התמכרויות מבוגרים ,62710,"  1,117,557 ",  -   ,  -   
1847350842,תוכניות תעסוקה למתמכרים ,62710,"  153,333 ",  -   ,  -   
1847350843,פרוייקטים לנגמלים ,62710,"  253,333 ",  -   ,  -   
1847350844,טיפול בנוער מתמכר ,62710,"  1,010,000 ",  -   ,  -   
1847350845,התמכרויות חוץ ביתי ,62710,"  214,939 ",  -   ,  -   
1847351110,שכר קובע-שיקום האסיר ,62710,"  91,715 ",  -   ,  -   
1847351120,תוספות שאינן בשכר קובע ,62710,  527 ,  -   ,  -   
1847351130,שעות נוספות ,62710,  -   ,  -   ,  -   
1847351140,החזר הוצאות ,62710,"  19,122 ",  -   ,  -   
1847351181,הפרשות סוציאליות ,62710,"  27,115 ",  -   ,  -   
1847351182,מיסים ועלויות ,62710,"  8,579 ",  -   ,  -   
1847352110,שכר קובע-תעסוקת נגמלים ,62710,"  106,865 ",  -   ,  -   
1847352120,תוספות שאינן בשכר קובע ,62710,"  4,725 ",  -   ,  -   
1847352130,שעות נוספות ,62710,  -   ,  -   ,  -   
1847352140,החזר הוצאות ,62710,"  24,516 ",  -   ,  -   
1847352181,הפרשות סוציאליות ,62710,"  22,603 ",  -   ,  -   
1847352182,מיסים ועלויות ,62710,"  10,491 ",  -   ,  -   
1847353110,שכר קובע-טיפול בהתמכרויות,62710,"  800,312 ",  -   ,  -   
1847353120,תוספות שאינן בשכר קובע ,62710,"  62,976 ",  -   ,  -   
1847353130,שעות נוספות ,62710,  -   ,  -   ,  -   
1847353140,החזר הוצאות ,62710,"  121,392 ",  -   ,  -   
1847353181,הפרשות סוציאליות ,62710,"  189,284 ",  -   ,  -   
1847353182,מיסים ועלויות ,62710,"  75,427 ",  -   ,  -   
1346100490,הכנסות שונות ,62800,  -100 ,  -100 ,  -   
1346100930,ילדים עיוורים במוסדות ,62800,"  -37,154 ","  -37,154 ","  -36,619 "
1346300933,הדרכת עיוור ובני ביתו ,62800,"  -191,561 ","  -270,000 ","  -157,169 "
1346300934,שיקום העיוור בקהילה ,62800,"  -4,069 ","  -41,000 ","  -12,427 "
1346400930,מפעלי שיקום לעיור ,62800,"  -66,000 ","  -66,000 ","  -23,247 "
1346500490,מועדונית סורוקה לנכים ,62800,"  -83,000 ","  -95,000 ","  -95,315 "
1346500491,מועדון נכים-מ.הבריאות ,62800,"  -40,000 ","  -4,500 ","  4,509 "
1346500931,החזקת נכים בפנימיות ,62800,"  -5,125,673 ","  -4,417,964 ","  -3,218,047 "
1346500932,נכים במשפחות אומנה ,62800,"  -518,400 ","  -380,646 ",  -   
1346500933,מעונות ממשלתיים-שיקום ,62800,"  -526,885 ","  -522,000 ","  -522,000 "
1346500934,מעון נכים גילה ,62800,  -   ,  -   ,"  -1,726,362 "
1346500938,נכים קשים בקהילה ,62800,"  -212,000 ","  -212,000 ","  -209,395 "
1346500939,שירותי שיקום ,62800,"  -619,511 ","  -628,429 ","  -577,137 "
1346600930,מס.יום לילד המוגבל ,62800,"  -213,624 ","  -156,264 ","  -139,141 "
1346700930,תוכניות לילד החריג ,62800,"  -150,000 ","  -150,000 ","  -267,118 "
1346700931,תוכניות מעבר לחרשים ,62800,"  -57,000 ","  -14,000 ","  -19,324 "
1346700932,מ.יום שיקומי לנכים ,62800,"  -775,527 ","  -1,444,200 ","  -424,229 "
1346700933,מועדוניות לחרשים ,62800,"  -70,000 ","  -70,000 ","  -55,830 "
1346700934,הסעות מסגרות יום שיקומיים,62800,"  -580,000 ","  -580,000 ","  -404,449 "
1346700935,ליווי מסגרות יום שיקומיים,62800,"  -200,000 ","  -200,000 ","  -165,768 "
1346700936,מסיכון לסיכוי ,62800,"  -51,000 ","  -51,000 ","  -22,160 "
1346700937,תעסוקה נתמכת לנכים ,62800,"  -339,000 ","  -339,000 ","  -389,527 "
1346700938,קהילה תומכת לנכים ,62800,"  -187,425 ","  -187,425 ","  -186,213 "
1346701930,מועדון חברתי לבוגרים ,62800,"  -54,000 ","  -54,000 ","  -39,342 "
1346701931,איתור לתעסוקה ,62800,"  -70,000 ","  -70,000 ","  -42,115 "
1346701932,חלופה למסגרות יום שיקומיי,62800,"  -56,000 ",  -   ,  -   
1346800930,מרכזי אבחון ושיקום ,62800,"  -448,560 ","  -880,000 ","  -488,927 "
1346800931,שיקום נכים בקהילה ,62800,"  -150,000 ","  -150,000 ","  -120,501 "
1346800932,מועדונים לעוור ,62800,"  -173,747 ","  -249,000 ","  -185,296 "
1346800933,נופשונים להבראה ,62800,"  -84,000 ","  -84,000 ","  -44,025 "
1346800934,מרכזי יום לנכים קשים ,62800,"  -1,890,000 ","  -1,890,000 ","  -1,606,532 "
1846100420,תחזוקת מבנים ,62800,  -   ,"  14,000 ","  11,746 "
1846100440,ביטוח-מועדונים ומפעלים ,62800,"  3,500 ","  3,400 ","  3,312 "
1846100743,רכישת כלים מכשירים וציוד ,62800,"  5,000 ","  5,000 ","  4,440 "
1846100780,פיתוח תוכניות לנכים ,62800,  -   ,"  108,333 ","  108,333 "
1846100840,ילדים עיוורים במוסדות ,62800,"  49,539 ","  49,539 ","  48,827 "
1846300843,הדרכת עיוור ובני ביתו ,62800,"  255,415 ","  360,000 ","  209,556 "
1846300844,שיקום העיוור בקהילה ,62800,"  5,426 ","  54,667 ","  19,539 "
1846400840,מפעלי שיקום לעיור ,62800,"  88,000 ","  88,000 ","  30,994 "
1846500110,שכר קובע-שירותי שיקום ,62800,"  697,171 ","  705,702 ","  632,968 "
1846500120,תוספות שאינן בשכר קובע ,62800,"  108,685 ","  120,404 ","  105,447 "
1846500130,שעות נוספות ,62800,"  11,061 ","  11,931 ","  10,618 "
1846500140,החזר הוצאות ,62800,"  110,318 ","  120,192 ","  114,230 "
1846500181,הפרשות סוציאליות ,62800,"  171,402 ","  167,592 ","  147,485 "
1846500182,מיסים ועלויות ,62800,"  70,930 ","  73,294 ","  65,964 "
1846500780,פר.חברתי פארק אוסטרליה ,62800,"  50,000 ","  50,000 ","  33,150 "
1846500782,מרכז לחיים עצמאיים ,62800,  -   ,  -   ,  -   
1846500783,פעילות קשר לנכים ,62800,"  30,000 ","  30,000 ","  29,963 "
1846500784,הפעלת סניף אתגרי ,62800,  -   ,  -   ,  -   
1846500785,להקת מחול שיקומית ,62800,  -   ,  -   ,  -   
1846500841,החזקת נכים בפנימיות ,62800,"  6,849,231 ","  5,902,618 ","  4,047,840 "
1846500842,נכים במשפחות אומנה ,62800,"  726,200 ","  537,528 ",  -   
1846500843,מעונות ממשלתיים שיקום ,62800,"  702,514 ","  696,000 ","  696,000 "
1846500844,מעון נכים גילה ,62800,  -   ,  -   ,"  2,582,882 "
1846500848,נכים קשים בקהילה ,62800,"  282,667 ","  282,667 ","  219,414 "
1846600840,מס.יום לילד המוגבל ,62800,"  334,832 ","  258,352 ","  232,793 "
1846700120,תוספות שאינן בשכר קובע ,62800,"  239,572 ","  33,852 ","  10,736 "
1846700181,הפרשות סוציאליות ,62800,"  43,317 ","  5,829 ","  1,849 "
1846700182,מיסים ועלויות ,62800,"  17,969 ","  2,541 ",  806 
1846700789,הוצאות מועדון - נכים ,62800,  -   ,  -   ,"  8,375 "
1846700840,תוכניות לילד החריג ,62800,"  200,000 ","  200,000 ","  356,158 "
1846700841,תוכניות מעבר לחרשים ,62800,"  76,000 ","  18,667 ","  25,763 "
1846700842,מ.יום שיקומי לנכים ,62800,"  1,174,037 ","  2,081,600 ","  613,590 "
1846700843,מועדוניות לחרשים ,62800,"  93,333 ","  93,333 ","  74,440 "
1846700844,הסעות מעונות יום שיקומיים,62800,"  773,333 ","  773,333 ",  -   
1846700845,ליווי מסגרות יום שיקומיים,62800,"  266,667 ","  266,667 ",  -   
1846700846,מסיכון לסיכוי ,62800,"  68,000 ","  68,000 ","  29,547 "
1846700847,תעסוקה נתמכת לנכים ,62800,"  452,000 ","  452,000 ","  512,379 "
1846700848,קהילה תומכת לנכים ,62800,"  249,900 ","  249,900 ","  248,800 "
1846701840,מועדון חברתי לבוגרים ,62800,"  72,000 ","  72,000 ","  52,083 "
1846701841,איתור לתעסוקה ,62800,"  93,333 ","  93,333 ",  -   
1846701842,חלופה למסגרות יום שיקומיי,62800,"  74,667 ",  -   ,  -   
1846800780,פעילות תומכת לנכים ,62800,"  175,300 ","  75,300 ","  38,519 "
1846800840,מרכזי אבחון ושיקום ,62800,"  598,080 ","  1,173,333 ","  651,902 "
1846800841,שיקום נכים בקהילה ,62800,"  225,000 ","  225,000 ","  188,188 "
1846800842,מועדונים לעוור ,62800,"  232,664 ","  342,000 ","  247,062 "
1846800843,נופשונים להבראה ,62800,"  116,000 ","  116,000 ","  64,402 "
1846800844,מרכזי יום לנכים קשים ,62800,"  2,700,000 ","  2,700,000 ","  2,330,566 "
1349000490,הכנסות שונות ,63100,  -   ,  -   ,  -   
1349000492,הכנס.עצמיות מיוע.עולים ,63100,  -   ,  -   ,  -   
1349000930,מעונות יום עולים ,63100,"  -91,582 ","  -62,785 ","  -142,980 "
1349000937,מס. יום טיפולי-עולים ,63100,"  -33,624 ","  -31,985 ","  -32,312 "
1349000938,"מע""שים - עולים ",63100,"  -52,344 ","  -52,344 ","  -14,506 "
1349001930,תוכנית מגשרים ,63100,"  -36,470 ","  -36,470 ","  -50,485 "
1349001931,התוכנית הביתית ,63100,"  -68,000 ","  -68,000 ","  -37,888 "
1349100930,ילדים בפנימיות-עולים ,63100,"  -2,335,958 ","  -2,538,142 ","  -2,414,795 "
1349100932,טיפול בזקנים - עולים ,63100,"  -316,600 ","  -316,600 ","  -236,329 "
1349100935,תוכ.קב.וקהילה-עולים ,63100,"  -20,000 ","  -15,000 ","  -44,165 "
1349100937,עובדי שכונה-עולים ,63100,  -   ,  -   ,"  -105,556 "
1349100938,טיפול בעוורים עולים ,63100,"  -17,368 ","  -17,368 ","  -6,806 "
1349100939,טיפול בעיוורים עולים ,63100,  -   ,  -   ,"  -6,569 "
1349110939,עובדי שכונה-עולים ,63100,"  -265,851 ","  -269,254 ","  -178,655 "
1349200930,ילדים במצוקה- עולים ,63100,"  -59,040 ","  -180,200 ","  -64,679 "
1349200931,משפחות עולים במצוקה ,63100,"  -90,500 ","  -90,500 ","  -90,573 "
1349200932,אבח.ושיקום נכים עולים ,63100,"  -70,000 ","  -62,000 ","  -77,743 "
1349200937,מפגרים בפנימיות עולים ,63100,"  -470,902 ","  -587,394 ","  -465,378 "
1349300930,טיפול בעולים נפגעי סמים ,63100,"  -45,000 ","  -45,000 ","  -47,329 "
1849000781,פעילות קהילתית לעולים ,63100,"  160,000 ","  160,000 ","  108,983 "
1849000840,מעונות יום - עולים ,63100,"  122,109 ","  83,713 ","  190,643 "
1849000847,מס.יום טפולי-עולים ,63100,"  44,832 ","  42,646 ","  43,077 "
1849000848,"מע""שים - עולים ",63100,"  79,792 ","  79,792 ","  27,309 "
1849001840,תוכנית מגשרים ,63100,"  48,627 ","  48,627 ","  67,313 "
1849001841,התוכנית הביתית ,63100,"  90,667 ","  90,667 ","  50,517 "
1849100840,ילדים בפנימיות-עולים ,63100,"  3,189,610 ","  3,434,189 ","  3,291,939 "
1849100842,טפול בזקנים עולים ,63100,"  453,133 ","  453,133 ","  359,530 "
1849100845,תוכ.קב.וקהילה-עולים ,63100,"  26,667 ","  20,000 ",  -   
1849100848,טיפול בעוורים עולים ,63100,"  23,157 ","  23,157 ","  9,074 "
1849100849,טיפול בעיוורים עולים ,63100,  -   ,  -   ,"  8,760 "
1849110110,שכר קובע-עובדי שכונה עולי,63100,"  236,675 ","  222,311 ","  216,293 "
1849110120,תוספות שאינן בשכר קובע ,63100,"  17,198 ","  14,305 ","  14,295 "
1849110130,שעות נוספות ,63100,  292 ,  539 ,  474 
1849110140,החזר הוצאות ,63100,"  11,389 ","  11,332 ","  10,944 "
1849110181,הפרשות סוציאליות ,63100,"  48,384 ","  43,660 ","  41,959 "
1849110182,מיסים ועלויות ,63100,"  20,688 ","  19,162 ","  18,654 "
1849200780,פעוטון במרכז קהילתי קווקז,63100,  -   ,  -   ,"  19,000 "
1849200840,ילדים במצוקה- עולים ,63100,"  88,720 ","  256,267 ","  94,959 "
1849200841,משפחות עולים במצוקה ,63100,"  120,887 ","  120,887 ","  314,834 "
1849200842,אבח.ושיקום נכים עולים ,63100,"  93,333 ","  82,667 ","  103,658 "
1849200847,מפגרים בפנימיות עולים ,63100,"  627,870 ","  783,193 ","  620,506 "
1849300840,טיפול בעולים נפגעי סמים ,63100,"  60,000 ","  60,000 ","  63,105 "
1343500490,השתת. הורים מועדוניות ,63200,"  -235,000 ","  -220,000 ","  -229,249 "
1343500650,החזר ה.שימוש-בית לכל ילד ,63200,  -   ,  -   ,"  -100,267 "
1343500931,טיפול בילד בקהילה ,63200,"  -2,336,000 ","  -1,463,260 ","  -2,537,293 "
1343500933,טיפול ילדים בסיכון ,63200,"  -300,000 ","  -300,000 ","  -178,415 "
