,,,,,,,,,,,,,," הצעת התקציב בש""ח ",
6,8,9,0,0,4,6,1,8,1,1816400986,ה.מותנית תמיכות חינוך תור,17920,  -   ,  -   ,"  300,000 "
1,1,8,0,1,4,6,1,8,1,1816410811,מוסדות נתיב השבים ,17920,"  252,000 ",  -   ,  -   
3,1,8,0,1,4,6,1,8,1,1816410813,מוסדות בית מוריה ,17920,"  138,600 ",  -   ,  -   
4,1,8,0,1,4,6,1,8,1,1816410814,מוסדות קול רינה ,17920,"  305,565 ",  -   ,  -   
5,1,8,0,1,4,6,1,8,1,1816410815,מרכז תורני בית יוסף ,17920,"  210,000 ",  -   ,  -   
6,1,8,0,1,4,6,1,8,1,1816410816,כולל בני שלמה ,17920,"  132,000 ",  -   ,  -   
7,1,8,0,1,4,6,1,8,1,1816410817,מרכז תורה וחסד עם רם ,17920,"  187,196 ",  -   ,  -   
9,1,8,0,1,4,6,1,8,1,1816410819,כולל נשמת כל חי ,17920,"  133,196 ",  -   ,  -   
1,2,8,0,1,4,6,1,8,1,1816410821,מוסדות קול רינה ,17920,  -   ,  -   ,  -   
2,2,8,0,1,4,6,1,8,1,1816410822,מרכז תורני בית יוסף ,17920,  -   ,  -   ,  -   
3,2,8,0,1,4,6,1,8,1,1816410823,כולל בני שלמה ,17920,  -   ,  -   ,  -   
4,2,8,0,1,4,6,1,8,1,1816410824,מרכז תורה וחסד עם רם ,17920,  -   ,  -   ,  -   
5,2,8,0,1,4,6,1,8,1,1816410825,כולל נשמת כל חי ,17920,  -   ,  -   ,  -   
6,2,8,0,1,4,6,1,8,1,1816410826,עמותת נווה יוסף חיים ,17920,  -   ,  -   ,  -   
7,2,8,0,1,4,6,1,8,1,1816410827,ישיבת תומכי תמימים ,17920,  -   ,  -   ,  -   
8,2,8,0,1,4,6,1,8,1,1816410828,ישיבת עוסקי תורה ,17920,  -   ,  -   ,  -   
9,2,8,0,1,4,6,1,8,1,1816410829,כולל אהבת שלום ,17920,  -   ,  -   ,  -   
2,1,8,0,2,4,6,1,8,1,1816420812,עמותת נווה יוסף חיים ,17920,"  75,600 ",  -   ,  -   
3,1,8,0,2,4,6,1,8,1,1816420813,ישיבת תומכי תמימים ,17920,"  171,600 ",  -   ,  -   
5,1,8,0,2,4,6,1,8,1,1816420815,ישיבת עוסקי תורה ,17920,"  97,200 ",  -   ,  -   
7,1,8,0,2,4,6,1,8,1,1816420817,כולל אהבת שלום ,17920,"  116,100 ",  -   ,  -   
8,1,8,0,2,4,6,1,8,1,1816420818,מכון אורות ישראל ,17920,"  105,600 ",  -   ,  -   
9,1,8,0,2,4,6,1,8,1,1816420819,היכל רמות בנימין ,17920,"  16,500 ",  -   ,  -   
1,2,8,0,2,4,6,1,8,1,1816420821,מכון אורות ישראל ,17920,  -   ,  -   ,  -   
2,2,8,0,2,4,6,1,8,1,1816420822,היכל רמות בנימין ,17920,  -   ,  -   ,  -   
3,2,8,0,2,4,6,1,8,1,1816420823,ארגון יד אליעזר ,17920,  -   ,  -   ,  -   
4,2,8,0,2,4,6,1,8,1,1816420824,קדוש ישראל בנתיבות ,17920,  -   ,  -   ,  -   
5,2,8,0,2,4,6,1,8,1,1816420825,ארגון פעילים לב לאחים ,17920,  -   ,  -   ,  -   
6,2,8,0,2,4,6,1,8,1,1816420826,משען לתלמיד ,17920,  -   ,  -   ,  -   
7,2,8,0,2,4,6,1,8,1,1816420827,עמותת נווה שליו ,17920,  -   ,  -   ,  -   
8,2,8,0,2,4,6,1,8,1,1816420828,מכון מחקר דביר ביתך ,17920,  -   ,  -   ,  -   
9,2,8,0,2,4,6,1,8,1,1816420829,מרכז רוחני מנחם ציון ,17920,  -   ,  -   ,  -   
0,1,8,0,3,4,6,1,8,1,1816430810,ארגון יד אליעזר ,17920,"  59,997 ",  -   ,  -   
1,1,8,0,3,4,6,1,8,1,1816430811,קדוש ישראל בנתיבות ,17920,"  39,875 ",  -   ,  -   
2,1,8,0,3,4,6,1,8,1,1816430812,ארגון פעילים לב לאחים ,17920,"  83,160 ",  -   ,  -   
3,1,8,0,3,4,6,1,8,1,1816430813,משען לתלמיד ,17920,"  58,500 ",  -   ,  -   
4,1,8,0,3,4,6,1,8,1,1816430814,עמותת נווה שליו ,17920,"  11,500 ",  -   ,  -   
5,1,8,0,3,4,6,1,8,1,1816430815,מכון מחקר דביר ביתך ,17920,"  10,000 ",  -   ,  -   
1,2,8,0,3,4,6,1,8,1,1816430821,עמותת אמרי יוסף ,17920,  -   ,  -   ,  -   
0,5,8,0,0,8,6,1,8,1,1816800850,קרן מילגות עירונית ,75200,  -   ,"  20,000 ",  -   
0,1,1,0,0,1,7,1,8,1,1817100110,שכר קובע ,43800,"  354,450 ","  336,525 ","  334,360 "
0,2,1,0,0,1,7,1,8,1,1817100120,תוספות שאינן בשכר קובע ,43800,"  86,877 ","  80,791 ","  80,206 "
0,3,1,0,0,1,7,1,8,1,1817100130,שעות נוספות ,43800,"  31,184 ","  28,648 ","  31,768 "
0,4,1,0,0,1,7,1,8,1,1817100140,החזר הוצאות ,43800,"  169,268 ","  161,858 ","  149,318 "
1,8,1,0,0,1,7,1,8,1,1817100181,הפרשות סוציאליות ,43800,"  91,747 ","  86,761 ","  85,824 "
2,8,1,0,0,1,7,1,8,1,1817100182,מיסים ועלויות ,43800,"  48,480 ","  45,949 ","  45,024 "
1,1,5,0,0,1,7,1,8,1,1817100511,אירוח וכיבוד ,43800,  -   ,  950 ,  -   
3,2,5,0,0,1,7,1,8,1,1817100523,"דמי חבר בארגון הקב""טים ",43800,  -   ,  -   ,  -   
2,2,7,0,0,1,7,1,8,1,1817100722,העברה מיועדת ,43800,  -   ,  -   ,  -   
7,5,7,0,0,1,7,1,8,1,1817100757,פרוייקט מגן ,43800,"  321,195 ","  325,000 ",  -   
9,5,7,0,0,1,7,1,8,1,1817100759,אבטחה במוסדות חינוך ,43800,"  4,650,962 ","  5,564,418 ","  5,800,000 "
0,3,9,0,0,1,7,1,8,1,1817100930,פרוייקט מגן-ועדת עזבונות ,43800,  -   ,  -   ,  -   
2,2,7,0,1,1,7,1,8,1,1817110722,העברה מיועדת-מתקני בטחון ,43800,"  365,370 ","  283,333 ","  283,300 "
0,1,1,0,0,2,7,1,8,1,1817200110,שכר קובע ,46400,"  597,969 ","  538,611 ","  549,618 "
0,2,1,0,0,2,7,1,8,1,1817200120,תוספות שאינן בשכר קובע ,46400,"  46,297 ","  40,232 ","  49,678 "
0,3,1,0,0,2,7,1,8,1,1817200130,שעות נוספות ,46400,"  5,368 ","  4,645 ","  4,788 "
0,4,1,0,0,2,7,1,8,1,1817200140,החזר הוצאות ,46400,"  113,910 ","  99,695 ","  97,883 "
1,8,1,0,0,2,7,1,8,1,1817200181,הפרשות סוציאליות ,46400,"  137,181 ","  122,776 ","  127,612 "
2,8,1,0,0,2,7,1,8,1,1817200182,מיסים ועלויות ,46400,"  58,155 ","  52,121 ","  53,076 "
0,2,4,0,0,2,7,1,8,1,1817200420,תחזוקת מבנים ,46400,  -   ,  -   ,  -   
0,4,4,0,0,2,7,1,8,1,1817200440,ביטוח מבנה ותכולה ,46400,"  7,700 ","  7,700 ","  7,900 "
2,4,4,0,0,2,7,1,8,1,1817200442,שיפוי עבור נזקים ,46400,  -   ,  -   ,  -   
2,2,7,0,0,2,7,1,8,1,1817200722,הקצבה מיועדת ,46400,  -   ,  -   ,  -   
0,8,7,0,0,2,7,1,8,1,1817200780,מרכז פיסגה ,46400,  -   ,"  38,000 ","  38,000 "
0,7,8,0,0,2,7,1,8,1,1817200870,השתת.במרכז משאבים חינוכי ,46400,"  190,000 ","  180,000 ","  180,000 "
1,7,8,0,0,2,7,1,8,1,1817200871,דמי שימוש מרכז מורים ,46400,"  190,138 ","  190,000 ","  190,000 "
0,1,1,0,1,3,7,1,8,1,1817310110,שכר קובע)מנהלה( ,46500,"  286,052 ","  221,223 ","  251,561 "
0,2,1,0,1,3,7,1,8,1,1817310120,תוספות שאינן בשכר קובע ,46500,"  37,003 ","  29,239 ","  24,658 "
0,3,1,0,1,3,7,1,8,1,1817310130,שעות נוספות ,46500,"  4,873 ","  4,054 ","  1,273 "
0,4,1,0,1,3,7,1,8,1,1817310140,החזר הוצאות ,46500,"  34,038 ","  22,896 ","  19,888 "
1,8,1,0,1,3,7,1,8,1,1817310181,הפרשות סוציאליות ,46500,"  56,089 ","  43,001 ","  51,633 "
2,8,1,0,1,3,7,1,8,1,1817310182,מיסים ועלויות ,46500,"  27,133 ","  20,784 ","  22,448 "
0,2,4,0,1,3,7,1,8,1,1817310420,תחזוקת מבנים ,46500,  -   ,"  19,000 ","  24,000 "
1,3,4,0,1,3,7,1,8,1,1817310431,חשמל ,46500,"  39,790 ","  42,000 ","  41,000 "
2,3,4,0,1,3,7,1,8,1,1817310432,מים ,46500,"  -19,463 ","  3,400 ",  -   
3,3,4,0,1,3,7,1,8,1,1817310433,חומרי נקיון ,46500,  -   ,  -   ,  -   
4,3,4,0,1,3,7,1,8,1,1817310434,שרותי נקיון ,46500,"  57,497 ","  57,000 ","  59,000 "
5,3,4,0,1,3,7,1,8,1,1817310435,ביוב ,46500,  -   ,  -   ,  -   
0,4,4,0,1,3,7,1,8,1,1817310440,ביטוח מבנה ותכולה ,46500,"  3,100 ","  3,100 ","  3,200 "
0,7,4,0,1,3,7,1,8,1,1817310470,ציוד משרדי ,46500,"  4,104 ","  4,750 ","  4,700 "
1,1,5,0,1,3,7,1,8,1,1817310511,אירוח וכיבוד ,46500,"  3,791 ","  2,850 ","  2,800 "
2,2,5,0,1,3,7,1,8,1,1817310522,ספרים וכתבי עת ,46500,"  2,288 ","  3,500 ","  3,500 "
0,4,5,0,1,3,7,1,8,1,1817310540,הוצאות תקשורת ,46500,"  26,189 ","  26,400 ","  24,400 "
0,5,5,0,1,3,7,1,8,1,1817310550,פרסום והדפסות ,46500,  982 ,"  1,900 ","  1,900 "
1,6,5,0,1,3,7,1,8,1,1817310561,צילום מסמכים ,46500,"  5,157 ","  6,600 ","  5,000 "
0,7,5,0,1,3,7,1,8,1,1817310570,"מיכון - שפ""י ",46500,"  3,765 ","  4,000 ","  4,000 "
9,7,5,0,1,3,7,1,8,1,1817310579,קישור ,46500,  -   ,  -   ,  -   
0,8,5,0,1,3,7,1,8,1,1817310580,הוצאות אירגוניות ,46500,  -   ,  -   ,  -   
0,2,7,0,1,3,7,1,8,1,1817310720,חומרים ,46500,"  1,760 ","  2,000 ","  3,000 "
2,2,7,0,1,3,7,1,8,1,1817310722,הקצבה מיועדת ,46500,  -   ,  -   ,  -   
1,4,7,0,1,3,7,1,8,1,1817310741,ציוד וחומרים ,46500,  -   ,  -   ,  -   
3,4,7,0,1,3,7,1,8,1,1817310743,רכישת כלים מכשירים וציוד ,46500,"  5,840 ","  24,300 ","  24,300 "
5,4,7,0,1,3,7,1,8,1,1817310745,רכישת מבח פסיכולוגים ,46500,"  2,594 ","  4,275 ","  4,500 "
1,5,7,0,1,3,7,1,8,1,1817310751,אחזקת גינון ,46500,  -   ,"  4,500 ","  4,500 "
0,8,7,0,1,3,7,1,8,1,1817310780,פרוייקטים טיפוליים ,46500,"  4,015 ","  4,000 ","  4,000 "
0,1,1,1,1,3,7,1,8,1,1817311110,שכר קובע )פסיכולוגים( ,46500,"  3,458,600 ","  3,617,575 ","  3,804,876 "
0,2,1,1,1,3,7,1,8,1,1817311120,תוספות שאינן בשכר קובע ,46500,"  430,461 ","  456,008 ","  478,030 "
0,3,1,1,1,3,7,1,8,1,1817311130,שעות נוספות ,46500,"  4,952 ","  6,116 ",  -   
0,4,1,1,1,3,7,1,8,1,1817311140,החזר הוצאות ,46500,"  985,138 ","  1,008,571 ","  1,011,457 "
1,8,1,1,1,3,7,1,8,1,1817311181,הפרשות סוציאליות ,46500,"  785,555 ","  819,582 ","  861,559 "
2,8,1,1,1,3,7,1,8,1,1817311182,מיסים ועלויות ,46500,"  368,769 ","  385,236 ","  399,013 "
0,4,4,1,1,3,7,1,8,1,1817311440,ביטוח אחריות מקצועית ,46500,"  19,310 ","  19,300 ","  19,800 "
5,6,7,0,0,4,7,1,8,1,1817400765,שירות דנטלי לתלמיד ,44000,  -   ,"  490,609 ","  490,609 "
4,4,4,0,0,5,7,1,8,1,1817500444,ביטוח תאונות אישיות ,44100,"  1,025,100 ","  1,025,200 ","  1,100,000 "
0,1,1,0,0,6,7,1,8,1,1817600110,שכר קובע ,46700,"  109,509 ","  87,271 ","  97,121 "
0,2,1,0,0,6,7,1,8,1,1817600120,תוספות שאינן בשכר קובע ,46700,"  16,901 ","  12,169 ","  15,711 "
0,3,1,0,0,6,7,1,8,1,1817600130,שעות נוספות ,46700,"  12,033 ","  8,987 ","  9,502 "
0,4,1,0,0,6,7,1,8,1,1817600140,החזר הוצאות ,46700,"  6,257 ","  4,861 ","  2,145 "
1,8,1,0,0,6,7,1,8,1,1817600181,הפרשות סוציאליות ,46700,"  19,603 ","  14,814 ","  17,939 "
2,8,1,0,0,6,7,1,8,1,1817600182,מיסים ועלויות ,46700,"  11,755 ","  8,753 ","  9,397 "
2,3,4,0,0,6,7,1,8,1,1817600432,מים ,46700,"  36,513 ",  -   ,  -   
5,3,4,0,0,6,7,1,8,1,1817600435,ביוב ,46700,"  17,552 ",  -   ,  -   
2,2,7,0,0,6,7,1,8,1,1817600722,העברה מיועדת ,46700,  -   ,  -   ,  -   
0,8,7,0,0,6,7,1,8,1,1817600780,שיקום שכונות ,46700,"  240,158 ","  300,000 ","  270,000 "
4,8,7,0,0,6,7,1,8,1,1817600784,רווחה חינוכית ,46700,"  1,489,507 ","  2,552,825 ","  2,350,000 "
0,1,1,0,1,7,7,1,8,1,1817710110,שכר קובע ,46600,"  843,337 ","  803,155 ","  1,015,524 "
0,2,1,0,1,7,7,1,8,1,1817710120,תוספות שאינן בשכר קובע ,46600,"  18,375 ","  17,116 ","  21,908 "
0,3,1,0,1,7,7,1,8,1,1817710130,שעות נוספות ,46600,"  1,547 ","  1,497 ",  950 
0,4,1,0,1,7,7,1,8,1,1817710140,החזר הוצאות ,46600,"  176,351 ","  169,331 ","  197,557 "
1,8,1,0,1,7,7,1,8,1,1817710181,הפרשות סוציאליות ,46600,"  170,771 ","  162,856 ","  210,856 "
2,8,1,0,1,7,7,1,8,1,1817710182,מיסים ועלויות ,46600,"  78,700 ","  75,118 ","  93,561 "
0,2,4,0,1,7,7,1,8,1,1817710420,תחזוקת מבנים ,46600,"  9,048 ","  8,550 ","  15,000 "
1,3,4,0,1,7,7,1,8,1,1817710431,חשמל ,46600,"  14,318 ","  13,000 ","  10,000 "
3,3,4,0,1,7,7,1,8,1,1817710433,חומרי נקיון ,46600,  -   ,  -   ,  -   
4,3,4,0,1,7,7,1,8,1,1817710434,שרותי נקיון ,46600,"  36,519 ","  37,000 ","  42,491 "
0,4,4,0,1,7,7,1,8,1,1817710440,ביטוח מבנה ותכולה ,46600,"  3,100 ","  3,100 ","  3,200 "
0,7,4,0,1,7,7,1,8,1,1817710470,ציוד משרדי ,46600,"  3,260 ","  2,565 ","  2,500 "
1,1,5,0,1,7,7,1,8,1,1817710511,כיבוד ,46600,"  1,534 ","  3,800 ","  4,000 "
2,2,5,0,1,7,7,1,8,1,1817710522,ספרות מקצועית ,46600,  -   ,  -   ,  -   
0,4,5,0,1,7,7,1,8,1,1817710540,הוצאות תקשורת ,46600,"  31,740 ","  32,400 ","  37,500 "
0,5,5,0,1,7,7,1,8,1,1817710550,פרסום והדפסות ,46600,  -   ,  -   ,  -   
1,6,5,0,1,7,7,1,8,1,1817710561,צילום מסמכים ,46600,"  1,469 ","  1,250 ","  1,300 "
9,7,5,0,1,7,7,1,8,1,1817710579,קישור ,46600,  -   ,  -   ,  -   
2,2,7,0,1,7,7,1,8,1,1817710722,הקצבה מיועדת ,46600,  -   ,  -   ,  -   
3,4,7,0,1,7,7,1,8,1,1817710743,רכישת כלים מכשירים וציוד ,46600,"  5,198 ","  5,225 ","  10,000 "
2,8,7,0,1,7,7,1,8,1,1817710782,חונכים למניעת נשירה ,46600,"  89,691 ","  90,000 ","  90,000 "
0,3,9,0,1,7,7,1,8,1,1817710930,רכישת ציוד יסודי ,46600,  -   ,  -   ,  -   
0,1,1,0,0,8,7,1,8,1,1817800110,שכר קובע ,43900,"  274,268 ","  308,777 ","  253,516 "
0,2,1,0,0,8,7,1,8,1,1817800120,תוספות שאינן בשכר קובע ,43900,"  25,672 ","  27,498 ","  23,383 "
0,3,1,0,0,8,7,1,8,1,1817800130,שעות נוספות ,43900,"  2,352 ","  2,403 ","  2,091 "
0,4,1,0,0,8,7,1,8,1,1817800140,החזר הוצאות ,43900,"  47,752 ","  37,873 ","  47,320 "
1,8,1,0,0,8,7,1,8,1,1817800181,הפרשות סוציאליות ,43900,"  55,945 ","  61,178 ","  58,910 "
2,8,1,0,0,8,7,1,8,1,1817800182,מיסים ועלויות ,43900,"  26,530 ","  28,581 ","  24,738 "
0,4,5,0,0,8,7,1,8,1,1817800540,הוצאות תקשורת ,43900,"  3,081 ","  3,100 ","  5,300 "
0,1,7,0,0,8,7,1,8,1,1817800710,הסעות קבלניות חינוך רגיל ,43900,"  4,810,779 ","  3,320,674 ","  3,286,000 "
1,1,7,0,0,8,7,1,8,1,1817800711,כרטיסיות ,43900,"  761,062 ","  850,000 ","  900,000 "
0,1,7,0,1,8,7,1,8,1,1817810710,הסעות קבלניות חינוך מיוחד,43900,"  13,322,729 ","  13,777,989 ","  14,132,000 "
7,8,9,0,1,8,7,1,8,1,1817810987,היסעים ח.מ.-מותנה ,43900,  -   ,  -   ,  -   
1,2,8,0,0,9,7,1,8,1,1817900821,עמ.אימפולס מורים לסיוע ,75200,"  5,985 ",  -   ,  -   
2,2,8,0,0,9,7,1,8,1,1817900822,עמ.על לקידום תוכניות נוער,75200,"  3,312 ",  -   ,  -   
3,2,8,0,0,9,7,1,8,1,1817900823,מ.פ.ל.מתמטיקה פסיכומטריה ,75200,"  4,950 ",  -   ,  -   
5,2,8,0,0,9,7,1,8,1,1817900825,מכון ראשית ,75200,"  5,710 ",  -   ,  -   
1,8,7,1,0,9,7,1,8,1,1817901781,"בי""ס קהילתי להורים ",44400,  -   ,"  40,000 ","  40,000 "
2,8,7,1,0,9,7,1,8,1,1817901782,מדריכי מניעה במערכת החינו,44400,  -   ,"  120,000 ","  120,000 "
3,8,7,1,0,9,7,1,8,1,1817901783,מניעת אלימות בקרב בני נוע,44400,  -   ,"  80,000 ","  80,000 "
1,8,7,2,0,9,7,1,8,1,1817902781,הקמת יחידות התפתחויות קהי,44400,  -   ,"  400,000 ","  400,000 "
2,8,7,2,0,9,7,1,8,1,1817902782,בית פתוח לאמהות לילדים גי,44400,  -   ,"  150,000 ","  150,000 "
3,8,7,2,0,9,7,1,8,1,1817902783,טיפול בילדים עם הפרעות DH,44400,  -   ,"  72,000 ","  72,000 "
0,1,1,3,0,9,7,1,8,1,1817903110,שכר קובע-פסיכולוגים)שמידט,44400,  -   ,"  59,670 ",  -   
0,2,1,3,0,9,7,1,8,1,1817903120,תוספות שאינן בשכר קובע ,44400,  -   ,  -   ,  -   
0,3,1,3,0,9,7,1,8,1,1817903130,שעות נוספות ,44400,  -   ,  -   ,"  70,147 "
0,4,1,3,0,9,7,1,8,1,1817903140,החזר הוצאות ,44400,  -   ,  -   ,"  7,482 "
1,8,1,3,0,9,7,1,8,1,1817903181,הפרשות סוציאליות ,44400,  -   ,  -   ,  -   
2,8,1,3,0,9,7,1,8,1,1817903182,מיסים ועלויות ,44400,  -   ,  -   ,"  4,676 "
3,8,7,3,0,9,7,1,8,1,1817903783,תחומי העשרה באומנויות-נ.ב,44400,  -   ,"  60,000 ",  -   
4,8,7,3,0,9,7,1,8,1,1817903784,הילה-השלמת לימודים לתעודה,44400,  -   ,"  50,000 ","  50,000 "
5,8,7,3,0,9,7,1,8,1,1817903785,"הט""ף-הדרכה בטיפוח פעוטות ",44400,  -   ,"  78,000 ","  78,000 "
6,8,7,3,0,9,7,1,8,1,1817903786,"אתג""ר-הדרכת הורים וילדים ",44400,  -   ,"  117,000 ","  117,000 "
7,8,7,3,0,9,7,1,8,1,1817903787,סדנא לשיפור מיומנות חברתי,44400,  -   ,  -   ,  -   
8,8,7,3,0,9,7,1,8,1,1817903788,"אבחונים והוראה מתקנת/שפ""י",44400,  -   ,  -   ,"  179,000 "
9,8,7,3,0,9,7,1,8,1,1817903789,תוכנית חונכות בגנים ,44400,  -   ,  -   ,"  150,000 "
3,8,7,3,1,9,7,1,8,1,1817913783,ק.מדען צעיר ,44400,  -   ,  -   ,"  30,000 "
1,3,4,0,2,9,7,1,8,1,1817920431,חשמל-סיירת הורים ,47600,  -   ,  -   ,"  7,000 "
0,1,1,0,3,9,7,1,8,1,1817930110,שכר קובע ,46800,"  43,837 ","  56,783 ","  59,421 "
0,2,1,0,3,9,7,1,8,1,1817930120,תוספות שאינן בשכר קובע ,46800,"  14,802 ","  18,193 ","  21,349 "
0,3,1,0,3,9,7,1,8,1,1817930130,שעות נוספות ,46800,"  1,409 ","  1,878 ",  926 
0,4,1,0,3,9,7,1,8,1,1817930140,החזר הוצאות ,46800,"  21,424 ","  18,404 ","  19,568 "
1,8,1,0,3,9,7,1,8,1,1817930181,הפרשות סוציאליות ,46800,"  17,988 ","  23,092 ","  19,537 "
2,8,1,0,3,9,7,1,8,1,1817930182,מיסים ועלויות ,46800,"  6,174 ","  7,238 ","  7,657 "
0,2,4,0,3,9,7,1,8,1,1817930420,תחזוקת מבנים ,46800,  -   ,  -   ,  -   
1,3,4,0,3,9,7,1,8,1,1817930431,חשמל ,46800,"  44,981 ","  48,000 ","  36,000 "
2,3,4,0,3,9,7,1,8,1,1817930432,מים ,46800,  -   ,  -   ,  -   
4,3,4,0,3,9,7,1,8,1,1817930434,שרותי נקיון ,46800,"  25,796 ","  26,000 ","  28,500 "
5,3,4,0,3,9,7,1,8,1,1817930435,ביוב ,46800,  -   ,  -   ,  -   
0,4,4,0,3,9,7,1,8,1,1817930440,ביטוח מבנה ותכולה ,46800,"  3,100 ","  3,100 ","  3,200 "
0,4,5,0,3,9,7,1,8,1,1817930540,הוצאות תקשורת ,46800,"  24,699 ","  25,300 ","  18,600 "
2,2,7,0,3,9,7,1,8,1,1817930722,הקצבה מיועדת ,46800,  -   ,  -   ,  -   
3,4,7,0,3,9,7,1,8,1,1817930743,רכישת כלים מכשירים וציוד ,46800,  -   ,  -   ,  -   
0,1,1,1,3,9,7,1,8,1,1817931110,שכר קובע ,46810,"  156,749 ","  186,632 ","  162,204 "
0,2,1,1,3,9,7,1,8,1,1817931120,תוספות שאינן בשכר קובע ,46810,  998 ,"  1,258 ","  1,119 "
0,3,1,1,3,9,7,1,8,1,1817931130,שעות נוספות ,46810,"  6,957 ","  8,150 ","  2,611 "
0,4,1,1,3,9,7,1,8,1,1817931140,החזר הוצאות ,46810,"  25,584 ","  32,899 ","  29,106 "
1,8,1,1,3,9,7,1,8,1,1817931181,הפרשות סוציאליות ,46810,"  38,010 ","  46,688 ","  42,071 "
2,8,1,1,3,9,7,1,8,1,1817931182,מיסים ועלויות ,46810,"  14,522 ","  17,475 ","  14,810 "
0,2,4,1,3,9,7,1,8,1,1817931420,תחזוקת מבנים ,46810,  -   ,"  5,130 ","  5,000 "
1,3,4,1,3,9,7,1,8,1,1817931431,חשמל ,46810,"  25,240 ","  26,000 ","  24,000 "
2,3,4,1,3,9,7,1,8,1,1817931432,מים ,46810,"  18,803 ","  152,600 ","  26,000 "
4,3,4,1,3,9,7,1,8,1,1817931434,שרותי נקיון ,46810,"  22,955 ","  25,000 ","  31,063 "
5,3,4,1,3,9,7,1,8,1,1817931435,ביוב ,46810,"  7,666 ",  -   ,  -   
0,4,4,1,3,9,7,1,8,1,1817931440,ביטוח מבנה ותכולה ,46810,"  3,100 ","  3,100 ","  3,200 "
2,4,4,1,3,9,7,1,8,1,1817931442,שיפוי עבור נזקים ,46810,  -   ,  -   ,  -   
4,4,4,1,3,9,7,1,8,1,1817931444,בטוח מחשבים ,46810,  -   ,  -   ,  -   
0,7,4,1,3,9,7,1,8,1,1817931470,ציוד משרדי ,46810,"  3,746 ","  6,650 ","  6,600 "
0,4,5,1,3,9,7,1,8,1,1817931540,הוצאות תקשורת ,46810,"  15,338 ","  15,700 ","  11,900 "
0,5,5,1,3,9,7,1,8,1,1817931550,פרסום והדפסות ,46810,  -   ,  -   ,  -   
1,6,5,1,3,9,7,1,8,1,1817931561,צילום מסמכים ,46810,"  2,029 ","  2,000 ","  2,000 "
0,8,5,1,3,9,7,1,8,1,1817931580,הוצאות אירגוניות ,46810,  -   ,  -   ,  -   
0,2,7,1,3,9,7,1,8,1,1817931720,חומרים ,46810,  -   ,"  1,000 ","  1,000 "
2,2,7,1,3,9,7,1,8,1,1817931722,העברה מיועדת ,46810,  -   ,  -   ,  -   
3,4,7,1,3,9,7,1,8,1,1817931743,רכישת כלים מכשירים וציוד ,46810,"  6,215 ","  11,400 ","  11,500 "
3,5,7,1,3,9,7,1,8,1,1817931753,עבודות קבלניות ,46810,  -   ,  -   ,  -   
2,8,7,1,3,9,7,1,8,1,1817931782,הוצאות פעולה ,46810,  -   ,  -   ,  -   
0,1,1,0,5,9,7,1,8,1,1817950110,שכר קובע )מנהלה( ,46310,"  259,810 ","  282,141 ","  271,457 "
0,2,1,0,5,9,7,1,8,1,1817950120,תוספות שאינן בשכר קובע ,46310,"  20,665 ","  21,209 ","  22,894 "
0,3,1,0,5,9,7,1,8,1,1817950130,שעות נוספות ,46310,"  4,158 ","  4,349 ","  6,659 "
0,4,1,0,5,9,7,1,8,1,1817950140,החזר הוצאות ,46310,"  11,080 ","  11,714 ","  11,472 "
1,8,1,0,5,9,7,1,8,1,1817950181,הפרשות סוציאליות ,46310,"  56,163 ","  60,699 ","  59,411 "
2,8,1,0,5,9,7,1,8,1,1817950182,מיסים ועלויות ,46310,"  22,612 ","  24,473 ","  23,829 "
0,2,4,0,5,9,7,1,8,1,1817950420,שיפוצי קיץ במוסדות חינוך ,44300,"  1,068,917 ",  -   ,  -   
2,2,4,0,5,9,7,1,8,1,1817950422,תחזוקת מזגנים מינהל חינוך,44000,"  183,558 ",  -   ,  -   
1,1,7,0,5,9,7,1,8,1,1817950711,הובלות בקבלנות ,44000,"  236,903 ",  -   ,  -   
0,4,7,0,5,9,7,1,8,1,1817950740,בטיחות אש ,44000,"  81,826 ",  -   ,  -   
4,4,7,0,5,9,7,1,8,1,1817950744,אחזקת מחשבים במוסד.חינוך ,44000,"  47,252 ",  -   ,  -   
0,5,7,0,5,9,7,1,8,1,1817950750,בדיקות מתקני משחק-א.חינוך,44000,"  8,976 ",  -   ,  -   
8,8,7,0,5,9,7,1,8,1,1817950788,נאמני רכוש ומצילה ,47600,"  158,353 ","  170,000 ",  -   
0,5,8,0,5,9,7,1,8,1,1817950850,סיוע לתלמידים נזקקים ,44000,"  136,150 ",  -   ,  -   
0,1,1,1,5,9,7,1,8,1,1817951110,שכר קובע)הוראה( ,46310,  -   ,  -   ,  -   
0,2,1,1,5,9,7,1,8,1,1817951120,תוספות שאינן בשכר קובע ,46310,  -   ,  -   ,  -   
0,4,1,1,5,9,7,1,8,1,1817951140,החזר הוצאות ,46310,  -   ,  -   ,  -   
1,8,1,1,5,9,7,1,8,1,1817951181,הפרשות סוציאליות ,46310,  -   ,  -   ,  -   
2,8,1,1,5,9,7,1,8,1,1817951182,מיסים ועלויות ,46310,  -   ,  -   ,  -   
0,2,4,1,5,9,7,1,8,1,1817951420,תחזוקת מבנים ,46310,"  22,461 ","  20,000 ","  30,000 "
1,3,4,1,5,9,7,1,8,1,1817951431,חשמל ,46310,"  139,386 ","  137,000 ","  112,000 "
