,שם הפרק,אגף,הסעיף,הפרק,"ת ק ב ו ל י ם  - באלפי ש""ח",2016,2015,סופי 2015,מקורי 2015,2014
,,,,836,שרותי חרום רפואיים,,,,,
836200830,שרותי חרום רפואיים,7,830,836200,"השתתפות באיגוד ערים למד""א - נ.ט.ן",190,180,180,180,163
,,,,836,"סה""כ - שרותי חרום רפואיים:",190,180,180,180,163
,,,,83,"סה""כ - בריאות:",0,0,0,0,0
,,,,84,"שרותי חברה, רווחה וקהילה",,,,,
,,,,841,מינהל הרווחה,,,,,
841000100,מינהל שרותים חברתיים,84,100,841000,משכורות כוללות - עובדי לשכת הרווחה ,0,0,0,0,10065
841000102,מינהל שרותים חברתיים,84,102,841000,משכורות כוללות - תוכנית דרור (שעות נוספות),0,0,0,0,188
841000410,מינהל שרותים חברתיים,2,410,841000,שכר דירה,0,0,0,0,405
841000430,מינהל שרותים חברתיים,84,430,841000,הוצאות חשמל ,0,0,0,0,8
841000470,מינהל שרותים חברתיים,84,470,841000,ציוד משרדי שוטף,0,0,0,0,50
841000521,מינהל שרותים חברתיים,84,521,841000,השתלמויות והדרכה,0,0,0,0,34
841000540,מינהל שרותים חברתיים,10,540,841000,טלפון ישיר,0,0,0,0,46
841000550,מינהל שרותים חברתיים,12,550,841000,פרסומים ודפוס,0,0,0,0,5
841000570,מינהל שרותים חברתיים,10,570,841000,הוצאות מיכון,0,0,0,0,51
841000751,מינהל שרותים חברתיים,5,751,841000,נקיון בקבלנות,0,0,0,0,123
841000752,מינהל שרותים חברתיים,84,752,841000,שירותי חשבות - מנהל רווחה,0,0,0,0,105
841000755,מינהל שרותים חברתיים,84,755,841000,"העסקת כ""א באמצעות חב' השמה ",0,0,0,0,186
841000780,מינהל שרותים חברתיים,84,780,841000,הוצאות אחרות לפעולות ושונות ,0,0,0,0,107
841000820,מינהל שרותים חברתיים,84,820,841000,תמיכה במוסדות בתחום רווחה ובריאות,0,0,0,0,620
841001100,מינהל שרותים חברתיים,84,100,841001,שכר עובדי המחלקה,11517,11019,11018,11000,0
841001102,מינהל שרותים חברתיים,84,102,841001,שכר - תוכנית דרור (ש נוספות),179,176,176,176,0
841004410,מינהל שרותים חברתיים,2,410,841004,שכר דירה רווחה,520,495,495,495,0
841004430,מינהל שרותים חברתיים,84,430,841004,הוצאות חשמל ,87,87,87,87,0
841004470,מינהל שרותים חברתיים,84,470,841004,ציוד משרדי שוטף,50,60,60,60,0
841004521,מינהל שרותים חברתיים,84,521,841004,השתלמויות והדרכה,61,69,61,61,0
841004540,מינהל שרותים חברתיים,10,540,841004,טלפון ישיר,45,45,39,39,0
841004550,מינהל שרותים חברתיים,12,550,841004,פרסומים ודפוס,10,10,10,10,0
841004570,מינהל שרותים חברתיים,10,570,841004,הוצאות מיכון,73,71,71,71,0
841004751,מינהל שרותים חברתיים,5,751,841004,ניקיון,150,147,147,135,0
841004752,מינהל שרותים חברתיים,84,752,841004,שירותי חשבות - מנהל רווחה,45,48,48,105,0
841004755,מינהל שרותים חברתיים,84,755,841004,"העסקת כ""א -קניית שרות",0,85,98,25,0
841004780,מינהל שרותים חברתיים,84,780,841004,הוצאות שונות ,130,130,130,130,0
841004781,מינהל שרותים חברתיים,84,781,841004,הוצאה מיוחדת (כנגד תרומה מעזבון),205,15,220,270,0
841004820,מינהל שרותים חברתיים,84,820,841004,תמיכה במוסדות בתחום הרווחה (מ- 2016 בריאות בסעיף 831/820),455,650,650,650,0
841004960,מינהל שרותים חברתיים,84,960,841004,רזרבת מנהל רווחה,180,0,0,0,0
,,,,841,"סה""כ - מינהל הרווחה:",13707,13107,13310,13314,11992
,,,,8419,פנסיה ופיצויים - רווחה,,,,,
841900310,פנסיה ופיצויים - רווחה,84,310,841900,פנסיה  ,3184,2850,2850,2850,2655
841900320,פנסיה ופיצויים - רווחה,84,320,841900,פיצויים והסדרי פרישה לעובדים,498,300,400,400,173
,,,,8419,"סה""כ - פנסיה ופיצויים - רווחה:",3682,3150,3250,3250,2828
,,,,842,רווחת הפרט והמשפחה,,,,,
842200184,רווחת הפרט והמשפחה,84,184,842200,"העסקת עו""ס לשיקום האסיר ",131,129,124,124,101
842200840,רווחת הפרט והמשפחה,84,840,842200,משפחות במצוקה בקהילה ,0,0,0,0,561
842200841,רווחת הפרט והמשפחה,84,841,842200,טיפול בהתמכרויות,0,0,0,0,180
842400184,רווחת הפרט והמשפחה,84,184,842400,משכורות כוללות - שירותים טיפוליים,0,0,0,0,45
842400780,רווחת הפרט והמשפחה,84,780,842400,סבסוד שירותים טיפוליים לנזקקים,0,0,0,0,103
842400840,רווחת הפרט והמשפחה,84,840,842400,שרותים טיפוליים (100%),0,0,0,0,329
842201840,רווחת הפרט והמשפחה,84,840,842201,מקלטים לנשים מוכות,70,67,67,67,0
842202780,רווחת הפרט והמשפחה,84,780,842202,משפחות במצוקה - עירוני,200,160,160,160,0
842202840,רווחת הפרט והמשפחה,84,840,842202,משפחות במצוקה בקהילה,150,370,400,480,0
842202841,רווחת הפרט והמשפחה,84,841,842202,משפחות במצוקה בקהילה - השלמה עירונית,220,0,0,0,0
842203840,רווחת הפרט והמשפחה,84,840,842203,סיוע חד פעמי לחימום-100%,0,0,0,15,0
842204840,רווחת הפרט והמשפחה,84,840,842204,סיוע למשפחות עם ילדים,155,350,350,153,0
842204841,רווחת הפרט והמשפחה,84,841,842204,סיוע למשפחות עם ילדים - השלמה עירונית,195,0,0,0,0
842205840,רווחת הפרט והמשפחה,84,840,842205,טיפול בדיירי רחוב,6,6,6,6,0
842206840,רווחת הפרט והמשפחה,84,840,842206,מס.ארציות לדיירי רחוב,156,96,96,72,0
842401104,רווחת הפרט והמשפחה,84,104,842401,שכר מרכז טיפול באלימות,581,570,570,570,0
842401184,רווחת הפרט והמשפחה,84,184,842401,שכר - שירותים טיפוליים,51,50,39,39,0
842401780,רווחת הפרט והמשפחה,84,780,842401,השתת' בשירותים טיפוליים - עירוני ,200,173,173,173,0
842401840,רווחת הפרט והמשפחה,84,840,842401,שרותים טיפוליים (100%),359,350,350,464,0
842402840,רווחת הפרט והמשפחה,84,840,842402,מסגרת טיפולית לגברים אלימים,96,46,46,46,0
842403780,רווחת הפרט והמשפחה,84,780,842403,הוצאות לפעולות - המרכז לשלום המשפחה - עירוני,50,80,80,0,0
,,,,842,"סה""כ - רווחת הפרט והמשפחה:",2620,2447,2461,2369,1320
,,,,843,שרותים לילד ולנוער,,,,,
843000780,שרותים לילד ולנוער,84,780,843000,"טיפול בילדים בסיכון (כולל על""מ)",0,0,0,0,864
843500184,שרותים לילד ולנוער,84,184,843500,משכורות כוללות - מרכז קשר לטיפול בנוער במצוקה (שעות נוספות),0,0,0,0,63
843500840,שרותים לילד ולנוער,84,840,843500,טיפול בנוער במצוקה ובסיכון,0,0,0,0,265
843501840,שרותים לילד ולנוער,84,840,843501,טיפול במשפחות אומנה,159,159,159,159,0
843502184,שרותים לילד ולנוער,84,184,843502,משכורות כוללות - מרכז קשר לטיפול בנוער במצוקה (שעות נוספות),72,70,70,0,0
843502755,שרותים לילד ולנוער,84,755,843502,העסקה באמצעות חב' השמה - מ. קשר,13,21,13,0,0
843502840,שרותים לילד ולנוער,84,840,843502,יצירת קשר הורים - ילדים,10,10,17,91,0
843503100,שרותים לילד ולנוער,84,100,843503,שכר עובדת מועדונית (שעות אפקטיביות),30,0,0,0,0
843503184,שרותים לילד ולנוער,84,184,843503,שכר - טיפול ילד בסיכון,408,398,455,455,0
843503710,שרותים לילד ולנוער,84,710,843503,מועדונית הפעלה באמצעות דרך הגלים - היסעים,35,0,0,0,0
843503711,שרותים לילד ולנוער,84,711,843503,הסעות לפנימיות יום,110,0,0,0,0
843503755,שרותים לילד ולנוער,84,755,843503,העסקה באמצעות חב' השמה - שירותים לילד ולנוער,24,0,6,0,0
843503760,שרותים לילד ולנוער,84,760,843503,מועדונית הפעלה באמצעות דרך הגלים,320,320,350,300,0
843503780,שרותים לילד ולנוער,84,780,843503,טיפול בילד בקהילה - עירוני,500,617,500,400,0
843503840,שרותים לילד ולנוער,84,840,843503,טיפול בילד בקהילה,525,500,500,391,0
843504184,שרותים לילד ולנוער,84,184,843504,מ. משותפות - שכר/מ.החינוך,1454,1425,1425,1425,0
843504710,שרותים לילד ולנוער,84,710,843504,מ.משותפות - היסעים+ליווי,710,1100,1100,1100,0
843504840,שרותים לילד ולנוער,84,840,843504,מועדוניות משותפות (4),250,400,400,514,0
843504841,שרותים לילד ולנוער,84,841,843504,מועדוניות משותפות (4) - השלמה עירונית,150,0,0,0,0
843505840,שרותים לילד ולנוער,84,840,843505,בדיקות פסיכולוגיות,10,10,10,10,0
843506840,שרותים לילד ולנוער,84,840,843506,טיפול בפגיעות מיניות,90,120,120,50,0
843507840,שרותים לילד ולנוער,84,840,843507,התנהגות מינית לא מותאמת,3,3,3,0,0
843510184,שרותים לילד ולנוער,84,184,843510,משכורות כוללות - טיפול במועדוניות,0,0,0,0,1375
843510780,שרותים לילד ולנוער,84,780,843510,מועדוניות - הסעים וליווי ,0,0,0,0,773
843510840,שרותים לילד ולנוער,84,840,843510,פעילות בקהילה - מועדוניות ,0,0,0,0,495
843800840,שרותים לילד ולנוער,84,840,843800,אחזקת ילדים בפנימיות ובאומנה (כולל חזרה לקהילה),0,0,0,0,5568
843801840,שרותים לילד ולנוער,84,840,843801,אחזקת ילדים בפנימיות,6200,6200,6200,5640,0
843900780,שרותים לילד ולנוער,84,780,843900,מעון יום עירוני - סבסוד ילדי רווחה,0,0,0,0,218
843900840,שרותים לילד ולנוער,84,840,843900,מעונות יום ,0,0,0,0,1461
843900841,שרותים לילד ולנוער,84,841,843900,הסעות וליווי למעונות יום שיקומיים לפעוטות,0,0,0,0,409
843901710,שרותים לילד ולנוער,84,710,843901,הסעות למעונות/פעוטונים (מעון רב תכליתי),400,0,455,455,0
843901810,שרותים לילד ולנוער,84,810,843901,השתת' במעונות-עירייה,250,250,250,200,0
843901840,שרותים לילד ולנוער,84,840,843901,ילדים במעונות יום - פעוטות בסיכון,1400,1400,1400,1615,0
,,,,843,"סה""כ - שרותים לילד ולנוער:",13123,13003,13433,12805,11492
,,,,844,שרותים לזקן,,,,,
844000780,שרותים לזקן,84,780,844000,עזרה לקשישים (כולל ניידת ביקורי-בית) ,0,0,0,0,34
844000781,שרותים לזקן,84,781,844000,"רכישת שרותים לטובת הקשיש (באמצעות תאגיד עירוני על""ה)",0,0,0,0,625
844000820,שרותים לזקן,84,820,844000,תמיכה למוסדות לטובת הקשיש,0,0,0,0,607
844300840,שרותים לזקן,84,840,844300,אחזקת זקנים במוסדות,0,0,0,0,2833
844301840,שרותים לזקן,84,840,844301,אחזקת זקנים במעונות,3500,3440,3440,2970,0
844302840,שרותים לזקן,84,840,844302,נופשון לזקן,22,9,9,9,0
844400780,שרותים לזקן,84,780,844400,"הפעלת טלוויזיה קהילתית לגימלאים (באמצעות תאגיד עירוני על""ה)",0,0,0,0,80
844401840,שרותים לזקן,84,840,844401,שירותים לניצולי שואה-100%,130,130,130,130,0
844402760,שרותים לזקן,84,760,844402,"רכישת שירותים מעמותה עירונית על""ה",565,625,625,625,0
844402780,שרותים לזקן,84,780,844402,הפעלת טלביזיה קהילתית,70,80,80,80,0
844402870,שרותים לזקן,84,870,844402,"הקצבה לתאגיד עירוני על""ה",475,500,500,500,0
844402820,שרותים לזקן,84,820,844402,תמיכה למוסדות לטובת הקשיש,125,125,125,125,0
844402871,שרותים לזקן,82,871,844402,הקצבה להפעלת מועדון 60+(יד התשעה),67,70,70,70,0
844402840,שרותים לזקן,84,840,844402,מועדונים לזקנים,80,105,105,105,0
844402841,שרותים לזקן,84,841,844402,מועדונים לזקנים - השלמה עירונית,25,0,0,0,0
844403840,שרותים לזקן,84,840,844403,טיפול בזקן בקהילה,205,445,445,445,0
844403841,שרותים לזקן,84,841,844403,טיפול בזקן בקהילה - השלמה עירונית,235,0,0,0,0
844404840,שרותים לזקן,84,840,844404,טיפול שיניים ומכ.לקשיש - 100%,0,0,0,5,0
844405840,שרותים לזקן,84,840,844405,שכונה תומכת,120,120,120,120,0
844406100,שרותים לזקן,84,100,844406,"עו""ס לצוות רווחה עירוני",149,145,145,120,0
844406780,שרותים לזקן,84,780,844406,עזרה לקשישים - עירוני (ניידת),120,170,170,170,0
844410840,שרותים לזקן,84,840,844410,"(עזרה לזקן (טיפול אישי, עזרה ביתית וארוחות",0,0,0,0,381
844410841,שרותים לזקן,84,841,844410,שכונה תומכת,0,0,0,0,120
844500840,שרותים לזקן,84,840,844500,מועדונים לקשישים (כולל מועדון נצולי השואה בבית מורשת),0,0,0,0,142
844500870,שרותים לזקן,82,870,844500,"הקצבה להפעלת מועדון ""50 פלוס"" (באמצעות מתנ""ס יד התשעה)",0,0,0,0,50
844501780,שרותים לזקן,84,780,844501,סיוע למרותקי בית,33,0,0,0,0
844501840,שרותים לזקן,84,840,844501,מסגרות יומיות לזקן,300,250,250,590,0
844502870,שרותים לזקן,84,870,844502,"הקצבה למרכז צמרות - על""ה",0,0,430,430,0
844503780,שרותים לזקן,84,780,844503,"רשת בטחון לעמותת על""ה",100,0,0,0,0
844510841,שרותים לזקן,84,841,844510,"הפעלת מרכזי יום לקשיש (באמצעות תאגיד עירוני על""ה)",0,0,0,0,493
,,,,844,"סה""כ - שרותים לזקן:",6321,6214,6644,6494,5364
,,,,8446,"מרכז יום לקשיש - צמרות (מופעל באמצעות תאגיד עירוני על""ה)",,,,,
844600755,מרכז יום לקשיש - צמרות,84,755,844600,"העסקת כ""א באמצעות חב' השמה",0,0,0,0,201
844600780,מרכז יום לקשיש - צמרות,84,780,844600,הוצאות שוטפות ושונות,0,0,0,0,9
844600870,מרכז יום לקשיש - צמרות,84,870,844600,"הקצבה לעמותת על""ה לצורך הפעלת מרכז יום לקשיש צמרות",0,0,0,0,70
,,,,8446,"סה""כ - מרכז יום לקשיש - צמרות:",0,0,0,0,279
,,,,845,שרותים למפגר,,,,,
845000780,שרותים למפגר,84,780,845000,"עזרה למפגרים - עירוני  (תגבור באופק, מע""ש הרצליה, מעון יום השרון, מ.מתראים)",0,0,0,0,430
845100840,שרותים למפגר,84,840,845100,סדור מפגרים במוסדות ,0,0,0,0,21861
845100841,שרותים למפגר,84,841,845100,מסגרות לאוכלוסיית האוטיסטים ,0,0,0,0,4470
845101780,שרותים למפגר,84,780,845101,אוטיסטים - עירוני,250,0,0,0,0
845101840,שרותים למפגר,84,840,845101,מרכז יום שיקומי לאוטיסט,650,410,410,523,0
845102840,שרותים למפגר,84,840,845102,"משפחות אומנה - מש""ה",10,10,13,13,0
845103840,שרותים למפגר,84,840,845103,משפחות אומנה לשיקום,10,10,8,8,0
845104840,שרותים למפגר,84,840,845104,"סידור במעונות - מש""ה",16660,16300,16300,14862,0
845105840,שרותים למפגר,84,840,845105,"מעון ממשלתי - מש""ה",6600,6600,6600,7015,0
845106840,שרותים למפגר,84,840,845106,החזקת אוטיסטים במסגרות (100%),4800,4440,4440,3628,0
845107840,שרותים למפגר,84,840,845107,טיפול בהורים ובילדיהם,240,120,120,217,0
845108840,שרותים למפגר,84,840,845108,הסעות לאוטיסטים,100,100,200,200,0
845109840,שרותים למפגר,84,840,845109,מועדוניות לילדים,69,9,19,19,0
845110840,שרותים למפגר,84,840,845110,מרכז יום ותעסוקה לבוגרים,456,360,360,174,0
845111840,שרותים למפגר,84,840,845111,נפשונים וקייטנות,18,10,18,18,0
845200840,שרותים למפגר,84,840,845200,"מעשי""ם (מרכזי עבודה שיקומיים) ומסגרות יום",0,0,0,0,3217
845201840,שרותים למפגר,84,840,845201,"מרכז יום אימוני - מש""ה",51,36,36,36,0
845202840,שרותים למפגר,84,840,845202,"מרכז יום טיפולי - מש""ה",1236,1164,1164,1164,0
845203410,שרותים למפגר,84,410,845203,"שכר דירה מע""ש",150,150,150,150,0
845203840,שרותים למפגר,84,840,845203,"מעשי""ם",598,550,550,684,0
845210184,שרותים למפגר,84,184,845210,"שכר - טיפול ביול""א אופק  ",0,0,0,0,725
845210840,שרותים למפגר,84,840,845210,אופק - הוצאות שוטפות,0,0,0,0,38
845300840,שרותים למפגר,84,840,845300,שרותים תומכים בקהילה ,0,0,0,0,46
845300841,שרותים למפגר,84,841,845300,הסעות למסגרות יום ,0,0,0,0,417
845301840,שרותים למפגר,84,840,845301,"שירותים תומכים - מש""ה",36,15,15,50,0
845302840,שרותים למפגר,84,840,845302,"הסעות למרכז יום - מש""ה",550,300,300,300,0
845303840,שרותים למפגר,84,840,845303,"מועדון חברתי - מש""ה",9,9,9,9,0
845304840,שרותים למפגר,84,840,845304,"נופשונים - מש""ה",82,40,40,40,0
845401780,שרותים למפגר,84,780,845401,"תיגבור שירותים מש""ה - עירוני",400,400,400,400,0
845501184,שרותים למפגר,84,184,845501,"שכר - יול""א אופק",714,700,760,760,0
845501780,שרותים למפגר,84,780,845501,"פעולות - יול""א אופק",0,0,0,81,0
845501840,שרותים למפגר,84,840,845501,"פעולות - יול""א אופק",81,81,81,0,0
,,,,845,"סה""כ - שרותים למפגר:",33770,31814,31993,30351,31205
,,,,846,שרותי שיקום,,,,,
846000780,שרותי שיקום,84,780,846000,עזרה לנכים - עירוני ,0,0,0,0,131
846101840,שרותי שיקום,84,840,846101,ילדים עיוורים במוסדות ,312,312,294,294,0
846301840,שרותי שיקום,84,840,846301,שיקום העיוור בקהילה,3,3,6,6,0
846302840,שרותי שיקום,84,840,846302,הדרכת עיוור ובני ביתו,107,100,100,74,0
846400840,שרותי שיקום,84,840,846400,"מרכזי שיקום, הכשרה מקצועית, מועדונים ופנאי",0,0,0,0,961
846401840,שרותי שיקום,84,840,846401,מפעלי שיקום לעיוור,20,20,20,270,0
846402840,שרותי שיקום,84,840,846402,מפעלי תעסוקה ומועדון,380,380,380,54,0
846500840,שרותי שיקום,84,840,846500,אחזקת נכים במוסדות,0,0,0,0,7819
846501840,שרותי שיקום,84,840,846501,אחזקת נכים בפנימיות,8040,7800,7800,7720,0
846502840,שרותי שיקום,84,840,846502,אחזקת נכים במשפחות אומנה,82,71,71,71,0
846601840,שרותי שיקום,84,840,846601,תעסוקה מוגנת למוגבל,536,500,500,323,0
846602840,שרותי שיקום,84,840,846602,תעסוקה נתמכת לנכים,140,140,140,170,0
846603840,שרותי שיקום,84,840,846603,תוכניות מעבר,31,30,30,30,0
846604840,שרותי שיקום,84,840,846604,איתור תעסוקה,0,0,2,2,0
846605780,שרותי שיקום,84,780,846605,נכים ושיקום - עירוני,380,370,286,186,0
846605840,שרותי שיקום,84,840,846605,הסעות נכים לתעסוקה י כספי,41,40,40,20,0
846606840,שרותי שיקום,84,840,846606,מסגרות יום לילד המוגבל,342,270,270,212,0
846700840,שרותי שיקום,84,840,846700,טיפול בנכים בקהילה ,0,0,0,0,221
846701840,שרותי שיקום,84,840,846701,תוכניות לילד החריג,135,135,150,34,0
846702840,שרותי שיקום,84,840,846702,מרכז יום שיקומי לנכים ,200,200,200,605,0
846703840,שרותי שיקום,84,840,846703,הסעות למעון יום שיקומי,283,125,125,125,0
846704840,שרותי שיקום,84,840,846704,ליווי למעון יום שיקומי,310,75,75,75,0
846705840,שרותי שיקום,84,840,846705,חלופה למרכז יום שיקומי,0,0,0,19,0
846706840,שרותי שיקום,84,840,846706,נפשונים להבראה,6,11,11,11,0
846707840,שרותי שיקום,84,840,846707,מועדון חברתי לבוגרים,100,100,100,139,0
846801840,שרותי שיקום,84,840,846801,מרכזי איבחון ושיקום,10,10,10,68,0
846802840,שרותי שיקום,84,840,846802,נכים קשים בקהילה,53,53,53,52,0
846803840,שרותי שיקום,84,840,846803,שיקום נכים בקהילה,40,40,35,35,0
846804840,שרותי שיקום,84,840,846804,מרכז יום לנפגעי ראש,100,107,107,108,0
846805840,שרותי שיקום,84,840,846805,בוגרים עיוורים בקהילה,142,142,142,111,0
846806840,שרותי שיקום,84,840,846806,ילדים עיוורים בקהילה,10,10,0,0,0
846807840,שרותי שיקום,84,840,846807,שכונה תומכת נכים,240,0,0,0,0
,,,,846,"סה""כ - שרותי שיקום:",12043,11044,10947,10814,9131
,,,,847,שרותי תקון,,,,,
847101840,שרותי תקון,84,840,847101,בית נועם - 100%,62,17,17,62,0
847102840,שרותי תקון,84,840,847102,טיפול בנוער ובצעירים,30,30,30,4,0
847103840,שרותי תקון,84,840,847103,טיפול בנערות במצוקה,17,31,31,65,0
847103841,שרותי תקון,84,841,847103,טיפול בנערות במצוקה - השלמה עירונית,50,0,0,0,0
847104840,שרותי תקון,84,840,847104,בתים חמים לנערות,150,150,150,270,0
847105840,שרותי תקון,84,840,847105,תוכנית תעסוקה לצעירים (אפיקים),190,0,0,0,0
847106840,שרותי תקון,84,840,847106,בתים חמים לנערים,150,0,0,0,0
847301780,שרותי תקון,84,780,847301,תפעוליות-אלימות/סמים - עירוני,15,15,15,40,0
847301840,שרותי תקון,84,840,847301,התמכרויות מבוגרים,279,100,100,138,0
847302755,שרותי תקון,84,755,847302,העסקה באמצעות חב' השמה - שרותי תקון,25,25,25,0,0
847302840,שרותי תקון,84,840,847302,בדיקות סמים וסיוע,5,11,11,11,0
847302841,שרותי תקון,84,841,847302,בדיקות סמים וסיוע - השלמה עירונית,6,0,0,0,0
847303840,שרותי תקון,84,840,847303,טיפול בנוער מתמכר,53,35,35,53,0
,,,,847,"סה""כ - שרותי תקון:",1032,414,414,643,0
,,,,8474,"מפת""ן ""ארז""",,,,,
847400100,"""מפת""ן ""ארז",84,100,847400,משכורות כוללות עובדים ,0,0,0,0,2306
847400101,"""מפת""ן ""ארז",84,101,847400,שכר שרת,0,0,0,0,123
847400102,"""מפת""ן ""ארז",84,102,847400,שכר פסיכולוגית,0,0,0,0,102
847400107,"""מפת""ן ""ארז",84,107,847400,"שכר תיגבור לימודים, יוזמות ופרוייקטים פדגוגיים (כולל ש' הוראה אפקטיביות) ",0,0,0,0,210
847400184,"""מפת""ן ""ארז",84,184,847400,"העסקת כ""א - מרכז יום",0,0,0,0,51
847400420,"""מפת""ן ""ארז",5,420,847400,תיקונים ואחזקה,0,0,0,0,2
847400430,"""מפת""ן ""ארז",84,430,847400,הוצאות חשמל,0,0,0,0,65
847400432,"""מפת""ן ""ארז",84,432,847400,הוצאות מים ואגרת ביוב,0,0,0,0,21
847400540,"""מפת""ן ""ארז",10,540,847400,טלפון ישיר,0,0,0,0,8
847400720,"""מפת""ן ""ארז",84,720,847400,הוצאות שוטפות,0,0,0,0,385
847400742,"""מפת""ן ""ארז",84,742,847400,אחזקת מכונת צילום,0,0,0,0,2
847400750,"""מפת""ן ""ארז",84,750,847400,נקיון בקבלנות,0,0,0,0,139
847400784,"""מפת""ן ""ארז",84,784,847400,הוצאות להפעלת יוזמות ופרוייקטים פדגוגיים ,0,0,0,0,78
847400840,"""מפת""ן ""ארז",84,840,847400,פעילות חוגים + מרכז יום,0,0,0,0,216
847401100,"""מפת""ן ""ארז",84,100,847401,שכר - מפתן ארז ,2560,2510,2405,2360,0
847401101,"""מפת""ן ""ארז",84,101,847401,שכר שרת,143,140,140,140,0
847401102,"""מפת""ן ""ארז",84,102,847401,שכר פסיכולוגית,107,105,105,105,0
847401107,"""מפת""ן ""ארז",81,107,847401,תיגבור לימודים ופרוייקטים ,100,230,230,230,0
847401108,"""מפת""ן ""ארז",84,108,847401,"שכר מדריכי מית""ר",148,0,0,0,0
847401184,"""מפת""ן ""ארז",84,184,847401,"העסקת כ""א - מרכז יום",39,38,60,60,0
847401420,"""מפת""ן ""ארז",5,420,847401,אחזקת מבנה,9,10,10,10,0
847401430,"""מפת""ן ""ארז",84,430,847401,הוצאות חשמל,56,56,66,66,0
847401432,"""מפת""ן ""ארז",84,432,847401,הוצאות מים ואגרת ביוב,20,20,40,0,0
847401540,"""מפת""ן ""ארז",10,540,847401,טלפון ישיר,9,9,12,12,0
847401720,"""מפת""ן ""ארז",84,720,847401,"הוצאות שוטפות מפת""ן ארז",390,390,390,390,0
847401740,"""מפת""ן ""ארז",84,740,847401,כלים וציוד,10,15,15,15,0
847401742,"""מפת""ן ""ארז",84,742,847401,אחזקת מכונת צילום,3,3,3,3,0
847401750,"""מפת""ן ""ארז",81,750,847401,נקיון בקבלנות,139,135,140,140,0
847401784,"""מפת""ן ""ארז",81,784,847401,הוצאות להפעלת יוזמות ופרוייקטים פדגוגיים ,50,80,80,80,0
847402840,"""מפת""ן ""ארז",84,840,847402,פעילות חוגים + מרכז יום,0,0,0,250,0
847403840,"""מפת""ן ""ארז",84,840,847403,"פעולות משלימות למפת""ן",38,38,30,30,0
847404840,"""מפת""ן ""ארז",84,840,847404,מיתר - מרכז יום חינוך ארוך,400,400,400,321,0
,,,,8474,"סה""כ - מפת""ן ""ארז"":",4221,4179,4126,4212,3706
,,,,8475,נשים מוכות וטיפול באלימות,,,,,
847500104,נשים מוכות וטיפול באלימות,84,104,847500,משכורות כוללות - המרכז לשלום המשפחה,0,0,0,0,560
847500780,נשים מוכות וטיפול באלימות,84,780,847500,הוצאות לפעולות - המרכז לשלום המשפחה,0,0,0,0,33
847500841,נשים מוכות וטיפול באלימות,84,841,847500,מקלטים לנשים מוכות - מחוץ להרצליה ,0,0,0,0,73
,,,,8475,"סה""כ - נשים מוכות וטיפול באלימות:",0,0,0,0,667
,,,,848,שרותים קהילתיים,,,,,
848201100,שרותים קהילתיים,84,100,848201,שכר שירותים קהילתיים,832,720,720,670,0
848201410,שרותים קהילתיים,2,410,848201,שכר דירה בית מורשת,145,140,155,155,0
848201430,שרותים קהילתיים,84,430,848201,הוצאות חשמל,41,41,58,58,0
848201540,שרותים קהילתיים,10,540,848201,טלפון (כולל בית מורשת),10,10,10,10,0
848201755,שרותים קהילתיים,84,755,848201,העסקה באמצעות חברת השמה,0,50,50,0,0
848201780,שרותים קהילתיים,84,780,848201,הוצאות שונות (כולל חוסן בקהילה) - עירוני,100,160,160,210,0
848201781,שרותים קהילתיים,84,781,848201,הוצאות ועדת רווחה,60,60,60,60,0
848201782,שרותים קהילתיים,84,782,848201,עבודה קהילתית - פעולות - עירוני,200,160,160,160,0
848201840,שרותים קהילתיים,84,840,848201,עבודה קהילתית,16,100,100,100,0
848201841,שרותים קהילתיים,84,841,848201,עבודה קהילתית - השלמה עירונית,100,0,0,0,0
848202840,שרותים קהילתיים,84,840,848202,קהילות פונקציונאליות,11,11,11,11,0
848301420,שרותים קהילתיים,5,420,848301,בית המתנדב,5,5,5,5,0
848301540,שרותים קהילתיים,10,540,848301,טלפון,12,15,15,15,0
848301550,שרותים קהילתיים,12,550,848301,פרסומים ודפוס,7,7,7,7,0
848301750,שרותים קהילתיים,5,750,848301,ניקיון בקבלנות,17,17,17,17,0
848301780,שרותים קהילתיים,84,780,848301,סלי מזון לנצרכים - עירוני,700,700,700,700,0
848301840,שרותים קהילתיים,84,840,848301,פעולות התנדבות בקהילה,13,37,37,37,0
848301841,שרותים קהילתיים,84,841,848301,פעולות התנדבות בקהילה - השלמה עירונית,29,0,0,0,0
848302100,שרותים קהילתיים,84,100,848302,"שכר - שי""ל",139,137,137,137,0
848302410,שרותים קהילתיים,2,410,848302,"שכר דירה שי""ל",66,60,66,66,0
848302420,שרותים קהילתיים,2,420,848302,"דמי אחזקה - שי""ל",20,15,17,17,0
848302540,שרותים קהילתיים,10,540,848302,"טלפון - שי""ל",7,7,7,7,0
848302550,שרותים קהילתיים,12,550,848302,פרסומים ודפוס,4,4,4,4,0
848302750,שרותים קהילתיים,5,750,848302,ניקיון בקבלנות,8,8,8,8,0
848302840,שרותים קהילתיים,84,840,848302,לשכות יעוץ לאזרח,5,21,21,21,0
848302841,שרותים קהילתיים,84,841,848302,לשכות יעוץ לאזרח - השלמה עירונית,21,0,0,0,0
