,,,,,ה צ ע ת  התקציב הרגיל לשנת: 2015,תקציב,אומדן,תקציב,תקציב,ביצוע
829240750,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,750,829240,נקיון בקבלנות,960,874,1010,1010,734
829240781,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,781,829240,הוצאות שוטפות - אילנות,25,15,15,15,14
829240782,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,782,829240,הוצאות שוטפות - אלון ,30,30,30,38,38
829240783,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,783,829240,הוצאות שוטפות - לב טוב,25,25,25,25,15
829240784,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,784,829240,"הוצאות שוטפות - חט""ב סמדר",25,25,25,25,15
829240785,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,785,829240,"הוצאות שוטפות - חט""ב בן גוריון",25,25,25,25,15
829240786,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,786,829240,הוצאות שוטפות - ברנדייס,25,15,15,15,5
829240787,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,787,829240,הוצאות שוטפות - וולפסון,10,0,5,5,0
829240931,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,931,829240,רכישת ציוד יסודי - ברנדייס (חד פעמי) ,0,60,60,85,0
829240932,"אולמות אילנות,אלון, נוף ים, בן צבי, לב-טוב וסמדר ",82,932,829240,רכישת ציוד יסודי - וולפסון (חד פעמי) ,0,0,0,300,0
,,,,82924,"סה""כ - אולמות ספורט בבתי""ס יסודיים וחטיבות ביניים:",3865,3581,3611,3944,2783
,,,,82925,אולם ספורט בנוה ישראל,,,,,
829250870,אולם ספורט בנוה ישראל,82,870,829250,"הקצבות שוטפות למתנ""ס להפעלת האולם",140,120,120,120,102
,,,,82925,"סה""כ - אולם ספורט בנוה ישראל:",140,120,120,120,102
,,,,82929,ספורטק,,,,,
829290100,ספורטק,82,100,829290,משכורות כוללות,352,340,340,340,332
829290420,ספורטק,82,420,829290,תיקונים ואחזקה,300,300,300,300,293
829290430,ספורטק,82,430,829290,הוצאות חשמל,185,180,180,180,177
829290432,ספורטק,82,432,829290,צריכת מים ,306,300,258,258,301
829290540,ספורטק,82,540,829290,טלפון ישיר,8,8,8,8,5
829290730,ספורטק,5,730,829290,אחזקת מיול (1),13,13,13,13,0
829290750,ספורטק,3,750,829290,גינון בקבלנות ,590,590,566,590,496
829290752,ספורטק,5,752,829290,נקיון בקבלנות ,187,181,180,184,162
829290755,ספורטק,82,755,829290,העסקת אבות בית ,210,210,210,210,190
829290780,ספורטק,82,780,829290,אבטחה - סקייטפארק,480,480,480,480,426
,,,,82929,"סה""כ - ספורטק:",2631,2602,2535,2563,2381
,,,,82951,המרכז לחינוך וספורט ימי,,,,,
829510100,המרכז לחינוך וספורט ימי,82,100,829510,משכורות כוללות,495,478,472,472,511
,,,,82951,"סה""כ - המרכז לחינוך וספורט ימי:",495,478,472,472,511
,,,,82952,מרכז הספורט החדש ,,,,,
829520100,מרכז הספורט החדש,82,100,829520,משכורות כוללות,630,150,150,0,0
829520101,מרכז הספורט החדש,82,101,829520,משכורות כוללות - עובדים שעתיים,460,0,0,0,0
829520420,מרכז הספורט החדש,82,420,829520,אחזקה (כולל כימיקלים),150,0,0,0,0
829520430,מרכז הספורט החדש,82,430,829520,חשמל,500,0,0,0,0
829520432,מרכז הספורט החדש,82,432,829520,מים,350,0,0,0,0
829520440,מרכז הספורט החדש,2,440,829520,ביטוח,60,0,0,0,0
829520540,מרכז הספורט החדש,82,540,829520,טלפון,10,0,0,0,0
829520550,מרכז הספורט החדש,82,550,829520,פרסום והסברה,40,0,0,0,0
829520750,מרכז הספורט החדש,82,750,829520,ניקיון בקבלנות,400,0,0,0,0
829520751,מרכז הספורט החדש,82,751,829520,אבטחה בקבלנות ,400,0,0,0,0
829520780,מרכז הספורט החדש,82,780,829520,הוצאות לפעולות,100,350,350,0,0
829520870,מרכז הספורט החדש,82,870,829520,הקצבה לבריכת נורדאו להפעלת מרכז הספורט החדש,0,0,0,800,0
,,,,82952,"סה""כ - מרכז הספורט החדש:",3100,500,500,800,0
,,,,82953,מועדון שחמט,,,,,
829530100,מועדון שחמט,82,100,829530,שכר כולל,176,170,178,178,158
829530540,מועדון שחמט,82,540,829530,טלפון ישיר,3,3,3,3,2
829530750,מועדון שחמט,5,750,829530,נקיון בקבלנות,8,8,8,8,6
829530780,מועדון שחמט,82,780,829530,הוצאות אחרות לפעולות,25,25,25,25,19
,,,,82953,"סה""כ - מועדון שחמט:",212,206,214,214,185
,,,,8299,אגודות ספורט,,,,,
829900108,אגודות ספורט,82,108,829900,"בג""ץ השל' משרה-פסק בוררות וש""ק",0,0,0,0,45
829900825,אגודות ספורט,82,825,829900,תמיכה באגודות בתחום ספורט תחרותי-בוגרים,7800,5940,5940,4250,4234
829900826,אגודות ספורט,82,826,829900,תמיכה באגודות בתחום ספורט תחרותי-נוער,877,1000,1000,1000,977
,,,,8299,"סה""כ - אגודות ספורט:",8677,6940,6940,5250,5256
,,,,82991,בני הרצליה- פעילויות ספורט,,,,,
829910100,בני הרצליה - נוער,82,100,829910,שכר - עירייה ישיר ,45,43,43,43,39
829910410,בני הרצליה - נוער,2,410,829910,שכר דירה ,0,82,82,82,78
829910780,בני הרצליה - נוער,82,780,829910,החזר הוצאות אבות בית באולמות ספורט (מ- 2014 עבר מסעיף 877),149,144,144,144,0
829910870,בני הרצליה - נוער,82,870,829910,הקצבה לבני הרצליה עבור פעילות ילדים ונוער ,3675,3552,3552,3552,3552
829910872,בני הרצליה - נוער,82,872,829910,הקצבה לבני הרצליה עבור מרכזי מצויינות,160,160,160,160,160
829910873,בני הרצליה - נוער,82,873,829910,הקצבה לבני הרצליה להפעלת כדורסל נשים,1350,1350,1350,1350,900
829910874,בני הרצליה - נוער,82,874,829910,הקצבה לבני הרצליה לבניית משרדים,0,0,0,0,100
829910875,בני הרצליה - נוער,82,875,829910,הקצבה לבני הרצליה להפעלת כדורעף,100,100,100,100,100
829910877,בני הרצליה - נוער ,82,877,829910,החזר הוצאות אבות בית באולמות ספורט (ב- 2014 עבר לסעיף 780),0,0,0,0,211
,,,,82991,"סה""כ - בני הרצליה - פעילויות ספורט נוער:",5479,5431,5431,5431,5140
,,,,829,"סה""כ ספורט:",0,0,0,0,0
,,,,82,"סה""כ - תרבות, נוער וספורט:",0,0,0,0,0
,,,,83,בריאות,,,,,
,,,,831,בריאות הציבור,,,,,
831000100,בריאות הציבור,81,100,831000,משכורות כוללות,550,453,450,450,443
831000410,בריאות הציבור,2,410,831000,שכר דירה,60,54,54,54,51
831000540,בריאות הציבור,81,540,831000,טלפון ישיר ,4,4,4,4,3
831000550,בריאות הציבור,12,550,831000,פרסום והסברה,60,60,60,60,59
831000780,בריאות הציבור,81,780,831000,הוצאות לפעולות בריאות הציבור (מ- 2014 ועדת בריאות בסעיף 6112/787),290,305,305,305,292
831000781,בריאות הציבור,81,781,831000,תכנית בטרם בעיר - בטיחות ילדים,90,90,90,90,79
831000782,בריאות הציבור,81,782,831000,פרופיל בריאות עירוני - תוכנית אב לבריאות,0,0,0,0,137
,,,,831,"סה""כ - בריאות הציבור:",1054,966,963,963,1064
,,,,8322,מרפאת מתבגרים,,,,,
832200100,מרפאת מתבגרים,81,100,832200,משכורות כוללות - עובדי מינהלה ,17,17,17,17,12
832200430,מרפאת מתבגרים,81,430,832200,הוצאות חשמל,8,8,8,8,0
832200540,מרפאת מתבגרים,81,540,832200,טלפון ישיר ,4,4,4,4,2
832200750,מרפאת מתבגרים,5,750,832200,נקיון בקבלנות,17,16,17,17,14
832200755,מרפאת מתבגרים,81,755,832200,"העסקת כ""א באמצעות חב' השמה",38,38,38,38,33
832200780,מרפאת מתבגרים,81,780,832200,הוצאות אחרות ,85,85,85,85,74
,,,,8322,"סה""כ - מרפאת מתבגרים:",169,168,169,169,135
,,,,8325,התחנה לבריאות הנפש,,,,,
832500410,התחנה לבריאות הנפש,2,410,832500,שכר דירה,310,280,285,285,270
832500430,התחנה לבריאות הנפש,81,430,832500,הוצאות חשמל,23,23,23,23,23
832500540,התחנה לבריאות הנפש,81,540,832500,דואר וטלפון ישיר,10,10,10,10,6
832500750,התחנה לבריאות הנפש,5,750,832500,נקיון בקבלנות,67,59,60,53,45
832500780,התחנה לבריאות הנפש,81,780,832500,הוצאות אחרות,8,8,8,8,4
832500781,בריאות הנפש,81,781,832500,"הוצאות לפעולות - מועדון חברתי צב""ר ",150,0,0,0,0
,,,,8325,"סה""כ - התחנה לבריאות הנפש:",568,380,386,379,348
,,,,836,שרותי חרום רפואיים,,,,,
836200541,שרותי חרום רפואיים,7,541,836200,השכרת איתוריות עבור א.ט.ן,0,0,7,7,0
836200830,שרותי חרום רפואיים,7,830,836200,"השתתפות באיגוד ערים למד""א - נ.ט.ן",180,165,180,180,157
,,,,836,"סה""כ - שרותי חרום רפואיים:",180,165,187,187,157
,,,,83,"סה""כ - בריאות:",0,0,0,0,0
,,,,84,"שרותי חברה, רווחה וקהילה",,,,,
,,,,841,מינהל הרווחה,,,,,
841000100,מינהל שרותים חברתיים,84,100,841000,משכורות כוללות - עובדי לשכת הרווחה ,11000,10100,10273,10600,10126
841000102,מינהל שרותים חברתיים,84,102,841000,משכורות כוללות - תוכנית דרור (שעות נוספות),176,170,170,170,174
841000410,מינהל שרותים חברתיים,2,410,841000,שכר דירה,495,450,450,450,379
841000430,מינהל שרותים חברתיים,84,430,841000,הוצאות חשמל (ב- 2014 הופרד מסעיף 811/430),87,85,85,85,0
841000470,מינהל שרותים חברתיים,84,470,841000,ציוד משרדי שוטף,60,60,50,50,42
841000521,מינהל שרותים חברתיים,84,521,841000,השתלמויות והדרכה,61,60,60,60,49
841000540,מינהל שרותים חברתיים,84,540,841000,טלפון ישיר,39,38,38,38,35
841000550,מינהל שרותים חברתיים,12,550,841000,פרסומים ודפוס,10,10,10,10,8
841000570,מינהל שרותים חברתיים,10,570,841000,הוצאות מיכון,71,58,58,58,50
841000751,מינהל שרותים חברתיים,5,751,841000,נקיון בקבלנות,135,131,131,231,111
841000752,מינהל שרותים חברתיים,84,752,841000,שירותי חשבות - מנהל רווחה,105,105,105,0,0
841000755,מינהל שרותים חברתיים,84,755,841000,"העסקת כ""א באמצעות חב' השמה ",25,327,327,0,66
841000780,מינהל שרותים חברתיים,84,780,841000,הוצאות אחרות לפעולות ושונות ,130,130,130,130,120
841000781,מינהל שרותים חברתיים,84,781,841000,הוצאות לפעולות רווחה מיוחדות (כנגד הכנסה מתרומה - סעיף 341/770),270,325,325,380,0
841000820,מינהל שרותים חברתיים,84,820,841000,תמיכה במוסדות בתחום רווחה ובריאות,650,650,663,650,580
,,,,841,"סה""כ - מינהל הרווחה:",13314,12699,12875,12912,11739
,,,,8419,פנסיה ופיצויים - רווחה,,,,,
841900310,פנסיה ופיצויים - רווחה,84,310,841900,פנסיה  ,2850,2750,2750,2750,2484
841900320,פנסיה ופיצויים - רווחה,84,320,841900,פיצויים והסדרי פרישה לעובדים,400,350,250,250,385
,,,,8419,"סה""כ - פנסיה ופיצויים - רווחה:",3250,3100,3000,3000,2869
,,,,842,רווחת הפרט והמשפחה,,,,,
842200184,רווחת הפרט והמשפחה,84,184,842200,"העסקת עו""ס לשיקום האסיר (ב- 2014 הועבר מסעיף 755)",124,120,120,120,9
842200755,רווחת הפרט והמשפחה,84,755,842200,"העסקת כ""א באמצעות חב' השמה לשיקום האסיר (מ- 2014 הועבר לסעיף 184)",0,0,0,0,114
842200780,רווחת הפרט והמשפחה,84,780,842200,משפחות במצוקה - עירוני,160,0,0,0,0
842200840,רווחת הפרט והמשפחה,84,840,842200,משפחות במצוקה בקהילה (מ- 2014 התמכרויות בסעיף 841),480,640,430,430,672
842200841,רווחת הפרט והמשפחה,84,841,842200,טיפול בהתמכרויות (ב- 2014 הופרד מסעיף 840),230,230,230,230,0
842400184,רווחת הפרט והמשפחה,84,184,842400,משכורות כוללות - שירותים טיפוליים,39,37,54,54,26
842400780,רווחת הפרט והמשפחה,84,780,842400,סבסוד שירותים טיפוליים לנזקקים,173,170,170,70,24
842400840,רווחת הפרט והמשפחה,84,840,842400,שרותים טיפוליים (100%),350,370,350,350,352
,,,,842,"סה""כ - רווחת הפרט והמשפחה:",1556,1567,1354,1254,1197
,,,,843,שרותים לילד ולנוער,,,,,
843000184,שרותים לילד ולנוער,84,184,843000,עובדי מסגרת טיפול בילדים בסיכון,455,0,0,0,0
843000755,שרותים לילד ולנוער,84,755,843000,"העסקת כ""א באמצעות חברת השמה למועדניות",0,0,52,0,0
843000780,שרותים לילד ולנוער,84,780,843000,"טיפול בילדים בסיכון (כולל על""מ)",500,1030,956,1130,895
843000781,שרותים לילד ולנוער,84,781,843000,"הפעלת פרוייקט ""דרך הגלים"" (בבית הלבן) - כיתות ה'-ז'",300,0,0,0,0
843500184,שרותים לילד ולנוער,84,184,843500,משכורות כוללות - מרכז קשר לטיפול בנוער במצוקה (שעות נוספות),54,52,52,52,45
843500755,שרותים לילד ולנוער,84,755,843500,העסקה באמצעות חב' השמה - טיפול בנוער במצוקה ובסיכון,34,34,34,0,0
843500840,שרותים לילד ולנוער,84,840,843500,טיפול בנוער במצוקה ובסיכון,365,350,446,480,232
843510184,שרותים לילד ולנוער,84,184,843510,משכורות כוללות - טיפול במועדוניות,1425,1382,1325,1355,1363
843510755,שרותים לילד ולנוער,84,755,843510,העסקה באמצעות חב' השמה - טיפול במועדוניות,0,0,52,0,0
843510780,שרותים לילד ולנוער,84,780,843510,מועדוניות - הסעים וליווי ,1100,1100,1100,1100,1108
843510840,שרותים לילד ולנוער,84,840,843510,פעילות בקהילה - מועדוניות ,390,400,385,385,421
843800840,שרותים לילד ולנוער,84,840,843800,אחזקת ילדים בפנימיות ובאומנה (כולל חזרה לקהילה),5640,5990,4735,4735,4775
843900780,שרותים לילד ולנוער,84,780,843900,מעון יום עירוני - סבסוד ילדי רווחה,250,200,200,200,38
843900840,שרותים לילד ולנוער,84,840,843900,מעונות יום ,1590,1580,1540,1540,1457
843900841,שרותים לילד ולנוער,84,841,843900,הסעות וליווי למעונות יום שיקומיים לפעוטות,555,535,655,655,367
,,,,843,"סה""כ - שרותים לילד ולנוער:",12658,12653,11532,11632,10701
,,,,844,שרותים לזקן,,,,,
844000100,שרותים לזקן,84,100,844000,"עו""ס לקשישים - עירייה",120,0,0,0,0
844000780,שרותים לזקן,84,780,844000,עזרה לקשישים (כולל ניידת ביקורי-בית) ,170,40,40,40,7
844000781,שרותים לזקן,84,781,844000,"רכישת שרותים לטובת הקשיש (באמצעות תאגיד עירוני על""ה)",625,625,625,625,0
844000820,שרותים לזקן,84,820,844000,תמיכה למוסדות לטובת הקשיש,125,625,625,625,1250
844000870,שרותים לזקן,84,870,844000,"הקצבה לתאגיד עירוני על""ה",500,0,0,0,0
844300840,שרותים לזקן,84,840,844300,אחזקת זקנים במוסדות,2970,2733,2860,2860,2755
844400780,שרותים לזקן,84,780,844400,"הפעלת טלוויזיה קהילתית לגימלאים (באמצעות תאגיד עירוני על""ה)",80,80,80,80,0
844410840,שרותים לזקן,84,840,844410,"(עזרה לזקן (טיפול אישי, עזרה ביתית וארוחות",445,445,335,335,363
844410841,שרותים לזקן,84,841,844410,שכונה תומכת,120,120,120,120,13
844500840,שרותים לזקן,84,840,844500,מועדונים לקשישים (כולל מועדון נצולי השואה בבית מורשת),235,235,235,235,75
844500870,שרותים לזקן,82,870,844500,"הקצבה להפעלת מועדון ""50 פלוס"" (באמצעות מתנ""ס יד התשעה)",70,50,50,50,45
844510841,שרותים לזקן,84,841,844510,"הפעלת מרכזי יום לקשיש (באמצעות תאגיד עירוני על""ה)",590,570,570,570,557
,,,,844,"סה""כ - שרותים לזקן:",6050,5523,5540,5540,5064
,,,,8446,"מרכז יום לקשיש - צמרות (מופעל באמצעות תאגיד עירוני על""ה)",,,,,
844600420,מרכז יום לקשיש - צמרות,5,420,844600,הוצאות תיקונים ואחזקה,0,3,3,35,18
844600430,מרכז יום לקשיש - צמרות,84,430,844600,הוצאות חשמל,0,0,0,108,0
844600432,מרכז יום לקשיש - צמרות,84,432,844600,צריכת מים ואגרת ביוב,0,0,0,36,0
844600521,מרכז יום לקשיש - צמרות,84,521,844600,הוצאות הדרכה,0,0,0,14,0
844600540,מרכז יום לקשיש - צמרות,84,540,844600,הוצאות טלפון ישיר,0,3,2,20,3
844600720,מרכז יום לקשיש - צמרות,84,720,844600,הוצאות הזנה,0,0,0,317,0
844600750,מרכז יום לקשיש - צמרות,84,750,844600,הסעות,0,0,0,527,0
844600751,מרכז יום לקשיש - צמרות,5,751,844600,ניקיון בקבלנות,0,0,0,114,0
844600755,מרכז יום לקשיש - צמרות,84,755,844600,"העסקת כ""א באמצעות חב' השמה",0,330,330,1050,145
844600780,מרכז יום לקשיש - צמרות,84,780,844600,הוצאות שוטפות ושונות,0,30,9,153,18
844600870,מרכז יום לקשיש - צמרות,84,870,844600,"הקצבה לעמותת על""ה לצורך הפעלת מרכז יום לקשיש צמרות",430,70,70,0,0
,,,,8446,"סה""כ - מרכז יום לקשיש - צמרות:",430,436,414,2374,184
,,,,845,שרותים למפגר,,,,,
845000780,שרותים למפגר,84,780,845000,"עזרה למפגרים - עירוני  (תגבור באופק, מע""ש הרצליה, מעון יום השרון, מ.מתראים)",505,500,500,500,463
845100840,שרותים למפגר,84,840,845100,סדור מפגרים במוסדות ,22375,21960,21260,21260,20796
845100841,שרותים למפגר,84,841,845100,מסגרות לאוכלוסיית האוטיסטים ,4750,4680,4570,4570,4145
845200410,שרותים למפגר,84,410,845200,"שכירות מע""ש",150,0,0,0,0
845200840,שרותים למפגר,84,840,845200,"מעשי""ם (מרכזי עבודה שיקומיים) ומסגרות יום",2675,2596,2200,2200,2271
845210184,שרותים למפגר,84,184,845210,"שכר - טיפול ביול""א אופק  ",760,735,1110,1110,1009
845210840,שרותים למפגר,84,840,845210,אופק - הוצאות שוטפות,80,81,81,81,27
845300840,שרותים למפגר,84,840,845300,שרותים תומכים בקהילה (מ- 2014 הסעות בסעיף 841),50,50,50,50,238
845300841,שרותים למפגר,84,841,845300,הסעות למסגרות יום (ב- 2014 הופרד מסעיף 840),500,500,500,500,0
,,,,845,"סה""כ - שרותים למפגר:",31845,31102,30271,30271,28949
,,,,846,שרותי שיקום,,,,,
846000100,שרותי שיקום,84,100,846000,שכר נהגי נכונית,0,0,0,0,44
846000730,שרותי שיקום,5,730,846000,אחזקת ניידת להסעת נכים - נכונית ,0,0,0,0,25
846000780,שרותי שיקום,84,780,846000,"עזרה לנכים - עירוני (מ- 2014 כולל הסעות ל""כנפיים של קרמבו"")",260,260,260,260,37
846400840,שרותי שיקום,84,840,846400,"מרכזי שיקום, הכשרה מקצועית, מועדונים ופנאי",1020,1020,1020,1020,964
846500840,שרותי שיקום,84,840,846500,אחזקת נכים במוסדות,8325,8324,7730,7730,7699
846700780,שרותי שיקום,84,780,846700,"""כנפיים של קרמבו"" - הסעות (מ- 2014 כלול בסעיף 846/780)",0,0,0,0,14
846700840,שרותי שיקום,84,840,846700,טיפול בנכים בקהילה ,410,410,410,410,316
,,,,846,"סה""כ - שרותי שיקום:",10015,10014,9420,9420,9099
,,,,8474,"מפת""ן ""ארז""",,,,,
847400100,"""מפת""ן ""ארז",84,100,847400,משכורות כוללות עובדים ,2360,2280,2280,2280,2303
847400101,"""מפת""ן ""ארז",84,101,847400,שכר שרת,140,132,135,135,122
847400102,"""מפת""ן ""ארז",84,102,847400,שכר פסיכולוגית,105,102,102,102,101
847400107,"""מפת""ן ""ארז",84,107,847400,"שכר תיגבור לימודים, יוזמות ופרוייקטים פדגוגיים (כולל ש' הוראה אפקטיביות) ",230,222,222,222,202
847400184,"""מפת""ן ""ארז",84,184,847400,"העסקת כ""א - מרכז יום",60,50,100,100,48
847400420,"""מפת""ן ""ארז",5,420,847400,תיקונים ואחזקה,10,10,10,10,6
847400430,"""מפת""ן ""ארז",84,430,847400,הוצאות חשמל,66,66,66,66,60
847400432,"""מפת""ן ""ארז",84,432,847400,הוצאות מים ואגרת ביוב,0,0,0,0,12
847400540,"""מפת""ן ""ארז",84,540,847400,טלפון ישיר,12,12,12,12,9
847400720,"""מפת""ן ""ארז",81,720,847400,הוצאות שוטפות,390,400,400,400,388
847400740,"""מפת""ן ""ארז",84,740,847400,כלים וציוד,15,15,15,15,15
847400742,"""מפת""ן ""ארז",84,742,847400,אחזקת מכונת צילום,3,3,3,3,2
847400750,"""מפת""ן ""ארז",84,750,847400,נקיון בקבלנות,140,145,140,140,120
847400760,"""מפת""ן ""ארז",84,760,847400,"תלמידי הרצליה הלומדים במפת""ן חוץ",0,0,30,30,22
847400784,"""מפת""ן ""ארז",84,784,847400,הוצאות להפעלת יוזמות ופרוייקטים פדגוגיים ,80,80,80,80,78
847400840,"""מפת""ן ""ארז",84,840,847400,פעילות חוגים + מרכז יום,250,210,360,360,140
,,,,8474,"סה""כ - מפת""ן ""ארז"":",3861,3727,3955,3955,3629
,,,,8475,נשים מוכות וטיפול באלימות,,,,,
847500104,נשים מוכות וטיפול באלימות,84,104,847500,משכורות כוללות - המרכז לשלום המשפחה,570,550,355,355,432
847500755,נשים מוכות וטיפול באלימות,84,755,847500,העסקה באמצעות חברת השמה,0,0,0,0,116
847500780,נשים מוכות וטיפול באלימות,84,780,847500,הוצאות לפעולות - המרכז לשלום המשפחה,80,80,80,80,50
847500840,נשים מוכות וטיפול באלימות,84,840,847500,מרכזי טיפול באלימות ,10,9,0,0,9
847500841,נשים מוכות וטיפול באלימות,84,841,847500,מקלטים לנשים מוכות - מחוץ להרצליה ,160,120,200,200,130
,,,,8475,"סה""כ - נשים מוכות וטיפול באלימות:",820,759,635,635,736
,,,,8482,מרכזים קהילתיים,,,,,
848200840,מרכזים קהילתיים,84,840,848200,מרכזים קהילתיים,100,100,100,100,29
,,,,8482,"סה""כ - מרכזים קהילתיים:",100,100,100,100,29
,,,,84829,מועדון גמלאים גיל הזהב (מופעל באמצעות תאגיד התרבות העירוני),,,,,
848290100,מועדון גמלאים גיל הזהב,82,100,848290,משכורות כוללות ,170,103,115,115,103
848290871,מועדון גמלאים גיל הזהב,82,871,848290,"הקצבה לתאגיד התרבות להפעלת מועדון ""גיל הזהב"" (מ- 2014 כולל שלוחות)",700,690,690,690,575
848290872,מועדון גמלאים גיל הזהב,82,872,848290,הקצבה לתאגיד התרבות להפעלת תוכניות לגיל השלישי,100,300,300,300,300
848290873,מועדון גמלאים גיל הזהב,82,873,848290,"הקצבה לתאגיד התרבות להפעלת מועדון ""60 על הים"" (בבית הגלגלים) (מ- 2014 כלול בסעיף 871)",0,0,0,0,36
,,,,84829,"סה""כ - מועדון  גמלאים גיל הזהב:",970,1093,1105,1105,1014
,,,,8483,פעולות התנדבות,,,,,
848300420,פעולות התנדבות,5,420,848300,"אחזקה שוטפת (בית המתנדב, מ. מוגן לנכים ואחרים)",5,5,5,5,2
848300540,פעולות התנדבות,84,540,848300,טלפון ישיר,15,15,15,15,12
848300550,פעולות התנדבות,12,550,848300,פרסומים ודפוס,7,7,7,7,6
848300750,פעולות התנדבות,5,750,848300,נקיון בית המתנדב,17,16,23,23,17
848300780,פעולות התנדבות,84,780,848300,"פרוייקט ""סלי מזון"" לנצרכים - עירוני",700,500,500,500,500
848300840,פעולות התנדבות,84,840,848300,פעולות התנדבות (כולל כנס),37,37,37,37,24
,,,,8483,"סה""כ - פעולות התנדבות:",781,580,587,587,561
,,,,8484,"שרות ייעוץ לאזרח - שי""ל",,,,,
848400100,"שרות ייעוץ לאזרח - שי""ל",84,100,848400,משכורות כוללות,137,132,132,132,128
848400410,"שרות ייעוץ לאזרח - שי""ל",2,410,848400,שכר דירה,66,60,60,60,55
848400429,"שרות ייעוץ לאזרח - שי""ל",2,429,848400,דמי אחזקה,17,15,14,14,14
848400540,"שרות ייעוץ לאזרח - שי""ל",84,540,848400, טלפון ישיר,7,7,7,7,6
848400550,"שרות ייעוץ לאזרח - שי""ל",12,550,848400,פרסומים ודפוס,4,4,4,4,3
848400750,"שרות ייעוץ לאזרח - שי""ל",5,750,848400,נקיון בקבלנות ,8,8,9,9,7
848400780,"שרות ייעוץ לאזרח - שי""ל",84,780,848400,הוצאות אחרות,18,15,15,15,11
,,,,8484,"סה""כ - שרות ייעוץ לאזרח - שי""ל:",257,241,241,241,225
,,,,8487,שרותים קהילתיים,,,,,
848700100,שרותים קהילתיים,84,100,848700,משכורות כוללות ,670,650,595,595,594
848700410,שרותים קהילתיים,2,410,848700,שכר דירה (כולל בית מורשת)  ,155,140,142,142,133
848700430,שרותים קהילתיים,84,430,848700,הוצאות חשמל,58,55,42,42,33
848700540,שרותים קהילתיים,84,540,848700,טלפון ישיר (כולל בית מורשת),10,10,10,10,7
848700780,שרותים קהילתיים,84,780,848700,"הוצאות אחרות (מ- 2015 כולל פרוייקט ""חוסן בקהילה"") ",210,150,150,150,92
848700781,שרותים קהילתיים,84,781,848700,ועדת רווחה - פעילות בקהילה,60,60,60,60,48
848700782,שרותים קהילתיים,84,782,848700,הוצאות לפעולות - עבודה קהילתית - עירוני,160,0,0,0,0
,,,,8487,"סה""כ - שרותים קהילתיים:",1323,1065,999,999,908
,,,,849,שרותים לעולים,,,,,
849100840,שרותים לעולים,84,840,849100,טיפול במשפחות עולים,110,110,110,110,102
849300840,שרותים לעולים,84,840,849300,טיפול בילדים עולים,815,815,1385,1385,1050
849400840,שרותים לעולים,84,840,849400,עזרה לזקנים עולים,50,50,50,50,328
,,,,849,"סה""כ - שרותים לעולים:",975,975,1545,1545,1480
,,,,84,"סה""כ שרותי חברה וקהילה:",0,0,0,0,0
,,,,85,שרותי דת,,,,,
,,,,851,מועצה דתית,,,,,
851000810,מועצה דתית,7,810,851000,השתתפות בתקציב המועצה הדתית,4765,4765,4765,4700,4700
,,,,851,"סה""כ - מועצה דתית:",4765,4765,4765,4700,4700
,,,,856,תמיכות לכוללים ולמוסדות תורניים,,,,,
856000820,תמיכות לכוללים ולמוסדות תורניים,7,820,856000,תמיכה לכוללים ומוסדות תורניים,1420,1620,1620,1620,1463
,,,,856,"סה""כ - תמיכות לכוללים ולמוסדות תורניים (שיעורי תורה בת. תורנית פרק 827):",1420,1620,1620,1620,1463
,,,,85,"סה""כ - שרותי דת:",0,0,0,0,0
,,,,86,קליטת עלייה,,,,,
,,,,861,"קליטה בחינוך, אולפנים וכיתות קלט",,,,,
861000100,אולפנים וכיתות קלט,81,100,861000,משכורות כוללות,81,81,81,81,57
861000780,אולפנים וכיתות קלט,81,780,861000,הוצאות אחרות - אולפנים (יד התשעה),46,46,46,46,45
861000862,אולפנים וכיתות קלט,81,862,861000,(סיוע לתלמידים עולים (סל קליטה לתלמיד,40,40,40,40,38
,,,,861,"סה""כ - הוצאות לקליטה בחינוך:",167,167,167,167,140
,,,,869,שרותי קליטה - כללי,,,,,
869000410,שרותי קליטה - כללי,2,410,869000,שכר דירה,50,45,48,48,43
869000540,שרותי קליטה - כללי,81,540,869000,טלפון ישיר,5,5,5,5,5
869000750,שרותי קליטה - כללי,5,750,869000,"נקיון בקבלנות - מחסן מליב""י ומועדון לעולה",27,26,29,29,23
869000780,שרותי קליטה - כללי,81,780,869000,הוצאות כלליות לפעולות,39,62,62,62,54
869000781,שרותי קליטה - כללי,81,781,869000,הוצאות לפרוייקטים במימון מ. הקליטה,103,103,103,103,55
