,"הצעת   התקציב   הרגיל   לשנת   2016   בש""ח",,,,,,,,,
817910785,785,817910,1,,תשלום ועד הורים,קשיח,116.84% ,103000,47500,20755.5
817910794,794,817910,1,,השתתפות בעזר 094  ,קשיח,1.75% ,5800,5700,5088
817910960,960,817910,1,,השאלת ספרים מש' החינוך,קשיח,0.00% ,844200,0,0
817920110,110,817920,1,,השכר הקובע-תקציבית,שכר,3.98% ,60100,57800,57122.33
817920119,119,817920,1,,השכר הקובע-צוברת  ,שכר,0.00% ,1600,1600,0
817920122,122,817920,1,,ביגוד             ,שכר,0.00% ,1600,1600,1269.6
817920126,126,817920,1,,דמי הבראה         ,שכר,-2.56% ,3800,3900,3074.4
817920130,130,817920,1,,שעות נוספות       ,שכר,0.00% ,400,400,252
817920431,431,817920,1,,חשמל              ,קשיח,0.00% ,500,500,0
817920781,781,817920,1,,תפעול המרכז,גמיש,0.00% ,8000,8000,0
817930100,100,817930,1,,שכר עובדים לפי תקן, ,,                ,                ,
817930119,119,817930,1,,השכר הקובע-צוברת  ,שכר,-9.98% ,286800,318600,210188.38
817930122,122,817930,1,,ביגוד             ,שכר,111.11% ,3800,1800,4386
817930126,126,817930,1,,דמי הבראה         ,שכר,139.02% ,9800,4100,10337.7
817930130,130,817930,1,,שעות נוספות       ,שכר,0.00% ,4000,4000,2386.95
817930140,140,817930,1,,השתתפות באחזקת רכב,שכר,10.42% ,15900,14400,11726.1
817930471,471,817930,1,,מכשירי כתיבה      ,גמיש,0.00% ,5000,5000,3172.11
817930511,511,817930,1,,אירוח וכיבוד      ,גמיש,0.00% ,1300,1300,0
817930562,562,817930,1,,הדפסות            ,גמיש,0.00% ,1000,1000,0
817930571,571,817930,1,,"מיכון וענ""א       ",קשיח,20.35% ,13600,11300,10692.73
817930700,700,817930,1,,הוצאות לפעולות    , ,,,,
817930782,782,817930,1,,השת' כרט' למוזיאון,גמיש,30.00% ,130000,100000,87420
817930783,783,817930,1,,תיאטרון ילדים  ,קשיח,0.00% ,1800000,1800000,1563518.7
818200100,100,818200,1,,שכר עובדים לפי תקן, ,,                ,                ,
818200140,140,818200,1,,השתתפות באחזקת רכב,שכר,-100.00% ,0,26200,0
818200200,200,818200,1,,שכר עובדים ללא תקן, ,,,,
818200210,210,818200,1,,השכר הקובע        ,שכר,-100.00% ,0,8500,0
818200781,781,818200,1,,הפעלת המרכז,גמיש,0.00% ,20000,20000,20000
818200932,932,818200,1,,פעולות ( מהכנסות ),קשיח,0.00% ,75000,75000,0
819999989,989,819999,1,,קיזוז תקורות חינוך,קשיח,3.37% ,-8120000,-7855000,0
822200110,110,822200,1,,השכר הקובע-תקציבית,שכר,432.02% ,134600,25300,125079.24
822200119,119,822200,1,,השכר הקובע-צוברת  ,שכר,-62.82% ,43200,116200,53570.08
822200122,122,822200,1,,ביגוד             ,שכר,0.00% ,5500,5500,4391.7
822200126,126,822200,1,,דמי הבראה         ,שכר,0.00% ,7000,7000,6419.8
822200130,130,822200,1,,שעות נוספות       ,שכר,0.00% ,17000,17000,17270.15
822200140,140,822200,1,,השתתפות באחזקת רכב,שכר,-5.97% ,33100,35200,34475.6
822200210,210,822200,1,,השכר הקובע        ,שכר,50.00% ,4800,3200,6822.72
822200423,423,822200,1,,תחזוקת מבנה       ,קשיח,-10.00% ,900,1000,0
822200431,431,822200,1,,חשמל              ,קשיח,0.00% ,6300,6300,7414.5
822200540,540,822200,1,,הוצאות טלפון      ,קשיח,0.00% ,4300,4300,2182.46
822200544,544,822200,1,,הוצאות דאר        ,קשיח,19.05% ,5000,4200,243.57
822200571,571,822200,1,,"מיכון וענ""א       ",קשיח,20.52% ,27600,22900,21597.19
822200721,721,822200,1,,חמרים-תחזוקת מבנים,גמיש,0.00% ,6000,6000,4400.83
822200751,751,822200,1,,עבודות קבלניות    ,גמיש,0.00% ,10000,10000,0
822200780,780,822200,1,,תרבות תורנית      ,גמיש,0.00% ,1520000,1520000,1300820.11
822200781,781,822200,1,,ארועים            ,גמיש,0.00% ,0,0,17322
822200786,786,822200,1,,ספר חולון,גמיש,0.00% ,27000,0,0
822200794,794,822200,1,,השתתפות בעזר 094  ,קשיח,1.56% ,13000,12800,11404
822200875,875,822200,1,,הוצ' החב' לפיתוח,גמיש,0.00% ,50000,50000,46020
822700119,119,822700,1,,השכר הקובע-צוברת  ,שכר,-28.21% ,149900,208800,162436.28
822700122,122,822700,1,,ביגוד             ,שכר,0.00% ,0,0,3234.7
822700126,126,822700,1,,דמי הבראה         ,שכר,-41.51% ,3100,5300,8404.2
822700140,140,822700,1,,השתתפות באחזקת רכב,שכר,-86.75% ,2200,16600,11326.9
822700540,540,822700,1,,הוצאות טלפון      ,קשיח,0.00% ,3500,3500,0
822700571,571,822700,1,,"מיכון וענ""א       ",קשיח,20.35% ,13600,11300,10692.73
822700781,781,822700,1,,פעולות שונות,קשיח,0.00% ,100000,100000,0
822700794,794,822700,1,,השתתפות בעזר 094  ,קשיח,0.00% ,1500,1500,1316
822700900,900,822700,1,,הוצאות חד פעמיות  , ,,,,
823000100,100,823000,1,,שכר עובדים לפי תקן, ,,                ,                ,
823000110,110,823000,1,,השכר הקובע-תקציבית,שכר,-49.11% ,1471200,2890800,2122295.66
823000119,119,823000,1,,השכר הקובע-צוברת  ,שכר,0.00% ,0,0,154.6
823000122,122,823000,1,,ביגוד             ,שכר,-30.21% ,43900,62900,44062.15
823000126,126,823000,1,,דמי הבראה         ,שכר,-38.55% ,93100,151500,110804.5
823000130,130,823000,1,,שעות נוספות       ,שכר,0.00% ,203500,203500,173558.4
823000140,140,823000,1,,השתתפות באחזקת רכב,שכר,-78.41% ,24200,112100,37339.65
823000441,441,823000,1,,ביטוח             ,קשיח,0.00% ,20600,20600,16480
823000780,780,823000,1,,ייעוץ אירגוני,קשיח,0.00% ,82600,0,
823000871,871,823000,1,,פסטיבל ישראל-מדיטק,גמיש,0.00% ,450000,450000,450000
823000872,872,823000,1,,שבוע העיצוב,גמיש,0.00% ,300000,300000,300000
823000873,873,823000,1,,כנס אופנה,גמיש,-100.00% ,0,350000,350000
823000874,874,823000,1,,"שכ""ד - מדיטק",קשיח,0.00% ,120000,120000,0
823000875,875,823000,1,,הפעלת רשת הספריות,גמיש,2.74% ,7740400,7534000,7214999.13
823000876,876,823000,1,,הפעלת המדיטק,גמיש,5.47% ,5012000,4752000,4360000
823000877,877,823000,1,,השתתפות בסינימטק,גמיש,0.00% ,475000,475000,475000
823000878,878,823000,1,,כנס עיצוב-מ' פיתוח אזורי,גמיש,0.00% ,270000,270000,0
823000879,879,823000,1,,ביטוח כנגד הכנסות,קשיח,0.00% ,20600,20600,0
823000880,880,823000,1,,הפקת מחול,קשיח,0.00% ,190000,190000,190000
823000934,934,823000,1,,העברה חד פעמית,גמיש,0.00% ,0,0,3300000
825500782,782,825500,1,,פע' דרך רשת קהילה ,גמיש,0.00% ,232800,232800,232800
825500783,783,825500,1,,שכר מנהלת להקות,גמיש,0.00% ,100000,100000,100000
825500786,786,825500,1,,פעולות להקות      ,גמיש,0.00% ,96000,96000,96000
826100431,431,826100,1,,חשמל              ,קשיח,0.00% ,5000,5000,-14908.65
826100441,441,826100,1,,ביטוח             ,קשיח,0.00% ,29400,29400,25900
826100870,870,826100,1,,השתתפויות         ,גמיש,-1.87% ,5234500,5334500,4310799.67
826100871,871,826100,1,,הש'-פעולות מיוחדות,גמיש,-47.76% ,700000,1340000,1500000
826100874,874,826100,1,,דמי שכירות,קשיח,0.00% ,33800,33800,0
826100875,875,826100,1,,פסטיבל צלילי ילדות,גמיש,0.00% ,220000,0,160000
826100876,876,826100,1,,מרכז לתינוקות,קשיח,0.00% ,950000,1000000,500000
826100879,879,826100,1,,ביטוח-כנגד הכנסות,קשיח,0.00% ,29400,29400,0
826110872,872,826110,1,,השת' בסטודיו למשחק,גמיש,-38.68% ,443800,723800,307200
826120872,872,826120,1,,השתתפות בהפעלה,גמיש,-5.00% ,855000,900000,900000
826200119,119,826200,1,,השכר הקובע צוברת,שכר,-1.47% ,107300,108900,109214.59
826200126,126,826200,1,,דמי הבראה         ,שכר,0.00% ,3100,0,0
826200140,140,826200,1,,השתתפות באחזקת רכב,שכר,0.00% ,8100,0,242.2
826200437,437,826200,1,,אחזקת אזעקה       ,קשיח,0.00% ,2000,2000,1983.58
826200441,441,826200,1,,ביטוח,קשיח,0.00% ,2800,2800,2440
826200550,550,826200,1,,פירסומים          ,גמיש,0.00% ,200000,200000,199342.3
826200710,710,826200,1,,הובלות והסעות     ,גמיש,0.00% ,15000,15000,14890
826200751,751,826200,1,,אחזקה גלריית החווה,גמיש,0.00% ,10000,10000,9852.84
826200752,752,826200,1,,נקיון בקבלנות     ,קשיח,7.86% ,15100,14000,14191
826200756,756,826200,1,,שמירה בקבלנות,קשיח,0.00% ,47900,47900,47887.06
826200780,780,826200,1,,אירוע פתיחת עונה,גמיש,0.00% ,150000,150000,119179.06
826200781,781,826200,1,,טכס יקיר חולון    ,גמיש,0.00% ,75000,75000,0
826200784,784,826200,1,,ספר קומיקס,גמיש,0.00% ,45000,45000,37465
826200786,786,826200,1,,פעולות גלריית המשכן,גמיש,0.00% ,54000,54000,48896.85
826200787,787,826200,1,,תערוכת מולה עשת,גמיש,0.00% ,50000,50000,0
826200791,791,826200,1,,תע' חוצות שד' דב הוז,גמיש,0.00% ,118000,118000,93337.01
826200792,792,826200,1,,פעולות גלריית חנקין,גמיש,0.00% ,15000,15000,13253.48
826200793,793,826200,1,,פעולות גלריית התיאטרון,גמיש,0.00% ,5000,5000,0
826200796,796,826200,1,,פעולות גלריית החווה,גמיש,0.00% ,60000,60000,39769.05
826300441,441,826300,1,,ביטוח             ,קשיח,0.00% ,40500,40500,36400
826300870,870,826300,1,,הקצבה לפעולות     ,גמיש,0.00% ,3210000,3210000,2894000
826300872,872,826300,1,,בגובה העיניים,גמיש,0.00% ,764500,764500,712000
826300873,873,826300,1,,ארועים - חדש,גמיש,0.00% ,95000,95000,0
826300874,874,826300,1,,שכר דירה,קשיח,0.00% ,40000,40000,0
826300876,876,826300,1,,השתתפות הזמנה לשקט,גמיש,0.00% ,349000,349000,285000
826300877,877,826300,1,,השת' עד מאה ועשרים,גמיש,0.00% ,300000,300000,285000
826300879,879,826300,1,,ביטוח-כנגד הכנסות,קשיח,0.00% ,40500,40500,0
826400441,441,826400,1,,ביטוח             ,קשיח,0.00% ,13500,13500,12150
826400870,870,826400,1,,השתתפויות         ,גמיש,-5.00% ,950000,1000000,1000000
826400875,875,826400,1,,מנהל מוסיקלי,גמיש,0.00% ,300000,300000,300000
826400877,877,826400,1,,חשמל              ,קשיח,0.00% ,200000,200000,179093.25
826400879,879,826400,1,,ביטוח-כנגד הכנסות,קשיח,0.00% ,13500,0,0
826500110,110,826500,1,,השכר הקובע-תקציבית,שכר,-1.76% ,434600,442400,427357.92
826500119,119,826500,1,,השכר הקובע-צוברת  ,שכר,6.28% ,91400,86000,82723.58
826500122,122,826500,1,,ביגוד             ,שכר,13.82% ,14000,12300,9890.75
826500126,126,826500,1,,דמי הבראה         ,שכר,35.10% ,20400,15100,11984.15
826500130,130,826500,1,,שעות נוספות       ,שכר,0.00% ,57400,57400,59313.5
826500140,140,826500,1,,השתתפות באחזקת רכב,שכר,-4.38% ,59000,61700,66561.75
826500210,210,826500,1,,השכר הקובע        ,שכר,0.00% ,20000,20000,15367.93
826500471,471,826500,1,,מכשירי כתיבה      ,גמיש,0.00% ,3000,3000,0
826500571,571,826500,1,,"מיכון וענ""א       ",קשיח,20.52% ,27600,22900,21597.19
826500782,782,826500,1,,הפקת ארועים       ,גמיש,-21.77% ,2300000,2940000,2649152.28
826500784,784,826500,1,,פרס קוגל  ואיילון,גמיש,0.00% ,63000,63000,0
826500788,788,826500,1,,פסטיבל שירה בינלאומי,גמיש,-100.00% ,0,100000,0
826500794,794,826500,1,,השתתפות בעזר 094  ,קשיח,2.27% ,9000,8800,7807
826700780,780,826700,1,,הוצאות (כנגד הכנסות),גמיש,0.00% ,100000,100000,95000
826700870,870,826700,1,,הפעלת סירקין,גמיש,0.00% ,1603400,1603400,1603400
826700871,871,826700,1,,פסטיבל בובות      ,גמיש,0.00% ,552500,552500,552500
826700872,872,826700,1,,"בי""ס לבובות",גמיש,0.00% ,170000,170000,170000
826700874,874,826700,1,,פסטיבל קוסמים,גמיש,0.00% ,76500,76500,76500
826700875,875,826700,1,,קורס אומנות הקרנבל,גמיש,0.00% ,57000,57000,57000
826800441,441,826800,1,,ביטוח,קשיח,0.00% ,45000,45000,29000
826800870,870,826800,1,,הפעלת מוז' העיצוב,גמיש,0.00% ,6000000,6000000,6000000
826800879,879,826800,1,,ביטוח כנגד הכנסות,קשיח,0.00% ,45000,45000,0
828100100,100,828100,1,,שכר עובדים לפי תקן, ,,                ,                ,
828100110,110,828100,1,,השכר הקובע-תקציבית,שכר,-100.00% ,0,43600,75393.98
828100118,118,828100,1,,"מורות הכנה לצה""ל",שכר,-100.00% ,0,252000,4095.43
828100119,119,828100,1,,השכר הקובע-צוברת  ,שכר,15.13% ,1356400,1178100,996351.99
828100122,122,828100,1,,ביגוד             ,שכר,-19.13% ,14800,18300,14019.4
828100126,126,828100,1,,דמי הבראה         ,שכר,-16.62% ,32600,39100,31055.7
828100130,130,828100,1,,שעות נוספות       ,שכר,-66.00% ,10200,30000,14350.2
828100140,140,828100,1,,השתתפות באחזקת רכב,שכר,-13.30% ,136200,157100,137573.1
828100200,200,828100,1,,שכר עובדים ללא תקן, ,,,,
828100210,210,828100,1,,השכר הקובע        ,שכר,0.00% ,20000,20000,0
828100400,400,828100,1,,אחזקת בנינים וציוד, ,,,,
828100420,420,828100,1,,כיבוי אש          ,גמיש,-50.00% ,4000,8000,409
828100431,431,828100,1,,חשמל              ,קשיח,0.00% ,87000,87000,93587.87
828100432,432,828100,1,,מים               ,קשיח,0.00% ,10000,10000,225
828100437,437,828100,1,,אחזקת אזעקה       ,קשיח,0.00% ,14000,14000,11901.48
828100450,450,828100,1,,ריהוט ואחזקתו     ,גמיש,0.00% ,2800,2800,0
828100471,471,828100,1,,מכשירי כתיבה      ,גמיש,0.00% ,1200,1200,1087.96
828100500,500,828100,1,,הוצאות מינהליות   , ,,,,
828100522,522,828100,1,,ספרים ועיתונים    ,גמיש,0.00% ,1000,1000,0
828100540,540,828100,1,,הוצאות טלפון      ,קשיח,0.00% ,50000,50000,22269.04
828100544,544,828100,1,,הוצאות דאר        ,קשיח,0.00% ,20600,20600,19089.97
828100571,571,828100,1,,"מיכון וענ""א       ",קשיח,20.47% ,41200,34200,32289.92
828100700,700,828100,1,,הוצאות לפעולות    , ,,,,
828100710,710,828100,1,,"הסעות טיולים חצ""ב",גמיש,-100.00% ,0,4400,810.66
828100742,742,828100,1,,כלים וציוד        ,גמיש,0.00% ,11600,11600,7996.24
828100750,750,828100,1,,אחזקת מוסדות,קשיח,-4.49% ,202000,211500,230810
828100752,752,828100,1,,נקיון מרכז הדרכה  ,קשיח,8.25% ,31500,29100,27521
828100780,780,828100,1,,מרכז נוער עולה,גמיש,0.00% ,255000,255000,236189.13
828100781,781,828100,1,,פרוייקטים + קיץ,גמיש,-41.68% ,279800,479800,394929.35
828100783,783,828100,1,,תנועות נוער-ארועים עירוניים,גמיש,0.00% ,103100,103100,100608.4
828100784,784,828100,1,,מנהיגות וקשרי חוץ,גמיש,0.00% ,31000,31000,0
828100785,785,828100,1,,תחום מניעה,גמיש,0.00% ,87300,87300,61663.2
828100786,786,828100,1,,ארועים,גמיש,0.00% ,350000,350000,49775
828100788,788,828100,1,,כולנו ביתא ישראל,גמיש,0.00% ,25000,0,0
828100789,789,828100,1,,מרכז הדרכה,גמיש,0.00% ,25000,25000,-2122.8
828100790,790,828100,1,,"פעולות מהכנסות משה""ח    ",גמיש,25.00% ,250000,200000,160000
828100794,794,828100,1,,השתתפות בעזר 094  ,קשיח,2.00% ,10200,10000,8860
828100800,800,828100,1,,השת' תמיכות תרומות, ,,,,
828100810,810,828100,1,,השתתפות בתנועות הנוער      ,גמיש,0.00% ,275000,275000,188629
828100811,811,828100,1,,השתתפות בשכר רכזים,גמיש,0.00% ,336000,336000,276000
828100900,900,828100,1,,הוצאות חד פעמיות  , ,,,,
828100981,981,828100,1,,שבוע רוסיה,גמיש,-100.00% ,0,160000,4720
828100982,982,828100,1,,ארועי צעירים,גמיש,-100.00% ,0,850000,765321.72
828100983,983,828100,1,,השלמה - ניידת,גמיש,0.00% ,50000,0,0
828100987,987,828100,1,,מרכז ייעוץ לנוער  ,גמיש,20.59% ,410000,340000,272249
828120110,110,828120,1,,השכר הקובע-תקציבית,שכר,-2.63% ,580600,596300,585601.91
828120119,119,828120,1,,השכר הקובע-צוברת  ,שכר,0.74% ,1133000,1124700,1021395.36
828120122,122,828120,1,,ביגוד             ,שכר,4.02% ,23300,22400,18288.7
828120126,126,828120,1,,דמי הבראה         ,שכר,-0.31% ,64000,64200,53020.6
828120130,130,828120,1,,שעות נוספות       ,שכר,-45.00% ,5500,10000,5471.25
828120140,140,828120,1,,השתתפות באחזקת רכב,שכר,-3.60% ,195500,202800,198666.85
828120420,420,828120,1,,כיבוי אש          ,גמיש,0.00% ,500,500,241
828120571,571,828120,1,,"מיכון וענ""א       ",גמיש,20.63% ,69000,57200,53887.11
828120750,750,828120,1,,אחזקת מוסדות,קשיח,-53.68% ,12600,27200,24740
828120752,752,828120,1,,נקיון בקבלנות     ,קשיח,8.06% ,33500,31000,29316
828120780,780,828120,1,,פעולות קידום נוער ,גמיש,8.75% ,57200,52600,39616.24
828130119,119,828130,1,,השכר הקובע-צוברת  ,שכר,0.00% ,536000,0,
828130122,122,828130,1,,ביגוד             ,שכר,0.00% ,2500,0,
828130126,126,828130,1,,דמי הבראה         ,שכר,0.00% ,5200,0,
828130140,140,828130,1,,השתתפות באחזקת רכב,שכר,0.00% ,44000,0,
828130431,431,828130,1,,חשמל              ,קשיח,0.00% ,18000,0,
828130432,432,828130,1,,מים               ,קשיח,0.00% ,6000,0,
828130433,433,828130,1,,חומרי נקיון       ,גמיש,0.00% ,2000,0,
828130470,470,828130,1,,מכונות משרד,גמיש,0.00% ,3000,0,
828130471,471,828130,1,,מכשירי כתיבה      ,גמיש,0.00% ,5000,0,
828130511,511,828130,1,,אירוח וכיבוד      ,גמיש,0.00% ,6000,0,
828130540,540,828130,1,,הוצאות טלפון      ,קשיח,0.00% ,12000,0,
828130544,544,828130,1,,הוצאות דאר        ,קשיח,0.00% ,4000,0,
828130562,562,828130,1,,הדפסות            ,גמיש,0.00% ,5000,0,
828130580,580,828130,1,,יועצים,קשיח,0.00% ,100000,0,
828130751,751,828130,1,,עבודות קבלניות    ,קשיח,0.00% ,60000,0,
828130753,753,828130,1,,עובד אחזקה,קשיח,0.00% ,28000,0,
828130780,780,828130,1,,פעילות צעירים,גמיש,0.00% ,410000,0,
828130781,781,828130,1,,ארועים,גמיש,0.00% ,600000,0,
828130931,931,828130,1,,רכישות חד-פעמיות  ,גמיש,0.00% ,5000,0,
828200200,200,828200,1,,שכר עובדים ללא תקן, ,,,,
828200250,250,828200,1,,שכר מושאלים לרשת  ,שכר,0.00% ,0,0,26267.75
828200400,400,828200,1,,אחזקת בנינים וציוד, ,,,,
828200432,432,828200,1,,מים               ,קשיח,0.00% ,100000,0,0
828200441,441,828200,1,,ביטוח             ,קשיח,0.00% ,35300,35300,31740
828200780,780,828200,1,,"פרוייקט למידה ת""ג",גמיש,0.00% ,60000,60000,60000
828200781,781,828200,1,,אחזקת גני-ילדים,גמיש,0.00% ,50000,50000,50000
828200782,782,828200,1,,רכזת ספורט,גמיש,0.00% ,70000,70000,70000
828200783,783,828200,1,,תחום נוער,קשיח,0.00% ,487000,487000,487000
828200784,784,828200,1,,פרויקטים + קיץ,קשיח,0.00% ,661600,661600,661600
828200785,785,828200,1,,תנועות נוער       ,קשיח,0.00% ,60000,60000,60000
828200786,786,828200,1,,היפ הופ,קשיח,0.00% ,120000,120000,120000
828200787,787,828200,1,,מנהיגות וקשרי חוץ,קשיח,0.00% ,147200,147200,147200
828200788,788,828200,1,,פעולות - יוזמות,קשיח,0.00% ,105700,105700,105700
828200789,789,828200,1,,תחום מניעה,קשיח,0.00% ,42000,42000,42000
828200800,800,828200,1,,השת' תמיכות תרומות, ,,,,
828200810,810,828200,1,,"השתתפות ברשת קו""פ ",קשיח,40.17% ,4266800,3044000,3026524.44
828200811,811,828200,1,,תרבות תורנית-מקהלות,גמיש,0.00% ,500000,500000,0
828200812,812,828200,1,,למידה לזרוס,גמיש,0.00% ,88000,88000,88000
828200813,813,828200,1,,השתתפות בקייטנות  ,גמיש,0.00% ,79200,79200,79200
828200814,814,828200,1,,קורס אומנות הקרנבל,גמיש,0.00% ,143000,143000,143000
828200815,815,828200,1,,"שברולט,שטרודל,אריות",גמיש,-5.00% ,1692100,1781200,1781200
828200816,816,828200,1,,רכזת מורשת,גמיש,0.00% ,113400,113400,113400
828200817,817,828200,1,,מועדון נכים-לזרוס ,גמיש,0.00% ,20000,20000,20000
828200818,818,828200,1,,חוסמסה-רכז+ארכיבאי,גמיש,0.00% ,209500,209500,209500
828200819,819,828200,1,,ספר חולון,גמיש,-100.00% ,0,27000,0
828200820,820,828200,1,,המוזיאון העירוני,גמיש,0.00% ,273000,273000,273000
828200821,821,828200,1,,מועדון עולי בוכרה,גמיש,0.00% ,30000,30000,30000
828200822,822,828200,1,,מרכז  פסגות,גמיש,0.00% ,200000,200000,200000
828200823,823,828200,1,,מרכז מורשת,גמיש,0.00% ,120000,0,0
828200824,824,828200,1,,גוונים ניצנים,גמיש,0.00% ,300000,300000,299153.7
828200825,825,828200,1,,"מתנ""ס חדש - ת""ג",גמיש,0.00% ,400000,400000,400000
828200826,826,828200,1,,"הסעות טיולים חצ""ב",קשיח,0.00% ,4400,0,
828200832,832,828200,1,,מים               ,גמיש,-100.00% ,0,200000,71813.2
828200874,874,828200,1,,דמי שכירות,קשיח,0.00% ,249000,249000,0
828200879,879,828200,1,,ביטוח-כנגד הכנסות,קשיח,0.00% ,35300,35300,0
828200981,981,828200,1,,התנדבות בקהילה,קשיח,0.00% ,125000,125000,125000
828200982,982,828200,1,,"נוע""ם ח'",קשיח,0.00% ,240000,240000,240000
828200983,983,828200,1,,מרכז הדרכה - הכשרות,קשיח,0.00% ,20000,20000,20000
828240441,441,828240,1,,ביטוח             ,קשיח,0.00% ,4400,4400,3756
828240871,871,828240,1,,מרכז וידאו ארט    ,גמיש,-5.00% ,1453500,1530000,1530000
828240879,879,828240,1,,ביטוח-כנגד הכנסות,קשיח,0.00% ,4400,0,0
829100441,441,829100,1,,ביטוח מחלקת הספורט       ,קשיח,0.00% ,43900,43900,32707.2
829100810,810,829100,1,,"מועדון ספורט בי""ס",קשיח,0.00% ,360000,360000,273628
829100811,811,829100,1,,אליפות אומנותית,גמיש,0.00% ,500000,500000,0
829100812,812,829100,1,,"אליפות בינ""ל",גמיש,0.00% ,300000,300000,300000
829100813,813,829100,1,,תיפעול המחלקה,גמיש,0.00% ,734000,734000,733999.67
829100814,814,829100,1,,השת' אולם ספורט שמיר,גמיש,0.00% ,106300,106300,106298
829100815,815,829100,1,,פרחי ספורט,גמיש,0.00% ,456000,0,0
829100820,820,829100,1,,מרכזי מצוינות,קשיח,0.00% ,320000,320000,280000
829100821,821,829100,1,,השתתפות היכל הספורט,גמיש,-30.00% ,1400000,2000000,0
829100822,822,829100,1,,ליגת הכוכבים,גמיש,0.00% ,165000,165000,165000
829100870,870,829100,1,,"חוגי ספורט בי""ס",גמיש,0.00% ,60000,60000,48000
829100871,871,829100,1,,תחזוקת מגרש אורט,גמיש,0.00% ,60000,60000,60000
829100873,873,829100,1,,פרוייקטים,גמיש,0.00% ,370000,370000,870000
829100874,874,829100,1,,"תיגבור חט""ב ק""ש (מאגוד')",גמיש,0.00% ,46000,46000,46000
829100879,879,829100,1,,ביטוח - כנגד הכנסות,קשיח,0.00% ,43900,43900,0
829100920,920,829100,1,,פעולות כנגד הכנסות,גמיש,0.00% ,300000,300000,245730
829200110,110,829200,1,,השכר הקובע-תקציבית,שכר,0.00% ,0,0,-44.88
829200140,140,829200,1,,השתתפות באחזקת רכב,שכר,0.00% ,0,0,-350.3
829200810,810,829200,1,,השתתפות בתק' הפעלה,גמיש,0.00% ,1161100,1161100,1161100
829400410,410,829400,1,,דמי זכיון         ,קשיח,0.00% ,53100,53100,0
829400810,810,829400,1,,השתתפות בחוגי שחיה,קשיח,76.67% ,63600,36000,0
829500810,810,829500,1,,השתת' בתקציב הפעלה,גמיש,0.00% ,28900,28900,28900
829600810,810,829600,1,,השתתפות בתק' הפעלה,גמיש,0.00% ,178300,178300,178300
829600821,821,829600,1,,הפעלת אולם בגין,גמיש,0.00% ,105800,105800,105800
829700431,431,829700,1,,חשמל              ,קשיח,0.00% ,0,0,1144.6
829700810,810,829700,1,,הפעלת המרכז       ,גמיש,-10.86% ,550000,617000,667000
829700811,811,829700,1,,איבחון - ספורט טיפולי,גמיש,0.00% ,320000,320000,320000
829800810,810,829800,1,,השתתפות בתק' הפעלה,גמיש,0.00% ,178500,178500,178500
829900580,580,829900,1,,בקרה תקציבית      ,גמיש,0.00% ,72000,72000,71845.4
829900820,820,829900,1,,"קמפוס קציר כ""י נוער",גמיש,0.00% ,0,0,271435
829900822,822,829900,1,,פעולות  ספורט     ,גמיש,-3.34% ,4810752,4977177,0
829900823,823,829900,1,,מענקים מיוחדים    ,גמיש,17.30% ,1128448,962023,1073540
829900826,826,829900,1,,כוכב עולה נוער,גמיש,0.00% ,0,0,239809
829900827,827,829900,1,,צפרירים  נוער,גמיש,0.00% ,0,0,117340
829900880,880,829900,1,,צפרירים           ,גמיש,0.00% ,0,0,57754
829900881,881,829900,1,,פיסגה - אומנויות לחימה,גמיש,0.00% ,0,0,28877
829900882,882,829900,1,,"מכבי ק""ש כדוריד",גמיש,0.00% ,0,0,541441
829900883,883,829900,1,,אליצור כדורסל     ,גמיש,0.00% ,0,0,494516
829900886,886,829900,1,,מכבי הת' אומנותית,גמיש,0.00% ,0,0,368180
829900887,887,829900,1,,כוכב עולה-כדורסל בוגרים,גמיש,0.00% ,0,0,1420189
829900888,888,829900,1,,מכבי חולון-כדורגל ,גמיש,0.00% ,0,0,305140
829900889,889,829900,1,,אליצור שומרון     ,גמיש,0.00% ,0,0,7219
829900890,890,829900,1,,אליצור-נער כוכבי על,גמיש,0.00% ,0,0,121103
829900891,891,829900,1,,הפועל חולון-ענפים ,גמיש,0.00% ,0,0,295988
829900894,894,829900,1,,באול 300 חולון,גמיש,0.00% ,0,0,7219
829900897,897,829900,1,,עמותת גלגיליות   ,גמיש,0.00% ,0,0,122727
829900898,898,829900,1,,עוצמה (ארזים) כדורגל      ,גמיש,0.00% ,0,0,126480
832400100,100,832400,1,,שכר עובדים לפי תקן, ,,                ,                ,
832400400,400,832400,1,,אחזקת בנינים וציוד, ,,,,
832400420,420,832400,1,,כיבוי אש          ,גמיש,0.00% ,4000,4000,3349
832400423,423,832400,1,,תחזוקת מבנה       ,קשיח,-9.86% ,65800,73000,17500
832400431,431,832400,1,,חשמל              ,קשיח,0.00% ,75600,75600,111487.43
832400437,437,832400,1,,אחזקת אזעקה       ,קשיח,0.00% ,4000,4000,3942
832400470,470,832400,1,,אחזקת מכונות משרד ,גמיש,0.00% ,1300,1300,307.73
832400540,540,832400,1,,הוצאות טלפון      ,קשיח,0.00% ,5200,5200,2995.13
832400550,550,832400,1,,פירסומים          ,גמיש,0.00% ,600,600,0
832400700,700,832400,1,,הוצאות לפעולות    , ,,,,
832400721,721,832400,1,,חמרים-תחזוקת מבנים,גמיש,0.00% ,11000,11000,9765.83
