"תקציב 2016","שם הסעיף","מספר סעיף"
8700,"בדק בית-דנמרק",8076-820-5
33350,"תוכניות חינוכיות-דנמרק",8076-821-2
3128579,"משכורת ושכר משולבים",8077-111-1
3130497,תוספות,8077-112-8
327347,"החזר הוצאות",8077-113-5
1757798,"הפרשות סוציאליות",8077-116-6
524522,"מסים והיטלים על השכר",8077-117-3
220653,"החזקת רכם",8077-118-0
138134,"שעות נוספות",8077-119-7
1495000,"איחוד משכורות - זיו",8077-217-4
444772,"תחזוקת בניינים",8077-420-0
578888,"קניית שירותי ניקיון",8077-749-2
30840,"בדק בית-זיו",8077-820-4
"18,220 1","תוכניות חינוכיות-זיו",8077-821-1
593331,"משכורת ושכר משולבים",8078-111-0
567736,תוספות,8078-112-0
3357,תוספות,8078-112-7
44534,"החזר הוצאות",8078-113-4
309891,"הפרשות סוציאליות",8078-116-0
97623,"מסים והיטלים על השכר",8078-117-0
71887,"החזקת רכב",8078-118-0
13300,"שעות נוספות",8078-119-0
45900,"תחזוקת בניינים",8078-420-0
3000,"בדק בית-אולפן עולים",8078-820-0
11500,"תוכניות הינוכיות-אולפן עולים",8078-821-0
3362152,"משכורת ושכר משולבים",8079-111-9
4330228,תוספות,8079-112-6
224225,"החזר הוצאות",8079-113-3
2174106,"הפרשות סוציאליות",8079-116-4
603877,"מסים והיטלים על השכר",8079-117-1
13661,"החזקת רכב",8079-118-8
51324,"שעות נוספות",8079-119-5
353063,"תחזוקת בניינים",8079-420-8
,"קניית שירותי ניקיון",8079-749-0
,"בדק בית- פסגת זאב",8079-820-2
,"תוכניות חינוכיות- פסגת זאב",8079-821-9
,"משכורת ושכר משולבים",8080-111-5
,תוספות,8080-112-2
,"החזר הוצאות",8080-113-9
,"הפרשות סוציאליות",8080-116-0
,"מסים והיטלים על השכר",8080-117-7
,"החזקת רכב",8080-118-4
,"שעות נוספות",8080-119-1
,"תחזוקת בניינים",8080-420-4
,"בדק בית - שפע",8080-820-8
,"תוכניות חינוכיות - שפע",8080-821-5
1689436,"משכורת ושכר משולבים",8110-111-9
1167735,תוספות,8110-112-6
196736,"החזר הוצאות",8110-113-3
635405,"הפרשות סוציאליות",8110-116-4
279967,"מסים והיטלים על השכר",8110-117-1
332680,"החזקת רכב",8110-118-8
194427,"שעות נוספות",8110-119-5
480000,"קניית שירות יוזמות חינוכיות",8110-201-7
130000,"קניית שירות בקרת הכנסות",8110-202-4
185000,"קניית שירותי -ריכוז צהרונים",8110-203-1
185000,"שרותי הערכה ומדידת תוכניות",8110-204-8
322000,"קניית שירותי כ״א - מרכז הדרכה",8110-210-3
50000,"בגדי עבודה",8110-215-8
2015878,"קריית העירייה - העמסה",8110-400-2
189096,"אבטחה ושמירה - העמסה",8110-415-0
59202,"כלי רכב בליסינג תפעולי",8110-424-6
209617,"תקשורת סלולרית",8110-448-0
320000,"מכשירי כתיבה והדפסות",8110-460-0
3000,"עיתונות וספרות",8110-480-6
9838708,"אגרת תלמידי חוץ",8110-499-2
229400,"נסיעות וחניה",8110-510-6
208338,"טלפונים - העמסה",8110-541-2
168025,דואר,8110-545-0
5000,"דואר האגף לחינוך כללי",8110-546-7
85867,כיבודים,8110-610-7
10000,"כיבודים לוועדת השמה",8110-681-5
100000,"הוצאות ארגוניות שונות",8110-682-2
200000,הובלות,8110-713-9
25816,דלק,8110-735-9
3318318,"מחשוב עירוני - העמסה",8110-755-5
215000,"החזקת מערכות במוס״ח",8110-760-3
355000,"תשלום לעורכי-דין חיצוניים",8110-783-0
150000,"תמיכה כארגוני הורים",8110-800-6
1230000,"מרכז הדרכה",8110-813-0
475000,"שבוע החינוך",8110-822-6
169615,"תמריץ לריבוי שימושים במוס״ה",8110-823-3
1233000,"יום לימודים ארוך",8110-824-0
600000,"תוכניות מערכתיות",8110-825-7
400000,"מדעים וטכנולוגיה",8110-952-6
200000,"תגבור פעולות מרכז הדרכה",8110-953-3
35000000,"יום לימודים ארוך - גני ילדים",8110-954-0
16500000,"יום לימודים ארוך - בתי ספר",8110-955-7
525000,"חינוך מדעי-״עיר מדע""",8110-956-4
4400000,"תגבור פעולות",8110-959-5
271323,"משכורת ושכר משולבים",8111-111-8
236330,תוספות,8111-112-5
32261,"החזר הוצאות",8111-113-2
101146,"הפרשות סוציאליות",8111-116-3
50810,"מסים והיטלים על השכר",8111-117-0
97485,"החזקת רכב",8111-118-7
23109,"שעות נוספות",8111-119-4
312990,"משכורת ושכר משולבים",8120-111-6
306772,תוספות,8120-112-3
36709,"החזר הוצאות",8120-113-0
127197,"הפרשות סוציאליות",8120-116-1
72569,"מסים והיטלים על השכר",8120-117-8
91525,"החזקת רכב",8120-118-5
16745,"שעות נוספות",8120-119-2
1230000,"קניית שירותי כ״א - רכזי תפעול",8120-211-7
59202,"כלי רכב בליסינג תפעולי",8120-424-3
1325000,"הוצאות הפעלה - מינהלת מחשבים",8120-700-2
480000,"הסכם חותם",8120-800-3
1500000,"מינהלת המחשבים",8120-952-3
"24.85 1,465,262","תקך כ״א משכורת ושכר משולבים",8121-111-5
1129598,תוספות,8121-112-2
143697,"ההזר הוצאות",8121-113-9
519101,"הפרשות סוציאליות",8121-116-0
276249,"מסים והיטלים על השכר",8121-117-7
422834,"החזקת רכב",8121-118-4
204819,"שעות נוספות",8121-119-1
296010,"כלי רכב בליסינג תפעולי",8121-424-2
11553425,"משכורת ושכר משולבים",8122-111-4
15503736,תוספות,8122-112-1
2333028,"החזר הוצאות",8122-113-8
6473381,"הפרשות סוציאליות",8122-116-9
2266749,"מסים והיטלים על השכר",8122-117-6
407190,"החזקת רכב",8122-118-3
24053,"שעות נוספות",8122-119-0
2778661,"שכר דירה",8122-410-0
1380000,"תחזוקת מבנים",8122-420-3
595000,"מים - גני ילדים",8122-429-6
1126500,טלפונים,8122-540-0
1452250,"הוצאות ארגוניות אחרות",8122-682-7
,"חודש לימודים נוסף",8122-801-0
700000,"גני ילדים - חובה",8122-951-4
6697863,"משכורת ושכר משולבים",8123-111-3
8984844,תוספות,8123-112-0
1429485,"החזר הוצאות",8123-113-7
3981627,"הפרשות סוציאליות",8123-116-8
1327975,"מסים והיטלים על השכר",8123-117-5
376591,"החזקת רכב",8123-118-2
12591,"שעות נוספות",8123-119-9
47755000,"שאילת גננות - משרד החינוך",8123-211-4
5435892,"קניית שירותי כ״א-סייעות לגננות",8123-214-5
3690000,"מילוי מקום סייעות-גנים מערב",8123-218-3
,"מילוי מקום סייעות-גנים מזרה",8123-219-0
1300000,"תחזוקת מבנים",8123-420-2
595000,מים,8123-429-5
1373500,"הוצאות ארגוניות אחרות",8123-682-6
2007537,"משכורת ושכר משולבים",8131-111-2
1337660,תוספות,8131-112-9
206621,"החזר הוצאות",8131-113-6
850312,"הפרשות סוציאליות",8131-116-7
340541,"מסים והיטלים על השכר",8131-117-4
606151,"החזקת רכב",8131-118-1
240671,"שעות נוספות",8131-119-8
59202,"כלי רכב בליסינג תפעולי",8131-424-9
10296460,"משכורת ושכר משולבים",8132-111-1
13875969,תוספות,8132-112-8
2287319,"החזר הוצאות",8132-113-5
5451707,"הפרשות סוציאליות",8132-116-6
2200308,"מסים והיטלים על השכר",8132-117-3
1105091,"החזקת רכב",8132-118-0
630309,"שעות נוספות",8132-119-7
500000,"קניית שירות מזכירות ואבות בית",8132-200-2
2991389,"העברת שכר שרתים ומזכירים",8132-211-2
4163279,"שכר דירה",8132-410-7
6573655,"תחזוקת מבנים - ניהול עצמי",8132-420-0
276071,"מוכר שאינו רשמי-הוצ' שכר",8132-421-7
524533,"מוכר שאינו רשמי-הוצ' שאינן שכר",8132-422-4
267352,"מוכר שאינו רשמי-שכר דירה",8132-423-1
59202,"כלי רכב בליסינג תפעולי",8132-424-8
714879,"רכש ואספקה - העמסה",8132-490-1
,"הוצאות ארגוניות - מזרה העיר",8132-682-4
28483,"מוסך ותחבורה - העמסה",8132-710-0
13340510,"ניקיון בתי ספר",8132-749-2
64250,"תנ״ך לבוגרי בתי ספר יסודיים",8132-783-2
3456930,"שיפוצים והצטיידות - ניהול עצמי",8132-820-4
2312910,"תוכניות חינוכיות - ניהול עצמי",8132-821-1
1200000,"מטה ניהול עצמי - רנה קאסן",8132-822-8
2700000,"חינוך יסודי",8132-951-1
1000000,כללי,8132-952-8
6000000,"ניהול עצמי",8132-953-5
3591000,"תוכניות חינוכיות",8137-821-6
913500,"פרויקט 'קרב'",8137-822-3
1220000,"פנימיות יום",8137-823-0
250000,"פסיפס ירושלמי",8137-824-7
175000,"תוכניות חינוכיות למצטיינים",8137-825-4
250000,"עיר ללא אלימות",8137-826-1
100000,"חינוך למדע וטכנולוגיה",8137-827-8
1500000,"תגבור הישגים לבגרות",8137-828-5
180000,"אחרי הכנה לצה״ל",8137-829-2
,"מניעת נשירה - מזרח העיר",8137-830-2
1325000,"בית ספר בקהילה",8137-831-9
600000,"בית ספר בקהילה - תוספתי",8137-832-6
862500,"תוכניות חינוכיות בתחום התרבות",8137-833-3
300000,"תוכניות לפיתוח מנהלי בתי״ס",8137-834-0
787500,"חינוך מדעי-״עיר מדע""",8137-835-7
,"תוכנית מעברים",8137-950-9
6000000,"תוכניות חינוכיות",8137-951-6
3000000,"תוכניות חינוכיות-תמיכות",8137-952-3
4000000,"תגבור פעולות חינוך מתרומות",8137-953-0
1100000,"עיר ללא אלימות",8137-954-7
825000,"תוכניות חינוכיות בתחום התרבות",8137-955-4
400000,"בית ספר בקהילה - תשע״ז",8137-956-1
200000,"תוכניות לפיתוח למנהלי בתי״ס",8137-957-8
,"מניעת נשירה- מותנה",8137-958-5
1644081,"משכורת ושכר משולבים",8141-111-9
1781841,תוספות,8141-112-6
229803,"החזר הוצאות",8141-113-3
909679,"הפרשות סוציאליות",8141-116-4
415946,"מסים והיטלים על השכר",8141-117-1
712439,"החזקת רכב",8141-118-8
619648,"שעות נוספות",8141-119-5
200000,"קניית שירות בקרה ופרוייקטים",8141-212-7
414414,"כלי רכב בליסינג תפעולי",8141-424-6
1020000,"עבודות קבלניות",8141-753-1
5000000,"בדק בית",8141-951-9
800000,"ציוד וריהוט",8141-952-6
8549934,"משכורת ושכר משולבים",8143-111-7
12468967,תוספות,8143-112-4
1417344,"החזר הוצאות",8143-113-1
5314603,"הפרשות סוציאליות",8143-116-2
2030703,"מסים והיטלים על השכר",8143-117-9
3231290,"החזקת רכב",8143-118-6
731228,"שעות נוספות",8143-119-3
59202,"כלי רכב בליסינג תפעולי",8143-424-4
271181,"קניית שירותי ניקיון",8143-749-8
407000,"תחזוקה והצטיידות",8143-780-7
400000,"השירות הפסיכולוגי",8143-951-7
1866484,"ביטוח - העמסה",8145-440-0
3225000,"ביטוח תלמידים",8145-780-5
416686,"משכורת ושכר משולבים",8150-111-7
453013,תוספות,8150-112-4
62882,"החזר הוצאות",8150-113-1
176693,"הפרשות סוציאליות",8150-116-2
86848,"מסים והיטלים על השכר",8150-117-9
165465,"החזקת רכב",8150-118-6
30705,"שעות נוספות",8150-119-3
883600,"חוצי שאינן שכר-חטיבות ביניים",8150-420-6
585535,"משכורת ושכר משולבים",8151-111-6
572717,תוספות,8151-112-3
89288,"החזר הוצאות",8151-113-0
259225,"הפרשות סוציאליות",8151-116-1
122568,"מסים והיטלים על השכר",8151-117-8
240254,"החזקת רכב",8151-118-5
106370,"שעות נוספות",8151-119-2
25991285,"משכורת ושכר משולבים",8152-111-5
39183806,תוספות,8152-112-2
6200335,"החזר הוצאות",8152-113-9
16665618,"הפרשות סוציאליות",8152-116-0
5566571,"מסים והיטלים על השכר",8152-117-7
1144343,"החזקת רכב",8152-118-4
652614,"שעות נוספות",8152-119-1
1344354,"העברת שכר סייעות טיפוליות",8152-211-6
170000,"העברת שכר ספרנים ולבורנטים",8152-212-3
3410260,"מילוי מקום סייעות-הינוך מיוחד",8152-218-5
2320000,"תחזוקת מבנים",8152-420-4
442000,מים,8152-429-7
2880000,"הוצאות ארגוניות אחרות",8152-682-8
44665084,"הסעות תלמידים",8152-712-8
3357860,"כרטיסיות לתלמידים",8152-714-2
3908000,"מערך מלווים - רנה קאסן",8152-715-9
160000,"שירותי פיקוח בטיחות בהסעות",8152-716-6
4911367,"הזנה - חינוך מיוחד",8152-718-0
3500000,"חינוך מיוחד",8152-950-8
1723497,"משכורת ושכר משולבים",8154-111-3
1412825,תוספות,8154-112-0
174494,"החזר הוצאות",8154-113-7
659509,"הפרשות סוציאליות",8154-116-8
328536,"מסים והיטלים על השכר",8154-117-5
473206,"החזקת רכב",8154-118-2
380464,"שעות נוספות",8154-119-9
118404,"כלי רכב בליסינג תפעולי",8154-424-0
480000,"יועץ למקסום הכנסות",8154-601-5
120000,מלגות,8154-780-3
582000,"מרכז למתבגרים",8154-781-0
350000,"בית ספר רעות",8154-810-3
,"תיכון מקיף פסגת זאב",8154-811-0
1800000,"תיכון רנה קאסן",8154-812-7
1200000,"מעבדות מרכזיות",8154-813-4
11000000,"תגבור תוכניות חינוכיות ובגרות",8154-814-1
1100000,"ניהול עצמי תוספתי",8154-815-8
900000,"תקשוב בחינוך העל יסודי",8154-817-2
5400000,"על יסודי",8154-950-6
8000000,"תגבור תוכניות חינוכיות ובגרות",8154-951-3
800000,"ניהול עצמי תוספתי",8154-952-0
600000,"תקשוב בחינוך העל-יסודי",8154-953-7
194218,"התוכנית לילדים ונוער בסיכון",8158-831-2
100000,"חינוך חברתי",8158-951-9
200000,"ביקור סדיר",8158-952-6
6000000,"רווחה חינוכית ושיקום שכונות",8158-953-3
3000000,"התוכנית לילדים ונוער בסיכון",8158-954-0
388872,"משכורת ושכר משולבים",8159-111-8
333273,תוספות,8159-112-5
53729,"החזר הוצאות",8159-113-2
168482,"הפרשות סוציאליות",8159-116-3
76240,"מסים והיטלים על השכר",8159-117-0
117803,"החזקת רכב",8159-118-7
61193,"שעות נוספות",8159-119-4
30000,"תחזוקת מרכז הדרכה",8159-420-7
7500,"תחזוקת ציוד",8159-421-4
59202,"כלי רכב בליסינג תפעולי",8159-424-5
350000,"מבצעי בטיחות בדרכים",8159-821-8
47500,"הדרכת תלמידים",8159-822-5
68000,"מרכז הדרכה לבטיחות בדרכים",8159-950-1
30000,"תחזוקת ציוד",8159-951-8
1400000,"מבצעי בטיחות בדרכים",8159-952-5
1146702,"משכורת ושכר משולבים",8180-111-8
850923,תוספות,8180-112-5
166044,"החזר הוצאות",8180-113-2
597862,"הפרשות סוציאליות",8180-116-3
207934,"מסים והיטלים על השכר",8180-117-0
207303,"החזקת רכב",8180-118-7
70296,"שעות נוספות",8180-119-4
500000,"קניית שירותי כ״א",8180-212-6
5000,"בגדי עבודה",8180-215-7
511568,"קריית העירייה - העמסה",8180-400-1
177606,"כלי רכב בליסינג תפעולי",8180-424-5
970195,"ביטוח - העמסה",8180-440-3
38105,"תקשורת סלולרית",8180-448-9
175000,"מכשירי כתיבה והדפסות",8180-460-9
7000,"עיתונות וספרות",8180-480-5
636032,"רכש ואספקה - העמסה",8180-490-8
19100000,"אגרת תלמידי חוץ",8180-499-1
10000,נסיעות,8180-510-5
150837,"טלפונים - העמסה",8180-541-1
37341,דואר,8180-545-9
22879,כיבודים,8180-610-6
85015,פרסומים,8180-630-2
20000,"כיבודים לוועדת השמה",8180-681-4
130000,"הוצאות ארגוניות אחרות",8180-682-1
631052,"מחשוב עירוני - העמסה",8180-755-4
6461846,"תוכניות חינוכיות",8180-821-8
630000,"פנימיות יום",8180-823-2
4777500,"ביטוח תלמידים",8180-824-9
699000,"פעולות חינוכיות בתחום הספורט",8180-825-6
90000,"חינוך לבטיחות בדרכים",8180-826-3
2770000,"מניעת נשירה",8180-827-0
375000,"פעולות לשיבוץ תלמידים",8180-828-7
145000,"תחזוקת מרכז להב״ה",8180-829-4
575000,"תוכניות חינוכיות בתחום התרבות",8180-830-4
525000,"חינוך מדעי-״עיר מדע""",8180-831-1
2700000,"מניעת נשירה-תוספתי",8180-832-8
540000,"בית ספר בקהילה",8180-833-5
2000000,"חינוך חרדי-כללי",8180-952-5
3100000,"תגבור תוכניות חינוכיות",8180-954-9
17000000,"יום לימודים ארוך - גני ילדים",8180-957-0
11500000,"יום לימודים ארוך - בתי ספר",8180-958-7
800000,"תגבור פעולות",8180-959-4
3236026,"משכורת ושכר משולבים",8181-111-7
3951688,תוספות,8181-112-4
581577,"החזר הוצאות",8181-113-1
1374037,"הפרשות סוציאליות",8181-116-2
604009,"מסים והיטלים על השכר",8181-117-9
88666,"החזקת רכב",8181-118-6
131085,"שעות נוספות",8181-119-3
"1,936,259 1","הפעלת גנים עירוניים - בית יעקב",8181-210-1
2447534,"הפעלת גנים עירוניים - אור לילד",8181-211-8
4369115,"הפעלת גנים עירוניים - עץ הדעת",8181-212-5
2318701,"הפעלת גנים עירוניים־קריית הילד",8181-213-2
2646035,"הפעלת גנים עירונים־אגודת ישראל",8181-214-9
1826415,"הפעלת גנים עירוניים־חב״ד",8181-216-3
,"הפעלת גנים עירונים־שתילים רכים",8181-217-0
525000,"מילוי מקום סייעות",8181-218-7
359386,"הפעלת גנים עירוניים־מג״י",8181-220-4
32089,"הפעלת גנים עירוניימ-פתחיה",8181-221-1
27311396,"שכר דירה",8181-410-3
,"תחזוקת גני קדם חובה",8181-420-6
1540915,"תחזוקת גני חובה",8181-422-0
,"תחזוקת גני חינוך מיוחד",8181-423-7
1715000,"הוצאות שאינן שכר-גני ילדים",8181-807-3
,"חודש לימודים נוסף",8181-808-0
300000,"גני ילדים",8181-953-1
3837091,"משכורת ושכר משולבים",8182-111-6
4433678,תוספות,8182-112-3
734779,"החזר הוצאות",8182-113-0
1740842,"הפרשות סוציאליות",8182-116-1
769769,"מסים והיטלים על השכר",8182-117-8
486076,"החזקת רכב",8182-118-5
324354,"שעות נוספות",8182-119-2
1103535,"העברות שכר שרתים ומזכירים",8182-211-7
2300000,"קניית שירותי כ״א - פסיכולוגים",8182-212-4
1642852,"שכר דירה",8182-410-2
1455000,"הוצאות שכר - פטור",8182-418-8
2190000,"הוצאות שאינן שכר-פטור",8182-422-9
414414,"כלי רכב בליסינג תפעולי",8182-424-3
3173000,"ביה״ס ""במעלה בית יעקב""",8182-784-4
959204,"משכורת ושכר משולבים",8183-111-5
1419320,תוספות,8183-112-2
363510,"החזר הוצאות",8183-113-9
695464,"הפרשות סוציאליות",8183-116-0
209427,"מסים והיטלים על השכר",8183-117-7
,"החזקת רכב",8183-118-4
20328,"שעות נוספות",8183-119-1
8565333,"העברת שכר סייעות טיפוליות",8183-212-3
333200,"הוצאות שאינן שכר - חינוך מיוחד",8183-422-8
33924850,"הסעות תלמידים",8183-712-8
4409200,"כרטיסיות לתלמידים",8183-714-2
300000,"הזנה - חינוך מיוחד",8183-718-0
2005000,הזנה-תמיכות,8183-719-7
400000,זחלילים,8183-721-4
1200000,"חינוך מיוחד",8183-950-8
7400000,"קניית שירותי כ״א - בתי ספר",8185-201-1
7267520,"שכר דירה",8185-410-9
850000,"תחזוקה שוטפת",8185-420-2
5050000,"הוצאות שאינן שכר-יסודי",8185-422-6
1919000,"מוכר שאינו רשמי-הוצ' שכר",8185-425-7
3646100,"מוכר שאינו רשמי-הוצ' שאינן שכר",8185-426-4
1908600,"מוכר שאינו רשמי-שכר דירה",8185-427-1
3508518,"הוצאות שכר ותחזוקה - יסודי",8185-428-8
5103135,"ניקיון בתי הספר",8185-749-4
1000000,"חינוך יסודי",8185-951-3
400000,הצטיידות,8186-950-5
3660000,"בדק בית",8186-951-2
2100000,"התוכנית לילדים ונוער בסיכון",8187-950-4
,"משכורת ושכר משולבים",8010-111-6
,תוספות,8010-112-3
,"החזר הוצאות",8010-113-0
,"הפרשות סוציאליות",8010-116-1
,"מסים והיטלים על השכר",8010-117-8
,"החזקת רכב",8010-118-5
,"שעות נוספות",8010-119-2
,"תחזוקת בניינים",8010-420-5
,"משכורת ושכר משולבים",8011-111-5
,תוספות,8011-112-2
,"החזר הוצאות",8011-113-9
,"הפרשות סוציאליות",8011-116-0
,"מסים והיטלים על השכר",8011-117-7
,"החזקת רכב",8011-118-4
,"שעות נוספות",8011-119-1
,"תחזוקת בניינים",8011-420-4
,"משכורת ושכר משולבים",8012-111-4
,תוספות,8012-112-1
,"החזר הוצאות",8012-113-8
,"הפרשות סוציאליות",8012-116-9
,"מסים והיטלים על השכר",8012-117-6
,"החזקת רכב",8012-118-3
,"שעות נוספות",8012-119-0
,"תחזוקת בניינים",8012-420-3
,"משכורת ושכר משולבים",8013-111-3
,תוספות,8013-112-0
,"החזר הוצאות",8013-113-7
,"הפרשות סוציאליות",8013-116-8
,"מסים והיטלים על השכר",8013-117-5
,"החזקת רכב",8013-118-2
,"שעות נוספות",8013-119-9
,"תחזוקת בניינים",8013-420-2
,"משכורת ושכר משולבים",8014-111-2
,תוספות,8014-112-9
,"החזר הוצאות",8014-113-6
,"הפרשות סוציאליות",8014-116-7
,"מסים והיטלים על השכר",8014-117-4
,"החזקת רכב",8014-118-1
,"שעות נוספות",8014-119-8
,"תחזוקת בניינים",8014-420-1
,"משכורת ושכר משולבים",8015-111-1
,תוספות,8015-112-8
,"החזר הוצאות",8015-113-5
,"הפרשות סוציאליות",8015-116-6
,"מסים והיטלים על השכר",8015-117-3
,"החזקת רכב",8015-118-0
,"שעות נוספות",8015-119-7
,"תחזוקת בניינים",8015-420-0
,"משכורת ושכר משולבים",8016-111-0
,תוספות,8016-112-7
,"החזר הוצאות",8016-113-4
,"הפרשות סוציאליות",8016-116-5
,"מסים והיטלים על השכר",8016-117-2
,"החזקת רכב",8016-118-9
,"שעות נוספות",8016-119-6
,"תחזוקת בניינים",8016-420-9
,"משכורת ושכר משולבים",8017-111-9
,תוספות,8017-112-6
,"החזר הוצאות",8017-113-3
,"הפרשות סוציאליות",8017-116-4
,"מסים והיטלים על השכר",8017-117-1
,"החזקת רכב",8017-118-8
,"שעות נוספות",8017-119-5
,"תחזוקת בניינים",8017-420-8
,"משכורת ושכר משולבים",8018-111-8
,תוספות,8018-112-5
,"החזר הוצאות",8018-113-2
,"הפרשות סוציאליות",8018-116-3
,"מסים והיטלים על השכר",8018-117-0
,"שעות נוספות",8018-119-4
,"תחזוקת בניינים",8018-420-7
,"משכורת ושכר משולבים",8019-111-7
,תוספות,8019-112-4
,"החזר הוצאות",8019-113-1
,"הפרשות סוציאליות",8019-116-2
,"מסים והיטלים על השכר",8019-117-9
,"החזקת רכב",8019-118-6
,"שעות נוספות",8019-119-3
,"תחזוקת בניינים",8019-420-6
,"משכורת ושכר משולבים",8020-111-3
,תוספות,8020-112-0
,"החזר הוצאות",8020-113-7
,"הפרשות סוציאליות",8020-116-8
,"מסים והיטלים על השכר",8020-117-5
,"החזקת רכב",8020-118-2
,"שעות נוספות",8020-119-9
,"תחזוקת בניינים",8020-420-2
,"משכורת ושכר משולבים",8021-111-2
,תוספות,8021-112-9
,"החזר הוצאות",8021-113-6
,"הפרשות סוציאליות",8021-116-7
,"מסים והיטלים על השכר",8021-117-4
,"החזקת רכב",8021-118-1
,"שעות נוספות",8021-119-8
,"תחזוקת בניינים",8021-420-1
,"משכורת ושכר משולבים",8022-111-1
,תוספות,8022-112-8
,"החזר הוצאות",8022-113-5
,"הפרשות סוציאליות",8022-116-6
,"מסים והיטלים על השכר",8022-117-3
,"החזקת רכב",8022-118-0
,"שעות נוספות",8022-119-7
,"תחזוקת בניינים",8022-420-0
,"משכורת ושכר משולבים",8023-111-0
,תוספות,8023-112-7
,"החזר הוצאות",8023-113-4
,"הפרשות סוציאליות",8023-116-5
,"מסים והיטלים על השכר",8023-117-2
,"החזקת רכב",8023-118-9
,"שעות נוספות",8023-119-6
,"תחזוקת בניינים",8023-420-9
,"משכורת ושכר משולבים",8024-111-9
,תוספות,8024-112-6
,"החזר הוצאות",8024-113-3
,"הפרשות סוציאליות",8024-116-4
,"מסים והיטלים על השכר",8024-117-1
,"שעות נוספות",8024-119-5
,"תחזוקת בניינים",8024-420-8
,"משכורת ושכר משולבים",8025-111-8
,תוספות,8025-112-5
,"החזר הוצאות",8025-113-2
,"הפרשות סוציאליות",8025-116-3
,"מסים והיטלים על השכר",8025-117-0
,"שעות נוספות",8025-119-4
,"תחזוקת בניינים",8025-420-7
,"משכורת ושכר משולבים",8026-111-7
,תוספות,8026-112-4
,"החזר הוצאות",8026-113-1
,"הפרשות סוציאליות",8026-116-2
,"מסים והיטלים על השכר",8026-117-9
,"שעות נוספות",8026-119-3
,"תחזוקת בניינים",8026-420-6
,"משכורת ושכר משולבים",8160-111-4
,תוספות,8160-112-1
,"החזר הוצאות",8160-113-8
,"הפרשות סוציאליות",8160-116-9
,"מסים והיטלים על השכר",8160-117-6
,"החזקת רכב",8160-118-3
,"שעות נוספות",8160-119-0
,"קריית העירייה-העמסה",8160-400-7
,ביטוח-העמסה,8160-440-9
,"תקשורת סלולרית",8160-448-5
,"רכש ואספקה-העמסה",8160-490-4
,"אגרות תלמידי חוץ",8160-499-7
,טלפוניה-העמסה,8160-541-7
,דואר,8160-545-5
,"כיבודים וועדות השמה",8160-681-0
,"הוצאות ארגוניות שונות",8160-682-7
,"מוסך ותחבורה-העמסה",8160-710-3
,דלק,8160-735-4
,"קניית שירותי ניקיון",8160-749-5
,"מחשוב עירוני-העמסה",8160-755-0
,"ביטוח תלמידים",8160-780-4
,"שי לבוגרי תיכון",8160-783-5
,"מרכז הדרכה",8160-813-5
,"תמריץ לריבוי שימושים במוס״ח",8160-823-8
,"תגבור פעולות",8160-959-0
,"משכורת ושכר משולבים",8161-111-3
,תוספות,8161-112-0
,"החזר הוצאות",8161-113-7
,"הפרשות סוציאליות",8161-116-8
,"מסים והיטלים על השכר",8161-117-5
,"שעות נוספות",8161-119-9
,"משכורת ושכר משולבים",8162-111-2
,תוספות,8162-112-9
,"החזר הוצאות",8162-113-6
,"הפרשות סוציאליות",8162-116-7
,"מסים והיטלים על השכר",8162-117-4
,"החזקת רכב",8162-118-1
,"שעות נוספות",8162-119-8
,"שכר דירה",8162-410-8
,"הוצאות שאינן שכר",8162-422-5
,"גני ילדים - חובה",8162-950-5
,"משכורת ושכר משולבים",8163-111-1
,תוספות,8163-112-8
,"החזר הוצאות",8163-113-5
,"הפרשות סוציאליות",8163-116-6
,"מסים והיטלים על השכר",8163-117-3
,"החזקת רכב",8163-118-0
,"שעות נוספות",8163-119-7
,"שאילת גננות - משרד החינוך",8163-211-2
,"מילוי מקום סייעות",8163-219-8
,"הוצאות שאינן שכר",8163-422-4
,"משכורת ושכר משולבים",8165-111-9
,תוספות,8165-112-6
,"החזר הוצאות",8165-113-3
,"הפרשות סוציאליות",8165-116-4
,"מסים והיטלים על השכר",8165-117-1
,"החזקת רכב",8165-118-8
,"שעות נוספות",8165-119-5
,"משכורת ושכר משולבים",8166-111-8
,תוספות,8166-112-5
,"החזר הוצאות",8166-113-2
,"הפרשות סוציאליות",8166-116-3
,"מסים והיטלים על השכר",8166-117-0
,"החזקת רכב",8166-118-7
,"שעות נוספות",8166-119-4
,"שכר דירה",8166-410-4
,"מוכר שאינו רשמי - הוצאות שכר",8166-421-4
,"מוכר שאינו רשמי-הוצ שאינן שכר",8166-422-1
,"מוכר שאינו רשמי - שכר דירה",8166-423-8
,"הוצאות שאינן שכר - ניהול עצמי",8166-425-2
,"חינוך יסודי",8166-950-1
,"ניהול עצמי",8166-953-2
,"תוכניות חינוכיות",8167-821-7
,"פרויקט קרב",8167-822-4
,"עיר ללא אלימות",8167-826-2
,"מניעת נשירה",8167-827-9
,"מניעת נשירה-תוספתי",8167-828-6
,"תוכניות חינוכיות בתחום התרבות",8167-829-3
,"חינוך מדעי-״עיר מדע""",8167-830-3
,"תוכניות לפיתוח מנהלי בתי״ס",8167-831-0
,"תקשוב בחינוך העל יסודי",8167-832-7
,"בית ספר בקהילה",8167-833-4
