חשבון ,,פרק,שם חשבון ,מחלקה ,מקורי 2015 ,ביצוע עד ספטמ,תקציב 2016-כו,תקציב בסיס 2016,מותנה 2016 
1817900542,817900542,81,תקשורת סלולרית ,4817900,0,0,2000,2000,0
1817900760,817900760,81,מורשת ישראל ,4817900,390000,79300,490000,490000,0
1817901572,817901572,81,תוכנה-מחשוב ,4817900,413000,210600,415000,415000,0
1817901577,817901577,81,תקשורת-חיבורשעון נוכחות ,4817900,38000,25900,38000,38000,0
1817903810,817903810,81,תלמידי חוץ-חינוך ,4817900,1120000,997000,1500000,1500000,0
1817903811,817903811,81,תלמידי חוץ-רווחה ,4817900,1400000,1379700,1650000,1650000,0
1817904750,817904750,81,פרויקטים משותפים עם בי'ס ,4817900,300000,197300,400000,400000,0
1817905750,817905750,81,פריצות-שיפוי ,4817900,0,-16000,0,0,0
1817905760,817905760,81,פריצות-השתתפות עצמית ,4817900,250000,14400,250000,250000,0
1817906760,817906760,81,שונות-חינוך ,4817900,3500000,57500,3000000,3000000,0
1817907720,817907720,81,חומרים-נטיעות ,4817900,60000,0,60000,60000,0
1817907750,817907750,81,עבודות קבלניות-נטיעות ,4817900,1550000,931900,1600000,1600000,0
1817908750,817908750,81,לחצני מצוקה מוסדות חינוך ,4817900,150000,134500,150000,150000,0
1817909750,817909750,81,הזנה-רכישת מזון ,4817900,530000,307500,950000,950000,0
1817909760,817909760,81,נלוות והזנה ,4817900,1500000,681000,1300000,1300000,0
1817910755,817910755,81,"מ""מ נקיון במוסדות חינוך ",4817900,600000,269200,600000,600000,0
1817912930,817912930,81,רכישות מוקד ,4811000,40000,29900,40000,40000,0
1818000110,818000110,81,השכר הקובע ,4818000,386000,229100,406000,406000,0
1818000120,818000120,81,תוספות שלא נככללות בשכר ,4818000,98000,58000,90000,90000,0
1818000130,818000130,81,שעות נוספות ,4818000,64000,34400,68000,61200,6800
1818000140,818000140,81,החזר הוצאות רכב ,4818000,52000,31900,61000,61000,0
1818000141,818000141,81,החזר הוצאות אחר ,4818000,9000,16200,25000,25000,0
1818000181,818000181,81,הפרשות סוציאליות ,4818000,65000,39700,69000,69000,0
1818000182,818000182,81,מיסים ועלויות ,4818000,81000,47300,87000,87000,0
1818000410,818000410,81,שכר דירה ודמי חכירה ,4818000,58800,58800,60000,60000,0
1818000420,818000420,81,החזקת מבנים ,4818000,4300,2700,5000,5000,0
1818000433,818000433,81,חומרי נקיון ,4818000,4000,4000,4000,4000,0
1818000470,818000470,81,ציוד משרדי מתכלה ,4818000,6000,6000,6000,6000,0
1818000471,818000471,81,מכונות צילום ,4818000,5800,0,6200,6200,0
1818000510,818000510,81,כיבוד ,4818000,1000,200,1000,1000,0
1818000522,818000522,81,ספרות מקצועית ועתונות ,4818000,70000,37600,70000,70000,0
1818000540,818000540,81,הוצ' טלפון- ח.מבוגרים ,4818000,20000,12400,20000,20000,0
1818000542,818000542,81,תקשורת סלולרית ,4818000,0,0,2000,2000,0
1818000750,818000750,81,עבודות קבלניות ,4818000,0,0,0,0,0
1818000755,818000755,81,חינוך מבוגרים נקיון ,4818000,100000,52800,120000,120000,0
1818000760,818000760,81,פעילות לימוד העברית ,4818000,250000,145900,260000,260000,0
1818000772,818000772,81,מים חינוך מבוגרים ,4818000,7000,2000,7000,7000,0
1818000780,818000780,81,שונות חינוך מבוגרים ,4818000,30000,8300,30000,30000,0
1818100110,818100110,81,השכר הקובע ,4818000,164000,157200,201000,201000,0
1818100120,818100120,81,תוספות שלא נכללות בשכר ,4818000,18000,16400,10000,10000,0
1818100141,818100141,81,החזר הוצאות אחר ,4818000,4000,6800,10000,10000,0
1818100181,818100181,81,הפרשות סוציאליות ,4818000,23000,23600,30000,30000,0
1818100182,818100182,81,מיסים ועלויות ,4818000,21000,17700,25000,25000,0
1821000110,821000110,82,השכר הקובע ,1821000,223000,208100,238000,238000,0
1821000120,821000120,82,תוספות שלא נכללות בשכר ,1821000,76000,76700,94000,94000,0
1821000130,821000130,82,שעות נוספות ,1821000,49000,36100,50000,45000,5000
1821000140,821000140,82,החזר הוצאות רכב ,1821000,53000,54300,63000,63000,0
1821000141,821000141,82,החזר הוצאות אחרות ,1821000,12000,11000,15000,15000,0
1821000181,821000181,82,הפרשות סוציאליות ,1821000,43000,37400,48000,48000,0
1821000182,821000182,82,עלויות ,1821000,56000,50700,69000,69000,0
1821000540,821000540,82,טלפון ,1821000,0,0,0,0,0
1821000760,821000760,82,צרכים מיוחדים ,1821000,758000,341100,758000,700000,58000
1821000772,821000772,82,מים-חברה עירונית ,1821000,970000,565800,1370000,1301500,68500
1821000773,821000773,82,ארנונה חב' עירונית ,1821000,1200000,0,1329000,1262600,66400
1821000870,821000870,82,חברה עירונית-מינהלה ,1821000,1703620,1240500,1703600,1618400,85200
1821000871,821000871,82,יוזמות תעסוקה -חב' עירוני,1821000,1800000,860000,1800000,1500000,300000
1821000920,821000920,82,העברה מת. פיתוח לת. רגיל ,1821000,500000,500000,700000,500000,200000
1821000981,821000981,82,הוצ' חד פעמיות - צוק איתן,1821000,0,0,0,0,0
1822000760,822000760,82,פסנתר לתמיד ,1822000,114000,0,114000,108300,5700
1822000870,822000870,82,תרבות ,1822000,1184090,878700,1422000,1350900,71100
1822001870,822001870,82,חברה וקהילה ,1822000,474100,350500,894100,849400,44700
1822002870,822002870,82,ערוץ קהילתי ,1822000,298400,223700,300000,285000,15000
1823000870,823000870,82,ספריה עירונית ,1823000,1200000,899600,1400000,1330000,70000
1823000872,823000872,82,הרצאות ופעילויות ,1823000,1421000,1065300,1421000,1350000,71000
1823000930,823000930,82,ספריה עירונית - רכישת ספר,1823000,0,0,0,0,0
1823001870,823001870,82,ספריה-שלוחות ,1823000,337500,253000,340000,323000,17000
1824000760,824000760,82,פעילויות קיץ ,1824000,0,0,1000000,900000,100000
1824000870,824000870,82,חב' עירונית-מתנסים ,1824000,13000000,9746100,13512000,12912000,600000
1824000871,824000871,82,קרן -פרויקטים משותפים ,1824000,589100,441600,590000,560500,29500
1824000872,824000872,82,פעולות בקרב אוכלוסיות חלש,1824000,0,220000,400000,300000,100000
1825000820,825000820,82,מוסיקה ומחול ,1825000,0,0,0,0,0
1825000870,825000870,82,תזמורת אנדלוסית ,1825000,2125000,1593100,2500000,2375000,125000
1825001820,825001820,82,בתי ספר למוסיקה ,1825000,1800000,1270200,1800000,1800000,0
1825001870,825001870,82,מוסיקה ומחול ,1825000,1300000,974600,1539000,1462000,77000
1825002820,825002820,82,תיזמורות סימפוניות ,1825000,2000000,1581600,2000000,2000000,0
1826000771,826000771,82,חשמל-אודיטוריום רמי נעים ,1826000,0,0,0,0,0
1826000820,826000820,82,מוקדי תרבות ,1826000,587000,440200,587000,587000,0
1826200760,826200760,82,מרכז האומניות ,1826200,1000000,0,0,0,0
1826200771,826200771,82,חשמל מוזיאונים ,1826200,1035000,903400,1200000,1200000,0
1826200870,826200870,82,מרכז האומנויות ,1826200,3000000,3099100,4000000,3800000,200000
1826200871,826200871,82,יוזמות קהילתיות ,1826000,901000,675500,901000,856000,45000
1826201760,826201760,82,מוזיאון קורין ממן ,1826200,0,0,0,0,0
1826201870,826201870,82,מוזיאון עירוני ,1826200,1679800,1259300,1715800,1530000,185800
1826400110,826400110,82,השכר הקובע ,1826401,92000,57900,78000,78000,0
1826400120,826400120,82,תוספות שלא נכללות בשכר ,1826401,29000,45100,58000,58000,0
1826400130,826400130,82,שעות נוספות ,1826401,0,0,0,0,0
1826400140,826400140,82,החזר הוצאות רכב ,1826401,21000,25400,26000,26000,0
1826400141,826400141,82,החזר הוצאות אחר ,1826401,3000,2900,4000,4000,0
1826400181,826400181,82,הפרשות סוציאליות ,1826401,8000,10100,14000,14000,0
1826400182,826400182,82,מיסים ועלויות ,1826401,14000,17500,23000,23000,0
1826401760,826401760,82,יד- לבנים - משפחות שכולות,1826401,70000,28700,170000,150000,20000
1826401771,826401771,82,חשמל יד לבנים ,1826401,140000,85600,165000,165000,0
1826401870,826401870,82,יד לבנים ,1826401,0,0,0,0,0
1826402420,826402420,82,אחזקת מבנה היכל תרבות ,1826400,0,0,0,0,0
1826402760,826402760,82,תפעול משכן לאומנויות הבמה,1826400,5000000,3333300,5000000,4750000,250000
1826402761,826402761,82,הפעלת האמפי פארק ,1826400,548900,365900,550000,300000,250000
1826402771,826402771,82,חשמל-המשכן לאומנויות הבמה,1826400,520000,393700,560000,560000,0
1826402780,826402780,82,"פסטיבל ""תור הזהב"" ",1826400,250000,0,0,0,0
1826402820,826402820,82,"פסטיבל ""תור הזהב"" ",1826400,0,0,250000,250000,0
1826403870,826403870,82,בית תרבות יוצאי גאורגיה ,1826000,1912000,1433400,1912000,1816400,95600
1826404760,826404760,82,מרכז בית האומנים ,1826400,1870000,467500,1970000,1871500,98500
1826404870,826404870,82,בית האומנים - מרכז מבקרים,1826000,0,0,0,0,0
1827010870,827010870,82,תרבות תורנית ,1827000,2737000,2051900,2800000,2660000,140000
1827010871,827010871,82,תרבות תורנית ,1827000,1700000,1274500,1700000,1615000,85000
1827020820,827020820,82,פיוט ושירה ,1827000,665000,751800,665000,665000,0
1828200760,828200760,82,ניידות מידע - נוער משוטט ,1828000,240000,116500,240000,240000,0
1828200761,828200761,82,מניעה וטיפול נוער בחופשה ,1828000,0,0,300000,200000,100000
1828200870,828200870,82,נוער ,1828000,3086000,2313600,3156000,2998200,157800
1828200871,828200871,82,קיץ ישראלי ,1828000,78200,0,78200,70000,8200
1828200872,828200872,82,מניעה וטיפול בנוער בחופשה,1828000,0,0,0,0,0
1828900870,828900870,82,תנועות נוער ,1828000,1500000,1124600,1650000,1650000,0
1829100110,829100110,82,השכר הקובע ,1829200,849000,638200,872000,872000,0
1829100120,829100120,82,תוספות שלא נכללות בשכר ,1829200,289000,241300,299000,299000,0
1829100130,829100130,82,שעות נוספות ,1829200,248000,184000,258000,232200,25800
1829100140,829100140,82,החזר הוצאות רכב ,1829200,275000,154500,230000,230000,0
1829100141,829100141,82,החזר הוצאות אחר ,1829200,30000,23600,32000,32000,0
1829100181,829100181,82,הפרשות סוציאליות ,1829200,150000,113200,156000,156000,0
1829100182,829100182,82,מיסים ועלויות ,1829200,230000,170100,239000,239000,0
1829200771,829200771,82,חשמל מגרשי ספורט ,1829200,180000,166600,220000,220000,0
1829201110,829201110,82,השכר הקובע ,1829200,291000,195000,263000,263000,0
1829201120,829201120,82,תוספות שלא נכללות בשכר ,1829200,59000,48900,58000,58000,0
1829201130,829201130,82,שעות נוספות ,1829200,37000,50800,70000,63000,7000
1829201140,829201140,82,החזרהוצאות רכב ,1829200,73000,40500,74000,74000,0
1829201141,829201141,82,החזר הוצאות אחר ,1829200,16000,9200,13000,13000,0
1829201181,829201181,82,הפרשות סוציאליות ,1829200,46000,30700,42000,42000,0
1829201182,829201182,82,מיסים ועלויות ,1829200,80000,45400,66000,66000,0
1829201540,829201540,82,דואר וטלפון ,1829200,3000,1600,3000,3000,0
1829201720,829201720,82,חומרים ,1829200,149000,38100,149000,141600,7400
1829201730,829201730,82,כלי איצ' עירוני-דלק012-15,1829200,25000,7400,25000,25000,0
1829201740,829201740,82,כלים מכשירים וציוד ,1829200,23000,0,23000,23000,0
1829201750,829201750,82,עבודות קבלניות ,1829200,146000,59900,146000,146000,0
1829201772,829201772,82,מים לפעולות ,1829200,680000,0,680000,680000,0
1829201779,829201779,82,בטיחות עובדים ,1829200,3000,1800,3000,3000,0
1829201781,829201781,82,מיגון האיצטדיון ,1829200,2000,0,2000,2000,0
1829201820,829201820,82,דמי שימוש - תמיכה עקיפה ,1829200,4200000,3861600,4200000,4200000,0
1829202110,829202110,82,השכר הקובע ,1829200,148000,119200,163000,163000,0
1829202120,829202120,82,תוספות שלא נכללות בשכר ,1829200,40000,36800,44000,44000,0
1829202130,829202130,82,שעות נוספות ,1829200,31000,14200,22000,19800,2200
1829202140,829202140,82,החזר הוצאות רכב ,1829200,33000,16500,59000,59000,0
1829202141,829202141,82,החזר הוצאות אחר ,1829200,11000,7800,11000,11000,0
1829202181,829202181,82,הפרשות סוציאליות ,1829200,23000,17000,25000,25000,0
1829202182,829202182,82,מיסים ועלויות ,1829200,34000,25500,42000,42000,0
1829202420,829202420,82,אחזקת מבנים ,1829200,3836700,3196000,4250000,4050000,200000
1829202772,829202772,82,מים לפעולות ,1829200,0,0,0,0,0
1829202920,829202920,82,אחזקת איצטדיונים ,1829200,1037000,427200,700000,700000,0
1829202921,829202921,82,אחז' מתקנים ואולמות ספורט,1829200,300000,300000,800000,800000,0
1829300540,829300540,82,הוצ' טלפון ,1829300,0,400,0,0,0
1829300750,829300750,82,שעות הדרכה-ספורט ,1829300,883800,737100,900000,900000,0
1829300870,829300870,82,פעולות ספורט ,1829300,1251200,1042300,1300000,1300000,0
1829300871,829300871,82,אגודות ספורט-רשות הספורט ,1829300,508300,423400,508300,508300,0
1829300872,829300872,82,ספורטיאדה ,1829300,58700,58700,83700,83700,0
1829300873,829300873,82,ספורט עממי ,1829300,586000,488100,586000,586000,0
1829300981,829300981,82,הוצ' חד פעמיות - צוק איתן,1829300,0,0,0,0,0
1829900820,829900820,82,אגודות ספורט ,1829900,13000000,12000,13000000,13000000,0
1829901820,829901820,82,מ.ס אשדוד קבוצה מאוחדת ,1829900,0,3087000,0,0,0
1829902820,829902820,82,מועדון כדורסל -בנות אשדוד,1829900,0,5501600,0,0,0
1829903820,829903820,82,כדורסלני מכבי אשדוד ,1829900,0,5893200,0,0,0
1829904820,829904820,82,ספורטאי מכבי אשדוד ,1829900,0,283200,0,0,0
1829905820,829905820,82,אליצור אשדוד ,1829900,0,40900,0,0,0
1829906820,829906820,82,הפועל אשדוד ענפים ,1829900,0,702700,0,0,0
1829907820,829907820,82,הפועל אשדוד טניס שולחן ,1829900,0,14800,0,0,0
1829908820,829908820,82,ביתר אשדוד ,1829900,0,155300,0,0,0
1829909820,829909820,82,ביתר אשדוד -טניס שולחן ,1829900,0,39100,0,0,0
1829910820,829910820,82,עמותת שחייני אשדוד ,1829900,0,25800,0,0,0
1829911820,829911820,82,עמותת שח-מט אשדוד ,1829900,0,268500,0,0,0
1829912820,829912820,82,מועדון כדור הזהב ,1829900,0,37600,0,0,0
1829913820,829913820,82,מועדון כדורת אשדוד ,1829900,0,7500,0,0,0
1829914820,829914820,82,קידום ספורט הנכים ,1829900,0,36900,0,0,0
1829915820,829915820,82,פ.ספורט - מח' הספורט ,1829900,0,350900,0,0,0
1829916820,829916820,82,מיטב לקידום תרבות הספורט ,1829900,0,10300,0,0,0
1829918820,829918820,82,אלפא דנס ספורט ,1829900,0,22500,0,0,0
1829921820,829921820,82,הפועל ארזים אשדוד ,1829900,0,92200,0,0,0
1829924820,829924820,82,אשדוד A קריקט קלאב ,1829900,0,50400,0,0,0
1829925820,829925820,82,"ב""ס השגי להאבקות אשדוד ",1829900,0,0,0,0,0
1829926820,829926820,82,גל אולימפי ,1829900,0,68800,0,0,0
1829930820,829930820,82,מצויינות בספורט ,1829900,0,0,0,0,0
1829931820,829931820,82,גלישת גלים ,1829900,0,22100,0,0,0
1829932820,829932820,82,דרקון הזהב ,1829900,0,14800,0,0,0
1829933820,829933820,82,העמותה לעדוד הספורטאי החר,1829900,0,11300,0,0,0
1829934820,829934820,82,ספורט עממי ,1829900,0,3800,0,0,0
1832200760,832200760,83,סל שיקום -העברה למרפאת הש,5832200,0,0,0,0,0
1832300410,832300410,83,שכירות מרפאת השיניים בסיט,5832300,0,0,0,0,0
1832300540,832300540,83,דואר וטלפון ,5832300,0,0,0,0,0
1832300760,832300760,83,בריאות השן לתלמיד ,5832300,0,0,0,0,0
1832301760,832301760,83,בריאות השן - מניעתי 1 ,5832300,0,0,0,0,0
1832400110,832400110,83,השכר הקובע ,5832400,410000,307800,413000,413000,0
1832400120,832400120,83,תוספות שלא נכללות בשכר ,5832400,44000,43400,45000,45000,0
1832400130,832400130,83,שעות נוספות ,5832400,36000,19000,20000,18000,2000
1832400141,832400141,83,החזר הוצאות אחר ,5832400,28000,20800,28000,28000,0
1832400181,832400181,83,הפרשות סוציאליות ,5832400,62000,45900,59000,59000,0
1832400182,832400182,83,מיסים ועלויות ,5832400,62000,42200,62000,62000,0
1832400211,832400211,83,נקיון טיפות חלב ,5832400,0,0,0,0,0
1832400750,832400750,83,"ממ""ק ניקיון בטיפות חלב ",5832400,153000,0,180000,130000,50000
1832400771,832400771,83,חשמל טפות חלב ,5832400,110000,76700,110000,110000,0
1835000421,835000421,83,שיפוץ מבני רשות למלחמה בס,5835001,26000,26000,26000,26000,0
1835000530,835000530,83,צמוד אילנה - 86-315-71 ,5835000,35000,17300,30000,30000,0
1835000760,835000760,83,גיל הרך - שמיד ,5835000,250000,61700,250000,250000,0
1835001410,835001410,83,בריאות בקהילה - גבייה עצמ,5835000,10000,0,10000,10000,0
1835001750,835001750,83,ערים בריאות ,5835000,250000,215600,500000,400000,100000
1835001760,835001760,83,אישפוזית ומעון יום פסיכיא,5835001,1100000,866600,1100000,1050000,50000
1835001771,835001771,83,חשמל הרשות לסמים ,5835001,120000,120000,150000,150000,0
1835001920,835001920,83,שיפוץ מבני הרשות למלחמה ב,5835001,200000,0,200000,200000,0
1835002750,835002750,83,עיר פעילה ובריאה ,5835000,0,0,0,0,0
1835002760,835002760,83,סיוע לארגוני בריאות ,5835000,0,0,0,0,0
1835003410,835003410,83,מרכז שיטור קהילתי רובע ב',5835001,245000,222900,245000,245000,0
1835003760,835003760,83,הרשות למלחמה בסמים והתמכר,5835001,2120000,1608700,2120000,2020000,100000
1835003761,835003761,83,מניעה וטיפול בנוער בחופשו,5835001,500000,464000,640000,600000,40000
1835003762,835003762,83,חושבים הורים ,5835001,200000,150000,200000,190000,10000
1835003763,835003763,83,טיפול בנוער מסיכון לסיכוי,5835001,0,0,897000,597000,300000
1835003772,835003772,83,הרשות לסמים - מים ,5835001,48000,0,48000,48000,0
1835003773,835003773,83,הרשות לסמים - השתתפות באר,5835001,140000,140000,140000,140000,0
1835003810,835003810,83,הרשות למלחמה בסמים ,5835001,1095000,821300,1160000,1060000,100000
1835003811,835003811,83,השתתפות משרדי ממשלה ,5835001,1564000,1227700,1564000,1564000,0
1835004760,835004760,83,פרויקטי הפחתת אלימות נוער,5835001,369000,317100,369000,369000,0
1835005750,835005750,83,תוכנית עידוד - שמיד ,5835000,60000,0,0,0,0
1835005760,835005760,83,עיר ללא אלימות ,5835001,1736000,1555800,1736000,1736000,0
1835006760,835006760,83,קיץ בטוח - ואנדליזם ,5835001,115000,65600,115000,115000,0
1835007760,835007760,83,הדרכת הורים - שמיד ,5835000,24000,0,0,0,0
1836200810,836200810,83,נט'ן/השתתפ'+תרומות ,5836000,505000,378700,505000,505000,0
1836201810,836201810,83,אט'ן/השתתפ'+תרומות ,5836000,575000,431200,575000,575000,0
1841000110,841000110,84,השכר הקובע ,5841000,2903000,1980800,3042000,3042000,0
1841000120,841000120,84,תוספות שלא נכללות ,5841000,387000,325900,433000,433000,0
1841000130,841000130,84,שעות נוספות ,5841000,91000,39200,63000,56700,6300
1841000140,841000140,84,החזר הוצאות רכב ,5841000,356000,205900,358000,358000,0
1841000141,841000141,84,החזר הוצאות אחר ,5841000,93000,85000,126000,126000,0
1841000181,841000181,84,הפרשות סוציאליות ,5841000,558000,380600,585000,585000,0
1841000182,841000182,84,מיסים ועלויות ,5841000,542000,369400,577000,577000,0
1841000210,841000210,84,משכורת זמניים ,5841000,100000,36200,0,0,0
1841000211,841000211,84,"_מילוי מקום מטפלות בי""ס נ",5845200,0,0,0,0,0
1841000410,841000410,84,שכירות ,5841000,602000,386700,571000,571000,0
1841000411,841000411,84,ועד בית ,5841000,0,0,57000,57000,0
1841000420,841000420,84,מעליות מבני רווחה ,5841000,64000,31000,65000,65000,0
1841000421,841000421,84,שיפוץ ותחזוקת מבנה רווחה ,5841000,400000,148300,470000,420000,50000
1841000422,841000422,84,זיפות מבני רווחה ,5841000,0,0,0,0,0
1841000423,841000423,84,תחזוקת מבני רווחה ,5841000,0,0,0,0,0
1841000424,841000424,84,תחזוקת חשמל במבני רווחה ,5841000,0,0,0,0,0
1841000425,841000425,84,אחזקת מזגנים במבני רווחה ,5841000,0,0,0,0,0
1841000433,841000433,84,חמרי נקיון ,5841000,20000,16900,20000,20000,0
1841000434,841000434,84,שרותי נקיון/משכ'ל ,5841000,530000,509700,706000,706000,0
1841000450,841000450,84,רהוט והחזקתו/בלאי ,5841000,43000,10300,43000,43000,0
1841000470,841000470,84,ציוד משרדי מתכלה ,5841000,65000,46800,65000,65000,0
1841000471,841000471,84,מכונות צילום ופקסים - מינ,5841000,36000,36000,39600,39600,0
1841000510,841000510,84,אשל וכיבוד ,5841000,5000,2700,5000,5000,0
1841000511,841000511,84,כיבוד לישיבות לשכת ר' מינ,5841000,0,0,0,0,0
1841000521,841000521,84,השתלמויות מקצועיות ,5841000,7000,6400,7000,7000,0
1841000522,841000522,84,ספרות מקצועית ועתונות ,5841000,5000,600,5000,5000,0
1841000540,841000540,84,דואר וטלפון ,5841000,125000,80800,125000,125000,0
1841000542,841000542,84,"רט""ן - רשת טלפונים ניידים",5841000,98100,74100,112000,112000,0
1841000571,841000571,84,חומרה ,5841000,100000,83100,100000,100000,0
1841000572,841000572,84,תוכנה ,5840000,105000,41400,100000,100000,0
1841000575,841000575,84,שירותי מחשוב שונים ,5840000,19000,14500,19000,19000,0
1841000577,841000577,84,תקשורת מחשבים ,5840000,20000,15700,20000,20000,0
1841000580,841000580,84,כנס עובדי רווחה ,5841000,0,2000,0,0,0
1841000710,841000710,84,הובלות והסעות קבלניות ,5841000,23000,17000,43000,43000,0
1841000720,841000720,84,חומרים-חשמל ואינסטלציה ,5841000,0,0,0,0,0
1841000730,841000730,84,רכב תפעולי 18-623-74 ,5840000,30000,11300,30000,30000,0
1841000751,841000751,84,שרותי מוקד לחצני מצוקה ,5841000,43000,24200,43000,43000,0
1841000752,841000752,84,שרותי שמירה בלשכות ,5841000,524000,170800,400000,400000,0
1841000753,841000753,84,אח' גינון מבני רווחה ,5841000,80000,4900,80000,80000,0
1841000754,841000754,84,"ממ""ק נקיון ",5841000,35000,0,35000,35000,0
1841000760,841000760,84,גיל הרך ,5841000,130000,0,130000,100000,30000
1841000761,841000761,84,בנות שרות לאומי ,5841000,210000,71300,210000,210000,0
1841000762,841000762,84,שיקום האסיר ,5841000,12000,10200,12000,12000,0
1841000771,841000771,84,חשמל רווחה ,5841000,800000,641400,850000,850000,0
1841000772,841000772,84,מים מוסדות רווחה ,5841000,360000,182700,400000,400000,0
1841000779,841000779,84,בטיחות עובדים ,5841000,8000,3300,10000,10000,0
1841000840,841000840,84,מחשוב מחלקות רווחה 112920,5841000,227000,0,227000,227000,0
1841000920,841000920,84,העברת תקציב פיתוח לרגיל ,5841000,180000,51500,180000,180000,0
1841001110,841001110,84,השכר הקובע ,5841000,2677000,1754600,2511000,2511000,0
1841001120,841001120,84,תוספות שלא נכללות בשכר ,5841000,257000,217300,247000,247000,0
1841001130,841001130,84,שעות נוספות ,5841000,47000,93000,76000,68400,7600
1841001140,841001140,84,החזר הוצאות רכב ,5841000,228000,125000,178000,178000,0
1841001141,841001141,84,החזר הוצאות אחר ,5841000,112000,80600,115000,115000,0
1841001181,841001181,84,הפרשות סוציאליות ,5841000,470000,311900,444000,444000,0
1841001182,841001182,84,מיסים ועליות ,5841000,434000,292900,439000,439000,0
1841001471,841001471,84,מכונות צילום - יחידות ברו,5841000,3500,3500,3900,3900,0
1841001510,841001510,84,כיבוד מחלקות וועדת השמה ,5841000,13000,9700,13000,13000,0
1841001530,841001530,84, - 1888234מנהל אגף ע ,5841000,35000,5300,35000,35000,0
1841001580,841001580,84,יעוץ להתחשבנות משרד הרווח,5841000,250000,164300,250000,250000,0
1841001750,841001750,84,שיפוצים והצטיידות מ.רווחה,5841000,200000,3500,200000,150000,50000
1841001760,841001760,84,אחזקת מבני רווחה ,5841000,82000,68000,87000,87000,0
1841001840,841001840,84,סל בטיחות בסיסי 1014423 ,5841000,20000,7100,20000,20000,0
1841002530,841002530,84, - 1888534מנהלת אגף ש ,5841000,50000,24600,50000,50000,0
1841002760,841002760,84,יוזמות רווחה ,5840000,230000,109400,300000,250000,50000
1841003530,841003530,84,רכב 69-816-52 ר' מנהל ,5841000,60000,43000,65000,65000,0
1841003760,841003760,84,מעורבות קהילתית ,5841000,0,0,0,0,0
1841004530,841004530,84,רכב 37-749-74 מירן ,5840000,0,0,30000,30000,0
1841004760,841004760,84,הוצאות משפחתונים ,5843900,206000,118300,207000,207000,0
1841005760,841005760,84,תרומות-העברה ,5841000,3000,0,3000,3000,0
1841005840,841005840,84,פעולות ארגוניות 1014420 ,5841000,33000,5200,33000,33000,0
1841006110,841006110,84,השכר הקובע ,5841000,3977000,3038800,4239000,4239000,0
1841006120,841006120,84,תוספות שלא נכללות בשכר ,5841000,538000,438300,499000,499000,0
1841006130,841006130,84,שעות נוספות ,5841000,225000,190800,258000,232200,25800
1841006140,841006140,84,החזר הוצאות רכב ,5841000,612000,445600,726000,726000,0
1841006141,841006141,84,החזר הוצאות אחר ,5841000,256000,216000,299000,299000,0
1841006181,841006181,84,הפרשות סוציאליות ,5841000,805000,607900,842000,842000,0
1841006182,841006182,84,מיסים ועלויות ,5841000,740000,556600,815000,815000,0
1841010110,841010110,84,השכר הקובע ,5841000,2577000,1959900,2656000,2656000,0
1841010120,841010120,84,תוספות שלא נכללות בשכר ,5841000,405000,347000,426000,426000,0
1841010130,841010130,84,שעות נוספות ,5841000,220000,158700,220000,198000,22000
1841010140,841010140,84,החזר הוצאות רכב ,5841000,547000,366700,536000,536000,0
1841010141,841010141,84,החזר הוצאות אחר ,5841000,147000,120500,162000,162000,0
1841010181,841010181,84,הפרשות סוציאליןת ,5841000,618000,449100,608000,608000,0
1841010182,841010182,84,מיסים ועלויות ,5841000,522000,391100,555000,555000,0
1841010471,841010471,84,מ.צילום מחלקה א' ,5841000,7000,5400,7700,7700,0
1841010540,841010540,84,דואר וטלפון - א ,5841000,60000,34700,85000,85000,0
1841020110,841020110,84,השכר הקובע ,5841000,2331000,1589600,2256000,2256000,0
1841020120,841020120,84,תוספות שלא נכללות בשכר ,5841000,302000,274800,335000,335000,0
1841020130,841020130,84,שעות נוספות ,5841000,106000,84000,119000,107100,11900
1841020140,841020140,84,החזר הוצאות רכב ,5841000,367000,211300,317000,317000,0
1841020141,841020141,84,החזר תוספות אחר ,5841000,147000,109300,154000,154000,0
1841020181,841020181,84,הפרשות סוציאליות ,5841000,570000,373700,534000,534000,0
1841020182,841020182,84,מיסים ועלויות ,5841000,429000,294800,438000,438000,0
1841020471,841020471,84,מ. צילום מחלקה ב' ,5841000,5800,5000,6400,6400,0
1841020540,841020540,84,דואר וטלפון - ב שיקום ע,5841000,80000,43000,80000,80000,0
1841021471,841021471,84,מ. צילום מחלקה ב' קומה 1 ,5841000,0,0,1500,1500,0
1841030110,841030110,84,השכר הקובע ,5841000,2479000,1964400,2836000,2836000,0
1841030120,841030120,84,תוספות שלא נכללות בשכר ,5841000,361000,304500,359000,359000,0
1841030130,841030130,84,שעות נוספות ,5841000,87000,74000,108000,97200,10800
1841030140,841030140,84,החזר הוצאות רכב ,5841000,355000,302900,433000,433000,0
1841030141,841030141,84,החזר הוצאות אחר ,5841000,173000,147400,217000,217000,0
1841030181,841030181,84,הפרשות סוציאליות ,5841000,491000,431300,617000,617000,0
1841030182,841030182,84,מיסים ועלויות ,5841000,457000,364900,541000,541000,0
1841030471,841030471,84,מ. צילום מחלקה ו' ,5841000,7000,0,7700,7700,0
1841030540,841030540,84,דואר וטלפון - ו ,5841000,55000,31300,55000,55000,0
1841040110,841040110,84,השכר הקובע ,5841000,2082000,1656900,2239000,2239000,0
